,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-185171,2019-12-12,2020-02-11,['1'],PRESTATION DE SERVICE D'ASSURANCE AU BENEFICE D'ORGANOM,mapa,cmp2006,attribution,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,['Assurance'],[20],non,non
1,19-184036,2019-12-12,2020-01-10,"['1', '38', '69', '42']",Mission de maitrise d'oeuvre,joue,directive24,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Prestations de services'],[274],non,non
2,19-185436,2019-12-12,2020-01-15,['1'],réaménagement du cheminement piétons en bordure du canal de crans site ens du marais des bidonnes,fns,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Equipements spécialisés'],[115],non,non
3,19-183902,2019-12-12,2020-02-10,['2'],"Exploitation du centre de transfert de Fontaine les Vervins, accueil de déchets ménagers résiduels et de recyclables",joue,directive24,attribution,initial,Valor'Aisne,02000,LAON,"[('2019-12-05', 'ENLEVEMENT DECHET INDUSTRIEL ET BATIMENT', (226800.0, 'EUR'), 'Lot unique')]",['Assainissement'],[18],non,non
4,19-185102,2019-12-12,2020-01-24,['2'],Mission de maîtrise d'oeuvre portant sur l'aménagement de la zone Voltaire.,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Pays de Laon,02000,Aulnois-sous-Laon,,"[""Maîtrise d'oeuvre""]",[197],non,non
5,19-185229,2019-12-12,2020-01-24,['2'],Travaux pour l'intégration de bus gaz au sein de la flotte des Transports Urbains Laonnois.,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Pays de Laon,02000,Aulnois-sous-Laon,,"['Chauffage (travaux)', 'Climatisation', 'Electricité (travaux)', 'Sécurité incendie', 'Ventilation']","[61, 62, 105, 332, 360]",non,non
6,19-184034,2019-12-12,2020-01-10,['2'],ACQUISITION D'EFFETS VESTIMENTAIRES,joue,directive24,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,"['Chaussures ou articles chaussants', 'Habillement']","[79, 150]",non,non
7,19-185011,2019-12-12,2020-01-06,['3'],stade équestre du sichon - rénovation du paddock et aménagement de boxes,fns,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,"['Bâtiment', 'Irrigation', 'Serrurerie', 'Terrain de sport']","[33, 168, 321, 342]",oui,oui
8,19-185515,2019-12-12,2020-02-06,"['3', '63']","Prestation de réparation de conteneurs logistiques de type A, K et M.Le dossier de consultation des entreprises DCE est disponible en pièces jointes.",fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure,,['Acier'],[3],non,non
9,19-184010,2019-12-12,2020-01-16,['4'],Fourniture de granulats pour l'entretien des routes départementales,joue,directive24,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"['Revêtements de sols', 'Voirie']","[308, 365]",non,non
10,19-184086,2019-12-12,2020-01-13,['6'],Prestations de surveillance en sécurité incendieIgh Campus Pasteur - Ufr Médecine,joue,directive24,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06100,Nice,,"['Gardiennage', 'Prestations de services', 'Surveillance']","[138, 274, 331]",oui,non
11,19-148212,2019-12-12,2020-01-22,['6'],"comptages et enquêtes relatifs aux déplacements de diverses catégories d'usagers et de véhicules, études de trafic et mesures acoustiques",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,"['Sondage, enquête']",[471],non,non
12,19-184283,2019-12-12,2020-01-09,['6'],"Conception, mise en place et support à l'exploitation du système d'information pour la gestion des interventions de la Régie Eau d'Azur",joue,directive25,appeloffre,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Informatique (prestations de services)', 'Progiciel']","[163, 283]",non,non
13,19-183948,2019-12-12,2020-01-01,"['6', '5', '4', '83', '13', '69', '84', '75']",Installation d'escaliers mécaniques publics et création d'un cheminement sécurisé piétonnier en périphérie des escaliers mécaniques réalisés,joue,directive24,appeloffre,initial,Commune de Beausoleil,06240,Beausoleil,,"['Ascenseur', 'Décoration (travaux)', 'Génie civil', 'Menuiserie', 'Voirie et réseaux divers']","[17, 85, 141, 222, 366]",non,non
14,19-185080,2019-12-12,2020-01-10,['6'],19N0808 - CFA MNCA Achat de denrées alimentaires en produits surgelés pour la restauration des apprentis et stagiaires.,fns,cmp2006,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,"['Denrées alimentaires', 'Surgelés']","[88, 330]",non,non
15,19-185677,2019-12-12,2020-01-15,['6'],"Assistance à maîtrise d'ouvrage pour l'aménagement et l'exploitation d'une déchèterie dans un local industriel existant, en vue du transfert de la déchèterie de Cannes.",mapa,cmp2006,appeloffre,initial,SMED,06510,CANNES-LA-BOCCA,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
16,19-183937,2019-12-12,2020-02-11,"['6', '13', '83']",subdélégation de service public pour la gestion et l'exploitation des activités de levage et de manutention sur l'aire de carénage du port vauban et convention portant aot du domaine public,joue,directive23,appeloffre,initial,SAS VAUBAN 21,06600,Antibes,,"['Installation portuaire', 'Matériel de manutention', 'Manutention']","[165, 208, 237]",non,non
17,19-185126,2019-12-12,2020-02-11,['6'],"Travaux de pose, y compris la fourniture, de mobiliers funéraires sur le colombarium no4 du cimetière de Rabiac.",fns,cmp2006,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2019-12-09', 'OGF', (28440, 'EUR'), None)]",['Cimetière'],[437],non,non
