,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-116902,2020-09-26,2020-10-24,"['5', '4', '38']",Fourniture et livraison de véhicules et de vélos pour les services municipaux de la Ville de Briançon - RELANCE LOT 3,joue,directive24,attribution,initial,Ville de Briançon,05100,BRIANCON,"[('2020-09-21', 'SAS ETABLISSEMENTS PIC ', (43000, 'EUR'), 'Fourniture et livraison de véhicules et de vélos pour les services municipaux de la Ville de Briançon - RELANCE LOT 3 : Chargeuse 8T d\x92occasion')]","['Véhicules (location)', 'Véhicules (acquisition)']","[474, 475]",non,non
1,20-116744,2020-09-26,2020-11-02,['5'],Fourniture d'un camion grue avec benne compactrice pour la collecte des ordures ménagères d'un Ptac de 26 tonnes,joue,directive24,appeloffre,initial,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,['Véhicules (acquisition)'],[475],non,non
2,20-116913,2020-09-26,2020-11-06,['6'],Assurance,joue,directive24,appeloffre,initial,REGIE PARCS D AZUR,06000,NICE,,['Assurance'],[20],non,non
3,20-111158,2020-09-26,2020-10-29,['6'],nettoyage des locaux départementaux,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Nettoyage de locaux'],[239],non,oui
4,20-116896,2020-09-26,2020-10-26,['6'],ACQUISITION DE VÉHICULES POUR LE PARC MUNICIPAL ET LE CCAS,joue,directive24,appeloffre,initial,Ville de Mandelieu La Napoule,06212,Mandelieu Cedex,,"['Mécanique', 'Véhicules', 'Véhicules (acquisition)']","[221, 359, 475]",non,oui
5,20-116806,2020-09-26,2020-10-15,['6'],20N0470-MARCHE FOURNITURES E.P.I,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Chaussures ou articles chaussants', 'Equipements spécialisés', 'Textile']","[79, 115, 343]",non,non
6,20-116759,2020-09-26,2020-10-24,['6'],20N0180 - Assurance Dommages aux biens de la Métropole,joue,autre,rectificatif,rectificatif,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Assurance'],[20],non,non
7,20-116924,2020-09-26,2020-10-24,['6'],20N0332-TRAVAUX DE POSE D'EQUIPEMENTS DE METALLERIE SUR LE TERRITOIRE DE LA METROPOLE NICE COTE D'AZUR,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Matériel de sécurité', 'Métallerie', 'Métallurgie', 'Voirie et réseaux divers']","[209, 223, 224, 366]",non,non
8,20-117843,2020-09-26,2020-10-28,['6'],SERVICE ASSURANCE PORT DE PLAISANCE,fns,cmp2006,appeloffre,rectificatif,PORTS DE MENTON,06500,MENTON,,['Assurance'],[20],non,non
9,20-116750,2020-09-26,2020-10-30,['6'],Fourniture de petits équipements et de produits d'entretien,joue,directive24,appeloffre,initial,SIVOM DE VAL DE BANQUIERE,06730,Saint André de La Roche,,"['Articles à usage unique', 'Droguerie', 'Hygiène (articles)', 'Produits chimiques', ""Produits d'entretien""]","[15, 95, 153, 275, 278]",non,oui
