a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-76605,2020-06-16,2020-07-01,['1'],signalétique pour le département de l'Ain - Tour de France 2020,mapa,cmp2006,appeloffre,initial,Département de l'Ain,01003,Bourg en bresse cedex,,"['Publicité, Communication', 'Signalétique']","[285, 333]",non,non
20-76917,2020-06-16,2020-07-09,['1'],"Fourniture d'abonnements à des journaux, magazines et autres périodiques pour collégiens ayant un parcours méritant au titre de l'année scolaire 2019-2020",fns,cmp2006,appeloffre,initial,Département de l'Ain,01003,BOURG EN BRESSE CEDEX,,['Abonnement'],[2],non,non
20-74760,2020-06-16,2020-07-15,['1'],mission de maitrise d'oeuvre : relocalisation de l'association locale des restaurants du coeur - réhabilitation lourde de l'ancien site d'agri sud est,fns,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-bresse Cedex,,"[""Maîtrise d'oeuvre""]",[197],non,oui
20-77255,2020-06-16,2020-07-17,['1'],travaux de désamiantage des anciens bâtiments et bureaux,mapa,cmp2006,appeloffre,initial,Mairie de Lagnieu,01150,Lagnieu,,['Amiante (désamiantage)'],[479],non,non
20-76887,2020-06-16,2020-06-30,['1'],exploitation du centre nautique (piscine municipale) et de la plage de divonne les bains à Divonne Les Bains,mapa,cmp2006,attribution,initial,Ville de Divonne les Bains,01220,Divonne les Bains,,['Piscine'],[265],non,non
20-77186,2020-06-16,2020-07-06,['2'],Remplacement d'une chaudière de la chaufferie de l'Hôtel du Département de l'Aisne-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Tous corps d'état""]",[345],non,non
20-76139,2020-06-16,2020-09-12,['3'],"Vérifications périodiques règlementaires dans le domaine de la sécurité, de la santé et de l'environnement dans les bâtiments départementaux, foyers de l'enfance et les collèges",joue,directive24,attribution,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,"[('2020-05-11', 'Bureau Veritas', (60297, 'EUR'), 'Installations électriques'), ('2020-05-11', 'Bureau Veritas', (95172, 'EUR'), 'Installations gaz - chaudières - pompes à chaleur - ventilation'), ('2020-05-11', 'Socotec France', (1560, 'EUR'), 'Installations de cuisson'), ('2020-05-11', 'Bureau Veritas', (4620, 'EUR'), 'Systèmes de sécurités incendie'), ('2020-05-11', 'Socotec France', (2536, 'EUR'), 'Jeux - équipements sportifs'), ('2020-05-11', 'Socotec France', (27426, 'EUR'), 'Vérification générale périodique des ascenseurs et équipements de transport vertical'), ('2020-05-11', ""Centre d'études de protection incendie - Extinctor"", (40358, 'EUR'), 'Extincteurs(location, maintenance, vérifications),Robinets Incendie Armés (Ria),Poteaux Incendie(Pi)'), ('2020-05-11', 'Bureau Veritas', (8025, 'EUR'), ""Sécurité des éléments de protection contre les chutes vérif géné pério des dispositifs d'ancrage Epi"")]","['Ascenseur', 'Extincteur', 'Sécurité incendie']","[17, 119, 332]",non,oui
20-76892,2020-06-16,2020-07-10,['3'],Travaux de remplacement du poste de relevage des lixiviats en sortie de bassin de l'ISDND de Chézy (03),fns,cmp2006,appeloffre,rectificatif,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,,"['Décharge', 'Irrigation', 'Station de relevage', 'Terrassement']","[84, 168, 327, 341]",non,non
20-77176,2020-06-16,2020-07-15,"['5', '4']",Marché de contrôle technique dans le cadre de la restructuration partielle-extension du pavillon Buëch existant sur le site du Centre Hospitalier Buëch-Durance ? RCHABRE20.,fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
20-77206,2020-06-16,2020-07-20,['5'],Création d'une station carburant UL 91 Aérodrome d'Aspres-sur-Buech,mapa,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"['Carburant, hydrocarbure']",[52],non,non
20-77073,2020-06-16,2020-07-10,"['5', '4', '13', '38', '84']",Travaux de restauration des Remparts de la Ville Haute pour la Commune de Briançon - Lot unique : Maçonnerie Pierre de taille,fns,cmp2006,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,['Maçonnerie'],[195],non,non
20-76120,2020-06-16,2020-07-28,['6'],20V0502-CONCEPTION ET REALISATION DES CHARS-CARNAVAL DE NICE 2021,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06000,Nice,,['Evénementiel'],[445],non,non
20-76254,2020-06-16,2020-07-16,['6'],Achat d'équipements de mesure pour la plateforme Platon du projet P.U.V. du Laboratoire d'Electronique Antennes et Télécommunications de Sophia Antipolis,joue,directive24,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,['Matériel électronique'],[204],non,non
20-77005,2020-06-16,2020-07-16,['6'],MISSION D'ASSISTANCE A MAITRISE D'OUVRAGE (AMO) POUR L'AIDE A LA DECISION SUR LE CHOIX DE LA PROCEDURE MISE EN PLACE DU FONCTIONNEMENT DE LA CUISINE CENTRALE (RESTAURATION SCOLAIRE),mapa,cmp2006,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
20-76800,2020-06-16,2020-07-06,['6'],RÉNOVATION DU SYSTÈME DE CHAUFFAGE DE L'ÉCOLE ELEMENTAIRE DU SUVE,fns,cmp2006,appeloffre,initial,Ville de Vence,06141,Vence Cedex,,['Chauffage (travaux)'],[61],non,non
20-76119,2020-06-16,2020-07-28,['6'],LOCATION DE TOILETTES SECHES A SEPARATIONS POUR LES MANIIFESTATIONS ORGANISEES PAR LA VDN,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Mobilier'],[230],non,oui
20-76856,2020-06-16,2020-07-09,['6'],travaux de réfection de la zone bien-être du complexe nautipolis (rectificatif),fns,cmp2006,appeloffre,rectificatif,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis cedex,,"['Carrelage', 'Chauffage (travaux)', ""Contrôle d'accès"", 'Electricité (travaux)', 'Equipements spécialisés', 'Peinture (travaux)', 'Plomberie (travaux)', 'Sanitaire', 'Ventilation']","[53, 61, 81, 105, 115, 264, 270, 319, 360]",non,non
20-76865,2020-06-16,2020-07-10,['7'],Etude pour confortement RD 21 Beauchastel.,fns,cmp2006,appeloffre,initial,Département de l'Ardèche,07007,Privas,,['Etude'],[118],non,non
20-76773,2020-06-16,2020-07-02,['7'],Mise en place de deux fibres optiques non opérées au profit du SDIS 07.,fns,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,07007,Privas cedex,,"['Câblage', 'Fibre optique']","[47, 133]",non,non
20-77024,2020-06-16,2020-08-20,['8'],Travaux allotis pour la restauration et la mise en accessibilité de la Terrasse de tir de la Redoute Vauban au Fort Condé de Givet (08600),fns,cmp2006,appeloffre,initial,COM COMMUNES ARDENNE RIVES de MEUSE,08600,Givet,,"['Charpente', 'Revêtements muraux']","[57, 309]",non,oui
20-76859,2020-06-16,2020-07-17,['10'],TRAVAUX DE RÉPARATION ET DE DÉSAMIANTAGE DU PONT VACHERIE-.,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,TROYES,,"[""Tous corps d'état""]",[345],non,oui
20-77234,2020-06-16,2020-09-07,"['10', '52', '51', '21', '54', '88', '77', '75']",FOURNITURE ET LIVRAISON DE TITRES RESTAURANT POUR LES AGENTS DE LA COLLECTIVITE POUR LES ANNEES 2021-2024-.,fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES REG BAR SUR AUBE,10202,BAR SUR AUBE CEDEX,,"['Repas, traiteur']",[304],non,non
20-77241,2020-06-16,2020-07-20,['11'],CONSTRUCTION D'UNE EXTENSION AU BATIMENT MCO DU CH DE CARCASSONNE POUR L'INSTALLATION D'UN TOMOGRAPHE PAR EMISSION DE POSITIONS (TEP SCAN) POUR LE SERVICE DE MEDECINE NUCLEAIRE,fns,cmp2006,appeloffre,rectificatif,Centre Hospitalier de Carcassonne,11010,Carcassonne cedex,,"['Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Plâtrerie']","[105, 117, 144, 222, 269]",non,non
20-77194,2020-06-16,2020-07-03,['11'],rénovation technique de la rivière du jardin public,fns,cmp2006,appeloffre,initial,Commune de Lézignan-Corbières,11200,Lézignan-Corbières,,"['Etanchéité', 'Gros oeuvre', 'Revêtements de sols', 'Rivières/ruisseaux']","[117, 144, 308, 310]",non,non
20-77366,2020-06-16,2020-07-16,['11'],Port de Plaisance de Gruissan - Réalisation d'un brise-clapot pour l'aménagement du Bassin 4,mapa,cmp2006,appeloffre,initial,OFFICE TOURISME GRUISSAN,11430,Gruissan,,['Génie civil'],[141],non,oui
20-77123,2020-06-16,2020-07-10,['11'],Travaux de renforcement des quais sur la commune de Peyriac-Minervois 11160 (Cours d'eau: Argent-Double).,fns,cmp2006,appeloffre,initial,SYNDICAT MIXTE AUDE CENTRE,11600,CONQUES SUR ORBIEL,,"[""Travaux dans l'eau""]",[349],oui,non
20-77302,2020-06-16,2020-07-27,['11'],Travaux de réalisation des équipements du forage des Clottes sur la commune de Montredon des Corbières (11100),fns,cmp2006,appeloffre,initial,Le Grand Narbonne,11785,NARBONNE,,['Génie civil'],[141],non,non
20-76833,2020-06-16,2020-07-24,['11'],Elaboration d'un Schéma Directeur d'Eau Brute de Carcassonne Agglo,fns,cmp2006,appeloffre,initial,CARCASSONNE AGGLO,11890,Carcassonne,,['Etude'],[118],non,non
20-72741,2020-06-16,2020-07-06,['12'],Expérimentation de solutions domotiques au domicile de personnes âgées et de personnes en situation de handicap,mapa,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12000,Rodez,,"['Electricité (travaux)', 'Maintenance']","[105, 196]",non,non
20-75630,2020-06-16,2020-07-31,['12'],renouvellement du réseau d'assainissement secteur de garlassac,fns,cmp2006,appeloffre,initial,Cté d'Agglomération du Grand Rodez,12035,Rodez cedex 9,,['Assainissement'],[18],non,non
20-75678,2020-06-16,2020-07-15,['12'],acquisition de 2 véhicules 9 places équipés pmr,fns,cmp2006,appeloffre,initial,Cté d'Agglomération du Grand Rodez,12035,Rodez cedex 9,,['Véhicules (acquisition)'],[475],non,non
20-77112,2020-06-16,2020-08-16,['12'],route départementale no911rectification et calibrage de la chaussée du p.r. 22.300 au p.r. 25.100 - virage de rousseauchausséescanton de raspes et levezoucommune de saint leons,fns,cmp2006,attribution,initial,Conseil Départemental de l AVEYRON,12450,Flavin,"[('2020-05-15', 'SAS Sevigne', (760968, 'EUR'), None)]",['Voirie'],[365],non,non
20-76150,2020-06-16,2020-07-17,['13'],"Travaux d'entretien, d'extension et de maintenance d'un réseau de vidéo-protection urbaine",joue,directive24,attribution,initial,COMMUNE DE TARASCON,13158,Tarascon,"[('2020-06-14', 'SNEF CONNECT SERVICE', (225719.8, 'EUR'), 'EXTENSION ET MAINTENANCE VIDEO PROTECTION')]","['Audiovisuel', 'Surveillance']","[22, 331]",non,non
20-77322,2020-06-16,2020-07-20,['13'],"Numéro de la consultation : P2004524 Travaux de vitrerie et de menuiserie aluminium et PVC pour la maintenance des ouvrages, installations et équipements du GPMM",fns,cmp2006,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,MARSEILLE,,"['Menuiserie', 'Vitrerie']","[222, 363]",non,non
20-77226,2020-06-16,2020-07-09,['13'],Fourniture et livraison de pièces nécessaires à la maintenance des déchloraminateurs des piscines municipales de la Ville de Marseille.,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Piscine'],[265],non,non
20-76751,2020-06-16,2020-07-08,['13'],Fourniture et livraison de livrets de famille manuscrits et informatiques ainsi que les étuis et les encarts associés pour les mairies d'arrondissements et le Service d'État Civil central. E,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Imprimés'],[161],non,non
20-77238,2020-06-16,2020-07-09,['13'],"Marché de Coordination Sécurité et Protection de la Santé pour la réfection de l'enveloppe des bâtiments, restructuration et réhabilitation du collège Leprince Ringuet à La Fare Les Oliviers",fns,cmp2006,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Etude'],[118],non,non
20-77143,2020-06-16,2020-07-08,['13'],Mission de mandataire sécurité incendie pour l'IGH TPR2 de Luminy du groupement de commande AMU/DR CNRS/DR INSERM,mapa,cmp2006,appeloffre,initial,Université d'Aix-Marseille,13284,Marseille Cedex 07,,['Sécurité incendie'],[332],non,non
20-76792,2020-06-16,2020-07-13,"['13', '83', '84', '4', '30', '5', '34']",Travaux de réfection sur le centre de rétention administrative (CRA) du Canet à Marseille,fns,cmp2006,appeloffre,initial,SGAP de Marseille,13313,Marseille cedex 14,,"[""Tous corps d'état""]",[345],oui,oui
20-77031,2020-06-16,2020-07-16,['13'],Mission d'Assistance à Maîtrise d'Ouvrage pour l'élaboration d'un marché global de performance en vue de la construction de la Cité Scolaire Internationale à Marseille (13),mapa,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13331,Marseille,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
20-77015,2020-06-16,2020-08-16,['13'],fourniture de réactifs et consommables pour le dosage des ECA,fns,cmp2006,attribution,initial,CENTRE HOSPITALIER REG DE MARSEILLE,13354,Marseille,"[('2020-04-24', 'BÜHLMANN France SAS', (214000.0, 'EUR'), None)]",['Réactifs'],[301],non,non
20-76938,2020-06-16,2020-07-16,['13'],Travaux de mise en accessibilité des bâtiments communaux,fns,cmp2006,appeloffre,initial,COMMUNE D AUBAGNE,13400,Aubagne,,"[""Tous corps d'état""]",[345],non,non
20-77242,2020-06-16,2020-08-10,['13'],Marché de travaux pour le traitement des abords des Ateliers Thérèse Neveu à Aubagne,fns,cmp2006,appeloffre,initial,FACONEO,13685,Aubagne cedex,,"['Eclairage public', 'Maçonnerie', 'Voirie et réseaux divers']","[102, 195, 366]",oui,non
20-76974,2020-06-16,2020-09-13,['13'],Projets des festivités de la ville de Rousset - Saison 2020,fns,cmp2006,attribution,initial,Commune de Rousset,13790,ROUSSET,,['Prestations de services'],[274],non,non
20-77324,2020-06-16,2020-07-16,['13'],Réalisation du gros oeuvre pour la construction de l'Atelier des associations,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT MITRE LES REMPARTS,13920,SAINT MITRE LES REMPARTS,,['Gros oeuvre'],[144],non,non
20-76811,2020-06-16,2020-07-16,['14'],Travaux de sécurisation d'alimentation en eau potable - Communes de Bénouville et Saint-Aubin-d'Arquenay,fns,cmp2006,attribution,initial,SYMPERC,14027,Caen,,['Alimentation en eau potable'],[6],non,non
20-76149,2020-06-16,2020-07-16,"['14', '27', '35', '50', '61', '76']","concession d'aménagement de la zac communautaire dite ""nouveau bassin"" selon les articles l300-4 et s du code de l'urbanisme",dsp,dsp,attribution,initial,Communauté Urbaine Caen la mer,14027,Caen,"[('2020-01-30', 'Société Publique Locale d\'aménagement ""Caen Presqu\'île""', (78000000, 'EUR'), None)]",['Voirie et réseaux divers'],[366],non,non
20-76998,2020-06-16,2020-07-01,['14'],Assistance à la passation et au contrôle de l'exécutiond'un marché public d'exploitation de cvc pour le site a de l'école nationale supérieure d'ingénieurs de caen,fns,cmp2006,appeloffre,initial,Ensicaen,14050,Caen,,"['Chauffage (exploitation, entretien)', ""Assistance à maîtrise d'ouvrage""]","[59, 433]",non,non
20-76803,2020-06-16,2020-07-17,"['14', '27', '50', '61', '76']",Renouvellement et restructuration de 2800 mètres de réseau d'eaux usées (émissaire de la Vallée du Dan). Renouvellement et déplacement du poste de refoulement de la Capelle - Commune de MATHIEU,fns,cmp2006,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Réseaux divers'],[306],non,non
20-76143,2020-06-16,2020-07-17,['14'],Etude de faisabilités technique et économique de desserte énergétique sur le secteur presquîle,joue,directive24,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Réseaux divers'],[306],non,non
20-76246,2020-06-16,2020-07-24,['14'],"Accord-cadre relatif aux travaux de voirie, réseaux divers et clôtures",joue,directive24,appeloffre,initial,Ville de Lisieux,14107,Lisieux,,['Voirie'],[365],oui,non
20-76734,2020-06-16,2020-06-30,['50'],Port de Cherbourg - Centre des Marées - Valorisation des toitures,fns,cmp2006,attribution,initial,Ports Normands Associés,14280,Saint-contest,,['Couverture'],[74],non,non
20-76732,2020-06-16,2020-06-30,['14'],"Accord Cadre Géotechnique, à marchés subséquents",fns,cmp2006,attribution,initial,Ports Normands Associés,14280,Saint-contest,,['Sondage'],[323],non,non
