a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-65148,2021-05-15,2021-06-14,"['36', '37', '45', '75', '87', '92']",Prestations de maintenance et d'accompagnement à l'exploitation du système d'information,joue,directive24,appeloffre,initial,CH de Châteauroux,36000,Châteauroux,,"['Informatique (assistance)', 'Informatique (maintenance serveurs et réseaux)']","[453, 454]",non,non
21-65109,2021-05-15,2021-06-15,['42'],Travaux d'entretien et d'aménagement de voirie de moyenne et grande ampleur,joue,directive24,appeloffre,initial,Saint Etienne Métropole,42006,Saint Etienne,,['Voirie'],[365],oui,non
21-65110,2021-05-15,2021-06-16,['42'],Prestations de diagnostics préalables et d'assistances techniques,joue,directive24,appeloffre,initial,Saint Etienne Métropole,42006,Saint Etienne,,['Assistance technique'],[19],non,non
21-65111,2021-05-15,2021-08-17,"['47', '40', '46', '32', '31', '33', '82']",SE2021-01,joue,directive24,appeloffre,initial,SYND MIXTE VALORISATION TRAITEMENT DEC,47160,Damazan,,"['Décharge', 'Prestations de services']","[84, 274]",non,non
21-65505,2021-05-15,2021-05-25,['62'],Stade Degouve à Arras - Rénovation du terrain de football en gazon synthétique,fns,cmp2006,appeloffre,rectificatif,COMMUNE D ARRAS,62022,Arras,,['Terrain de sport'],[342],non,non
21-65163,2021-05-15,2021-09-15,['75'],Mission de DPO externe et prestation d'accompagnement à la mise en conformité RGPD,joue,directive24,appeloffre,initial,C.G.O.S,75654,Paris cedex 13,,['Prestations de services'],[274],non,non
21-65092,2021-05-15,2021-06-12,['76'],Renouvellement de l'infrastructure systèmes et réseaux avec sauvegarde et réplication des données,joue,directive24,appeloffre,initial,COMMUNE DE OISSEL,76350,Oissel Sur Seine,,"['Informatique (matériel)', 'Informatique (prestations de services)', 'Logiciel', 'Informatique (maintenance serveurs et réseaux)']","[162, 163, 186, 454]",non,non
21-65117,2021-05-15,2021-06-30,"['78', '77']",Marché portant sur l'exploitation des accueils périscolaires et accueil de loisirs,joue,autre,rectificatif,rectificatif,Commune de Chateaufort,78117,CHATEAUFORT,,['Prestations de services'],[274],non,non
21-65082,2021-05-15,2021-06-15,['83'],Accord-cadre Signalétique,joue,directive24,appeloffre,initial,Dracénie Provence Verdon Agglomération,83004,Draguignan,,"['Panneaux', 'Signalétique']","[261, 333]",non,non
21-65124,2021-05-15,2021-06-12,['978'],MAÎTRISE D'OEUVRE POUR LA CREATION D'UN POINT DE DEBARQUEMENT DES PRODUITS DE LA MER / DE LA PÊCHE A MARIGOT,joue,directive24,appeloffre,initial,Collectivité de Saint Martin,97054,Saint-Martin Cedex,,"['Contrôle technique', 'Etude', ""Maîtrise d'oeuvre"", 'Topographie']","[72, 118, 197, 344]",non,non
21-65099,2021-05-15,2021-06-14,['971'],Réalisation de prélèvements de sols agricoles en vue de la recherche de résidus de chlordécone en Région Guadeloupe.,joue,directive24,appeloffre,initial,Prefecture de Guadeloupe,97100,BASSE TERRE,,['Prestations de services'],[274],non,non
21-65089,2021-05-15,2021-06-21,['971'],ACQUISITION ET LIVRAISON DE VÉHICULES D'OCCASION AU PROFIT DU COMMANDEMENT DE LA GENDARMERIE DE GUADELOUPE (971),joue,directive24,appeloffre,initial,COMGEND GUADELOUPE,97120,SAINT-CLAUDE,,['Véhicules (acquisition)'],[475],non,non
21-65490,2021-05-15,2021-06-14,['971'],"Acquisition, mise en place et la maintenance de serveur supplémentaire Hyper convergé SIMPLIVITY et module réseau pour le Centre Hospitalier Louis Daniel Beauperthuy (CHLDB",mapa,cmp2006,appeloffre,initial,GHT DE LA GUADELOUPE,97139,Abymes,,['Informatique (maintenance serveurs et réseaux)'],[454],non,non
21-65101,2021-05-15,2021-05-31,['971'],Réalisation de prestations de restauration collective,joue,directive24,appeloffre,initial,Centre INRA Antilles Guyane,97170,Petit-bourg,,['Restauration collective'],[66],non,oui
