a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-37392,2021-03-23,2021-04-16,['1'],diagnostic prospectif de lecture publique dans l'ain,mapa,cmp2006,appeloffre,initial,Département de l'Ain,01003,Bourg en bresse cedex,,['Etude'],[118],non,non
21-38821,2021-03-23,2021-04-19,['1'],Schéma directeur d'assainissement et zonage d'assainissement de la commune de Marboz,fns,cmp2006,appeloffre,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,"['Assainissement', 'Réseaux divers']","[18, 306]",non,non
21-32727,2021-03-23,2021-04-21,['1'],marchés relatifs à l'exécution des travaux de construction du pôle de l'entrepreneuriat - iv mapa - lots no11 et 25,fns,cmp2006,attribution,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,"[('2021-02-24', 'SOLSTYCE SAS', (364953.5, 'EUR'), None), ('2021-02-24', 'SAS EUROVIA ALPES Agence de Bourg en Bresse', (331829.95, 'EUR'), None)]","['Bâtiment', 'Espaces verts', 'Vitrerie', 'Photovoltaïque']","[33, 116, 363, 476]",non,non
21-38769,2021-03-23,2021-04-19,['1'],Réhabilitation de la salle polyvalente,fns,cmp2006,appeloffre,initial,SAVIGNEUX,01480,Savigneux,,"['Bâtiment', 'Carrelage', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Plâtrerie', 'Revêtements muraux']","[33, 53, 61, 63, 74, 105, 144, 222, 269, 309]",non,non
21-37644,2021-03-23,2021-04-30,"['1', '69']",reprise d'étanchéité en toiture et remplacement de menuiseries sur le gymnase de reyrieux,fns,cmp2006,appeloffre,initial,C-C-DOMBES-SAONE-VALLEE,01602,Trévoux cedex,,"['Couverture', 'Etanchéité', 'Menuiserie']","[74, 117, 222]",non,oui
21-39131,2021-03-23,2021-04-14,['1'],LES TRAVAUX D'EXTENSION DU REFECTOIRE DU GROUPE SCOLAIRE DE PREGNINLa description des ouvrages et leurs spécifications techniques sont indiquées dans le Cahier des Clauses Techniques Particuliè,fns,cmp2006,appeloffre,initial,MAIRIE,01630,Saint-genis-pouilly,,['Bâtiment'],[33],non,non
21-38505,2021-03-23,2021-04-14,['1'],"Le projet concerne la requalification d'un pont ancien existant en pierre, actuellement usité pour le trafic routier et piétonnier. L'essence du projet consiste en la réalisation d'un t",fns,cmp2006,appeloffre,initial,MAIRIE,01630,Saint-genis-pouilly,,"[""Ouvrage d'art""]",[252],non,non
21-38735,2021-03-23,2021-04-19,['3'],Collecte et traitement des déchets sur les aires d'arrêt des routes départementales de l'Allier,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Déchets non ménagers (prestations)'],[404],non,non
21-39005,2021-03-23,2021-05-21,['3'],"Contrôle visuel, écrémage, pompage des débourbeurs et déshuileurs du SICTOM SUD ALLIER (Site de Bayet et déchetteries) Et contrôle visuel des fosses septiques avec intervention si nécessaire",fns,cmp2006,appeloffre,initial,SICTOM Sud Allier,03500,Bayet,,['Assainissement'],[18],non,non
21-39016,2021-03-23,2021-05-11,['4'],TRAVAUX NEUFS ET ENTRETIEN DE VOIRIES ET RESEAUX DIVERS COMMUNAUTAIRES,fns,cmp2006,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Voirie'],[365],non,non
21-39074,2021-03-23,2021-04-15,['5'],LAVAGE ET DÉSINFECTION DES CONTENEURS ENTERRÉS ET SEMI ENTERRÉS,fns,cmp2006,appeloffre,initial,Communauté d'agglomérat. du gapençais,05007,GAP,,['Nettoyage urbain'],[240],non,non
21-39100,2021-03-23,2021-04-15,['5'],Étude de faisabilité d'une filière méthanisation sur le territoire de la ville de GAP,mapa,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Etude'],[118],non,non
21-38703,2021-03-23,2021-05-22,['6'],CHU de Nice - Hôpital Pasteur 1 - Travaux de réhabilitation partielle du bâtiment L,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,"['Démolition', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', ""Tous corps d'état""]","[87, 222, 264, 270, 345]",non,non
21-38973,2021-03-23,2021-04-13,['6'],MAPA 2021-011 Traitement de l'information et veille media nationaux,mapa,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,LE CANNET,,"['Audiovisuel', 'Prestations de services']","[22, 274]",non,non
21-38440,2021-03-23,2021-04-22,['6'],Fourniture et gestion de titres restaurant dématérialisés et titres restaurant papier,fns,cmp2006,attribution,initial,Foyer de l'Enfance des Alpes Maritimes,06200,Nice,,['Titres restaurant'],[416],non,non
21-38372,2021-03-23,2021-05-23,['6'],Fourniture et mise en place de chaines de mesures pour piézomètres et stations hydrométriques pour le suivi des ressources en eau stratégiques des Alpes-Maritimes (06),fns,cmp2006,attribution,initial,SYND MIXTE INONDATIONS AMENAGEMENT GES,06204,Nice cedex 3,[],"['Alimentation en eau potable', 'Logiciel', 'Matériel de transmission', 'Télésurveillance']","[6, 186, 210, 415]",non,non
21-38444,2021-03-23,2021-05-23,['6'],20V1020 - ABONNEMENT A UNE BASE DE DONNEES DE L' AGENCE FRANCE PRESSE (AFP),fns,cmp2006,attribution,initial,METROPOLE NCA,06364,NICE CEDEX 4,"[('2021-02-25', 'AGENCE FRANCE PRESSE', (51960, 'EUR'), None)]",['Abonnement'],[2],non,non
21-38607,2021-03-23,2021-05-21,['6'],MAINTENANCE DES LOGICIELS DE GESTION BILLETTERIE,fns,cmp2006,attribution,initial,METROPOLE NICE COTE D AZUR,06364,NICE CEDEX 4,"[('2020-10-20', 'VIVATICKET', (223028, 'EUR'), None)]",['Informatique (maintenance serveurs et réseaux)'],[454],non,oui
21-38380,2021-03-23,2021-07-23,['6'],appel à candidature en vue de conclure un bail emphytéotique administratif (bea) sur le site des studios de la victorine,divers,autre,appeloffre,initial,Ville de Nice,06364,Nice cedex 4,,['Audiovisuel'],[22],non,non
21-39065,2021-03-23,2021-04-20,['6'],Accompagnement à la mise en oeuvre des cercles qualité de la Mairie de Cannes,fns,cmp2006,appeloffre,initial,COMMUNE DE CANNES,06406,CANNES,,['Prestations de services'],[274],non,non
21-39049,2021-03-23,2021-04-12,['8'],Travaux allotis de réhabilitation industrielle pour l'aménagement de l'intérieur de bâtiment en bureaux et locaux sociaux - REVIN (08500) - Lot 2 à 8- Lot 2 = gros oeuvre (Lot principal)-,fns,cmp2006,appeloffre,initial,COM COMMUNES ARDENNE RIVES de MEUSE,08600,Givet,,"[""Tous corps d'état""]",[345],non,non
21-38976,2021-03-23,2021-04-03,['8'],Lot 1 - VRD - des travaux allotis de réhabilitation industrielle pour l'aménagement de l'intérieur de bâtiment en bureaux et locaux sociaux - REVIN (08500) - viabilisation et aménagement .,mapa,cmp2006,appeloffre,initial,COM COMMUNES ARDENNE RIVES de MEUSE,08600,Givet,,['Voirie et réseaux divers'],[366],non,non
21-38816,2021-03-23,2021-04-22,['10'],Eglise Saint-Pantaléon à Troyes - Restauration de la baie 11-.,fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,"['Monuments historiques', 'Vitraux']","[236, 418]",non,non
21-38581,2021-03-23,2021-04-20,['10'],"Renforcement des berges, des renards hydrauliques et des points bas du canal de la Haute Seine (10)-.",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Tous corps d'état""]",[345],non,non
21-39093,2021-03-23,2021-04-29,['10'],Surveillance et mesures de la qualité de l'air intérieur dans les établissements d'accueil collectif d'enfants du Conseil départemental de l'Aube-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,['Prestations de services'],[274],non,non
21-39059,2021-03-23,2021-04-16,['10'],Aménagement de la cour de la Maison de la Petite Enfance Ulbach - 2ème relance du lot no 5 Jeux-.,fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,['Aire de jeux'],[400],non,non
21-38391,2021-03-23,2021-04-09,['10'],CONCEPTION DE L'IDENTITE VISUELLE DES MUSEES DE LA VILLE DE TROYES - PHASE 1 CANDIDATURE-. (rectificatif),mapa,cmp2006,appeloffre,rectificatif,MAIRIE DE TROYES,10026,Troyes,,"['Signalétique', 'Equipement muséographique']","[333, 409]",non,non
21-38498,2021-03-23,2021-04-23,['13'],"TRAVAUX D'ENTRETIEN DES ESPACES PAYSAGERS, DU MOBILIER URBAIN ET DE L'ECLAIRAGE PUBLIC DES ZAC DES FLORIDES, ATHELIA V ET EMPALLIERES",fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13002,Marseille,,"['Eclairage public', 'Espaces verts', 'Mobilier urbain']","[102, 116, 231]",non,oui
21-38903,2021-03-23,2021-04-15,"['13', '83', '84']",Le présent accord-cadre consiste en la fourniture de masques de protection à lecture labiale en tissu individuels à destination des agents de la Métropole Aix-Marseille-Provence en situation de déf..,fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Sanitaire'],[319],non,non
21-38706,2021-03-23,2021-04-22,"['13', '83', '84']",Le présent accord-cadre a pour objet la fourniture de mobilier et matériel de bureau ergonomiques destinés aux agents de la Métropole Aix-Marseille Provence en situation de handicap.,fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Mobilier'],[230],oui,oui
21-38413,2021-03-23,2021-04-20,['13'],"Le présent marché, passé en procédure adaptée, concerne la réalisation des travaux de métallerie, ferronnerie et serrurerie sur l'ensemble des équipements transférés de la Mairie des 9ème et 10ém",fns,cmp2006,appeloffre,initial,Ville de Marseille,13009,Marseille,,['Ferronnerie'],[126],non,non
21-38876,2021-03-23,2021-04-15,"['13', '84']",Fourniture et la Maintenance de caissons d'affichage pour la Direction des Equipements Aquatiques du Pays d'Aix,mapa,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13090,Aix-en-provence,,['Mobilier urbain'],[231],non,non
21-38558,2021-03-23,2021-04-28,['13'],ACCORD-CADRE DE MAINTENANCE DES ALARMES ANTI-EFFRACTION ET DU FRONTAL DE RECEPTION,fns,cmp2006,appeloffre,initial,COMMUNE DE GARDANNE,13120,GARDANNE,,['Alarme'],[5],non,non
21-38668,2021-03-23,2021-05-10,"['13', '30']",Maîtrise d'oeuvre relative aux travaux d'amélioration du fonctionnement de la station d'exhaure des eaux bleue,mapa,cmp2006,appeloffre,initial,SYMADREM (syndicat aménagement digues),13200,Arles,,"[""Maîtrise d'oeuvre"", 'Ingénierie']","[197, 455]",non,non
21-39070,2021-03-23,2021-04-16,['13'],"FOURNITURES DE PIECES DE RECHANGES D'ORIGINE ET PRESTATIONS ASSOCIEES POUR LA REPARATION ET L'EQUIPEMENT DES VEHICULES <3,5 T DE MARQUES AUTRES QUE RENAULT APPARTENANT AU GPMM",mapa,cmp2006,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,MARSEILLE,,['Pièces détachées'],[266],non,non
21-39108,2021-03-23,2021-04-19,['13'],Marché de Maîtrise d'oeuvre pour les travaux de rénovation énergétique du bâtiment de la Délégation Régionale,fns,cmp2006,appeloffre,initial,Inserm - Délégation PACA et Corse,13276,Marseille cedex 9,,['Ingénierie'],[455],non,non
