,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-60192,2021-05-04,2021-05-26,['1'],Réhabilitation de l'ancienne mairie de Lompnes (01110),fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Bâtiment'],[33],non,oui
1,21-59757,2021-05-04,2021-05-31,['1'],accord-cadre relatif à la fourniture de débitmètres autonomes destinés à l'amélioration de la sectorisation du réseau d'eau potable de la régie des eaux gessiennes,fns,cmp2006,appeloffre,initial,REGIE DES EAUX GESSIENNES,01630,Saint Genis Pouilly,,['Equipements spécialisés'],[115],non,non
2,21-59806,2021-05-04,2021-05-26,['2'],PRESTATIONS DE SERVICES (RESTAURATION DE DOCUMENTS D'ARCHIVES ORIGINAUX CONSERVES PAR LES ARCHIVES DEPARTEMENTALES DE L'AISNE)-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Prestations de services'],[274],non,non
3,21-59805,2021-05-04,2021-05-26,['2'],Le présent marché a pour objet la réalisation de PRESTATIONS DE SERVICES ACCORD-CADRE POUR LA NUMÉRISATION DE DOCUMENTS D'ARCHIVES ORIGINAUX TOUT FORMAT CONSERVES PAR LES ARCHIVES DEPARTEMENTA-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Prestations de services'],[274],non,non
4,21-60340,2021-05-04,2021-06-03,['2'],"Démolition, Déconstruction, Désamiantage et Reconstitution du sol naturel de divers bâtiments 2021 à Soissons (02).",fns,cmp2006,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,"['Amiante', 'Démolition']","[24, 87]",non,non
5,21-60209,2021-05-04,2021-05-31,['2'],Maîtrise d'oeuvre pour la rénovation de réseaux d'eaux,mapa,cmp2006,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,"['Alimentation en eau potable', 'Assainissement', 'Réseaux divers', 'Voirie et réseaux divers']","[6, 18, 306, 366]",non,non
6,21-59970,2021-05-04,2021-06-30,['3'],La présente consultation concerne la 1ère phase de travaux pour la réhabilitation des locaux du siège de la CCI (niveau -1) et de l'extension de l'hôtel d'entreprises au 17 Cours Jean J,fns,cmp2006,appeloffre,initial,CCI TERRITORIALE DE L ALLIER,03000,Moulins,,"[""Tous corps d'état""]",[345],non,oui
7,21-59870,2021-05-04,2021-05-28,['3'],Mission d'assistance pour le recrutement de cadres ou non cadres dans tous les secteurs d'activités du Conseil Départemental de l'Allier,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Prestations de services'],[274],non,non
8,21-59362,2021-05-04,2021-05-26,['3'],réhabilitation et extension du club de l'aviron - mission de maîtrise d'oeuvre,fns,cmp2006,appeloffre,initial,Ville de Vichy,03201,Vichy cedex,,"[""Maîtrise d'oeuvre""]",[197],non,non
9,21-60056,2021-05-04,2021-06-02,"['3', '63']",Aménagement de la troisième tranche du boulevard urbain sur le secteur liberté-iris,fns,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy Cedex,,"['Eclairage public', 'Espaces verts', 'Mobilier urbain', 'Voirie et réseaux divers']","[102, 116, 231, 366]",non,non
10,21-60151,2021-05-04,2021-08-01,['3'],TRAVAUX DE REFECTION DES COUVERTURES - EGLISE DU SACRE COEUR,fns,cmp2006,attribution,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,['Couverture'],[74],non,non
11,21-60330,2021-05-04,2021-08-01,['3'],REFECTION DES COUVERTURES DU GYMNASE 1,fns,cmp2006,attribution,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,['Couverture'],[74],non,non
12,21-60153,2021-05-04,2021-08-01,['3'],RENOVATION DU BEFFROI DE L'HOTEL DE VILLE,fns,cmp2006,attribution,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,"['Couverture', 'Menuiserie']","[74, 222]",non,non
13,21-60047,2021-05-04,2021-05-31,['5'],Travaux d'extension et de mise en séparatif des réseaux d'assainissement sur la commune de CEILLAC,fns,cmp2006,appeloffre,initial,CC DU GUILLESTROIS ET DU QUEYRAS,05600,GUILLESTRE,,"['Assainissement', 'Réseaux divers']","[18, 306]",non,non
14,21-59975,2021-05-04,2021-06-20,['6'],PRESTATION PORTANT SUR LA LOCATION DE MATERIELS DE SOINS ET MATERIELS MEDICAUX,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,['Matériel médical'],[212],non,non
15,21-60306,2021-05-04,2021-05-25,['6'],MAPA 2021-036 : MISSION D'ASSISTANCE ADMINISTRATIVE POUR LA PASSATION DE PROCEDURES FONCIERES,mapa,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,LE CANNET,,['Prestations de services'],[274],non,non
16,21-59816,2021-05-04,2021-05-27,['6'],réaménagement de la cour de l'école élémentaire saint jean,fns,cmp2006,appeloffre,initial,Ville de la Roquette-sur-Siagne,06550,la roquette sur siagne,,"['Abris', 'Maçonnerie', 'Revêtements de sols']","[1, 195, 308]",non,non
17,21-59682,2021-05-04,2021-06-07,['6'],Missions de mesures de performance photométrique des installations d'éclairage public,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Eclairage public'],[102],non,non
18,21-60253,2021-05-04,2021-06-14,['6'],Travaux d'aménagement de l'espace des terrains communs au cimetière des Semboules par pose de caveaux,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Cimetière'],[437],non,non
19,21-59707,2021-05-04,2021-07-03,['6'],Mission de maîtrise d'oeuvre pour l'installation d'ascenseurs conformes aux normes d'accessibilité PMR dans cinq groupes scolairesLieu(x) d'exécution : - Ecole la Fontonne,fns,cmp2006,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2021-05-03', 'Groupement EURL ONARCHITECTURE (mandataire) et SAS BET DIMA', (53400, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
20,21-59943,2021-05-04,2021-06-10,['7'],Delegation de service public pour la gestion et l'exploitation de la Chambre Funeraire de Privas,dsp,dsp,appeloffre,initial,MAIRIE DE PRIVAS,07006,Privas,,['Prestations de services'],[274],non,non
21,21-60320,2021-05-04,2021-05-20,['9'],Fourniture et maintenance d'une solution de visioconférence pour le GHT des Pyrénées Ariégeoises,fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM VAL D ARIEGE,09017,FOIX CEDEX,,"['Informatique (matériel)', 'Informatique (prestations de services)']","[162, 163]",non,non
22,21-59822,2021-05-04,2021-07-13,['10'],MAITRISE D'OEUVRE CONSTRUCTION D'UN TENNIS COUVERT,fns,cmp2006,attribution,initial,Ville Saint-André les Vergers,10120,SAINT ANDRE LES VERGERS,"[('2021-04-20', '5-CINQ', (101167.5, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
23,21-59690,2021-05-04,2021-07-05,['10'],Aménagements et mises aux normes du système de sécurité incendie de l'Ehpad d'Arcis-sur-Aube (2ième étage et combles du bâtiment A),mapa,cmp2006,appeloffre,initial,EHPAD RESIDENCE PIERRE D ARCIS,10700,Arcis-sur-Aube,,['Sécurité incendie'],[332],non,non
24,21-59866,2021-05-04,2021-05-25,['11'],"Fourniture de contenants, collecte et traitement des déchets chimiques et déchets d'activité de soins à risques infectieux",mapa,cmp2006,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Déchets non ménagers (prestations)'],[404],non,non
25,21-58586,2021-05-04,2021-06-04,['13'],prestation de gardiennage a l'internat du lycée Thiers,fns,cmp2006,appeloffre,initial,lycee thiers,13001,Marseille,,['Gardiennage'],[138],non,non
26,21-60001,2021-05-04,2021-06-25,['13'],Transport des usagers de l'Accueil de Jour Alzheimer Saint Tronc.,fns,cmp2006,appeloffre,initial,CCAS de Marseille,13003,Marseille,,['Transport'],[347],non,non
27,21-60179,2021-05-04,2021-05-28,['13'],Prestation de service pour la formation des agents de l'Assistance Publique- Hôpitaux de Marseille,mapa,cmp2006,appeloffre,initial,CENTRE HOSPITALIER REG DE MARSEILLE,13005,Marseille,,['Formation'],[410],non,non
28,21-59946,2021-05-04,2021-05-31,['13'],Travaux de Requalification de la rue des Granettes et du Bd de la Libération à Gignac la Nerthe.,fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Voirie'],[365],non,non
29,21-59742,2021-05-04,2021-05-27,['13'],Travaux de réhabilitation de la conduite d'alimentation en eau potable principale de Port-Saint-Louis-du-Rhône située en encorbellement sous l'emprise foncière de Réseau Ferrée de France,fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Alimentation en eau potable'],[6],non,oui
30,21-59773,2021-05-04,2021-05-18,['84'],TRAVAUX DE REAMENAGEMENT SUR LE SITE ESPACE COIFFURE DU CFAR AVIGNON 12 BOULEVARD ST ROCH RELANCE LOT 4 (SANS SUITE PROCEDURE 2021 MAPA 01 VAU) - Lot 4 CVC Plomberie,fns,cmp2006,attribution,initial,CMAR PACA,13008,Marseille,"[('2021-04-30', 'LARGIER TECHNOLOGIE', (32371.52, 'EUR'), None)]","['Chauffage (travaux)', 'Climatisation', 'Plomberie (travaux)']","[61, 62, 270]",non,non
31,21-59754,2021-05-04,2021-05-14,['13'],PRESTATION DE CONSEIL EN ENTREPRISES ARTISANALES COACH COMMERCIAL - DEVELOPPEMENT DE MARCHES INTERNATIONAUX,fns,cmp2006,attribution,initial,CMAR PACA,13008,Marseille,"[('2021-04-28', 'EIRL CORINE MARMOTAN', (732, 'EUR'), None)]",['Prestations de services'],[274],non,non
32,21-59842,2021-05-04,2021-05-28,"['13', '30']",Refonte du site internet du SYMADREM,mapa,cmp2006,appeloffre,initial,SYMADREM (syndicat aménagement digues),13200,Arles,,['Site internet'],[171],non,non
33,21-60237,2021-05-04,2021-08-01,['13'],Numéro de la consultation : 200155 Réhabilitation des réseaux d'eau chaude sanitaire - SOLARIS Hôpital Ste Marguerite,fns,cmp2006,attribution,initial,APHM,13292,MARSEILLE,,"['Réseaux divers', 'Sanitaire']","[306, 319]",non,non
34,21-60236,2021-05-04,2021-08-01,['13'],Numéro de la consultation : 200156 Rénovation de 4 unités de psychiatrie et création CIT dans le bâtiment SOLARIS à l'hôpital Ste Marguerite,fns,cmp2006,attribution,initial,APHM,13292,MARSEILLE,,"['Réseaux divers', 'Sanitaire']","[306, 319]",non,non
35,21-60265,2021-05-04,2021-06-03,"['13', '84', '83', '4']",DC_017_2021 - Le présent marché consiste à effectuer des travaux pour remplacer les chaudières des bâtiments familles et de poser un système de climatisation réversible sur le bâtiment administrati..,fns,cmp2006,appeloffre,initial,MIOMCT/DGGN/GENDARMERIE/RGPACA,13387,Marseille cedex 10,,['Chauffage (travaux)'],[61],non,non
36,21-60345,2021-05-04,2021-05-26,"['13', '84']","Projet d'extension en vue de la création d'un restaurant Ilot Rousseau, sur la commune du Puy-Sainte-Réparade",fns,cmp2006,appeloffre,initial,Ville du Puy-Sainte-Réparade,13610,LE PUY SAINTE REPARADE,,"['Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Serrurerie', 'Sonorisation', 'Electricité, gaz (fourniture)']","[33, 53, 57, 61, 63, 117, 144, 222, 264, 321, 324, 443]",non,oui
37,21-60052,2021-05-04,2021-06-04,['13'],REMPLACEMENT DES RESEAUX D'EVACUATION D'EAU DU BATIMENT D'HOSPITALISATION : SOUS SOL ET REZ DE CHAUSSEE,fns,cmp2006,appeloffre,initial,APHM pour le compte du CH Martigues,13698,MARTIGUES,,"['Cloison, faux plafond', 'Plomberie (travaux)']","[63, 270]",non,oui
38,21-59787,2021-05-04,2021-05-28,['13'],ACHAT DE 2 CAMIONS PLATEAU 3.5 T POUR LES SERVICES TECHNIQUES DE LA COMMUNE,mapa,cmp2006,appeloffre,initial,COMMUNE DE SAINT MITRE LES REMPARTS,13920,SAINT MITRE LES REMPARTS,,"['Equipements spécialisés', 'Mécanique']","[115, 221]",non,non
39,21-60262,2021-05-04,2021-06-07,"['14', '27', '50', '61', '76']",Etude pour la mise en place de campagnes de ravalement - ville de Caen,fns,cmp2006,appeloffre,initial,Ville de Caen,14027,CAEN,,['Etude'],[118],non,non
40,21-60295,2021-05-04,2021-06-03,"['14', '27', '50', '61', '76']",Prestations de services traiteurs,fns,cmp2006,appeloffre,initial,Ville de Caen,14027,CAEN,,"['Repas, traiteur']",[304],non,non
