a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-153642,2020-12-19,2021-02-17,['1'],"Fabrication, transport et mise en oeuvre d'enrobés hydrocarbonés à chaud sur les routes départementales de l'Ain et les autres propriétés du Département",joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Voirie'],[365],non,non
20-154588,2020-12-19,2021-02-18,['1'],SERVICES D'ASSURANCES POUR LA COMMUNE DE FERNEY-VOLTAIRE,joue,directive24,attribution,initial,Ville de Ferney-Voltaire,01210,FERNEY-VOLTAIRE,,"['Assurance', 'Bâtiment', 'Véhicules', 'Assistance juridique']","[20, 33, 359, 434]",non,non
20-154713,2020-12-19,2021-02-15,['2'],Construction d'un pôle sportif au quartier Europe à Saint-Quentin,joue,directive24,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,,"['Charpente', 'Gros oeuvre', 'Isolation', 'Revêtements de sols', 'Voirie']","[57, 144, 169, 308, 365]",oui,oui
20-148438,2020-12-19,2021-02-01,"['3', '63']","maintenance des installations de chauffage, ventilation, climatisation contrat p2 ou p3.",joue,directive24,appeloffre,initial,Ville de Cusset,03300,Cusset,,"['Chauffage (exploitation, entretien)', 'Climatisation', 'Ventilation']","[59, 62, 360]",non,non
20-154229,2020-12-19,2021-01-21,['4'],Traitement et la valorisation des produits et matériaux provenant de déchèteries,joue,directive24,attribution,initial,Provence Alpes Agglomération,04000,Digne les Bains,"[('2020-12-15', 'CMR', (17894, 'EUR'), None), ('2020-12-15', 'CMR', (1344232, 'EUR'), None), ('2020-12-15', 'SPUR Environnement S.A.S', (243372, 'EUR'), None), ('2020-12-15', 'ALPES ASSAINISSEMENT', (1952909, 'EUR'), None), ('2020-12-15', 'CMR', (6932, 'EUR'), None), ('2020-12-15', 'ALPES ASSAINISSEMENT', (20774, 'EUR'), None), ('2020-12-15', 'CBA', (118411, 'EUR'), None), ('2020-12-15', 'CMR', (18480, 'EUR'), None), ('2020-12-15', 'BAPTISTE', (237520, 'EUR'), None), ('2020-12-15', 'CMR', (30720, 'EUR'), None)]",['Déchets non ménagers (prestations)'],[404],non,non
20-154174,2020-12-19,2021-01-18,['4'],marché d'exploitation des installations de génie climatique des bâtiments d'Habitations Haute Provence (55 sites/ environ 2120 logements),joue,directive24,attribution,initial,Habitations de Haute-Provence,04000,digne les bains,,"['Chauffage (exploitation, entretien)']",[59],non,non
20-154078,2020-12-19,2021-01-18,['4'],"Contrat d'entretien des équipements individuels de chauffage, d'eau chaude sanitaire, de robinetterie et de ventilation du patrimoine de Habitations de Haute-Provence",joue,directive24,attribution,initial,Habitations de Haute-Provence,04005,DIGNE LES BAINS,,"['Chauffage (exploitation, entretien)']",[59],non,non
20-154553,2020-12-19,2021-01-16,['6'],Fournitures de tenues professionnelles pour le service exploitation et le service commercial de la Régie Ligne d'Azur,joue,directive25,appeloffre,initial,Régie Ligne d'Azur,06100,Nice,,['Textile'],[343],non,non
20-154591,2020-12-19,2021-01-18,['6'],Accord-cadre mono-attributaire de maîtrise d'oeuvre urbaine pour la réalisation de l'opération d'aménagement de Grand Méridia à Nice.,joue,directive24,attribution,initial,EPA ECOVALLEE PLAINE DU VAR,06205,Nice,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-152612,2020-12-19,2021-02-22,['6'],Missions de surveillance et de prestations aériennes des différentes zones de la commune de mandelieu-la napoule à l'aide d'un aéronef télé-piloté,joue,directive24,attribution,initial,Ville de Mandelieu La Napoule,06210,Mandelieu-la-Napoule,"[('2020-11-06', 'Riviera Drone Concept', (120000, 'EUR'), 'Missions de surveillance aérienne'), ('2020-11-06', 'Riviera drone concept', (10000, 'EUR'), 'Prestations aériennes institutionnelles')]","['Matériel photographique et cinématographique', 'Prestations de services', 'Surveillance']","[214, 274, 331]",non,non
