,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-108446,2020-09-05,2020-10-05,['3'],Equipement d'un cinéma dynamique 5d-Projection 3d et sièges dynamiques pour Paléopolis à Gannat-(03),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L ALLIER,03016,Moulins,,"['Matériel électronique', 'Matériel photographique et cinématographique']","[204, 214]",non,non
1,20-108627,2020-09-05,2020-12-01,['4'],Vérification du recensement et évaluation de l'état des murs de soutènement sur les routes départementales,joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,"[('2020-09-03', ""Gpt Bâtiment Ouvrage d'Art Services / Agoah"", (790400, 'EUR'), None)]","['Etude', 'Mur de soutènement']","[118, 233]",non,non
2,20-108431,2020-09-05,2020-12-01,['6'],"Exploitation, maintenance des installation CVC, plomberie sanitaires du siège de la CCINCA",joue,directive24,attribution,initial,CCI de Nice Côte d'Azur,06005,Nice cedex 1,"[('2020-09-01', 'CEGELEC MAINTENANCE TERTIAIRE SUD EST - VINCI FACILITIES', (556000, 'EUR'), 'EXPLOITATION ET MAINTENANCE DES INSTALLATIONS CVC &amp; PLOMBERIE / SANITAIRES DU SIEGE DE LA CCINCA')]","['Climatisation', 'Prestations de services']","[62, 274]",non,non
3,20-108599,2020-09-05,2020-10-05,['6'],"AOO 2020-059 - Fourniture de végétaux, de produits de pépinière, de petit outillage et de matériel agricole",joue,directive24,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"['Matériel agricole, horticole', ""Produits de l'agriculture"", 'Végétaux']","[200, 276, 358]",non,oui
4,20-98623,2020-09-05,2020-10-06,['6'],impression de documents de communication pour les besoins des services départementaux,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Impression'],[160],non,oui
5,20-104040,2020-09-05,2020-10-06,['6'],Fourniture et livraison de fleurs pour les besoins du Département des Alpes-Maritimes,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Végétaux'],[358],non,oui
6,20-108374,2020-09-05,2020-10-08,['6'],"20N0218 - Réhabilitation des postes de refoulement des eaux usées des communes de Cagnes-sur-Mer, Carros, La Gaude et Vence (NCA257) - Relance 19N0082",joue,directive25,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,NICE CEDEX 4,,['Assainissement'],[18],oui,non
7,20-108351,2020-09-05,2020-10-08,['6'],"20N0338 - Travaux d'entretien des dépendances de voirie par la mise en peinture des équipements urbains ou non, et divers ouvrages.",joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Peinture (travaux)'],[264],oui,non
8,20-108408,2020-09-05,2020-10-03,['6'],19N0795-FOURNITURE D'ACCES INTERNET NON SECURISES,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']","[163, 454]",non,non
9,20-108429,2020-09-05,2020-11-03,['6'],20V0547 SACHETS DE PIQUE-NIQUES ET DE GOUTERS,joue,directive24,attribution,initial,COMMUNE DE NICE,06364,Nice cedex 4,"[('2020-09-02', 'LA SURIENNE', (95894, 'EUR'), 'SACHETS DE PIQUE-NIQUES ET DE GOUTERS')]","['Restauration collective', 'Denrées alimentaires', 'Repas, traiteur']","[66, 88, 304]",non,non
