a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-145338,2020-11-29,2021-01-07,['1'],Travaux de clôtures et portails dans les bâtiments du Département de l'Ain,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Clôture', 'Porte automatique, portail']","[64, 412]",non,non
20-145330,2020-11-29,2021-02-01,['3'],accorcd-cadre de fourniture d'équipements de petits matériels informatiques et de logiciels bureautiques,joue,directive24,attribution,initial,Vichy Communauté,03200,Vichy,,"['Consommables informatiques', 'Informatique (matériel)', 'Logiciel', 'Progiciel']","[68, 162, 186, 283]",non,non
20-145630,2020-11-29,2020-12-27,['6'],"Fourniture de consommables avec mise à disposition d'un phacoemulsificateur, maintenance en contrat 'tous risques' et accessoires inclus",joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cedex 1,,"['Matériel médical', 'Optique']","[212, 248]",non,non
20-145212,2020-11-29,2020-12-27,['6'],"Fourniture, gestion et livraison de titres restaurant pour les agents du SMED",joue,directive24,attribution,initial,SMED,06150,CANNES-LA-BOCCA,"[('2020-11-17', 'EDENRED France SAS', (360000, 'EUR'), 'Fourniture, gestion, conditionnement et livraison des titres restaurant pour les agents du SMED.')]",['Titres restaurant'],[416],non,non
20-145225,2020-11-29,2020-12-27,['6'],Réception du verre issu de la collecte sélective sur un quai de transfert ou de rechargement,joue,directive24,attribution,initial,SMED,06150,CANNES-LA-BOCCA,"[('2020-11-17', 'SUD-EST ASSAINISSEMENT SAS - VEOLIA Recyclage et Valorisation des Déchets', (384000, 'EUR'), 'Réception du verre issu de la collecte sélective sur un quai de transfert ou de rechargement')]","['Ordures ménagères (prestations)', 'Verre']","[249, 361]",non,oui
20-105204,2020-11-29,2021-01-27,['6'],gestion des déchets non ménagers assimilables aux ordures ménagères résiduelles (omr) et des emballages produits par les activités présentes sur le port de la darse à villefranche sur mer,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,"[('2020-08-20', 'SUD-EST ASSAINISSEMENT', (89232.64, 'EUR'), 'Collecte et transport des déchets non ménagers'), ('2020-08-20', 'SUD-EST ASSAINISSEMENT', (241000, 'EUR'), None)]",['Déchets non ménagers (prestations)'],[404],non,oui
20-104334,2020-11-29,2021-01-27,['6'],accord cadre multi attributaire en cascade de prestations de nettoyage ponctuel après travaux des bâtiments de tous types du département des alpes maritimes,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Nettoyage de locaux'],[239],non,oui
20-144905,2020-11-29,2021-01-27,['6'],acquisition de produits d'entretien et de consommables jetables pour les besoins des services départementaux - 4 lots,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,"[('2020-11-19', 'NICE EQUIPE SERVICES', (128012.6, 'EUR'), 'Gamme entretien et produits biologiques'), ('2020-11-19', 'NICE EQUIPE SERVICES', (25503.6, 'EUR'), 'Gamme linge et cuisine'), ('2020-11-19', 'SAS ORRU', (207263.93, 'EUR'), 'Gamme nettoyage et produits médicaux'), ('2020-11-19', 'SAS ORRU', (25737.5, 'EUR'), 'Gamme consommables sanitaires et essuyage')]","[""Produits d'entretien""]",[278],non,oui
20-105140,2020-11-29,2021-01-27,['6'],fourniture d'équipement de protection individuelle et virucides dans le cadre de la lutte contre l'épidémie du covid 19,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Consommables médicaux'],[69],non,non
20-145241,2020-11-29,2021-01-11,['6'],Fournitures de serveurs et logiciels système,joue,directive24,appeloffre,initial,SDIS (06),06273,Villeneuve Loubet Cedex,,"['Informatique (matériel)', 'Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']","[162, 163, 454]",oui,oui
