a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-99983,2020-08-06,2020-11-03,['1'],Fourniture de gazole par cartes accréditées pour des opérations de déroutage temporaires gérées par le SIDEFAGE - 2 Lots,mapa,cmp2006,attribution,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,BELLEGARDE SUR VALSERINE,,"['Carburant, hydrocarbure']",[52],non,non
20-99981,2020-08-06,2020-11-03,['1'],"Souscription des assurances Tous Risques Montage Essais, Tous Risques Chantier, Dommages aux existants, Frais supplémentaires, Responsabilité Civile Maitre d'ouvrage et Dommages Ouvrage, dans le",fns,cmp2006,attribution,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,BELLEGARDE SUR VALSERINE,[],['Assurance'],[20],non,non
20-98932,2020-08-06,2020-09-07,['3'],Acquisition D'Une Benne A Ordures Ménagères Neuves Pour Le Service Nettoiement,joue,directive24,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,"['Benne', 'Véhicules']","[34, 359]",non,non
20-93013,2020-08-06,2020-09-11,"['3', '63']",fourniture/réactivation de charbon actif en grains pour le traitement de l'eau potable de vichy communauté,fns,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy Cedex,,"['Produits chimiques', ""Produits d'entretien"", 'Réactifs']","[275, 278, 301]",non,non
20-98859,2020-08-06,2020-09-21,['3'],Souscription des contrats d'assurances,joue,directive24,appeloffre,initial,SIVOM Val d'Allier,03260,Billy,,['Assurance'],[20],non,non
20-100043,2020-08-06,2020-09-10,['3'],RESTRUCTURATION URBAINE AMÉNAGEMENT DES RUES MOLIÈRE ET JEAN DUMAZET,fns,cmp2006,appeloffre,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,['Voirie'],[365],oui,oui
20-98743,2020-08-06,2020-11-01,['4'],"Location de matériels de travaux publics sans chauffeur, et de nacelles avec chauffeur, sur les territoires des Maisons techniques du département",joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,"[('2020-07-20', 'Freche Location', (280000, 'EUR'), 'Location de matériel de T.P. sur les territoires des Maisons techniques de Digne les Bains et Castellane'), ('2020-07-20', 'Freche Location', (280000, 'EUR'), 'Location de matériels de T.P. sur les territoires des Maisons techniques de Barcelonnette, Forcalquier et Sisteron'), ('2020-07-20', 'Freche Location', (40000, 'EUR'), ""Location de nacelles sur l'ensemble du département"")]",['Location (matériels)'],[185],non,non
20-99982,2020-08-06,2020-11-03,['4'],"Numéro de la consultation : 19SAJ002 Mission de diagnostic, de conseil et d'accompagnement pour optimiser la fonction achats du Département des Alpes de Haute-Provence",fns,cmp2006,attribution,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Etude'],[118],non,non
20-99640,2020-08-06,2020-11-03,['5'],Aménagement du Pôle d'Echange Multimodal et Quartier de la Gare. Lot no5: Pose et mise en service d'une cabine de wc public à nettoyage automatique,fns,cmp2006,attribution,initial,Communauté d'agglomérat. du gapençais,05007,GAP,"[('2020-08-04', 'TOILITECH', (52000, 'EUR'), None)]",['Voirie'],[365],non,non
20-98652,2020-08-06,2020-09-04,['6'],PRESTATIONS DE GARDIENNAGE,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cedex 1,"[('2020-07-30', 'FLAGSHIP SECURITE', (435836.47, 'EUR'), 'Prestations de gardiennage et de surveillance des locaux')]",['Gardiennage'],[138],non,non
