,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-83429,2021-06-17,2021-07-19,['2'],Travaux d'accessibilité au gymnase Gaston JOLY et au stade Philippe ROTH,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,"['Gros oeuvre', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Voirie']","[144, 222, 223, 264, 365]",oui,non
1,21-83435,2021-06-17,2021-06-27,['2'],ACQUISITION DE BOISSONS DIVERSES,fns,cmp2006,appeloffre,rectificatif,CA DU SAINT QUENTINOIS,02108,Saint-Quentin,,['Boisson'],[39],non,non
2,21-82407,2021-06-17,2021-08-05,"['2', '51', '60']",fourniture de pain et viennoiserie,fns,cmp2006,appeloffre,initial,E.P.S.M.D. de l'Aisne,02320,prémontré,,['Denrées alimentaires'],[88],non,non
3,21-83092,2021-06-17,2021-07-19,"['2', '60']",groupement de commandes pour l'acquisition et la maintenance de défibrillateurs pour les erp de la communauté de communes retz-en-valois et ses communes membres,mapa,cmp2006,appeloffre,initial,Communauté de communes Retz-En-Valois,02603,Villers-Cotterêts,,"['Maintenance', 'Matériel médical']","[196, 212]",non,non
4,21-82774,2021-06-17,2021-07-16,['3'],Accompagnement des exploitants agricoles en difficulté bénéficiaires du RSA 2021-2024,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Prestations de services'],[274],non,non
5,21-81735,2021-06-17,2021-07-12,['3'],rénovation du platelage en bois de l'esplanade d'allier,fns,cmp2006,appeloffre,initial,Ville de Vichy,03201,Vichy,,['Bois'],[38],non,non
6,21-81598,2021-06-17,2021-08-10,"['5', '4', '83']","STENTS VASCULAIRES, CORONAIRES ET LEURS ACCESSOIRES DE POSE, DISPOSITIFS MEDICAUX IMPLANTABLES DIGESTIFS, URINAIRES, OPHTALMIQUES, DENTAIRES ET ORL",joue,directive24,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,['Consommables médicaux'],[69],non,non
7,21-83461,2021-06-17,2021-07-12,['5'],Route Départementale no1091 PR 20+500 travaux d'urgence galerie de la Marionnaise commune du Monêtier les Bains,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"[""Ouvrage d'art""]",[252],non,non
8,21-83376,2021-06-17,2021-09-14,['5'],RD1075 - Travaux de modernisation du pont La Barque,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2021-06-17', 'EIFFAGE GENIE CIVIL', (853540, 'EUR'), None)]","[""Ouvrage d'art""]",[252],oui,oui
9,21-83425,2021-06-17,2021-07-09,['5'],Travaux de renouvellement des réseaux d'assainissement des eaux usées du quartier de la gare SNCFà Veynes,fns,cmp2006,appeloffre,initial,Commune de Veynes,05400,VEYNES,,['Assainissement'],[18],non,non
10,21-81394,2021-06-17,2021-07-15,['6'],Contrôles règlementaires des bâtiments et des équipements de la Régie Ligne d'Azur,joue,directive25,attribution,initial,Régie Ligne d'Azur,06100,Nice,"[('2021-05-19', 'Qualiconsult Exploitation', (240420, 'EUR'), ""Contrôles règlementaires des bâtiments et des équipements de la Régie Ligne d'Azur"")]",['Ingénierie'],[455],non,non
11,21-83334,2021-06-17,2021-07-17,['6'],M.A.P.A. 2021 - 031 Fourniture de matériel et de matériaux de peinture,fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,['Peinture (fourniture)'],[263],non,non
12,21-82795,2021-06-17,2021-09-01,['6'],Travaux de murs et clôtures,fns,cmp2006,appeloffre,initial,Ville de Vence,06141,Vence Cedex,,"['Clôture', 'Mur de soutènement']","[64, 233]",non,non
13,21-81301,2021-06-17,2021-08-30,['6'],travaux de création du champ captant du roguez sur la commune de castagniers (06),joue,directive25,attribution,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Assainissement', 'Canalisations', 'Electricité (travaux)', 'Equipement hydraulique', 'Etanchéité', 'Génie civil', 'Ouvrage hydraulique', 'Serrurerie', 'Terrassement', 'Voirie', 'Voirie et réseaux divers', 'Automate']","[18, 48, 105, 111, 117, 141, 255, 321, 341, 365, 366, 402]",non,non
14,21-81241,2021-06-17,2021-09-12,['6'],Réalisation de prestations de nettoyage de l'Espace Loisirs et des vitres des bâtiments communaux,joue,directive24,attribution,initial,Commune de Vallauris Golfe-Juan,06220,Vallauris,"[('2021-06-14', 'Gsf Jupiter', (100000, 'EUR'), 'nettoyage des vitres des bâtiments communaux'), ('2021-06-14', 'Gsf Jupiter', (220000, 'EUR'), ""nettoyage de l'Espace Loisirs"")]",['Nettoyage de locaux'],[239],non,non
15,21-81663,2021-06-17,2021-08-15,['6'],20V1370 - Nettoyage des installations sportives et des locaux scolaires et extrascolaires de la Ville de Nice,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2021-06-14', 'EURONET-SARL EUROGROUPE', (233310, 'EUR'), 'Accord-cadre à bons de commande en valeur euros HT : - Montant minimum : 100 000 euros- Montant maximum : Sans maximun'), ('2021-06-14', 'ATALIAN PROPRETE PACA', (235225, 'EUR'), 'Accord-cadre à bons de commande en valeur euros HT : - Montant minimum : 20 000 euros- Montant maximum : sans maximum')]",['Nettoyage de locaux'],[239],non,non
16,21-81515,2021-06-17,2021-07-22,['6'],20N0329 - Entretien et rénovation des équipements d'éclairage public de la Métropole,joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Eclairage public'],[102],oui,oui
17,21-81704,2021-06-17,2021-07-15,['6'],ACCORD-CADRE MAITRISE D'OEUVRE TRAVAUX VRD,joue,directive24,appeloffre,initial,COMMUNE DE PEYMEINADE,06530,Peymeinade,,"[""Ouvrage d'infrastructure"", 'Voirie']","[253, 365]",non,non
18,21-82404,2021-06-17,2021-08-17,['7'],maintenance de diverses installations de génie climatique et de production d'eau chaude (contrat de type p2) des différents sites de la ville de privas,fns,cmp2006,attribution,initial,MAIRIE DE PRIVAS,07006,Privas cedex,,"['Chauffage (exploitation, entretien)', 'Maintenance']","[59, 196]",non,non
19,21-81906,2021-06-17,2021-07-21,['8'],"Fournitures scolaires, papeterie, matériel ludique et de loisirs créatifs, livres scolaires, livres de BCD, fournitures TICE et fournitures pour les RASED pour les membres du groupement de command-.",joue,directive24,appeloffre,initial,ARDENNE METROPOLE,08000,CharlevilleMézières,,['Edition'],[104],non,non
20,21-81822,2021-06-17,2021-08-24,['10'],"Mise en accessibilité des établissements recevant du public du Département de l'Aube - Relance des lots 3, 4, 5, 8, 10 et 11",joue,directive24,attribution,initial,DEPARTEMENT DE L AUBE,10000,TROYES,"[('2021-06-08', 'SECABAT', (34500.0, 'EUR'), 'Lot 4 - Menuiserie métallique (zone B)'), ('2021-06-08', 'ACR METAL', (139300.0, 'EUR'), 'Lot 5 - Serrurerie - métallerie (zones A et B)'), ('2021-06-08', 'THIERRY RENARD', (71300.0, 'EUR'), 'Lot 8 - Peinture (zones A et B)'), ('2021-06-08', ""MOBILIER GOZ' COLLECTIVITES"", (50650.0, 'EUR'), 'Lot 10 - Équipements salles de sciences (zones A et B)'), ('2021-06-08', 'SARL AM2J', (91000.0, 'EUR'), 'Lot 11 - Signalétique (zones A et B)')]","[""Tous corps d'état""]",[345],non,non
21,21-82801,2021-06-17,2021-07-08,"['10', '51', '77', '89']",FOURNITURES DE PRODUITS D'ENTRETIEN,fns,cmp2006,appeloffre,initial,Ville de Romilly-sur-Seine,10105,ROMILLY SUR SEINE CEDEX,,"[""Produits d'entretien""]",[278],non,non
22,21-83453,2021-06-17,2021-07-16,['11'],Diagnostic de ruissellement sur les communes de Pépieux et Olonzac. Maîtrise d'oeuvre (DIAG-AVP-PRO-Dossiers réglementaires).,fns,cmp2006,appeloffre,initial,SYNDICAT MIXTE AUDE CENTRE,11600,CONQUES SUR ORBIEL,,"['Etude', 'Ingénierie']","[118, 455]",oui,non
23,21-83196,2021-06-17,2021-07-09,['11'],"Service de transport scolaire, périscolaire et extrascolaire",fns,cmp2006,appeloffre,initial,ville de Trèbes,11800,Trèbes,,['Transport'],[347],non,non
24,21-81586,2021-06-17,2021-07-29,['11'],LOCATIONS DEQUIPEMENTS SPECIFIQUES POUR LES MANIFESTATIONS,joue,directive24,appeloffre,initial,COMMUNE DE CARCASSONNE,11835,CARCASSONNE CEDEX 9,,"['Bâtiments modulaires', 'Equipements spécialisés', 'Illumination', 'Location (matériels)', 'Matériel scénique', 'Mobilier', 'Outillage', 'Sanitaire', 'Sonorisation', 'Tente']","[27, 115, 170, 185, 216, 230, 251, 319, 324, 473]",non,non
25,21-83075,2021-06-17,2021-07-09,"['12', '15', '46']",prestations de transports des usagers du cdds (année scolaire 2021/2022),mapa,cmp2006,appeloffre,initial,C.D.D.S.,12000,Rodez,,['Transport'],[347],non,non
