,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-6156,2020-01-15,2020-02-07,['1'],"Conception, fabrication et pose de supports de signalétique",fns,cmp2006,appeloffre,initial,CA du Bassin de Bourg en Bresse,01000,BOURG EN BRESSE,,['Signalétique'],[333],non,non
1,20-6154,2020-01-15,2020-02-20,['1'],Travaux de réfection et d'aménagement dans différents collèges et bâtiments du Département de l'Ain (consultation 2019-3),fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
2,20-5442,2020-01-15,2020-03-14,"['1', '69', '71']",Collecte des déchets ménagers et assimilés en porte à porte sur une partie du territoire de la Communauté d'Agglomération du Bassin de Bourg-en-Bresse,joue,directive24,attribution,initial,CA DU BASSIN DE BOURG EN BRESSE,01008,Bourg en bresse cedex,"[('2019-10-29', 'EGT environnement', (1743000, 'EUR'), 'Collecte des ordures ménagères résiduelles et assimilées- Zone nord'), ('2019-10-29', 'EGT environnement', (1172700, 'EUR'), 'Collecte des ordures ménagères résiduelles et assimilées et des déchets ménagers recyclables secs- Zone Sud'), ('2019-10-29', 'EGT environnement', (121800, 'EUR'), 'Collecte des cartons des professionnels au centre- ville de Bourg-en-Bresse')]",['Prestations de services'],[274],non,non
3,20-4474,2020-01-15,2020-04-13,['1'],"accord cadre relatif à l'exécution des travaux d'extension, de renforcement, de renouvellement et de réhabilitation des réseaux d'eau potable et d'assainissement",joue,directive25,attribution,initial,REGIE DES EAUX GESSIENNES,01630,Saint Genis Pouilly,,"['Alimentation en eau potable', 'Assainissement', 'Canalisations']","[6, 18, 48]",non,non
4,20-4905,2020-01-15,2020-02-07,['2'],travaux de rénovation du réseau aep - centre ville de vervins - phase 3 : rue de la liberté,fns,cmp2006,appeloffre,initial,Syndicat d'AEP Fontaine et Vervins,02140,Vervins,,['Alimentation en eau potable'],[6],non,non
5,20-6520,2020-01-15,2020-02-10,['2'],AMENAGEMENT DE VOIRIES - TROTTOIRS ET RESEAUX DIVERS-.,fns,cmp2006,appeloffre,initial,MAIRIE DE CHAUNY,02302,Chauny cedex,,['Voirie'],[365],non,non
6,20-5445,2020-01-15,2020-02-13,['5'],Fourniture d'électricité rendu site et services associés à cette fourniture,joue,directive24,appeloffre,initial,Ville de Gap,05007,Gap,,"['Electricité, gaz (fourniture)']",[443],non,non
7,20-5341,2020-01-15,2020-03-16,['6'],marché d'émission de titres restaurant pour les agents de la régie parcs d'azur.,joue,directive24,attribution,initial,REGIE PARCS D AZUR,06000,Nice,"[('2020-01-02', 'EDENRED FRANCE SAS', (648000, 'EUR'), 'Marché d\x92émission de titres restaurant pour les agents RPA')]",['Titres restaurant'],[416],non,non
8,20-5429,2020-01-15,2020-02-14,['6'],FOURNITURE D'ENCEINTES REFRIGEREES POUR LE TRANSPORT DES PRODUITS SANGUINS LABILES,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cedex 1,"[('2020-01-02', 'SOFRIGAM', (71640, 'EUR'), ""FOURNITURE D'ENCEINTES REFRIGEREES POUR LE TRANSPORT DES PRODUITS SANGUINS LABILES"")]",['Transport'],[347],non,non
9,20-6209,2020-01-15,2020-01-29,['6'],Remplacement des installations de production d'eau glacée au cfp de menton,mapa,cmp2006,appeloffre,initial,DIR DEP FIN PUBLIQUES ALPES MARITIMES,06073,Nice,,['Chauffage (travaux)'],[61],non,oui
10,19-175204,2020-01-15,2020-02-19,['6'],entretien des revêtements des voies et des dépendances gérées par le département des alpes-maritimes,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Voirie'],[365],non,oui
11,20-5619,2020-01-15,2020-02-05,['6'],Stratégie de communication institutionnelle pour les besoins de la collectivité,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,nice cedex 3,,"['Publicité, Communication']",[285],non,non
12,20-5345,2020-01-15,2020-02-19,['6'],Fourniture de pièces détachées d'origine pour équipements de véhicules d'incendie et de secours de marque GIMAEX,joue,directive24,appeloffre,initial,SDIS (06),06273,Villeneuve Loubet Cedex,,"['Equipements spécialisés', 'Pièces détachées']","[115, 266]",non,non
