a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-92667,2020-07-25,2020-09-15,['1'],Accord-cadre de maîtrise d'oeuvre relatif à la réalisation de travaux d'électrification et de communication électronique - seconde consultation,joue,directive24,attribution,initial,SI D ENERGIE ET DE E COMMUNIC DE L AIN,01006,BOURG-EN-BRESSE CEDEX,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-94378,2020-07-25,2020-09-25,['1'],SERVICES D'ASSURANCES POUR LA COMMUNE DE FERNEY-VOLTAIRE,joue,directive24,appeloffre,initial,Ville de Ferney-Voltaire,01210,FERNEY-VOLTAIRE,,"['Assurance', 'Bâtiment', 'Véhicules', 'Assistance juridique']","[20, 33, 359, 434]",non,non
20-94033,2020-07-25,2020-09-17,['2'],ACQUISITION DE VÊTEMENTS ET CHAUSSURES LOTS 8-17-18-23 à 27,joue,directive24,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Habillement'],[150],non,non
20-94034,2020-07-25,2020-09-07,['2'],ACQUISITION DE BACS ROULANTS ET DE PIÈCES DÉTACHÉES POUR LA COLLECTE DES DÉCHETS MÉNAGERS,joue,directive24,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,"['Conteneur, poubelles']",[71],non,non
20-90682,2020-07-25,2020-10-16,"['5', '4', '13', '38', '6', '83', '84']",Restructuration du dispositif d'hébergement d'urgence (hors CHRS) dans le département des Hautes-Alpes,joue,directive24,appeloffre,initial,DDCSPP 05,05000,Gap,,['Prestations de services'],[274],non,non
20-93269,2020-07-25,2020-09-03,"['6', '83']",assurances pour les besoins de la chambre de commerce et d'industrie,joue,directive24,appeloffre,initial,CCI de Nice Côte d'Azur,06005,Nice,,['Assurance'],[20],non,non
20-94245,2020-07-25,2020-09-23,['6'],IMPRESSION DE DOCUMENTS POUR LE RESEAU DE TRANSPORT LIGNES D'AZUR,joue,directive24,attribution,initial,Régie Ligne d'Azur,06100,NICE,"[('2020-07-23', 'SAS SCOP LES ARTS GRAPHIQUES', (178084, 'EUR'), 'BROCHURES ET GUIDES'), ('2020-07-23', 'SAS SCOP LES ARTS GRAPHIQUES', (156040, 'EUR'), 'IMPRIMES DE GESTION')]",['Impression'],[160],non,non
20-87801,2020-07-25,2020-08-22,"['6', '83', '13']",Emission et livraison de titres restaurant pour les agents de la capg,joue,directive24,attribution,initial,C.A. PAYS DE GRASSE,06130,GRASSE,"[('2020-07-03', 'SODEXO PASS France', (2000000, 'EUR'), None)]",['Titres restaurant'],[416],non,non
20-94157,2020-07-25,2020-09-30,['6'],FOURNITURE DE VEGETAUX,joue,directive24,attribution,initial,Ville de Mandelieu La Napoule,06212,MANDELIEU Cedex,"[('2020-07-10', 'PEPINIERE JACKY RUBINO', (31728, 'EUR'), ""Plantes à massifs et d'intérieur, tapis floraux, semences de gazons et gazons en plaques""), ('2020-07-10', 'PEPINIERE JACKY RUBINO', (109761, 'EUR'), 'Arbres et Palmiers'), ('2020-07-10', 'PEPINIERE JACKY RUBINO', (73549, 'EUR'), 'Arbustes et plantes'), ('2020-07-10', 'SAS CEDPH', (1618, 'EUR'), 'Bulbes')]",['Végétaux'],[358],non,non
20-94201,2020-07-25,2020-09-23,['6'],19V1340 ENLEVEMENT ET TRANSPORT DES VÉHICULES POUR LA FOURRIERE,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,NICE CEDEX 4,"[('2020-06-30', ""Société Niçoise d'Enlèvement et de Gardiennage (SNEG)"", (8456858, 'EUR'), 'Accord-cadre à bons de commande : Montant minimum annuel : 3 000 000 EUR HTMontant maximum annuel : 12 000 000 EUR HT.Durée (hors reconduction) : 48 mois')]",['Fourrière'],[451],non,non
