,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-78212,2020-06-20,2020-07-20,['1'],Fourniture de chèques d'accompagnement personnalisé,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01012,BOURG EN BRESSE CEDEX,,['Titres restaurant'],[416],non,non
1,20-77745,2020-06-20,2020-09-11,"['2', '59', '60', '62', '80']",fourniture de végétaux et petits matériels horticoles,joue,directive24,appeloffre,initial,COMMUNE DE TERGNIER,02700,TERGNIER,,"['Matériel agricole, horticole', 'Végétaux']","[200, 358]",non,non
2,20-65416,2020-06-20,2020-07-20,['3'],maitrise d'oeuvre de la renovation des salles et salons jouxtant la salle berlioz du palais des congres et de l'opera,joue,directive24,appeloffre,initial,Ville de Vichy,03201,VICHY,,"[""Maîtrise d'oeuvre""]",[197],non,non
3,20-75874,2020-06-20,2020-07-15,"['3', '63']",maitrise d'oeuvre pour l'extension et la rénovation de l'ehpad d'echassières,joue,directive24,attribution,initial,Maison de Retraite,03330,ECHASSIERES,,"[""Maîtrise d'oeuvre""]",[197],non,non
4,20-78197,2020-06-20,2020-09-04,['4'],MARCHE ETUDES ET TRAVAUX DE DISTRIBUTION D'ENERGIE ELECTRIQUE SUR LE TERRITOIRE DEPARTEMENTAL,joue,directive25,appeloffre,initial,SDE04,04000,DIGNE LES BAINS,,"['Electrification rurale', 'Etude']","[106, 118]",non,non
5,20-78437,2020-06-20,2020-09-01,"['5', '4', '83']",ANRJ1 - CONSOMMABLES POUR THERMOFUSION ET TECHNIQUE ULTRASONS AVEC MISE A DISPOSITION DE GENERATEURS ET PRESTATIONS ASSOCIEES,joue,directive24,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,['Consommables médicaux'],[69],non,non
6,20-26690,2020-06-20,2020-07-21,['6'],"travaux d'entretien dans les collèges et les bâtiments départementaux. renouvellement des lots maçonnerie, étanchéité, bois, métallerie et vrd - lot 1 maçonnerie secteur est",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Maçonnerie'],[195],non,oui
7,20-78314,2020-06-20,2020-07-18,['6'],Location directe et maintenance du matériel d'impression pour les services municipaux.,joue,directive24,appeloffre,initial,Ville de Carros,06512,Carros Cedex,,"['Impression', ""Matériel d'imprimerie""]","[160, 211]",non,non
8,20-79348,2020-06-20,2020-07-18,['7'],"Aménagement des locaux du Pôle de Bésignoles à PRIVAS, Restructuration et mise en conformité du bâtiment principal.",fns,cmp2006,appeloffre,initial,Département de l'Ardèche,07007,Privas,,"[""Tous corps d'état""]",[345],oui,non
9,20-78097,2020-06-20,2020-07-27,['10'],Traitement intellectuel et sanitaire des archives de la Ville de Troyes - Relance-.,joue,directive24,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,['Conditionnement'],[67],non,non
10,20-64116,2020-06-20,2020-08-24,['10'],"Concession de service public pour la gestion et l'exploitation de la résidence autonomie "" les orchidées """,joue,directive23,attribution,initial,C.C.AS DE SAINTE-SAVINE,10303,SAINTE-SAVINE CEDEX,"[('2020-03-04', 'PHILOGERIS SERVICE PUBLIC', (2718297, 'EUR'), 'Concession de service public pour la gestion et l\x92exploitation de la résidence-autonomie "" Les Orchidées\xa0""')]",['Délégation de service public'],[406],non,non
11,20-78359,2020-06-20,2020-07-18,['11'],Location longue durée et la location avec option d'achat de véhicules légers pour le Département de l'Aude (suite à déclaration sans suite),joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Véhicules (location)'],[474],non,non
12,20-78421,2020-06-20,2020-07-18,['13'],Fourniture de chèques cadeaux multi-enseignes à destination des seniors,joue,directive24,attribution,initial,ENERGIE SOLIDAIRE 13,13006,Marseille,"[('2020-03-10', 'EDENRED FRANCE SAS SIRET : 39336513500358', (3333333, 'EUR'), 'Fourniture de chèques cadeaux multi-enseignes')]",['Chèque cadeau'],[436],non,non
13,20-78204,2020-06-20,2020-07-31,"['13', '83', '84']",Reprise de matières issues des dispositifs de pré-collecte usagés -Bacs et colonnes aériennes en PEHD,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"['Conteneur, poubelles', 'Prestations de services']","[71, 274]",non,non
14,20-78485,2020-06-20,2020-08-31,['13'],Construction de la nouvelle station d'épuration sur la commune de La Fare les Oliviers,joue,autre,rectificatif,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"[""Ouvrage d'infrastructure""]",[253],non,non
15,20-78233,2020-06-20,2020-07-22,['13'],"assurances "" complémentaire santé "" et ""prévoyance"" pour le personnel de l'epf provence alpes côte d'azur",joue,directive24,appeloffre,initial,ETS PUB FONCIER P A C A,13207,Marseille Cedex 01,,"['Assurance', 'Prestations de services']","[20, 274]",non,non
