,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-115554,2020-09-22,2020-10-13,['1'],Prestation d'assistance au recrutement pour divers services du département,mapa,cmp2006,appeloffre,initial,Département de l'Ain,01003,Bourg en bresse cedex,,['Assistance technique'],[19],non,non
1,20-115715,2020-09-22,2020-10-30,['2'],Fourniture et l'acheminement de gaz naturel pour la Piscine du SIVU de BOHAIN-FRESNOY LE GRAND.-.,fns,cmp2006,appeloffre,initial,SYND VOCATION UNIQUE BOHAIN FRESNOY GD,02110,BOHAIN EN VERMANDOIS,,"['Electricité, gaz (fourniture)']",[443],non,non
2,20-115878,2020-09-22,2020-11-23,"['4', '83']",Diagnostic et définition d'un programme d'action pour la restauration du Rouret et de la Recluse,fns,cmp2006,appeloffre,initial,PNR du Verdon,04360,Moustiers Sainte Marie,,['Etude'],[118],non,non
3,20-116090,2020-09-22,2020-10-22,['4'],Restauration du choeur et de la sacristie de l'église Notre Dame de Bethléem,fns,cmp2006,appeloffre,initial,Commune de Thoard,04380,Thoard,,"['Electricité (travaux)', 'Ferronnerie', 'Maçonnerie', 'Menuiserie', 'Monuments historiques', 'Peinture (travaux)']","[105, 126, 195, 222, 236, 264]",non,non
4,20-115543,2020-09-22,2020-10-22,['4'],Travaux d'aménagement du Plan d'eau de Rioclar.,mapa,cmp2006,appeloffre,initial,CC VALLEE DE L UBAYE SERRE PONCON,04400,Barcelonnette,,"['Charpente', 'Equipements spécialisés', 'Terrassement']","[57, 115, 341]",non,oui
5,20-115778,2020-09-22,2020-11-02,['6'],Marché de maintenance et de mise en conformité des portails et des rideaux automatiques des parcs de stationnement de la REGIE PARCS D'AZUR.,fns,cmp2006,appeloffre,initial,REGIE PARCS D AZUR,06000,Nice,,['Maintenance'],[196],non,non
6,20-115652,2020-09-22,2020-11-15,['6'],Travaux d'étanchéification de la galerie du Lac Gros de Millefonts,fns,cmp2006,appeloffre,initial,Parc national du Mercantour,06006,Nice,,['Travaux de viabilité'],[353],non,non
7,20-115850,2020-09-22,2020-10-20,['6'],MAPA 2020-066 FETES DE NOEL 2020 ( 9 lots ),fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,LE CANNET,,"['Audiovisuel', 'Equipements spécialisés', 'Location (matériels)', 'Prestations de services', 'Evénementiel']","[22, 115, 185, 274, 445]",non,non
8,20-115651,2020-09-22,2020-10-22,['6'],Maintenance des installations et réalisation de petits travaux de ventilation pour la commune de Carros,fns,cmp2006,appeloffre,initial,Ville de Carros,06512,Carros Cedex,,"['Maintenance', 'Ventilation']","[196, 360]",non,non
9,20-115876,2020-09-22,2020-11-22,['6'],Acquisition et pose de matériels de cuisine collective pour les écoles Jean Moulin et Jacques Boissier,mapa,cmp2006,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Cuisine (équipement)'],[77],non,non
10,20-115541,2020-09-22,2020-10-09,['7'],ASLL/Prévention des expulsions: Prestation d'accompagnement social lié au logement pour l'année 2021.,fns,cmp2006,appeloffre,initial,Département de l'Ardèche,07007,Privas,,['Prestations de services'],[274],oui,non
11,20-115588,2020-09-22,2020-10-09,['7'],FUL / Mandat de gestion financière et administrative du Fonds Unique Logement pour les années 2021 à 2023,fns,cmp2006,appeloffre,initial,Département de l'Ardèche,07007,Privas,,['Prestations de services'],[274],oui,non
12,20-116056,2020-09-22,2020-10-15,"['9', '31']",FOURNITURE ET LIVRAISON D'UN TRACTOPELLE NEUF.,fns,cmp2006,appeloffre,initial,SMECTOM DU PLANTAUREL,09120,Varilhes,,"['Véhicules', 'Véhicules (acquisition)']","[359, 475]",non,non
13,20-116045,2020-09-22,2020-10-16,['10'],travaux de réhabilitation des réseaux d'assainissement de Troyes Champagne Métropole - programme 2019-1 lot no1: secteur périphérique du bouchon de champagne de la ville de troyes,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,Troyes,,['Assainissement'],[18],non,non
14,20-112847,2020-09-22,2020-10-16,['10'],accord-cadre mono-attributaire à bons de commande relatif à la fourniture de signalisation lumineuse - relance du lot no2 : supports cylindro-coniques,fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10026,Troyes Cedex,,['Signalétique'],[333],non,non
15,20-116068,2020-09-22,2020-10-23,['11'],Prestations de surveillance et gardiennage par une société dagents de sécurité,fns,cmp2006,appeloffre,initial,OFFICE TOURISME GRUISSAN,11430,GRUISSAN,,['Gardiennage'],[138],non,non
