,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-131617,2020-10-26,2020-11-12,['1'],Réalisation dun Schéma Directeur dEau Potable,fns,cmp2006,appeloffre,rectificatif,CA du Bassin de Bourg en Bresse,01000,BOURG EN BRESSE,,"['Alimentation en eau potable', 'Etude']","[6, 118]",non,non
1,20-129993,2020-10-26,2020-12-02,"['1', '38', '69', '71']",Fourniture et gestion de titres restaurant dématérialisés,fns,cmp2006,appeloffre,initial,Cté de Cnes de Miribel et du Plateau,01700,Miribel,,['Titres restaurant'],[416],non,non
2,20-131589,2020-10-26,2020-11-23,['2'],Remplacement des branchements d'eau potable au droit de la Rue du Maréchal De Lattre De Tassigny à CHAUNY,fns,cmp2006,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,['Alimentation en eau potable'],[6],non,non
3,20-131729,2020-10-26,2021-01-23,['3'],Acquisition d'un logiciel de dématérialisation des correspondances pour le Département de l'Allier (03),fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2020-10-07', 'EFALIA', (143206.42, 'EUR'), None)]",['Logiciel'],[186],non,non
4,20-131599,2020-10-26,2020-12-11,"['4', '5', '13', '38', '83', '69']",Mission de maîtrise d'oeuvre sur la commune d'Ubaye Serre-Ponçon (04340) pour la création d'une station d'épuration regroupant 7 unités de traitement et création des réseaux de tra,mapa,cmp2006,appeloffre,initial,CC VALLEE DE L UBAYE SERRE PONCON,04400,Barcelonnette,,"['Assainissement', 'Etude', 'Réseaux divers', ""Station d'épuration (travaux)"", 'Station de refoulement']","[18, 118, 306, 328, 334]",non,non
5,20-131433,2020-10-26,2020-11-17,['4'],"Contrat de Concession de service portant sur la gestion et l'exploitation de la cafétéria "" le Biface "" au Musée de Préhistoire des gorges du Verdon à Quinson",dsp,dsp,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,['Restauration collective'],[66],non,non
6,20-131392,2020-10-26,2020-11-20,['6'],"Conseil, assistance et représentation en justice pour le traitement des dossiers du FEAM",mapa,cmp2006,attribution,initial,Foyer de l'Enfance des Alpes Maritimes,06200,Nice,,['Assistance juridique'],[434],non,non
7,20-131450,2020-10-26,2020-11-27,['6'],"Fourniture de matériels, d'équipements d'accastillage et prestations associées",fns,cmp2006,appeloffre,initial,SDIS (06),06273,Villeneuve Loubet Cedex,,['Equipements spécialisés'],[115],non,non
8,20-131713,2020-10-26,2020-12-14,"['6', '83']",LOCATION LONGUE DUREE DE QUATRE VEHICULES UTILITAIRES LEGERS FRIGORIFIQUES POURLA LIVRAISON DE REPAS A DOMICILE DE LA VILLE DE MENTON,mapa,cmp2006,appeloffre,initial,CCAS DE MENTON,06500,Menton,,"['Location (matériels)', 'Maintenance']","[185, 196]",non,non
9,20-131470,2020-10-26,2020-11-19,['6'],"Travaux de renouvellement et d'extension réseau eau potable et assainissement E.U, sous chartes qualité nationale des réseaux eaux et assainissement",fns,cmp2006,appeloffre,initial,Régie des Eaux du Canal Belletrud,06530,Peymeinade,,"['Alimentation en eau potable', 'Assainissement']","[6, 18]",non,non
10,20-131414,2020-10-26,2020-11-30,['6'],La présente consultation concerne l'acquisition de livres scolaires.Il s'agit de livres d'enseignement (livres des élèves et livres des maîtres) ainsi que les fichiers et cahiers d&ap,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Livres'],[184],non,non
11,20-131405,2020-10-26,2020-11-30,['6'],"La présente consultation concerne les prestations d'enseignement d'activités nautiques (voile, kayak, catamaran, standup paddle etc..) durant le temps scolaire et hors temps scolaire.",fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Prestations de services'],[274],non,non
12,20-131390,2020-10-26,2020-11-23,['6'],Mission de Maîtrise d'oeuvre pour la réalisation d'un système de contrôle de la température et de l'hygrométrie des Archives Municipales,mapa,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Etude'],[118],non,non
13,20-131625,2020-10-26,2020-11-24,"['7', '26', '30']",Missions de maîtrise d'oeuvre pour la sécurisation en Eau potable de la Commune de Gravières par le SISPEC (Syndicat Intercommunal du Service Public de l'Eau en Cévennes).,mapa,cmp2006,appeloffre,initial,SI Service Public de l'Eau en Cévennes,07140,Les vans,,"['Alimentation en eau potable', 'Etude']","[6, 118]",non,non
14,20-131672,2020-10-26,2020-11-24,"['7', '26', '30']",Missions de maîtrise d'oeuvre pour l'alimentation en Eau potable de nouveaux quartiers de la Commune de Malbosc par le SISPEC (Syndicat Intercommunal du Service Public de l'Eau en Céven,mapa,cmp2006,appeloffre,initial,SI Service Public de l'Eau en Cévennes,07140,Les vans,,"['Alimentation en eau potable', 'Etude']","[6, 118]",non,non
15,20-131384,2020-10-26,2020-11-23,['8'],Mission d'Assistance à Maitrise d'ouvrage - Extension des Archives Départementales-.,mapa,cmp2006,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,"[""Maîtrise d'oeuvre""]",[197],non,non
16,20-131259,2020-10-26,2020-11-24,['8'],Acquisition d'une solution DAM (Digitale Asset Management) pour le CD08-.,mapa,cmp2006,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,['Prestations de services'],[274],non,non
17,20-131676,2020-10-26,2020-11-30,['8'],"enlèvement, transport et élimination des déchets diffus spécifiques (dds)",fns,cmp2006,appeloffre,initial,Comcom des Portes du Luxembourg,08110,Carignan,,['Déchets non ménagers (prestations)'],[404],non,non
18,20-131582,2020-10-26,2020-11-19,['11'],"marché de fourniture de consommables et matériels d'équipement, de reliure et d'entretien pour livres, cd et dvd",mapa,cmp2006,appeloffre,initial,CARCASSONNE AGGLO,11000,Carcassonne,,"['Cd, DVD', 'Livres', 'Reliure']","[45, 184, 302]",non,non
19,20-131746,2020-10-26,2020-11-18,['11'],Travaux de maintenance sur véhicules,fns,cmp2006,appeloffre,initial,REGIE DES TRANSPORTS CARCASSONNE AGGLO,11000,CARCASSONNE,,"['Climatisation', 'Maintenance', 'Mécanique', 'Métallerie', 'Peinture (travaux)']","[62, 196, 221, 223, 264]",non,non
20,20-131620,2020-10-26,2020-11-19,['11'],"marché de fourniture de périodiques - presse d'information générale, spécialisée, professionnelle, adultes et jeunesse pour les services de carcassonne agglo dont le réseau de lecture publique.",mapa,cmp2006,appeloffre,initial,CARCASSONNE AGGLO,11000,Carcassonne,,['Abonnement'],[2],non,non
21,20-131327,2020-10-26,2020-11-26,['11'],Travaux de remplacement du déshumidificateur de la piscine de capendu.,mapa,cmp2006,attribution,initial,CARCASSONNE AGGLO,11000,Carcassonne,[],['Ventilation'],[360],non,non
22,20-131328,2020-10-26,2020-11-26,['11'],travaux de remplacement du déshumidificateur de la piscine de capendu,mapa,cmp2006,attribution,initial,CARCASSONNE AGGLO,11000,carcassonne,,['Ventilation'],[360],non,non
23,20-131472,2020-10-26,2020-11-17,['11'],Fourniture d'un véhicule d'intervention (unité mobile hospitalière UMH) et son aménagement spécifique pour le SMUR du Centre Hospitalier de Carcassonne,fns,cmp2006,appeloffre,rectificatif,Centre Hospitalier de Carcassonne,11010,Carcassonne cedex,,['Véhicules (acquisition)'],[475],non,non
24,20-123488,2020-10-26,2020-11-19,['12'],récolement de la collection non exposée du musée joseph vaylet d'espalion,mapa,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12000,Rodez,,['Prestations de services'],[274],non,non
25,20-131518,2020-10-26,2020-11-16,['13'],Fourniture et livraison de goûters de Noël pour les enfants des 13e et du 14e Arrondissements,fns,cmp2006,appeloffre,initial,Ville de Marseille,13014,Marseille,,"['Repas, traiteur', 'Evénementiel']","[304, 445]",oui,oui
26,20-131553,2020-10-26,2020-11-16,['13'],"Fourniture et livraison de tapis fleuris, végétaux, plantes de décoration, fleurs coupées, objet de déco, arbres de noël, contrat de culture pour le fleurissement en élévation de la ville de Cassis",fns,cmp2006,appeloffre,initial,VILLE DE CASSIS,13260,Cassis,,['Végétaux'],[358],non,non
27,20-115183,2020-10-26,2020-11-25,['13'],equipements pour l'installation de stations de culture cellulaire adjointes à des équipements de conservation couvrant différentes gammes de températures pour la plateforme pfnt/scent.,mapa,cmp2006,appeloffre,initial,Université d'Aix-Marseille,13284,Marseille Cedex 07,,"['Laboratoire (matériel)', 'Matériel médical']","[188, 212]",non,non
28,20-131646,2020-10-26,2020-11-23,['83'],Travaux de restructuration de la chaufferie principale au lycée du COUDON à LA GARDE (83),fns,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13331,Marseille,,['Chauffage (travaux)'],[61],non,non
29,20-131770,2020-10-26,2020-12-11,['13'],Les travaux d'extension et maintenance du système de vidéo protection urbaine de la commune de Plan de Cuques,fns,cmp2006,appeloffre,initial,Commune de plan de cuques,13380,PLAN DE CUQUES,,"['Vidéo, cinéma', 'Télésurveillance']","[362, 415]",non,non
30,20-131474,2020-10-26,2020-12-26,['13'],Élagage et abattage d'arbres sur la commune de Gemenos,fns,cmp2006,attribution,initial,commune,13420,Gémenos,"[('2020-09-24', 'LES ARBORISTES DU SUD', (41050, 'EUR'), None)]",['Végétaux'],[358],non,non
31,20-131497,2020-10-26,2020-11-05,['13'],Formation : Le maire au coeur de la prévention et la lutte opérationnelle contre les incendies de forêt,fns,cmp2006,appeloffre,rectificatif,Région Provence Alpes Côte d'Azur,13481,Marseille,,['Formation'],[410],non,non
32,20-131650,2020-10-26,2021-01-23,['13'],Travaux de réagencement et mise en conformité de deux maisons de passage à niveau sur la commune d'Entrevaux,fns,cmp2006,attribution,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,"['Chauffage (travaux)', 'Gros oeuvre', 'Menuiserie', 'Plomberie (travaux)', 'Ventilation']","[61, 144, 222, 270, 360]",non,non
33,20-131203,2020-10-26,2020-11-24,"['13', '83', '84']",Fourniture De Produits D'Epicerie Pour Groupement Des Commandes Hôtelières,joue,directive24,appeloffre,initial,CH MONTPERRIN,13617,Aix En Provence,,['Denrées alimentaires'],[88],non,non
34,20-131297,2020-10-26,2020-11-16,['13'],"location, pose et dépose de décors et matériels dans le cadre des festivités de noël",fns,cmp2006,appeloffre,rectificatif,Ville d'Arles,13637,Arles,,"['Illumination', 'Location (matériels)']","[170, 185]",non,oui
