,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-19308,2020-02-09,2020-03-13,['1'],"Réalisation d'analyses d'eaux, d'analyses microbiologiques et qualification des salles à environnement maîtrisé pour le Groupement Hospitalier de Territoire (GHT) Bresse Haut Bugey",joue,directive24,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,"['Analyses médicales, biologiques']",[8],non,non
1,20-19211,2020-02-09,2020-02-17,['1'],concours restreint de maîtrise d'oeuvre sur esquisse+ relatif à la restructuration et à l'extension du groupe scolaire de chalamont,joue,directive24,attribution,initial,COMMUNE DE CHALAMONT,01320,CHALAMONT,,"['Assistance technique', 'Etude', ""Maîtrise d'oeuvre"", 'Ingénierie']","[19, 118, 197, 455]",non,non
2,20-16706,2020-02-09,2020-03-31,['2'],Assurance des risques statutaires.,joue,directive24,attribution,initial,Ville de Laon,02000,Laon,,['Assurance'],[20],non,non
3,20-19320,2020-02-09,2020-03-31,['2'],Diagnostic du système d'assainissement collectif d'agglomérations d'assainissement inférieures à 10 000 équivalents-habitants (EH) et des collèges de l'Aisne,joue,directive24,attribution,initial,DEPARTEMENT DE L'AISNE,02000,Laon,"[('2020-02-06', 'ALTEREO', (805258.0, 'EUR'), 'Secteur Chauny-Champagne Picarde'), ('2020-02-06', 'ALTEREO', (256200.0, 'EUR'), ""Département de l'Aisne-collèges""), ('2020-02-06', 'ALTEREO', (1140825.5, 'EUR'), 'Secteur Thiérache')]",['Assainissement'],[18],non,non
4,20-19403,2020-02-09,2020-03-11,['2'],"Fourniture, livraison et pose de panneaux pour la signalisation verticale des routes départementales et autres voies de gestion départementale-.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Métallurgie'],[224],non,non
5,20-19334,2020-02-09,2020-03-13,['3'],Exécution des services de Lignes Régulières du réseau de transport interurbain de l'Allier,joue,directive24,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,,['Transport'],[347],non,non
6,20-19658,2020-02-09,2020-03-07,['6'],Réalisation de l'évaluation environnementale du dossier de création de ZAC et de prestations connexes sur le périmètre de l'opération d'aménagement du Hameau de la Baronne.,joue,directive24,attribution,initial,EPA ECOVALLEE PLAINE DU VAR,06205,Nice,"[('2020-02-06', 'INGEROP CONSEIL et INGÉNIERIE', (120300, 'EUR'), ""Réalisation de l'évaluation environnementale du dossier de création de la future ZAC et de prestations connexes sur le périmètre de l'opération d'aménagement du Hameau de la Baronne à La Gaude (06)"")]",['Etude'],[118],non,non
7,20-19472,2020-02-09,2020-05-06,['6'],Fourniture et révision de machines pour travaux de marquage routier,joue,directive24,attribution,initial,COMMUNE DE CANNES,06406,Cannes,"[('2020-01-15', 'Virages', (120000, 'EUR'), 'Fourniture de machines pour travaux de marquage routier'), ('2020-01-15', 'Tecmarquage', (80000, 'EUR'), 'Révisions des machines pour travaux de marquage routier de la régie Voirie Signalisation')]","['Machines-outils', 'Matériaux routiers']","[194, 199]",non,oui
8,20-19470,2020-02-09,2020-05-06,['6'],Fourniture De Papier Pour Les Services Municipaux De La Ville De Cannes,joue,directive24,attribution,initial,COMMUNE DE CANNES,06406,Cannes,"[('2020-01-21', 'Papeteries du Dauphiné', (400000, 'EUR'), 'Fourniture De Papier Reprographie'), ('2020-01-21', 'Papeteries du Dauphiné', (3600, 'EUR'), 'Fourniture De Papier Pour Traceur')]","['Impression', 'Papeterie']","[160, 262]",non,oui
9,20-19735,2020-02-09,2020-03-08,['6'],Fourniture de pièces détachées neuves pour les véhicules de la Régie Palm Bus,joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,,['Pièces détachées'],[266],non,non
