,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-70735,2021-05-26,2021-06-07,['1'],"Fourniture, livraison et entretien de vêtements, chaussures et équipements de protection individuelle pour les agents de HBA",fns,cmp2006,appeloffre,rectificatif,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Habillement'],[150],non,non
1,21-70839,2021-05-26,2021-06-23,['1'],Fourniture et livraison de titres restaurants,fns,cmp2006,appeloffre,initial,Mairie de Gex,01174,GEX Cedex,,['Titres restaurant'],[416],non,non
2,21-70675,2021-05-26,2021-06-15,['2'],Maintenance préventive et assistance sur des bases de données,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Maintenance'],[196],non,non
3,21-70665,2021-05-26,2021-06-28,"['2', '60', '59']",collecte des déchets ménagers et assimilés,fns,cmp2006,appeloffre,initial,Cté de Communes de Villers Cotterêts,02603,Villers-Cotterêts,,"['Collecte sélective', 'Ordures ménagères (prestations)']","[82, 249]",oui,oui
4,21-70403,2021-05-26,2021-06-15,['2'],Élaboration du PLH (Programme Local de l'Habitat 2022_2028) de GrandSoissons Agglomération,fns,cmp2006,attribution,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,['Etude'],[118],non,non
5,21-70249,2021-05-26,2021-08-07,['3'],Acquisition d'un châssis 8x4 32 tonnes de PTAC et 44 tonnes de PTRA préalablement équipé pour recevoir un bras GUIMA T26,fns,cmp2006,appeloffre,rectificatif,SICTOM Sud Allier,03500,Bayet,,['Véhicules (acquisition)'],[475],non,non
6,21-70902,2021-05-26,2021-06-24,['4'],"Désamiantage, remplacement des menuiseries extérieures, pose de brise soleil orientables, Remplacement du système CVC, pose d'une ventilation double flux, rénovation des éclairages intérieurs.",fns,cmp2006,appeloffre,initial,DIR DEP FIN PUBLIQUES ALPES HTE PROVEN,04000,Digne les bains,,"[""Tous corps d'état""]",[345],non,oui
7,21-70863,2021-05-26,2021-06-25,['4'],Acquisition de véhicules pour les services de la ville de Digne les Bains avec reprise de véhicules d'occasion,fns,cmp2006,appeloffre,initial,COMMUNE DE DIGNE LES BAINS,04000,Digne les Bains,,['Véhicules (acquisition)'],[475],non,non
8,21-70775,2021-05-26,2021-07-18,['6'],CHU de Nice - Hôpital de l'Archet 2 - Travaux de réfection de la chaudière,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,['Plomberie (travaux)'],[270],non,non
9,21-70857,2021-05-26,2021-06-25,['6'],NETTOYAGE DES TENUES PROFESSIONNELLES DES AGENTS TECHNIQUES DE LA REGIE LIGNE D'AZUR,fns,cmp2006,appeloffre,initial,Régie Ligne d'Azur,06100,Nice,,['Habillement'],[150],non,non
10,21-70273,2021-05-26,2021-08-23,['6'],Acquisition d'un microscope à fluorescencepour l'observation cellulaire de structures bio-imprimées dans le cadre du projet SenoPrint - Plateforme technologique HeLiiX-IMREDD,mapa,cmp2006,attribution,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,"['Equipements spécialisés', 'Laboratoire (matériel)', 'Matériel de précision']","[115, 188, 215]",non,oui
