,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-127879,2020-10-19,2020-11-19,['2'],"ACCORD-CADRE RELATIF A LA FOURNITURE, LIVRAISON ET POSE DE PARE-BRISES POUR L'ENSEMBLE DES VEHICULES DE LA RTA",fns,cmp2006,attribution,initial,R.T.A,02430,GAUCHY,,['Vitrerie'],[363],non,non
1,20-127884,2020-10-19,2020-11-16,['2'],"ACCORD-CADRE RELATIF A L'ENTRETIEN, LA REPARATION, LA MAINTENANCE DES COLONNES DE LEVAGE DE LA RTA ET A LA FOURNITURE DE MATERIELS DE LEVAGE ET DE PIECES DE RECHANGE",fns,cmp2006,attribution,initial,R.T.A,02430,GAUCHY,,['Appareil élévateur'],[11],non,non
2,20-127989,2020-10-19,2020-12-28,['2'],Travaux d?aménagement de l?axe principal de voirie à Quessy-Cité,fns,cmp2006,attribution,initial,COMMUNE DE TERGNIER,02700,TERGNIER,,"['Clôture', 'Eclairage public', 'Maçonnerie', 'Voirie']","[64, 102, 195, 365]",non,non
3,20-128469,2020-10-19,2020-11-16,['5'],Acquisition et location de matériel événementiel,mapa,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Mobilier'],[230],non,non
4,20-128039,2020-10-19,2021-01-16,['5'],RENOUVELLEMENT DU REVÊTEMENT DES CHAUSSEES SUR LE RESEAU ROUTIER DEPARTEMENTAL,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,['Matériaux routiers'],[199],non,non
5,20-127995,2020-10-19,2020-12-06,['6'],PRESTATIONS EXTERNALISÉES HELPDESK NIVEAU 1,fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,"['Informatique (prestations de services)', 'Prestations de services', 'Informatique (assistance)']","[163, 274, 453]",non,non
6,20-128279,2020-10-19,2020-11-18,['6'],fourniture de repas en liaison froide pour la restauration scolaire,fns,cmp2006,appeloffre,initial,COMMUNE DE LA TURBIE,06320,La Turbie,,"['Repas, traiteur']",[304],non,non
7,20-127937,2020-10-19,2020-11-03,['6'],ACHAT LINGE 2020-2024,fns,cmp2006,appeloffre,initial,COMMUNE DE NICE,06593,Nice cedex 4,,['Textile'],[343],non,oui
8,20-127986,2020-10-19,2020-11-18,['7'],"Aménagement d'un city stade sur le terrain du centre d'incendie et de secours de Davézieux, dit Annonay Rhône Agglo (ARA) Adresse : CSP Annonay Rhône Agglo (ARA) - Quartier Vidalon - 07430 D",mapa,cmp2006,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,07000,Privas,,['Terrain de sport'],[342],non,non
9,20-127981,2020-10-19,2020-11-09,['10'],Assistance à Maîtrise d'Ouvrage pour la rédaction du cahier des charges et assistance à la prise de décision concernant le futur marché de restauration collective de la ville de Troyes-.,mapa,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
