,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-96405,2020-07-30,2020-09-11,['1'],maîtrise d'oeuvre pour la construction de la nouvelle station d'épuration et la mise en séparatif d'une partie du réseau d'assainissement sur la commune de corveissiat,mapa,cmp2006,appeloffre,initial,CA du Bassin de Bourg en Bresse,01000,Bourg-en-Bresse,,"[""Maîtrise d'oeuvre""]",[197],non,non
1,20-97229,2020-07-30,2020-08-21,"['2', '80', '60', '51']",Etude globale préalable à la définition du programme pluriannuel de restauration et d'entretien de l'Oise aval axonaise,fns,cmp2006,appeloffre,rectificatif,syndicatbassinversantoiseavalaxonaise,02000,Chivy les etouvelles,,"['Etude', 'Rivières/ruisseaux']","[118, 310]",non,non
2,20-97332,2020-07-30,2020-09-07,['2'],"Numéro de la consultation : 20028SBC ACQUISITION DE VEHICULES, ENGINS ET MATERIELS POUR LA CASQ EN 2020",fns,cmp2006,appeloffre,initial,CA DU SAINT QUENTINOIS,02108,Saint-Quentin,,['Véhicules (acquisition)'],[475],non,non
3,20-97157,2020-07-30,2020-09-07,['2'],"DÉFINITION DES FUTURS MODES DE GESTION DES SERVICES PUBLICS DÉDIES A L'EAU POTABLE, L'ASSAINISSEMENT ET LA GESTION DES EAUX PLUVIALES URBAINES",fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,"['Alimentation en eau potable', 'Assainissement']","[6, 18]",non,non
4,20-97158,2020-07-30,2020-09-07,['2'],"ACQUISITION DE VEHICULES, ENGINS ET MATERIELS POUR LA CASQ EN 2020",fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Véhicules (acquisition)'],[475],non,non
5,20-97334,2020-07-30,2020-09-07,['2'],"Numéro de la consultation : 20021SMV DÉFINITION DES FUTURS MODES DE GESTION DES SERVICES PUBLICS DÉDIES A L'EAU POTABLE, L'ASSAINISSEMENT ET LA GESTION DES EAUX PLUVIALES URBAINES",fns,cmp2006,appeloffre,initial,CA DU SAINT QUENTINOIS,02108,Saint-Quentin,,"['Alimentation en eau potable', 'Assainissement']","[6, 18]",non,non
6,20-97348,2020-07-30,2020-10-09,['2'],restauration collective association apei des 2 vallées,fns,cmp2006,appeloffre,initial,Apei des 2 Vallées,02600,Coyolles,,['Restauration collective'],[66],non,non
7,20-92947,2020-07-30,2020-09-11,['3'],acquisition de matériels pour travaux paysagers,fns,cmp2006,appeloffre,initial,Ville de Vichy,03200,Vichy,,['Espaces verts'],[116],non,non
8,20-96806,2020-07-30,2020-08-20,['4'],Travaux d'aménagement et de rénovation de l' ESPE (Ecole Supérieure du Professorat et de l'Education),mapa,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Couverture'],[74],non,non
9,20-96169,2020-07-30,2020-10-25,['5'],Fourniture de matériel électrique et d'éclairage public pour le groupement de commande du Gapençais,joue,directive24,attribution,initial,Ville de Gap,05007,Gap,"[('2020-06-12', 'Rexel', (360000, 'EUR'), 'Sources lumineuses et appareillages associés'), ('2020-06-12', 'Rexel', (1300000, 'EUR'), 'Matériel électrique bâtiment et industriel'), ('2020-06-12', 'Etec', (90000, 'EUR'), ""Ensembles lumineux complets d'éclairage public et matériels""), ('2020-06-12', 'Etec', (180000, 'EUR'), ""Mats génériques et accessoires d'éclairage public""), ('2020-06-12', 'Blachere Illumination Sas', (270000, 'EUR'), ""Matériel d'illuminations fêtes de fin d'année"")]",['Matériel électrique'],[203],non,non
