,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-161497,2019-10-26,2019-11-26,['1'],"fourniture, livraison et installation de poteaux d'arrêts pour le transport public sur le territoire de la communauté d'agglomération",joue,directive24,appeloffre,initial,CA DU BASSIN DE BOURG EN BRESSE,01000,Bourg en Bresse,,['Signalisation'],[322],non,non
1,19-161333,2019-10-26,2019-11-26,['1'],marché public de fourniture et acheminement d'électricité et prestations de services associés (articles l 2124-2 et r 2124-2 du code de la commande publique),joue,directive24,appeloffre,initial,Ville de Divonne les Bains,01220,Divonne les Bains,,"['Electricité, gaz (fourniture)']",[443],non,non
2,19-161414,2019-10-26,2019-12-24,['1'],Fourniture de denrées alimentaires pour le restaurant scolaire de la commune de viriat,joue,directive24,attribution,initial,Ville de Viriat,01440,VIRIAT,"[('2019-10-24', 'BROC SERVICE FRAIS', (80000, 'EUR'), 'Charcuterie'), ('2019-10-24', 'POMONA PASSION FROID', (240000, 'EUR'), 'Viande boeuf - porc -veau - agneau'), ('2019-10-24', 'SOCIETE DE DISTRIBUTION AVICOLE', (160000, 'EUR'), 'Volaille Fraîche'), ('2019-10-24', 'CLEDOR PRIMEURS SERVICES', (144000, 'EUR'), 'Fruits et légumes'), ('2019-10-24', 'LA NATURE A TABLE', (192000, 'EUR'), 'Epicerie'), ('2019-10-24', ""SOCIETE D'EXPLOITATION DES SURGELES DISVAL ET DS RHONE ALPES"", (440000, 'EUR'), 'Surgelés'), ('2019-10-24', 'BROC SERVICE FRAIS', (176000, 'EUR'), 'Lait - fromage - desserts lactés - ovo produits'), ('2019-10-24', 'BROC SERVICE FRAIS', (80000, 'EUR'), 'Yaourts et fromages blancs')]",['Denrées alimentaires'],[88],non,non
3,19-162103,2019-10-26,2019-12-24,"['1', '69', '38']",Achat de fournitures scolaires,joue,directive24,attribution,initial,COMMUNE D AMBERIEU EN BUGEY,01504,Amberieu en bugey cedex,"[('2019-10-08', 'Librairie Laique', (160000, 'EUR'), 'Fournitures scolaires'), ('2019-10-08', 'Nouvelle Librairie Universitaire', (80000, 'EUR'), 'Livres'), ('2019-10-08', 'Le géant des beaux arts', (80000, 'EUR'), 'Fournitures pour activités manuelles et artistiques'), ('2019-10-08', 'Papeterie Develay', (60000, 'EUR'), 'Jeux et jouets pour enfants de moins de 6 ans'), ('2019-10-08', 'Nouvelle librairie universitaire', (60000, 'EUR'), 'Jeux et jouets pour enfants de plus de 6 ans')]","['Equipement sportif', 'Jeux, jouets', 'Livres', 'Matériel de bureau']","[113, 175, 184, 207]",non,non
4,19-162135,2019-10-26,2019-12-24,"['1', '38', '69', '42']",Fourniture et acheminement d'électricité et services associés,joue,directive24,attribution,initial,COMMUNE D AMBERIEU EN BUGEY,01504,Amberieu en bugey cedex,"[('2019-10-01', 'TOTAL DIRECT ENERGIE SA', (1100000, 'EUR'), ""Accord-cadre multi-attributaires relatif à la fourniture et l'acheminement d'électricité et services associés pour la Ville d'Ambérieu en Bugey.""), ('2019-10-01', 'DCR Rhône Alpes Auvergne EDF', (1100000, 'EUR'), ""Accord-cadre multi-attributaires relatif à la fourniture et l'acheminement d'électricité et services associés pour la Ville d'Ambérieu en Bugey."")]","['Electricité, gaz (fourniture)']",[443],non,non
5,19-162239,2019-10-26,2019-12-16,['2'],Assurer la gestion administrative et technique de l'aire d'accueil des gens du voyage de Ognes (02300),joue,directive24,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,['Prestations de services'],[274],non,non
6,19-162006,2019-10-26,2020-01-01,['3'],Accord-cadre pour la fourniture de carburants - 3 lots,joue,directive24,attribution,initial,SICTOM Sud Allier,03500,Bayet,,"['Carburant, hydrocarbure']",[52],non,non
7,19-162042,2019-10-26,2020-01-01,['3'],Services d'assurances pour le SICTOM SUD ALLIER - 3 lots,joue,directive24,attribution,initial,SICTOM Sud Allier,03500,Bayet,"[('2019-10-21', 'SMACL', (73520, 'EUR'), 'Assurance des responsabilités et risques annexes'), ('2019-10-21', 'SMACL', (230707, 'EUR'), 'Assurances des véhicules à moteur et risques annexes'), ('2019-10-21', 'SMACL', (1560, 'EUR'), 'Assurance de la protection fonctionnelle des agents et des élus')]",['Assurance'],[20],non,non
8,19-162119,2019-10-26,2020-01-01,['3'],"Appel d'offres ouvert pour l'acquisition de châssis, benne à encombrants, grue sur châssis avec caisson et laveuse de bacs de 120 à 1 000L - 7 lots",joue,directive24,attribution,initial,SICTOM Sud Allier,03500,Bayet,"[('2019-10-21', 'GARAGE NEVERS SUD', (196900, 'EUR'), 'Acquisition de deux châssis-cabine 26 tonnes de PTAC à emmarchement bas 6x2x4, essieu arrière directionnel préalablement équipés pour recevoir deux bennes à ordures ménagères de 18m3'), ('2019-10-21', 'GARAGE NEVERS SUD', (76600, 'EUR'), ""Acquisition d'un châssis-cabine 19 tonnes de PTAC, 4x2, préalablement équipé pour recevoir une benne à ordures ménagères de marque SEMAT d'une capacité de 14 m³""), ('2019-10-21', 'GARAGE NEVERS SUD', (96750, 'EUR'), ""Acquisition d'un châssis-cabine 26 tonnes de PTAC, 6x2x4, essieu arrière directionnel préalablement équipé pour recevoir une benne destinée à la collecte des objets encombrants de 22m³""), ('2019-10-21', 'GARAGE NEVERS SUD', (111150, 'EUR'), ""Acquisition d'un châssis-porteur, 32 tonnes de PTAC, 44 tonnes de PTRA, 8x4*4, préalablement équipé pour recevoir une grue sur châssis et une benne 36m³ minimum""), ('2019-10-21', 'LOCATION VOIRIE ENVIRONNEMENT', (156950, 'EUR'), ""Acquisition d'une laveuse d'occasion pour bacs 120 à 1000L""), ('2019-10-21', 'FAUN ENVIRONNEMENT', (127130, 'EUR'), ""Acquisition d'une benne à encombrants 22m³ à monter sur un châssis 26 tonnes 6x2x4""), ('2019-10-21', 'SOCIETE NOUVELLE THOMAZET', (126900, 'EUR'), ""Acquisition d'une grue sur châssis et d'une benne de 36m³ minimum à carrosser dur un châssis 32T 8x4*4 Tridem"")]","['Abris', 'Benne', 'Equipements spécialisés', 'Véhicules (acquisition)']","[1, 34, 115, 475]",non,non
9,19-162476,2019-10-26,2019-11-04,"['4', '5', '26']",Acquisition De Véhicules Pour La Collecte Des Déchets Ménagers De La Communauté De Communes Du Sisteronais Buëch,joue,autre,rectificatif,rectificatif,CC DU SISTERONAIS BUECH,04200,Sisteron,,"['Collecte sélective', 'Véhicules (acquisition)']","[82, 475]",non,oui
10,19-162409,2019-10-26,2019-11-22,['6'],Maintenance des nouveaux équipements d'atelier de la Régie ligne d'azur,joue,directive25,attribution,initial,Régie Ligne d'Azur,06100,Nice,,['Maintenance'],[196],non,non
11,19-161809,2019-10-26,2019-11-29,['6'],TRAVAUX DE RENOUVELLEMENT DU CANAL DU FOULON PROGRAMME N°2 - Tunnels no22 à 29,joue,directive24,appeloffre,initial,SI DES EAUX DE FOULON,06130,GRASSE,,"['Alimentation en eau potable', 'Canalisations']","[6, 48]",non,non
12,19-161993,2019-10-26,2019-11-02,['6'],Acquisition de mobiliers de bureaux,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Mobilier'],[230],non,non
13,19-162145,2019-10-26,2019-12-26,['6'],Fourniture et livraison de vêtements de travail et des équipements de protection individuelle (EPI) pour les agents de la CAPL,joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,,"['Chaussures ou articles chaussants', 'Equipements spécialisés', 'Habillement', 'Prestations de services']","[79, 115, 150, 274]",non,non
14,19-162248,2019-10-26,2019-12-24,['6'],Acquisition de matériels pour la construction,joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2019-10-18', 'COMASUD SA', (37475.35, 'EUR'), 'ACQUISITION DE MATERIELS POUR LA CONSTRUCTION - LOT N°1 - MATERIAUX DE CONSTRUCTION'), ('2019-10-18', ""BIO PAINT L'ENTREPOT DU PEINTRE"", (62294.11, 'EUR'), 'ACQUISITION DE MATERIELS POUR LA CONSTRUCTION - LOT N°3 - PEINTURES, COLORANTS'), ('2019-10-18', 'ANTIBES BATTERIES COMMUNICATIONS', (3147.33, 'EUR'), 'ACQUISITION DE MATERIELS POUR LA CONSTRUCTION - LOT N°5 - PILES, BATTERIES, ACCUMULATEURS ET ACCESSOIRES'), ('2019-10-18', 'BFSA BALITRAND', (27371, 'EUR'), 'ACQUISITION DE MATERIELS POUR LA CONSTRUCTION - LOT N°9 - PRODUITS DE LA METALLURGIE'), ('2019-10-18', 'PROLIANS PACA (Descours & Cabaud)', (47912.5, 'EUR'), 'ACQUISITION DE MATERIELS POUR LA CONSTRUCTION - LOT N°11 - PRODUITS COMPOSITES POUR REVETEMENTS ROUTIERS'), ('2019-10-18', 'Legallais', (20889.67, 'EUR'), 'Quincaillerie et serrurerie'), ('2019-10-18', 'Legallais', (48215.74, 'EUR'), 'Outillage et machines outils portatives'), ('2019-10-18', 'Legallais', (15670.93, 'EUR'), 'Equipements sanitaires de plomberie et de tuyauterie'), ('2019-10-18', 'Rexel', (135946.16, 'EUR'), 'MATERIELS ET EQUIPEMENTS ELECTRIQUE'), ('2019-10-18', 'DMBP DISPANO', (31042.1, 'EUR'), 'PRODUITS DU BOIS POUR LA CONSTRUCTION'), ('2019-10-18', 'Couleur de Tollens', (4304, 'EUR'), 'REVETEMENTS SOLS SOUPLES ET MURAUX')]","['Bois', 'Equipements spécialisés', 'Matériaux de construction', 'Matériaux routiers', 'Matériel électrique', 'Optique', 'Peinture (fourniture)', 'Quincaillerie (articles)', 'Revêtements muraux']","[38, 115, 198, 199, 203, 248, 263, 291, 309]",non,non
15,19-161774,2019-10-26,2019-11-26,['6'],"SERVICES DE TÉLÉPHONIE FILAIRE, TÉLÉCOMMUNICATIONS MOBILES ET INTERNET",joue,directive24,appeloffre,initial,SIVOM DE VAL DE BANQUIERE,06730,Saint André de La Roche,,['Télécommunications'],[338],non,non
