a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-42293,2021-03-30,2021-04-26,['1'],"Fourniture d'abonnements à des journaux, magazines et autres périodiques pour collégiens ayant un parcours méritant au titre de l'année scolaire 2020-2021",fns,cmp2006,appeloffre,initial,Département de l'Ain,01003,BOURG EN BRESSE CEDEX,,['Abonnement'],[2],non,non
21-30971,2021-03-30,2021-04-29,['1'],Remplacement du terrain de football synthétique no1 du forum des sports à st maurice de beynost,fns,cmp2006,appeloffre,initial,Cté de Cnes de Miribel et du Plateau,01700,Miribel,,['Equipement sportif'],[113],non,non
21-42560,2021-03-30,2021-04-26,['2'],MARCHE DE LOCATION ET D'ENTRETIEN AVEC OPTION D'ACHAT DE FONTAINES DEGRAISSANTES ET DE NETTOYAGE DE PEINTURE POUR LES ATELIERS DE LA RTA,fns,cmp2006,attribution,initial,R.T.A,02430,GAUCHY,,['Fontaine'],[449],non,non
21-39815,2021-03-30,2021-04-25,['2'],travaux de réhabilitation du réseau d'assainissement et d'eau potable rue du marché au blé à la ferté milon sous charte qualité d'assainissement et sous charte qualité des réseaux d'eau potable,fns,cmp2006,attribution,initial,Cté de Communes de Villers Cotterêts,02603,Villers-Cotterêts,"[('2021-03-25', 'TPA-SAS-Travaux publics et Assainissement', (400536.0, 'EUR'), None)]","['Alimentation en eau potable', 'Canalisations']","[6, 48]",non,non
21-42345,2021-03-30,2021-04-26,['3'],Maîtrise d'oeuvre sécurisation et restructuration - Chapelle site de Moulins,fns,cmp2006,appeloffre,initial,Centre Hospitalier Moulins-Yzeure,03006,Moulins,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-36421,2021-03-30,2021-04-22,"['3', '63']",acquisition de produits de signalisation routière horizontale,fns,cmp2006,appeloffre,initial,Ville de Vichy,03209,Vichy Cedex,,['Signalisation'],[322],oui,oui
21-42733,2021-03-30,2021-04-27,['3'],"Fourniture, livraison et installation de colonnes semi-enterrées pour :- la collecte des emballages ménagers recyclables (papier-plastique-métal/verre)- colonnes de capacité : 4 et/ou 5m3- la col",fns,cmp2006,appeloffre,initial,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,,"['Conteneur, poubelles']",[71],non,non
21-42731,2021-03-30,2021-04-28,['3'],Prestations de lavage et désinfection des bacs à roues /sabots et colonnes des points d'apport volontaire 2021-2022,fns,cmp2006,appeloffre,initial,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,,"['Collecte sélective', 'Nettoyage urbain', 'Ordures ménagères (prestations)']","[82, 240, 249]",non,non
21-42476,2021-03-30,2021-04-30,"['3', '31', '82', '33', '63', '20A', '20B', '40', '13']",Le présent marché a pour objet la fourniture et la livraison de pièces de rechanges de chariots élévateurs au profit des formations rattachées à l Antenne SAR de Moulins.,fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure,,['Acier'],[3],non,non
21-42984,2021-03-30,2021-05-04,['4'],Concession pour l'exploitation de la fourrière municipale à Sisteron,dsp,dsp,appeloffre,initial,Ville de Sisteron,04200,Sisteron,,['Fourrière'],[451],non,non
21-42833,2021-03-30,2021-04-30,['4'],Marché de maîtrise d'oeuvre pour la création d'un lotissement communal à MANE (Alpes de Haute Provence),mapa,cmp2006,appeloffre,initial,Mairie de Mane,04300,MANE,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-42780,2021-03-30,2021-04-21,"['4', '5', '6', '13', '83', '84']",Réfection de la cuisine du groupe scolaire André Malraux,fns,cmp2006,appeloffre,initial,Mairie de gréoux les bains,04800,GREOUX LES BAINS,,"['Chauffage (travaux)', 'Cuisine (équipement)', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Plomberie (travaux)']","[61, 77, 105, 117, 144, 270]",non,non
21-42872,2021-03-30,2021-04-23,['4'],Travaux d'aménagement et de rénovation des collèges de Seyne les Alpes & de la Motte du Caire -PPMC 2021,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Peinture (travaux)', 'Zinguerie']","[264, 372]",non,oui
21-43043,2021-03-30,2021-04-21,['5'],RD 1091 - Pont de Roche Noire et Galerie de la Marionnaise - Investigations,mapa,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"['Contrôle technique', ""Ouvrage d'art""]","[72, 252]",non,non
21-42384,2021-03-30,2021-04-28,"['5', '4', '38', '84']",Travaux de restauration de la Tour Nord-Est de la Collégiale Notre-Dame et Saint-Nicolas de la ville de Briançon,fns,cmp2006,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,"['Charpente', 'Couverture', 'Décoration (travaux)', 'Electricité (travaux)', 'Maçonnerie']","[57, 74, 85, 105, 195]",non,non
