,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-182059,2019-12-09,2020-01-10,"['1', '69', '38']",pose de clôtures dans le cadre des aménagements cyclables de la gare de miribel à la gare de saint maurice de beynost,fns,cmp2006,appeloffre,initial,Cté de Cnes de Miribel et du Plateau,01700,Miribel,,['Clôture'],[64],non,oui
1,19-183675,2019-12-09,2020-02-09,['2'],Traitement des plâtres collectés dans les collectivités du département de l?Aisne,fns,cmp2006,attribution,initial,Valor'Aisne,02000,LAON,"[('2019-12-09', 'VALOR BAT', (26000.0, 'EUR'), None), ('2019-12-09', 'RECYCLAGE DES VALLEES', (60000.0, 'EUR'), None), ('2019-12-09', 'VALOR BAT', (21000.0, 'EUR'), None), ('2019-12-09', ""C'MATER"", (111000.0, 'EUR'), None)]",['Assainissement'],[18],non,non
2,19-183690,2019-12-09,2020-01-09,['2'],Prestation relative de traitement des déchets végétaux sur les plateformes de compostage de Laon-Faubourg de Leuilly et Pommiers,fns,cmp2006,attribution,initial,Valor'Aisne,02000,LAON,"[('2019-12-09', 'BROYAGE NORD EST', (67002.0, 'EUR'), None), ('2019-12-09', 'BROYAGE NORD EST', (110000.0, 'EUR'), None)]",['Assainissement'],[18],non,non
3,19-183581,2019-12-09,2020-01-13,['2'],Réhabilitation d'un bâtiment d'accueil à l'Hôtel Dieu de Château-Thierry-.,fns,cmp2006,appeloffre,initial,CA DE LA REGION DE CHATEAU THIERRY,02400,Château-Thierry,,"[""Tous corps d'état""]",[345],non,non
4,19-183475,2019-12-09,2020-01-17,"['3', '63']",opération de fouilles archéologiques préventives dans la zac des ancises à creuzier-le-neuf,fns,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,['Fouille archéologique'],[450],non,non
5,19-183485,2019-12-09,2020-01-17,"['6', '4', '5', '13', '30', '83', '84']",Réaménagement muséographique des espaces d accueil du public de la Maison du Parc national du Mercantour à Saint Etienne de Tinée (Alpes-Maritimes) : réfection du cheminement extérieur d'accès à,fns,cmp2006,appeloffre,annulation,Parc national du Mercantour,06006,Nice,,"['Maçonnerie', 'Menuiserie', 'Revêtements de sols', 'Revêtements muraux', 'Equipement muséographique']","[195, 222, 308, 309, 409]",non,non
6,19-183489,2019-12-09,2020-01-17,"['6', '4', '5', '13', '83', '84']",Réaménagement muséographique des espaces d accueil du public de la Maison du Parc national du Mercantour à Saint Etienne de Tinée (Alpes-Maritimes) : réfection du cheminement extérieur d'accès à,fns,cmp2006,appeloffre,initial,Parc national du Mercantour,06006,Nice,,"['Maçonnerie', 'Menuiserie', 'Revêtements de sols', 'Revêtements muraux', 'Equipement muséographique']","[195, 222, 308, 309, 409]",non,non
7,19-182563,2019-12-09,2020-01-10,['6'],' ACQUISITION DE MOBILIERS ET EQUIPEMENTS DIVERS POUR LES MANIFESTATIONS ORGANISÉES PAR LA VILLE DE MOUGINS RELANCE MARCHE FS 19-41 ',fns,cmp2006,appeloffre,initial,Ville de Mougins,06251,Mougins Cedex1,,['Equipements spécialisés'],[115],non,non
8,19-183282,2019-12-09,2020-01-08,['6'],Marché de fourniture de consommables pour horodateurs,fns,cmp2006,appeloffre,initial,COMMUNE DE NICE,06364,Nice cedex 4,,['Imprimés'],[161],non,non
9,19-183301,2019-12-09,2020-01-14,['6'],Fourniture et installation d'un compacteur enterré à cartons,fns,cmp2006,appeloffre,initial,C.A. de la Riviera Française,06500,Menton,,"['Carton', 'Conteneur, poubelles', 'Ordures ménagères (prestations)']","[54, 71, 249]",non,non
10,19-183597,2019-12-09,2020-01-16,['8'],Aménagement d'un groupe médico professionnel dans ancien bureau de poste 08240 BUZANCY-.,fns,cmp2006,appeloffre,rectificatif,COMMUNAUTE COMMUNES ARGONNE ARDENNAISE,08400,VOUZIERS,,"['Assainissement', 'Carrelage', 'Charpente', 'Chauffage (exploitation, entretien)', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Peinture (fourniture)', 'Plomberie (travaux)', 'Sanitaire', 'Serrurerie', 'Terrassement', ""Tous corps d'état"", 'Ventilation', 'Voirie', 'Zinguerie', 'Amiante (désamiantage)']","[18, 53, 57, 59, 63, 74, 105, 144, 222, 263, 270, 319, 321, 341, 345, 360, 365, 372, 479]",non,non
11,19-183230,2019-12-09,2019-12-16,['10'],Confection et livraison de repas en liaison froide pour les enfants des micro-crèches de barberey-saint-sulpice et villechétif (rectificatif),mapa,cmp2006,appeloffre,rectificatif,Troyes Champagne Métropole,10000,Troyes,,"['Restauration collective', 'Repas, traiteur']","[66, 304]",non,non
12,19-183305,2019-12-09,2020-01-20,['10'],MARCHE DE TRAVAUX POUR RESTAURATION EXTERIEURE DE L'EGLISE SAINT MARTIN-.,fns,cmp2006,appeloffre,initial,COMMUNE DE RUMILLY-LES-VAUDES,10260,RUMILLY LES VAUDES,,"['Charpente', 'Couverture', 'Clocher', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Serrurerie', ""Tous corps d'état"", 'Vitraux']","[57, 74, 80, 195, 222, 264, 321, 345, 418]",non,non
13,19-183604,2019-12-09,2020-01-28,['11'],"Presta Maitrise Oeuvre: trav désembâclement, traitement ripisylve, ponctuellement rétablissement écoulement par trav traitement atterrissements végétalisés et confortements berges techniques douces",fns,cmp2006,appeloffre,initial,SYNDICAT MIXTE AUDE CENTRE,11600,CONQUES SUR ORBIEL,,"[""Maîtrise d'oeuvre"", 'Travaux forestiers', 'Ingénierie']","[197, 350, 455]",non,non
14,19-183710,2019-12-09,2020-03-03,['11'],Acquisition de licences pour la messagerie DOMINO - maintenance et prestations de services,fns,cmp2006,attribution,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,"[('2019-12-05', 'CONNELINK', (200000, 'EUR'), None)]",['Logiciel'],[186],non,non
15,19-183461,2019-12-09,2020-01-09,['11'],Acquisition de documents sonores et multimédia pour la Bibliothèque Département de l'Aude,fns,cmp2006,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,"['Cd, DVD', 'Equipements spécialisés']","[45, 115]",non,non
16,19-183707,2019-12-09,2020-01-09,['11'],"Acquisition de jeux et jouets pour les structures petite enfance, enfance et jeunesse",fns,cmp2006,attribution,initial,CIAS CARCASSONNE AGGLO SOLIDARITE,11890,Carcassonne cedex 9,,"['Jeux, jouets']",[175],non,non
