,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-48437,2021-04-14,2021-05-12,['1'],accord cadre fourniture et livraison de repas pour la restauration scolaire de la commune de crozet,joue,directive24,appeloffre,initial,COMMUNE DE CROZET,01170,crozet,,['Restauration collective'],[66],non,non
1,21-47969,2021-04-14,2021-06-12,['1'],"travaux de renouvellement, d'extension et de renforcement du réseau d'eau potable - accord-cadre à bons de commande",joue,directive25,attribution,initial,SYND EAU POTABLE SAONE VEYLE REYSSOUZE,01380,BAGE LE CHATEL,"[('2021-04-07', 'SADE - Compagnie Générale de Travaux d\x92Hydraulique - Agence de Dijon', (4000000, 'EUR'), 'Service Basse Reyssouze'), ('2021-04-07', 'SADE - Compagnie Générale de Travaux d\x92Hydraulique - Agence de Dijon', (4000000, 'EUR'), 'Service Saône Veyle')]",['Alimentation en eau potable'],[6],non,non
2,21-50009,2021-04-14,2021-05-18,['2'],"Fourniture de composteurs domestiques individuels, de lombricomposteurs et de bio seaux-.",fns,cmp2006,appeloffre,initial,SIRTOM du LAONNOIS,02000,LAON,,"['Bois', 'Plastique']","[38, 268]",non,non
3,21-49958,2021-04-14,2021-05-11,['2'],Travaux d'accessibilité des personnes en situation de handicap dans divers bâtiments de la ville de Saint-Quentin,fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,SAINT-QUENTIN,,['Terrassement'],[341],oui,non
4,21-48865,2021-04-14,2021-05-14,['3'],Etudes de programmation et de faisabilité,joue,directive24,appeloffre,initial,CH VICHY,03207,Vichy,,['Etude'],[118],non,non
5,21-50245,2021-04-14,2021-04-30,"['3', '63', '69']",TRAVAUX DE GESTION DE TERRES POLLUEES - ZONE 1 (rectificatif),fns,cmp2006,appeloffre,rectificatif,Vichy Communauté,03209,VICHY,,"['Démolition', 'Terrassement', 'Dépollution']","[87, 341, 442]",non,non
6,21-46830,2021-04-14,2021-06-15,"['3', '63']","maintenance des installations de chauffage, ventilation, climatisation contrat p2 ou p3.",joue,directive24,attribution,initial,Ville de Cusset,03300,Cusset,"[('2021-02-22', 'Axima Concept', (244080.0, 'EUR'), 'maintenance des installations de chauffage, ventilation, climatisation contrat P2 ou P3')]","['Chauffage (exploitation, entretien)', 'Climatisation', 'Ventilation']","[59, 62, 360]",non,non
7,21-48726,2021-04-14,2021-06-15,['4'],Fourniture De Materiels Et Materiaux Pour L'Entretien Du Patrimoine Communal,joue,directive24,appeloffre,initial,COMMUNE DE MANOSQUE,04100,Manosque,,"['Bois', 'Outillage', 'Peinture (fourniture)']","[38, 251, 263]",non,non
8,21-49635,2021-04-14,2021-05-17,['4'],CONSTRUCTION D'UNE DECHETTERIE A ROUMOULES,fns,cmp2006,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Travaux de viabilité'],[353],non,non
9,21-49983,2021-04-14,2021-05-25,['6'],"Mission d'accompagnement à l?élaboration de la stratégie, de l'identité et du plan d'actions marketing de la destination infra-régionale "" Mercantour """,fns,cmp2006,appeloffre,initial,Parc national du Mercantour,06006,Nice,,['Etude'],[118],non,non
10,21-49899,2021-04-14,2021-05-14,['6'],MAPA 2021-032 : Maîtrise d'oeuvre relative à l'extension du réseau de video protection et de sécurité voie publique,fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,LE CANNET,,['Prestations de services'],[274],non,non
