a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-104596,2020-08-21,2020-11-18,['69'],Numéro de la consultation : 2019-AMO-0016 Construction d'une salle polyvalente de sport à Dardilly pour le CFA BTP Philibert de l'Orme (69),fns,cmp2006,attribution,initial,SEM DE CONSTRUCTION DU DPT DE L AIN,01000,Bourg-en-Bresse,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-104630,2020-08-21,2020-09-21,"['1', '71', '69']","Lots 12, 13 et 14 travaux pour l'amélioration de la qualité d'accueil du camping de la base de loisirs à Cormoranche-sur-saône",fns,cmp2006,appeloffre,initial,CC DE LA VEYLE,01290,Pont-de-Veyle,,"['Chauffage (travaux)', 'Electricité (travaux)', 'Plomberie (travaux)', 'Sanitaire', 'Ventilation', 'Photovoltaïque']","[61, 105, 270, 319, 360, 476]",non,non
20-104418,2020-08-21,2020-10-10,['1'],Prestations de signalisation horizontale et produits dérivés,fns,cmp2006,attribution,initial,COMMUNE D AMBERIEU EN BUGEY,01504,Amberieu en bugey cedex,"[('2020-08-03', 'AXIMUM Agence Rhône Alpes Auvergne', (24459.8, 'EUR'), None)]",['Signalisation'],[322],non,non
20-104356,2020-08-21,2020-11-18,['3'],CONTRAT DE CONCESSION GESTION DU MARCHÉ HEBDOMADAIRE,fns,cmp2006,attribution,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,['Délégation de service public'],[406],non,non
20-104350,2020-08-21,2020-09-24,['4'],Numéro de la consultation : 20SGB002BIS FOURNITURE DE PLAQUETTES FORESTIERES - ANNEES 2020-2024 - Relance,mapa,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Bois'],[38],non,non
20-103683,2020-08-21,2020-09-18,['6'],Fourniture d'un logiciel de gestion de prise en charge des patients au sein du Pôle d'Odontologie du Centre Hospitalier Universitaire de Nice,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cédex 1,"[('2020-08-17', 'LOGOS W DISTRIBUTION', (85500, 'EUR'), ""Fourniture d'un logiciel de gestion de prise en charge des patients au sein du Pôle d'Odontologie du Centre Hospitalier Universitaire de Nice"")]",['Logiciel'],[186],non,non
20-103755,2020-08-21,2020-11-16,['6'],Mission de Commissariat aux Comptes pour la Chambre de Commerce et d Industrie Nice Côte d Azur,joue,directive24,attribution,initial,CCI de Nice Côte d'Azur,06005,Nice cedex 1,"[('2020-08-12', ""Deux attributaires : Cabinet TRINTIGNAC &amp; ASSOCIES et FCA - Fiduciaire de Commissariat et d'Audit"", (288000, 'EUR'), ""Mission de Commissariat aux Comptes pour la Chambre de Commerce et d?Industrie Nice Côte d' Azur "")]",['Prestations de services'],[274],non,non
20-104260,2020-08-21,2020-09-21,['6'],MAPA 2020-054 TRAVAUX DE MISE AUX NORMES EN ACCESSIBILITÉ POUR LES PERSONNES HANDICAPEES DANS LES E.R.P.,fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"['Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Sanitaire', 'Serrurerie', 'Signalétique']","[105, 195, 222, 264, 270, 319, 321, 333]",non,non
20-104367,2020-08-21,2020-09-20,['6'],REQUALIFICATION DU BOULEVARD CARNOT A GRASSE -LOT 1 - VOIRIES ET RESEAUX DIVERSLOT 2 - AMENAGEMENTS PAYSAGERS,fns,cmp2006,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,"['Eclairage public', 'Végétaux', 'Voirie et réseaux divers']","[102, 358, 366]",non,non
20-43980,2020-08-21,2020-09-16,['6'],travaux de remplacement d'ascenseurs dans divers collèges du département,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06200,Nice cedex 3,,['Ascenseur'],[17],non,oui
