,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-109020,2020-09-06,2020-10-05,['1'],Mission de coordination et mission d'assistance au maître d'ouvrage pour les opérations de mise en conformité des systèmes de secours et d'incendie sur les bâtiments du Département de l,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
1,20-109043,2020-09-06,2020-10-17,['1'],Travaux de construction d'une halle multisports à Prévessin-Moëns au lieu-dit Vésegnin(01),joue,directive24,appeloffre,initial,SIVOM DE L EST GESSIEN,01210,FERNEY VOLTAIRE,,"['Ascenseur', 'Bardage', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Electricité (travaux)', 'Equipement sportif', 'Fondations spéciales', 'Gros oeuvre', 'Menuiserie', 'Revêtements de sols', 'Serrurerie', 'Signalétique', 'Terrassement']","[17, 30, 53, 57, 61, 63, 105, 113, 129, 144, 222, 308, 321, 333, 341]",non,non
2,20-108840,2020-09-06,2020-09-18,['1'],"fourniture, installation et maintenance d'abris-bus non publicitaires sur le territoire communal",joue,directive24,attribution,initial,Ville de Divonne les Bains,01220,Divonne les Bains,"[('2020-01-24', 'SIGNAUX GIROD', (45435, 'EUR'), None)]","['Maintenance', 'Mobilier urbain']","[196, 231]",non,non
3,20-109013,2020-09-06,2020-11-13,['2'],Maîtrise d'oeuvre pour la création d'un réseau d'eaux usées à Chavignon,joue,directive24,attribution,initial,Cté de Cnes du Val de l'Aisne,02370,PRESLES-ET-BOVES,"[('2020-09-04', 'AREA', (170250.0, 'EUR'), 'Lot unique')]",['Assainissement'],[18],non,non
4,20-109378,2020-09-06,2020-10-06,['3'],Fourniture de matériels et de produits de protection en cas de crise sanitaire,joue,directive24,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,,['Consommables médicaux'],[69],non,non
5,20-109308,2020-09-06,2020-12-02,['3'],Acquisition De Fournitures électriques Pour Le Magasin Général Du Centre Technique Municipal,joue,directive24,attribution,initial,Ville de Montluçon,03106,Montlucon,"[('2020-08-26', 'Sonepar Sud-Est', (300000, 'EUR'), 'Electricite Appareillage'), ('2020-08-26', 'Sonepar Sud-Est', (120000, 'EUR'), 'Electricite Réseaux')]",['Matériel électrique'],[203],non,non
6,20-108941,2020-09-06,2020-12-02,['4'],Assistance à la maîtrise d'oeuvre pour la réalisation d'études d'ouvrage d'art,joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,"[('2020-09-03', 'Gpt Oteis / Ld2a / Pétel', (106500, 'EUR'), None), ('2020-09-03', 'Gpt Intervia Etudes / Agence K / Arcadi', (148400, 'EUR'), None), ('2020-09-03', 'Profractal', (173500, 'EUR'), None), ('2020-09-03', 'Gpt Siam Ingénierie / Xda / Duthoit', (128600, 'EUR'), None), ('2020-09-03', 'Segic Ingenierie', (139900, 'EUR'), None)]","['Etude', ""Ouvrage d'art""]","[118, 252]",non,non
7,20-109104,2020-09-06,2020-10-19,['6'],"FOURNITURE DE VAISSELLE, DE PETIT MATERIEL DE CUISINE ET DE PETIT MATERIEL DE MANUTENTION",joue,autre,rectificatif,rectificatif,C.H.U. de Nice,06003,Nice cédex 1,,['Cuisine (équipement)'],[77],non,non
8,20-109126,2020-09-06,2020-11-12,['6'],Fourniture de réactifs pour la biologie moléculaire HLA,joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,['Réactifs'],[301],non,non
9,20-104198,2020-09-06,2020-10-06,['6'],"acquisition d'engins, accessoires et outillage pour l'entretien routier et forestier",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,NICE CEDEX 3,,['Matériel de travaux publics'],[220],non,non
10,20-109430,2020-09-06,2020-10-06,['6'],MARCHE POUR LA CONFECTION ET LA LIVRAISON DE REPAS A DOMICILE DES PERSONNES AGEES ET OU HANDICAPEES POUR LE CCAS DE LA VILLE DE MOUGINS,joue,directive24,appeloffre,initial,CCAS de Mougins,06250,MOUGINS,,"['Repas, traiteur']",[304],non,non
11,20-108866,2020-09-06,2020-09-30,['6'],"Location, achat, pose, dépose et entretien des motifs d'illumination de fin d'année",joue,directive24,attribution,initial,Commune de Beaulieu sur mer,06310,Beaulieu-sur-Mer,,['Illumination'],[170],non,non
