,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-140373,2020-11-17,2020-12-17,['1'],Renforcement environnement VSphere.,fns,cmp2006,attribution,initial,ACG-SYNERGIES,01000,Bourg-en-Bresse,"[('2020-11-03', 'TEAMWORK', (199859, 'EUR'), None)]","['Informatique (matériel)', 'Prestations de services']","[162, 274]",non,non
1,20-140633,2020-11-17,2020-12-10,"['1', '42', '69', '38']",Fourniture de produits et de services de télécommunications,fns,cmp2006,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Télécommunications'],[338],non,non
2,20-140766,2020-11-17,2020-12-14,['2'],recueil de données trafic dans le département de l'Aisne-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Etude'],[118],non,non
3,20-140655,2020-11-17,2020-11-26,['2'],construction d'une microcreche modulaire a sains-richaumont (02)relance du lot no1 : vrd - espaces verts,fns,cmp2006,appeloffre,rectificatif,Communauté de Communes de la Thiérache,02260,La Capelle,,"['Réseaux divers', 'Voirie']","[306, 365]",non,non
4,20-139365,2020-11-17,2021-01-13,"['2', '51', '60', '77']","marché de collecte en porte-à-porte et en apport volontaire des omr, des recyclables et du verre dans le cadre de la mise en oeuvre d'une tarification incitative",joue,directive24,attribution,initial,CA DE LA REGION DE CHATEAU THIERRY,02400,ETAMPES-SUR-MARNE,"[('2020-10-14', 'éco.Déchets Environnement ', (10850154.0, 'EUR'), 'Collecte des Ordures Ménagères et des Recyclable'), ('2020-10-14', 'MINERIS ', (691810.0, 'EUR'), 'Collecte du Verre en Apport-Volontaire, transport et déchargement à l\x92exutoire')]",['Collecte sélective'],[82],non,non
5,20-139558,2020-11-17,2020-12-04,['3'],travaux de remplacement des émetteurs / récepteurs de la tour de contrôle de vichy charmeil (rectificatif),fns,cmp2006,appeloffre,rectificatif,Vichy Communauté,03200,Vichy,,['Electricité (travaux)'],[105],non,non
6,20-140472,2020-11-17,2020-12-01,"['3', '63']",LOCATION ET MAINTENANCE D'EQUIPEMENTS MULTIFONCTIONS D'IMPRESSION POUR LE CREPS AUVERGNE-RHONE-ALPES / VICHY,mapa,cmp2006,appeloffre,initial,CREPS Vichy Auvergne,03321,Bellerive sur allier,,"['Location (matériels)', 'Maintenance', ""Matériel d'imprimerie""]","[185, 196, 211]",non,oui
7,20-140360,2020-11-17,2020-12-02,['4'],assurance de la flotte automobile et des engins du sydevom,fns,cmp2006,attribution,initial,SYDEVOM de Haute Provence,04310,Peyruis,"[('2020-11-12', 'SMACL ASSURANCES', (57319, 'EUR'), None)]",['Assurance'],[20],non,non
8,20-140255,2020-11-17,2020-12-10,['4'],Numéro de la consultation : 20SGB003BIS REAMENAGEMENT DU BATIMENT DES COMMUNS ET DES ESPACES EXTERIEURS DE SALAGON - Relance des lots 6 et 7,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Ascenseur', 'Electricité (travaux)']","[17, 105]",non,non
9,20-140240,2020-11-17,2020-12-19,['6'],Reconstruction ponctuelle du soutènement du sentier des Douaniers,fns,cmp2006,appeloffre,initial,COMMUNE DE ROQUEBRUNE CAP MARTIN,06190,Roquebrune cap martin,,"[""Ouvrage d'infrastructure""]",[253],non,non
