a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-32548,2020-04-28,2020-05-28,['1'],etude de trafic en lien avec les déviations du mas rillier et des echets,mapa,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG-EN-BRESSE Cedex,,['Etude'],[118],non,non
20-57801,2020-04-28,2020-06-18,"['2', '59', '62', '60', '80', '77', '95', '8']",Conventions de participation pour la mise en oeuvre d'une protection sociale complémentaire de santé et de prévoyance complémentaire pour les agents de la ville et du CCAS de GUISE,fns,cmp2006,appeloffre,initial,COMMUNE DE GUISE,02120,GUISE,,['Assurance'],[20],non,non
20-58049,2020-04-28,2020-06-25,['2'],Requalification de la Place Charles de Gaulle-.,fns,cmp2006,appeloffre,initial,COMMUNE DE BRAINE,02220,BRAINE,,"[""Ouvrage d'infrastructure""]",[253],non,non
20-58058,2020-04-28,2020-05-25,['3'],Acquisition d'un logiciel de dématérialisation des correspondances pour le Département de l'Allier (03),fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Logiciel'],[186],non,non
20-57707,2020-04-28,2020-07-26,['3'],RD2209 - TRAVAUX DE REMPLACEMENT DU GARDE-CORPS ET DE REHABILITATION DES CANDELABRES DU PONT DE BELLERIVE SUR L'ALLIER,fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2020-04-27', 'Gpt THIVENT SAS-DR Equipement', (611088.36, 'EUR'), None)]","[""Ouvrage d'art""]",[252],non,non
20-57755,2020-04-28,2020-05-25,['3'],"Mission de consultation juridique,d'assistance et de conseil, et de représentation en justice du Département de l'Allier dans le cadre du projet VIA ALLIER",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,['Assistance juridique'],[434],non,non
20-57942,2020-04-28,2020-07-24,['5'],REALISATION D'UN FORAGE EN NAPPE ALLUVIALEDU BUËCH ET DES EQUIPEMENTS ANNEXES,fns,cmp2006,appeloffre,initial,ASA DE LA BEOUX,05000,GAP,,"['Electricité (travaux)', 'Forage', 'Génie civil', 'Matériel robinetterie', 'Station de pompage', 'Terrassement']","[105, 132, 141, 311, 326, 341]",non,non
20-57654,2020-04-28,2020-07-26,['5'],RETRAITEMENT EN PLACE DES ROUTES DEPARTEMENTALES,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-04-24', 'ROUTIERE DU MIDI', (1541027, 'EUR'), None)]",['Voirie'],[365],oui,non
20-57713,2020-04-28,2020-07-26,['5'],Route Départementale no902 PR 14+980 réparation du pont du Câble et 18+020 pose de l'étanchéité du pont de la Cantine commune de Cervières,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-04-27', 'CHARLES QUEYRAS TP', (215532, 'EUR'), None)]","[""Ouvrage d'art""]",[252],oui,non
20-57668,2020-04-28,2020-06-05,['6'],travaux de peinture dans les differents batiments de la ville de mougins - accord-cadre de travaux,fns,cmp2006,appeloffre,initial,Ville de Mougins,06251,mougins,,['Peinture (travaux)'],[264],non,non
20-57830,2020-04-28,2020-06-07,['6'],Fourniture et pose d'un système de péage pour le parking DETRAS de la ville de la Turbie,fns,cmp2006,appeloffre,initial,COMMUNE DE LA TURBIE,06320,La Turbie,,"[""Contrôle d'accès"", 'Equipements spécialisés', 'Logiciel', 'Télégestion']","[81, 115, 186, 352]",non,non
20-57647,2020-04-28,2020-06-11,['6'],"CFA MNCA Achat de Fruits et Légumes frais pour la restauration des apprentis et des stagiaires, ainsi que pour lescours de cuisine pour les sections alimentaires",fns,cmp2006,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Denrées alimentaires'],[88],non,non
