a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-38815,2020-03-15,2020-05-13,"['1', '38', '69', '42']",Mission de maitrise d'oeuvre,joue,directive24,attribution,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Prestations de services'],[274],non,non
20-38509,2020-03-15,2020-05-15,"['3', '63']",transports scolaires sur le ressort territorial de vichy communauté - zone montagne bourbonnaise,joue,directive24,appeloffre,initial,Vichy Communauté,03200,Vichy,,['Transport'],[347],oui,oui
20-39068,2020-03-15,2020-05-13,['4'],Préparation Et Fourniture De Repas En Liaison Froide,joue,directive24,appeloffre,initial,COMMUNE DE MANOSQUE,04100,Manosque,,['Restauration collective'],[66],non,non
20-38677,2020-03-15,2020-06-10,['4'],Fourniture de granulats pour l'entretien des routes départementales,joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,"[('2020-03-13', 'Routiere Du Midi', (11043, 'EUR'), ""Fourniture de granulats pour l'entretien des routes départementales sur le secteur de la Mt Barcelonnette""), ('2020-03-13', 'Colas Agence Cozzi', (14320, 'EUR'), ""Fourniture de granulats pour l'entretien des routes départementales sur le secteur de la Mt Castellane""), ('2020-03-13', 'Carrieres Et Ballastieres Des Alpes / Negro', (8616, 'EUR'), ""Fourniture de granulats pour l'entretien des routes départementales sur le secteur de la Mt Digne les Bains""), ('2020-03-13', 'Carrieres Et Ballastieres Des Alpes', (16482, 'EUR'), ""Fourniture de granulats pour l'entretien des routes départementales sur le secteur de la Mt Forcalquier""), ('2020-03-13', 'Carrieres Et Ballastieres Des Alpes', (9045, 'EUR'), ""Fourniture de granulats pour l'entretien des routes départementales sur le secteur de la Mt Sisteron""), ('2020-03-13', 'Carrieres Dodet / Sab', (19800, 'EUR'), ""Fourniture de pouzzolane sur l'ensemble du Département des Alpes de Haute Provence"")]","['Revêtements de sols', 'Voirie']","[308, 365]",non,non
20-38395,2020-03-15,2020-04-20,['6'],AOO 2020-018 - Entretien et maintenance de l'éclairage public été de la signalisation tricolore de la Ville du Cannet,joue,directive24,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"['Eclairage public', 'Signalisation']","[102, 322]",non,oui
20-38919,2020-03-15,2020-05-15,['6'],AOO 2020-013 - Nettoyage des voies et des espaces publics associés,joue,directive24,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,['Nettoyage urbain'],[240],non,oui
20-33772,2020-03-15,2020-05-13,['6'],"Acquisition d'engins, accessoires et outillage pour l'entretien routier, portuaire et forestier",joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,NICE CEDEX 3,,"['Equipement hydraulique', 'Equipements spécialisés']","[111, 115]",non,non
20-38614,2020-03-15,2020-04-14,['6'],Numéro de la consultation : 20200090 Travaux d'entretien de la digue sous-marine de la croisette,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"['Digue', 'Prestations de services']","[91, 274]",non,oui
20-39033,2020-03-15,2020-04-20,['6'],Fourniture d'équipements et de petits matériels sportifs pour les piscines de la Ville de Cannes et de la Cacpl,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,['Equipement sportif'],[113],non,non
20-38481,2020-03-15,2020-04-14,"['6', '13']","Prestations d'entretien et de maintenance du campus "" bastide rouge "" (pilotage et gestion, maintenance multitechnique, sûreté - sécurité, nettoyage, contrôles périodiques) (rectificatif)",joue,autre,rectificatif,rectificatif,C.A.P.L.,06414,Cannes Cedex,,"['Gardiennage', 'Maintenance', 'Nettoyage de locaux', 'Prestations de services', 'Surveillance']","[138, 196, 239, 274, 331]",oui,non
