a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-62486,2020-05-13,2020-06-16,"['1', '69', '75']",Fourniture de prestations ayant pour objectif de nous accompagner dans la conception et le développement d'applications de gestion et services associés.,joue,directive24,appeloffre,initial,ACG-SYNERGIES,01000,Bourg-en-Bresse,,['Informatique (prestations de services)'],[163],non,non
20-63454,2020-05-13,2020-06-04,['1'],"Evacuation, transport et traitement des déchets diffus spécifiques (DDS) des déchetteries communautaires d'Oyonnax/Veyziat et d'Izernore (01)",fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Déchets non ménagers (prestations)'],[404],non,non
20-63497,2020-05-13,2020-06-11,['1'],accord-cadre pour l'accompagnement dans la conduite ponctuelle de missions d'urbanisme,mapa,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Etude'],[118],non,non
20-63395,2020-05-13,2020-06-18,['1'],réalisation d'un complexe sportif couvert,fns,cmp2006,appeloffre,initial,COMMUNE DE FOISSIAT,01340,Foissiat,,['Bâtiment'],[33],non,non
20-63474,2020-05-13,2020-06-12,['1'],livraison et fourniture de composteurs individuels et de bio-seaux,fns,cmp2006,appeloffre,initial,CC DE LA DOMBES,01400,Châtillon-sur-Chalaronne,,['Composteur'],[439],non,non
20-63290,2020-05-13,2020-06-12,['1'],Marché public relatif à la fourniture et livraison de sacs pour la collecte sélective,fns,cmp2006,appeloffre,initial,CC DE LA DOMBES,01400,Châtillon-sur-Chalaronne,,"['Plastique', 'Sacs']","[268, 318]",non,oui
20-63654,2020-05-13,2020-06-11,"['1', '38', '42', '69']",Nettoyage et entretien des bâtiments communaux - Reconsultation des lots infructueux,fns,cmp2006,appeloffre,initial,COMMUNE D AMBERIEU EN BUGEY,01504,Amberieu en bugey cedex,,['Nettoyage de locaux'],[239],non,non
20-63598,2020-05-13,2020-06-09,"['1', '73', '38', '42', '69']","Prestations de conseil, d'assistance et de représentation juridiques",fns,cmp2006,appeloffre,initial,COMMUNE D AMBERIEU EN BUGEY,01504,Amberieu en bugey cedex,,['Assistance juridique'],[434],non,non
20-63361,2020-05-13,2020-07-14,['1'],travaux d'eau potable sur le territoire du syndicat,fns,cmp2006,attribution,initial,Syndicat des Eaux de Meximieux et de l,01800,Mmeximieux,,"['Alimentation en eau potable', 'Réseaux divers']","[6, 306]",non,non
20-63230,2020-05-13,2020-07-22,['2'],Fourniture et installation d?un dispositif de refroidissement d?air pour les locaux du site d?Urvillers,fns,cmp2006,attribution,initial,Valor'Aisne,02000,LAON,"[('2020-05-11', 'E.G.REFRIGERATION', (38882.95, 'EUR'), None)]","[""Tous corps d'état""]",[345],non,non
