,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-57292,2020-04-29,2020-05-29,"['1', '38', '39', '42', '43', '69', '71', '73', '74']",Fourniture des agrès de gymnastique du nouveau complexe sportif de la 3cm,joue,directive24,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,"['Equipement sportif', 'Terrain de sport']","[113, 342]",non,non
1,20-57312,2020-04-29,2020-06-05,['1'],"FOURNITURE ET LIVRAISON DE REPAS EN LIAISON FROIDE POUR LES CENTRES DE RESTAURATION SCOLAIRE, LE CENTRE DE LOISIRS, LE FOYER DES PERSONNES AGEES ET LE PORTAGE A DOMICILE DE LA VILLE DE GEX",joue,directive24,appeloffre,initial,Mairie de Gex,01174,GEX Cedex,,"['Restauration collective', 'Repas, traiteur']","[66, 304]",non,non
2,20-57721,2020-04-29,2020-06-15,"['1', '73', '38']",Collecte sélective des conteneurs d'apports volontaires,joue,directive24,appeloffre,initial,Communauté de communes Bugey Sud,01300,Belley,,['Collecte sélective'],[82],non,non
3,20-58541,2020-04-29,2020-06-26,['2'],Requalification de l'ancienne caserne Rue Saint-Yved-.,fns,cmp2006,appeloffre,initial,COMMUNE DE BRAINE,02220,BRAINE,,"[""Ouvrage d'infrastructure""]",[253],non,non
4,20-57386,2020-04-29,2020-05-29,"['2', '51', '60']",fourniture de combustible biomasse pour la saison de chauffe 2020-2021,fns,cmp2006,appeloffre,initial,E.P.S.M.D. de l'Aisne,02320,Prémonté,,"['Bois', 'Combustible']","[38, 438]",non,non
5,20-57742,2020-04-29,2020-06-04,['2'],délégation de service public d'assainissement (rectificatif),dsp,autre,rectificatif,rectificatif,Cdc du Pays des Trois Rivières,02500,BUIRE,,['Assainissement'],[18],non,non
6,20-57679,2020-04-29,2020-06-02,['3'],"MARCHÉ D'ENTRETIEN, MAINTENANCE, DÉPANNAGE DES INSTALL INDIVIDUELLES DE CHAUFFAGE ET D'ECS, ET DES INSTALLATIONS DE VMC, ET DES ÉQUIPEMENTS DE ROBINETTERIE SUR LE PATRIMOINE D' EVOLEA",joue,directive24,appeloffre,initial,EVOLEA,03000,MOULINS,,"['Chauffage (exploitation, entretien)', 'Maintenance', 'Matériel robinetterie', 'Ventilation']","[59, 196, 311, 360]",non,non
7,20-58633,2020-04-29,2020-07-15,['3'],Le marché de travaux a pour objet la construction de 26 logements aux no 94 à 102 du bd Denière à Vichy. Cette opération est mandatée pas Vichy Habitat au nom et pour le compte d'Allier Habitat,fns,cmp2006,appeloffre,rectificatif,VICHY HABITAT,03200,Vichy,,"['Charpente', 'Fondations spéciales', 'Gros oeuvre', 'Ravalement', 'Terrassement']","[57, 129, 144, 299, 341]",non,non
8,20-58179,2020-04-29,2020-05-14,['3'],Marché de Prestations de Services Spectacles Pyrotechniques,mapa,cmp2006,appeloffre,initial,OFFICE DE TOURISME ET DE THERMALISME,03200,vichy,,"[""Feu d'artifice""]",[447],non,non
9,20-58257,2020-04-29,2020-05-14,['3'],Marché de mise à disposition du personnel intérimaire et placement,mapa,cmp2006,appeloffre,initial,OFFICE DE TOURISME ET DE THERMALISME,03200,vichy,,"['Restauration collective', 'Maintenance', 'Nettoyage de locaux', 'Prestations de services', 'Evénementiel', 'Mise à disposition de personnel']","[66, 196, 239, 274, 445, 461]",non,non
