,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-76647,2020-06-21,2020-07-27,"['1', '69', '42', '71', '73', '74']",Etudes et travaux de mise en conformité GC/BLO,joue,directive24,preinformation,initial,SI D ENERGIE ET DE E COMMUNIC DE L AIN,01006,BOURG-EN-BRESSE CEDEX,,"['Fibre optique', 'Télécommunications']","[133, 338]",non,non
1,20-78731,2020-06-21,2020-07-21,['6'],FOURNITURE DE PRODUITS SANITAIRES,joue,directive24,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,"['Consommables médicaux', 'Hygiène (articles)', 'Produits pharmaceutiques']","[69, 153, 280]",non,non
2,20-78819,2020-06-21,2020-07-31,['6'],Missions de Contrôle Technique - Coordonateur SPS - Maîtrise d'OEuvre - Géotechnique - Topographie,joue,directive24,appeloffre,initial,Ville de Vence,06140,Vence,,"['Assistance technique', 'Contrôle technique', ""Maîtrise d'oeuvre"", 'Topographie', ""Assistance à maîtrise d'ouvrage"", 'Ingénierie']","[19, 72, 197, 344, 433, 455]",non,non
3,20-78620,2020-06-21,2020-07-19,['6'],Travaux de remise en état des logements vacants de Côte d'Azur Habitat,joue,directive24,attribution,initial,Côte d'Azur Habitat,06200,Nice,"[('2020-06-18', 'EITB', (8000000, 'EUR'), ""Travaux de remise en état des logements vacants et/ou dégradés sur le patrimoine de Côte d'Azur Habitat"")]","[""Tous corps d'état""]",[345],non,non
4,20-78948,2020-06-21,2020-07-20,['6'],Entretien de la voirie communale et de ses annexes,joue,directive24,appeloffre,initial,Mairie de Mougins,06250,MOUGINS,,['Voirie et réseaux divers'],[366],non,non
5,20-79071,2020-06-21,2020-07-17,['6'],Numéro de la consultation : 20200346 Diagnostic et faisabilité des digues sud et ouest du Port Canto,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,"['Digue', 'Ingénierie']","[91, 455]",non,non
6,20-79219,2020-06-21,2020-08-31,['6'],Conception et Réalisation du Réseau d'initiative publique à très haut débit du SICTIAM - Zone Vierge,joue,directive24,appeloffre,initial,SICTIAM,06905,Sophia Antipolis Cedex,,"['Fibre optique', 'Génie civil', ""Ouvrage d'infrastructure"", 'Télécommunications', 'Voirie et réseaux divers', 'Ingénierie']","[133, 141, 253, 338, 366, 455]",oui,oui
7,20-78923,2020-06-21,2020-07-17,"['8', '2', '51', '55', '59']","concession de service public pour la gestion du centre aquatique intercommunal ""argona"" (rectificatif)",joue,autre,rectificatif,rectificatif,COMMUNAUTE COMMUNES ARGONNE ARDENNAISE,08400,Vouziers,,"['Equipement de piscine', 'Piscine', 'Prestations de services', 'Aire de jeux', 'Délégation de service public']","[120, 265, 274, 400, 406]",non,non
8,20-67418,2020-06-21,2020-08-18,['10'],Entretien des espaces verts de divers résidences du patrimoine de Troyes Habitat (10),joue,directive24,appeloffre,initial,OPH Troyes Habitat,10000,Troyes,,['Espaces verts'],[116],non,non
9,20-78670,2020-06-21,2020-07-24,"['11', '9', '34', '31', '66']",CONTRAT D'EXPLOITATION DES INSTALLATIONS COLLECTIVES DE CHAUFFAGE AVEC OU SANS PRODUCTION D'EAU CHAUDE SANITAIRE,joue,directive24,attribution,initial,ALOGEA,11000,CARCASSONNE,"[('2019-12-11', 'ENGIE COFELY', (893930, 'EUR'), ""CONTRAT D'EXPLOITATION DES INSTALLATIONS COLLECTIVES DE CHAUFFAGE DU PATRIMOINE D'ALOGEA"")]","['Chauffage (exploitation, entretien)']",[59],non,non
10,20-65526,2020-06-21,2020-07-30,['13'],fourniture de bennes de collecte de déchets à préhension latérale d'une capacité de 20 à 25m3 pour la métropole aix marseille provence,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Benne'],[34],non,non
11,20-79262,2020-06-21,2020-07-24,"['13', '83', '84']",Contrôle des services de transport métropolitain et évaluation de leur qualité - Réseau interurbain grandes lignes Lecar et transports scolaires,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"['Prestations de services', 'Sondage, enquête']","[274, 471]",non,non
12,20-78916,2020-06-21,2020-09-16,['13'],"Prestation De Collecte ,D'Acheminement Et De Distribution En Interne Du Courrier (Plis Et Colis) Du Grand Port Maritime De Marseille Bassins Est Et Ouest",joue,directive24,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,"['Colis', 'Prestations de services']","[65, 274]",non,non
13,20-79188,2020-06-21,2020-07-30,['13'],"DES PRESTATIONS SPECIFIQUES ET PONCTUELLES ET NETTOYAGE DES FACADES VITREES EXTERIEURES (LOT 2) DU BATIMENT D'ARENC, RELANCE DU LOT 2",joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,,['Nettoyage de locaux'],[239],non,oui
14,20-79175,2020-06-21,2020-06-30,"['13', '4', '5', '30']",Inventaires et évaluations environnementales sur le réseau routier national de la DIR MED,joue,autre,rectificatif,rectificatif,DIRMED,13331,Marseille cedex 03,,['Etude'],[118],non,non
