a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-98105,2021-07-13,2021-08-15,['1'],Fourniture et pose d'habillage adhésif pour autocars et véhicules légers pour les besoins de l'exploitation de la RDTA,fns,cmp2006,attribution,initial,R.D.T. Ain,01000,Bourg en Bresse,"[('2021-07-12', 'GRAPHIBUS', (2210, 'EUR'), None), ('2021-07-12', 'GRAPHIBUS', (1420, 'EUR'), None), ('2021-07-12', 'GRAPHIBUS', (66990, 'EUR'), None), ('2021-07-12', 'GRAPHIBUS', (52400, 'EUR'), None)]",['Véhicules'],[359],non,non
21-97864,2021-07-13,2021-10-10,['1'],Programme de surveillance de l'impact sur l'environnement de l'Unité de Valorisation Energétique des déchets de ValserhôneCampagnes de prélèvements et mesures 2021 -2024,mapa,cmp2006,attribution,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,VALSERHONE,,['Surveillance'],[331],non,non
21-97979,2021-07-13,2021-09-15,['3'],Fourniture de pneumatiques et prestations afférentes,fns,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,03401,YZEURE,,['Pneumatiques'],[271],non,non
21-97720,2021-07-13,2021-09-14,['4'],TRAVAUX D'AMENAGEMENT ET DE RENOVATION IMMEUBLE DSD - Lots 4A et 4B Charpente et couverture,fns,cmp2006,appeloffre,rectificatif,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Charpente', 'Couverture']","[57, 74]",non,non
21-97732,2021-07-13,2021-09-18,['4'],ASSURANCES POUR LE SYNDICAT MIXTE DU VAL D'ALLOS,mapa,cmp2006,appeloffre,initial,SYNDICAT MIXTE DU VAL D ALLOS,04995,Digne les bains cedex9,,['Assurance'],[20],non,non
21-97677,2021-07-13,2021-09-16,['4'],"PRESTATIONS DE SERVICES D'INSERTION PROFESSIONNELLE AU TRAVERS DE PRESTATIONS D'APPROVISIONNEMENT, DE CONDITIONNEMENT ET DE LIVRAISON DE FRUITS ET LEGUMES CRUS, PRÊTS A L'EMPLOI",fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Prestations de services'],[274],oui,non
21-97728,2021-07-13,2021-09-12,['6'],"Acquisition et livraison de plateaux repas froids pour enfants et adultesIl s'agit de plateaux thermofilmés jetables destinés aux :- Adultes déjeunant au centre de vaccination Covid, Maison d",fns,cmp2006,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2021-07-09', 'SNRH REGAL ET SAVEURS', (200000, 'EUR'), None)]",['Barquettes alimentaires'],[32],non,non
21-98130,2021-07-13,2021-09-06,['7'],"Acquisition, mise en service, hébergement et maintenance d'un portail de communication intranet pour le SDIS de l'Ardèche.",mapa,cmp2006,appeloffre,rectificatif,SCE DEPARTEMENTAL INCENDIE ET SECOURS,07007,Privas cedex,,"['Informatique (prestations de services)', 'Site internet', 'Publicité, Communication', 'Télécommunications']","[163, 171, 285, 338]",non,non
21-97897,2021-07-13,2021-09-15,['8'],évolution et refonte du site internet www.ardennes.com,mapa,cmp2006,appeloffre,initial,ADT des Ardennes,08107,Charleville-Mézières,,"['Site internet', 'Prestations de services', 'Publicité, Communication']","[171, 274, 285]",non,non
21-98076,2021-07-13,2021-08-31,['9'],Fourniture et livraison de produits alimentaires divers pour GHT des Pyrénées Ariégeoises,fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM VAL D ARIEGE,09017,FOIX CEDEX,,['Denrées alimentaires'],[88],non,non
