,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-186905,2019-12-18,2020-02-17,['1'],Fourniture et livraison de produits de marquage routier pour les besoins du Département de l'Ain (2 lots),joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,"[('2019-11-28', 'AXIMUM PRODUITS DE MARQUAGE', (1950040.0, 'EUR'), 'Produits solvantés sans toluène et produits préfabriqués'), ('2019-11-28', 'AXIMUM PRODUITS DE MARQUAGE', (2126200.0, 'EUR'), ""Produits à l'eau et produits préfabriqués"")]","['Peinture (fourniture)', 'Signalisation']","[263, 322]",non,non
1,19-188060,2019-12-18,2020-01-29,['1'],marchés de travaux relatifs à l'aménagement de la forêt mystérieuse au col de la faucille.,fns,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,"['Bois', 'Clôture', 'Mobilier', 'Signalisation', 'Terrassement', 'Aire de jeux']","[38, 64, 230, 322, 341, 400]",non,non
2,19-188413,2019-12-18,2020-01-28,['1'],accord-cadre relatif à l'exécution de travaux de lutte contre les espèces exotiques envahissantes (eee) sur le pays de gex,fns,cmp2006,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,['Espaces verts'],[116],non,non
3,19-188524,2019-12-18,2020-02-19,['1'],Travaux de réhabilitation des prétraitements de la station d'épuration de Bellegarde sur Valserine à Valserhône (01),fns,cmp2006,appeloffre,initial,Commune de Valserhone,01206,Valserhône cedex,,"[""Station d'épuration (travaux)""]",[328],non,non
4,19-186624,2019-12-18,2020-01-06,['1'],ACCORD CADRE A BONS DE COMMANDE DE FOURNITURE DE PRODUITS ET DE MATERIEL D'ENTRETIEN,joue,directive24,appeloffre,initial,SIVOM DE L EST GESSIEN,01210,FERNEY VOLTAIRE,,"[""Produits d'entretien"", 'Sacs']","[278, 318]",non,non
5,19-186715,2019-12-18,2020-01-06,['1'],ACCORD CADRE A BONS DE COMMANDE DE FOURNITURES ADMINISTRATIVES ET SCOLAIRES,joue,directive24,appeloffre,initial,SIVOM DE L EST GESSIEN,01210,FERNEY VOLTAIRE,,['Articles de bureau et articles scolaires'],[16],non,non
6,19-188416,2019-12-18,2020-01-09,"['1', '71']",Mission de contrôle technique et mission SPS,mapa,cmp2006,appeloffre,initial,Mairie de Saint Trivier de Courtes,01560,Saint trivier de courtes,,"[""Maîtrise d'oeuvre""]",[197],non,non
7,19-188596,2019-12-18,2020-01-13,['2'],"travaux d'aménagement et de réfectiondes trottoirs, des chaussées et des borduresdu centre-ville de villers-cotterêts",fns,cmp2006,appeloffre,initial,Ville de Villers-Cotterêts,02603,Villers-Cotterêts Cedex,,['Voirie'],[365],non,oui
8,19-188289,2019-12-18,2020-03-17,['2'],Travaux d'entretien et de grosses réparations de la voirie communale de Tergnier,fns,cmp2006,attribution,initial,COMMUNE DE TERGNIER,02700,TERGNIER,"[('2019-12-18', 'COLAS NORD-EST', (600000.0, 'EUR'), None)]",['Voirie'],[365],non,non
9,19-187290,2019-12-18,2020-03-15,['3'],Souscription de contrats d'assurances,joue,directive24,attribution,initial,Cté de Communes Pays de Lapalisse,03120,Lapalisse,,['Assurance'],[20],non,non
