,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-37648,2020-03-14,2020-06-08,['1'],Mission de maîtrise d'oeuvre pour l'extension du réseau d'anergie de la ZAC Ferney-Genève Innovation,joue,directive24,attribution,initial,SPL TERRITOIRE D'INNOVATION,01210,FERNEY VOLTAIRE,,"[""Maîtrise d'oeuvre""]",[197],non,non
1,20-37550,2020-03-14,2020-06-18,['3'],Travaux d'aménagement du deuxième pont sur l'Allier à Moulins et ses aménagements annexes - Lot no1 - Ouvrage d'art,joue,directive24,appeloffre,initial,Communauté d'agglomération de Moulins,03000,MOULINS,,"[""Ouvrage d'art"", ""Ouvrage d'infrastructure""]","[252, 253]",non,non
2,20-36118,2020-03-14,2020-04-29,['4'],"service de restauration collective: fourniture de denrées, fabrication et distribution de repas",fns,cmp2006,appeloffre,initial,Commune de Valensole,04210,Valensole,,['Restauration collective'],[66],non,non
3,20-38018,2020-03-14,2020-04-27,"['5', '4']",Fourniture de fluides médicaux et des prestations associées,joue,directive24,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,['Gaz médicaux'],[140],non,non
4,20-38242,2020-03-14,2020-04-23,['5'],Dsp relative à l'exploitation de 3 restaurants au bord du lac de Serre-Ponçon,joue,directive23,appeloffre,initial,SMADESEP,05160,Savines-Le-Lac,,['Délégation de service public'],[406],non,non
5,20-37585,2020-03-14,2020-04-23,['5'],DSP relative à l'exploitation de 3 restaurants au bord du lac de Serre-Ponçon,joue,directive23,appeloffre,initial,SMADESEP,05160,SAVINES LE LAC,,['Délégation de service public'],[406],non,non
6,20-38036,2020-03-14,2020-04-20,['5'],"Prestations de réception, de transport et de traitement pour la valorisation des déchets verts",joue,directive24,appeloffre,initial,Communauté de Communes de l'Embrunais,05200,Embrun,,['Ordures ménagères (prestations)'],[249],non,non
7,20-37905,2020-03-14,2020-04-11,['6'],Achat de véhicules en vue du renouvellement partiel du parc automobile de Côte d'Azur Habitat.,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Véhicules (acquisition)'],[475],non,non
8,20-38125,2020-03-14,2020-05-12,['6'],Travaux de rénovation et d'aménagement de voirie et de l'espace public,joue,directive24,attribution,initial,Ville de Mandelieu La Napoule,06212,MANDELIEU Cedex,"[('2020-02-27', 'ESTP S.A', (324066, 'EUR'), ""Travaux de rénovation et d'aménagement de voirie et de l'espace public"")]","['Canalisations', 'Terrassement', 'Voirie et réseaux divers']","[48, 341, 366]",non,non
9,20-37657,2020-03-14,2020-05-12,['6'],19N0022 TRAVAUX DE VOIRIE SUR LE TERRITOIRE DE LA SUBDIVISION VESUBIE - LOT 2,joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,"['Génie civil', 'Travaux de viabilité', 'Voirie']","[141, 353, 365]",non,non
