a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-56913,2020-04-26,2020-06-24,['2'],Fourniture de dispositifs médicaux stériles implantables pour stimulation cardiaque et holter implantable pour le centre hospitalier Jeanne de Navarre de Château-Thierry,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER GENERAL DE SOISSONS,02209,Soissons,,"['Abris', 'Stimulateurs cardiaques']","[1, 329]",non,non
20-54818,2020-04-26,2020-05-27,"['2', '77', '51']",Transport des élèves à destination des établissements d'enseignement-. (rectificatif),joue,autre,rectificatif,rectificatif,CA DE LA REGION DE CHATEAU THIERRY,02400,ETAMPES SUR MARNE,,['Transport'],[347],non,non
20-54918,2020-04-26,2020-06-15,"['2', '51', '60', '77']","Marché de collecte en porte-à-porte et en apport volontaire des omr, des recyclables et du verre dans le cadre de la mise en oeuvre d'une tarification incitative (rectificatif)",joue,autre,rectificatif,rectificatif,CA DE LA REGION DE CHATEAU THIERRY,02400,ETAMPES-SUR-MARNE,,"['Collecte sélective', 'Ordures ménagères (prestations)']","[82, 249]",non,non
20-56688,2020-04-26,2020-05-29,['5'],Fourniture de vêtements de travail et d'équipement de protection individuelle pour le Département des Hautes-Alpes,joue,autre,rectificatif,rectificatif,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,,"['Chaussures ou articles chaussants', 'Equipements spécialisés']","[79, 115]",non,non
20-56904,2020-04-26,2020-05-12,['6'],fourniture d'équipements de protection individuelle et virucides dans le cadre de la lutte contre l'épidémie du covid19,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Consommables médicaux'],[69],non,non
20-56774,2020-04-26,2020-06-04,['6'],Valorisation des gravats propres produits sur le territoire de la Métropole Nice côte d'Azur,joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,oui
20-56721,2020-04-26,2020-06-08,['10'],Groupement de commandes départemental pour la fourniture et l'acheminement d'électricité,joue,directive24,appeloffre,initial,Syndicat Départemental Energie Aube,10012,Troyes Cedex,,"['Electricité, gaz (fourniture)']",[443],non,non
20-53988,2020-04-26,2020-05-24,['10'],plantations d'arbres et d'arbustes dans diverses voiries et au parc des moulins Lots 1 et 2,joue,directive24,intentionconclure,initial,MAIRIE DE TROYES,10026,Troyes cedex,"[('2020-04-22', 'France Environnement', (44786.45, 'EUR'), 'Plantations d\x92arbres et d\x92arbustes dans diverses voiries'), ('2020-04-22', 'Id Verde', (30499.98, 'EUR'), 'Plantations d\x92arbres au Parc des Moulins')]",['Espaces verts'],[116],non,oui
20-55886,2020-04-26,2020-05-24,['11'],Etudes préalables et dossiers réglementaires pour les infrastructures linéaires du Département de l'Aude,joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Etude'],[118],non,non
20-56549,2020-04-26,2020-06-20,"['12', '31', '79', '81']",Prestations de services en assurances - lot no4 (Dommages aux biens et risques annexes),joue,directive24,attribution,initial,COM DE COMMUNES DE MILLAU GDS CAUSSES,12104,Millau cedex,"[('2020-04-22', 'SMACL ASSURANCES', (98734.3, 'EUR'), 'Dommages aux biens et risques annexes')]",['Prestations de services'],[274],non,non
