,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-25202,2021-02-23,2021-05-23,['1'],Réhabilitation du parc des expositions VALEXPO - Lot no 18 enseignes,mapa,cmp2006,attribution,initial,COMMUNE D OYONNAX,01100,OYONNAX,[],['Signalétique'],[333],non,non
1,21-25104,2021-02-23,2021-03-16,['1'],Fourniture de gazole par cartes accréditées pour des opérations de déroutages temporaires gérées par le Sidefage - 3 lots,mapa,cmp2006,appeloffre,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,VALSERHONE,,"['Carburant, hydrocarbure']",[52],non,non
2,21-24736,2021-02-23,2021-03-29,['2'],"TRAVAUX DE CREATION D'UNE CANALISATION D'EAU POTABLE DE JONCTION ENTRE LUNITE DE DISTRIBUTION "" CHOQUART "" ET LE REFOULEMENT DE LA STATION DE TOUR Y VAL À ST-QUENTIN",fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Voirie et réseaux divers'],[366],non,non
3,21-24989,2021-02-23,2021-03-25,['2'],Remplacement du système de sécurité incendie et désenfumage du Centre Hospitalier de Vervins,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,"['Electricité (travaux)', 'Gros oeuvre', 'Ventilation', 'Amiante (désamiantage)']","[105, 144, 360, 479]",non,non
4,21-25113,2021-02-23,2021-05-23,['3'],Travaux de mise en place pour la télégestion et le monitoring sur les collèges et bâtiments du département de l'Allier (03),fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,"['Electricité (travaux)', 'Télégestion']","[105, 352]",non,non
5,21-24698,2021-02-23,2021-03-15,['3'],MARCHE DE PRESTATIONS ÉVÉNEMENTIELLESVALORISATION SITE TOURISTIQUE MÉDIÉVAL,mapa,cmp2006,appeloffre,initial,OFFICE DE TOURISME ET DE THERMALISME,03200,VICHY,,"['Prestations de services', 'Evénementiel']","[274, 445]",non,non
6,21-24875,2021-02-23,2021-03-22,['3'],Achat et livraison de bennes neuves type 'CERCUEIL' fermées de 10m3 pour la collecte du plâtre,mapa,cmp2006,appeloffre,initial,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,,['Benne'],[34],non,non
7,21-25288,2021-02-23,2021-03-23,['3'],RENOUVELLEMENT DU MARCHE DE TELECOMMUNICATION ET EVOLUTION DU PABX DE LA VILLE DE COMMENTRY,fns,cmp2006,appeloffre,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,['Matériel de téléphonie'],[339],non,non
8,21-24753,2021-02-23,2021-03-26,['6'],Intervention CSPS,mapa,cmp2006,appeloffre,initial,REGIE PARCS D AZUR,06000,Nice,,"['Contrôle technique', ""Mission d'ordonnancement, pilotage, coordination (OPC)""]","[72, 234]",non,non
9,21-24974,2021-02-23,2021-03-26,['6'],Intervention CSPS,mapa,cmp2006,appeloffre,rectificatif,REGIE PARCS D AZUR,06000,Nice,,"['Contrôle technique', ""Mission d'ordonnancement, pilotage, coordination (OPC)""]","[72, 234]",non,non
10,21-24788,2021-02-23,2021-03-22,['6'],"Fourniture d'éléments de transmissions mécaniques, hydrauliques et pneumatiques",fns,cmp2006,appeloffre,initial,REGIE EAU D'AZUR,06203,NICE Cedex 3,,['Pièces détachées'],[266],non,non
11,21-24791,2021-02-23,2021-03-12,['6'],Acquisition de consommables informatiques,fns,cmp2006,appeloffre,initial,Commune de Menton,06500,Menton,,['Informatique (matériel)'],[162],non,non
12,21-25146,2021-02-23,2021-03-25,['6'],"Accord cadre pour les travaux d'exécution, de réparation et d'entretien des canalisations et branchements eau potable et assainissement E.U sur le territoire de la Régie des Eaux du Canal Be",fns,cmp2006,appeloffre,initial,Régie des Eaux du Canal Belletrud,06530,Peymeinade,,"['Alimentation en eau potable', 'Assainissement', 'Terrassement']","[6, 18, 341]",non,non
13,21-25239,2021-02-23,2021-03-19,['10'],travaux d'aménagement de la digue de fouchy,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,Troyes,,"['Maçonnerie', 'Serrurerie']","[195, 321]",non,non
14,21-25251,2021-02-23,2021-04-23,['10'],CONFECTION ET LIVRAISON DE REPAS POUR ETABLISSEMENT D'ACCUEIL DES JEUNES ENFANTS,fns,cmp2006,appeloffre,annulation,Centre municipal d'action sociale,10602,LA CHAPELLE SAINT LUC CEDEX,,"['Repas, traiteur']",[304],non,non
