,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-67278,2020-05-22,2020-06-23,['69'],Conception-réalisation pour l'aménagement d'un service de restauration provisoire au Lycée du Parc à Lyon (69),fns,cmp2006,appeloffre,initial,REGION AUVERGNE RHONE ALPES,01000,Bourg-en-bresse,,['Cuisine (équipement)'],[77],non,non
1,20-66547,2020-05-22,2020-08-17,['1'],Marché de service relatif à la prestation d'assurance pour les besoins de la Ville d'Oyonnax,joue,directive24,attribution,initial,COMMUNE D OYONNAX,01100,Oyonnax,"[('2020-01-06', 'Paris Nord Assurance', (69908.05, 'EUR'), 'Responsabilité et risques annexes'), ('2020-01-06', 'Paris Nord Assurance', (171773.1, 'EUR'), 'Flotte automobile et risques annexes'), ('2020-01-06', 'Paris Nord Assurance', (4266, 'EUR'), 'Protection juridique des agents et élus'), ('2020-01-06', 'Sarre Et Moselle', (7736.9, 'EUR'), 'Tous risques expositions - Tous risques instruments de musique')]",['Assurance'],[20],non,non
2,20-66512,2020-05-22,2020-06-23,['1'],marchés relatifs à l'exécution des travaux de construction du pôle de l'entrepreneuriat - lots no02 à 25 - iii,joue,directive24,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,"['Ascenseur', 'Bardage', 'Bâtiment', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Cuisine (équipement)', 'Echafaudage', 'Electricité (travaux)', 'Equipements spécialisés', 'Espaces verts', 'Etanchéité', 'Forage', 'Gros oeuvre', 'Menuiserie', 'Nettoyage de locaux', 'Peinture (travaux)', 'Plancher technique', 'Plâtrerie', 'Revêtements de sols', 'Sanitaire', 'Serrurerie', 'Terrassement', 'Ventilation', 'Vitrerie', 'Voirie et réseaux divers', 'Zinguerie', 'Photovoltaïque']","[17, 30, 33, 53, 57, 61, 63, 77, 101, 105, 115, 116, 117, 132, 144, 222, 239, 264, 267, 269, 308, 319, 321, 341, 360, 363, 366, 372, 476]",non,non
3,20-67224,2020-05-22,2020-06-15,['2'],Travaux de remplacement des menuiseries dans deux établissements recevant du publics de la ville de Villers-Cotterêts,fns,cmp2006,appeloffre,initial,Ville de Villers-Cotterêts,02603,VILLERS-COTTERETS,,['Menuiserie'],[222],non,non
4,20-66741,2020-05-22,2020-08-30,['6'],PRESTATIONS DE SERVICES D'ASSURANCE DOMMAGES AUX BIENS,joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,['Assurance'],[20],non,non
5,20-66740,2020-05-22,2020-06-20,"['6', '13']",PRESTATIONS DE TRAITEMENT DES TITRES DE TRANSPORT ZOU! ETUDES,joue,directive25,attribution,initial,REGIE REGIONALE DES TRANSPORTS DE PACA,06007,Nice cedex 1,,"['Prestations de services', 'Carte magnétique, carte à puce']","[274, 403]",non,non
6,20-66782,2020-05-22,2020-06-19,['6'],AOO 2019-015 : LOCATION DE MATÉRIEL SON ET LUMIÈRE (2 lots),joue,directive24,attribution,initial,COMMUNE LE CANNET,06110,LE CANNET,,"['Location (matériels)', 'Matériel électrique', 'Prestations de services', 'Sonorisation', 'Evénementiel', 'Spectacle']","[185, 203, 274, 324, 445, 472]",non,non
7,20-67094,2020-05-22,2020-06-19,['6'],PRESTATIONS D'IMPRESSION (9 lots),joue,directive24,attribution,initial,COMMUNE LE CANNET,06110,LE CANNET,"[('2019-04-29', 'SARL SUISSA IMPRIMEUR', (1080000, 'EUR'), ""Edition d'informations, dépliants, catalogues, plaquettes, livres, brochures""), ('2019-04-29', 'SARL SUD GRAPHIC', (680000, 'EUR'), 'Affiches, affichettes et bandeaux'), ('2019-04-29', 'SARL SUD GRAPHIC', (680000, 'EUR'), 'Cartes et invitations aux manifestations officielles et patriotiques'), ('2019-04-29', 'SARL SUISSA IMPRIMEUR', (520000, 'EUR'), 'Enveloppes, papier à en -tête, carnets, chemises..'), ('2019-04-29', 'SARL PERADOTTO ROGER', (300000, 'EUR'), ""Impression quadri d'adhésif seul dos gris ou dos blanc""), ('2019-04-29', 'SARL PERADOTTO ROGER', (200000, 'EUR'), ""Impression quadri d'adhésif + contre collage sur support""), ('2019-04-30', 'SARL IMS IMAGE MEDIA SUD', (300000, 'EUR'), 'Impression quadri directe sur support'), ('2019-04-30', 'SARL IMS IMAGE MEDIA SUD', (600000, 'EUR'), 'Impression de bâches - kakémonos'), ('2019-04-29', 'TENDANCE PIXXL', (120000, 'EUR'), 'Impression numérique quadri affiche plastifiée')]","['Impression', 'Prestations de services']","[160, 274]",non,non
8,20-67209,2020-05-22,2020-07-03,['6'],PARCOURS DES BAOUS,fns,cmp2006,appeloffre,initial,Syndicat Intercommunal du Pays Vence,06140,Vence,,"['Prestations de services', 'Ingénierie']","[274, 455]",non,non
9,20-66888,2020-05-22,2020-07-13,['6'],achat de denrées alimentaires : préparations élaborées sucrées surgelées - Alpes Maritimes - Cannes la Bocca 06,joue,directive24,appeloffre,initial,syndicat interhospitalier,06151,CANNES LA BOCCA,,['Denrées alimentaires'],[88],non,non
10,20-66863,2020-05-22,2020-07-13,['6'],Achat de denrées alimentaires : préparations élaborées salées surgelées,joue,directive24,appeloffre,initial,syndicat interhospitalier,06151,CANNES LA BOCCA,,['Denrées alimentaires'],[88],non,non
11,20-66630,2020-05-22,2020-06-02,['6'],fourniture de droits d'usage et de licences microsoft et services autour des technologies microsoft (rectificatif),joue,autre,rectificatif,rectificatif,Département des Alpes-Maritimes,06201,Nice cedex 3,,"['Informatique (assistance)', 'Informatique (maintenance serveurs et réseaux)']","[453, 454]",non,non
12,20-67087,2020-05-22,2020-07-16,"['6', '83']",Entretien Regulier Et Ponctuel Des Residences Universitaires Du Crous Nice-Toulon,joue,directive24,appeloffre,initial,CROUS NICE-TOULON,06300,Nice,,['Nettoyage de locaux'],[239],non,non
13,20-66797,2020-05-22,2020-07-20,['6'],"19n0373 -- missions géotechniques -- travaux de reconnaissance de sols -- contrôles, diagnostics et suivi d'ouvrages -- lot montagne",joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Sondage (travaux)'],[478],non,non
14,20-66726,2020-05-22,2020-06-22,['6'],Campagne de restructuration des chaussées et trottoirs 2020,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"['Terrassement', 'Voirie et réseaux divers']","[341, 366]",non,non
15,20-66775,2020-05-22,2020-06-25,"['6', '83']","Gardiennage, télésurveillance et interventions suite à des déclenchements d'alarmes dans les bâtiments du CNRS implantés sur le site de sophia antipolis (alpes maritimes - 06)",joue,directive24,appeloffre,initial,CNRS Délégation Côte d'Azur,06560,Valbonne,,"['Gardiennage', 'Surveillance']","[138, 331]",non,oui
16,20-67003,2020-05-22,2020-06-03,"['6', '83']","accord-cadre portant sur l'acquisition de gliders neufs, capteurs, pièces de rechange, batteries et prestations associées. (rectificatif)",joue,autre,rectificatif,rectificatif,CNRS Délégation Côte d'Azur,06905,Sophia Antipolis,,['Equipements spécialisés'],[115],non,oui
17,20-66531,2020-05-22,2020-07-30,['9'],Construction d'une station de reminéralisation au niveau du réservoir de Jarnat à Mercus-Garrabet (Ariège 09),joue,directive25,appeloffre,initial,SMDEA,09000,Saint Paul De Jarrat,,['Bâtiment'],[33],non,non
18,20-66441,2020-05-22,2020-06-22,['9'],Location de matériel et engins de chantier 2020 à 2024,joue,directive24,appeloffre,initial,COMMUNE DE PAMIERS,09101,Pamiers,,['Location (matériels)'],[185],non,non
19,20-67227,2020-05-22,2020-06-22,['9'],fourniture de compteur d'eau potable,fns,cmp2006,appeloffre,initial,cté de communes Couserans-Pyrénées,09190,Saint Lizier,,"[""Compteur d'eau""]",[440],non,non
20,20-66597,2020-05-22,2020-06-22,['10'],Fourniture et livraison de pneumatiques et de lubrifiants pour le Département de l'Aube-.,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"['Lubrifiants', 'Pièces détachées', 'Pneumatiques']","[187, 266, 271]",non,non
21,20-65226,2020-05-22,2020-07-24,['10'],"assurances dommages ouvrages, responsabilité cnr et tous risques chantier",joue,directive24,appeloffre,initial,Aube Immobilier,10000,Troyes,,['Assurance'],[20],non,non
22,20-67165,2020-05-22,2020-06-08,"['10', '52', '51']","Travaux de renforcement de la toiture de la résidence cardinal de loménie à Brienne (lots charpente bois, zinguerie couverture, cloison isolation, peintures, ventilation, électricité)",mapa,cmp2006,appeloffre,rectificatif,Résidence Cardinal de Loménie,10500,Brienne-le-Château,,"['Charpente', 'Echafaudage']","[57, 101]",non,non
23,20-67239,2020-05-22,2020-06-15,"['11', '34', '66', '31']",aménagement de l'étage et modifications du rdc du centre médical,divers,autre,appeloffre,initial,Commune DE SAINT MARCEL SUR AUDE,11120,st marcel sur aude,,['Bâtiment'],[33],non,non
24,20-66579,2020-05-22,2020-06-24,['12'],Formations à la sécurité au travail 2020-2024,joue,directive24,appeloffre,initial,Ville de Rodez,12031,RODEZ,,['Formation'],[410],non,non
25,20-66818,2020-05-22,2020-06-30,"['13', '83', '84']",Gestion et animation des pépinières et hôtels d'entreprises innovantes sur le territoire du Pays d'Aix,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
26,20-66490,2020-05-22,2020-07-01,['13'],Réalisation d?enquêtes fraude sur des réseaux de transport métropolitains,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"['Sondage, enquête']",[471],non,non
27,20-66467,2020-05-22,2020-07-20,['13'],Réalisation du parking P+R Boiseraie et des aménagements de surface (12ème arrondissement) - Marché de maîtrise d'oeuvre en phase Réalisation,joue,directive24,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"[""Maîtrise d'oeuvre""]",[197],non,non
28,20-67243,2020-05-22,2020-07-31,['13'],Numéro de la consultation : 2020MAI0036 ACCORD-CADRE DE PRESTATIONS DE CONSEILS ET D'ASSISTANCE JURIDIQUES POUR LA VILLE D'AIX EN PROVENCE,fns,cmp2006,appeloffre,initial,COMMUNE D AIX EN PROVENCE,13100,Aix-en-Provence,,['Assistance juridique'],[434],non,non
29,20-67054,2020-05-22,2020-08-17,['13'],Fourniture de périphériques informatiques et de logiciels standards et de postes de travail,joue,directive24,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2020-05-14', 'Inmac Wstore', (1400000, 'EUR'), 'Fournitures de périphériques informatiques de logiciels standards'), ('2020-05-15', 'Com Network', (1400000, 'EUR'), 'Fourniture de postes de travail Informatique')]",['Informatique (matériel)'],[162],non,non
30,20-66702,2020-05-22,2020-08-17,['13'],Travaux De Reprise De Beton Et De Genie Civil Dans Les Formes De Radoub Des Bassins Est Du Grand Port Maritime De Marseille,joue,directive25,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2020-05-14', 'Nge Gc', (4500000, 'EUR'), None)]","[""Ouvrage d'infrastructure""]",[253],non,non
31,20-67025,2020-05-22,2020-06-26,['13'],Accord-cadre pour la réalisation des versions braille et sonore des documents d'information édités par les services à destination des personnes malvoyantes du Département des Bouches-du-Rhône 2 l,joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,,"['Audiovisuel', 'Edition', 'Prestations de services']","[22, 104, 274]",non,oui
32,20-52869,2020-05-22,2020-06-25,"['13', '84', '4']",maintenance de la plate-forme de telephonie sur ip d'aix marseille universite (amu) et realisation de prestations associees,joue,directive24,appeloffre,initial,Université d'Aix-Marseille,13284,Marseille Cedex 7,,"['Informatique (prestations de services)', 'Maintenance', 'Informatique (assistance)', 'Informatique (maintenance serveurs et réseaux)']","[163, 196, 453, 454]",non,non
33,20-67047,2020-05-22,2020-06-22,"['13', '83']",Missions d'Assistance Technico-Economique à la Maîtrise d'Ouvrage,joue,directive24,appeloffre,initial,APHM,13292,Marseille,,"['Assistance technique', ""Assistance à maîtrise d'ouvrage""]","[19, 433]",non,non
34,20-66746,2020-05-22,2020-07-20,"['13', '83']","création, réparation, fourniture et mise en oeuvre des dispositifs de retenue sur le réseau national structurant des bouches-du-rhône et du var de la dirmed",joue,directive24,attribution,initial,Dir Méditerranée,13331,Marseille,"[('2020-03-17', 'AXIMUM SAS', (6500000, 'EUR'), 'Création, réparation, fourniture et mise en \x9cuvre des dispositifs de retenue sur le réseau national structurant des Bouches-du-Rhône et du Var de la Direction Interdépartementale des Routes Méditerran')]",['Glissières de sécurité'],[142],oui,oui
35,20-66854,2020-05-22,2020-06-01,['13'],Exploitation d'une Ligne Express Régionale de transport routier de voyageurs entre Briancon Et Grenoble,joue,autre,rectificatif,rectificatif,Région Provence Alpes Côte d'Azur,13481,Marseille,,"['Prestations de services', 'Transport', 'Voyage']","[274, 347, 367]",non,oui
36,20-66549,2020-05-22,2020-08-17,['13'],Prestation de maitrise d'oeuvre pour la suppression d'un seuil sur l'Asse de Moriez,joue,directive24,attribution,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,"[('2020-03-12', 'Hydretudes', (32850, 'EUR'), None)]",['Prestations de services'],[274],non,non
37,20-66548,2020-05-22,2020-08-17,['13'],Exécution de services de transport public à la demande de voyageurs dans les Alpes-Maritimes -Secteur Grasse-Gréolières,joue,directive24,attribution,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,"[('2020-03-04', 'Tacavl', (53305, 'EUR'), None)]",['Transport'],[347],non,non
38,20-67000,2020-05-22,2020-06-23,['13'],Prestations de Services pour la Propreté des Voies et des Espaces du Domaine Communal de la Ville de Marignane,joue,directive24,appeloffre,initial,COMMUNE DE MARIGNANE,13729,Marignane Cedex,,['Nettoyage urbain'],[240],non,oui
39,20-66738,2020-05-22,2020-06-23,"['14', '27', '50', '61', '76']",Renouvellement des branchements deau potable en plomb sur le territoire dEau du Bassin Caennais,joue,directive24,appeloffre,initial,SYMPERC,14027,CAEN,,['Réseaux divers'],[306],non,non
40,20-66589,2020-05-22,2020-06-23,['14'],Acquisition et maintenance d'un logiciel de suivi biologique de l'activité d'histocompatibilité (HLA),joue,directive24,appeloffre,initial,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen cedex 9,,['Logiciel'],[186],non,non
41,20-66991,2020-05-22,2020-06-18,['14'],2020ETP124 - Campagne de dragage 2020-2021 des ports de Grandcamp-Maisy et Port-En-Bessin Huppain,joue,directive24,appeloffre,initial,DEPARTEMENT DU CALVADOS,14035,CAEN CEDEX,,['Dragage'],[93],non,non
42,20-66989,2020-05-22,2020-06-23,['14'],Etude de préfiguration du ou des système(s) d'endiguement et conception du dossier d'autorisation de ce(s) système(s) sur la Communauté de Communes Normandie Cabourg Pays d'Auge,joue,directive24,appeloffre,initial,CC NORMANDIE CABOURG PAYS D AUGE,14165,DIVES-SUR-MER Cedex,,['Etude'],[118],non,non
43,20-66555,2020-05-22,2020-07-15,['15'],MANDAT DE MAÎTRISE D'OUVRAGE,joue,directive25,appeloffre,initial,SDCCEG,15000,Aurillac,,['Prestations de services'],[274],non,non
44,20-67254,2020-05-22,2020-06-12,['16'],Rénovation de l'éclairage du complexe omnisport des Vauzelles,fns,cmp2006,appeloffre,initial,Grand Cognac,16111,COGNAC,,"['Câblage', 'Terrain de sport']","[47, 342]",non,non
45,20-66619,2020-05-22,2020-07-17,['17'],Lavage Interieur - Exterieur Et Maintenance Des Conteneurs Enterres,joue,directive24,appeloffre,initial,CDA LA ROCHELLE,17086,La Rochelle,,"['Conteneur, poubelles', 'Maintenance', 'Nettoyage urbain']","[71, 196, 240]",non,non
46,20-67032,2020-05-22,2020-06-25,['17'],TRAVAUX D'ENTRETIEN COURANT DE BATIMENTS,joue,directive24,appeloffre,initial,CH de Saintonge - GHT de Saintonge,17108,Saintes,,"['Bâtiment', 'Cloison, faux plafond', 'Couverture', 'Etanchéité', 'Fluides médicaux', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols', ""Tous corps d'état"", 'Voirie']","[33, 63, 74, 117, 128, 195, 222, 264, 308, 345, 365]",non,non
47,20-66478,2020-05-22,2020-06-30,['17'],travaux de terrassement,joue,directive25,attribution,initial,RESE de la Charente-Maritime,17119,saintes cedex,,['Terrassement'],[341],non,non
48,20-66767,2020-05-22,2020-07-03,['20B'],Rénovation de 5 ouvrages d'art métalliques sur la ligne centrale du réseau ferroviaire corse - Lot 2 - Entretien et rénovation de cinq ponts rails sur la ligne centrale,joue,autre,rectificatif,rectificatif,COLLECTIVITE DE CORSE,20187,Ajaccio,,['Ouvrage métallique'],[254],non,non
49,20-66770,2020-05-22,2020-08-17,"['20A', '20B']",Fourniture de vaccins dans le cadre de la politique vaccinale De la Collectivité de Corse,joue,directive24,attribution,initial,COLLECTIVITE DE CORSE,20187,Ajaccio,"[('2020-04-01', 'Sanofi Pasteur Europe', (11360, 'EUR'), 'Vaccin Fièvre jaune'), ('2020-04-01', 'Laboratoire Glaxosmithkline', (16000, 'EUR'), 'Vaccin Dtcap adulte'), ('2020-04-01', 'Pfizer', (5000, 'EUR'), 'Vaccin Méningocoque Acyw135'), ('2020-04-01', 'Pfizer', (20480, 'EUR'), 'Vaccin Méningocoque C enfant'), ('2020-04-01', 'Laboratoire Glaxosmithkline', (7000, 'EUR'), 'Vaccin Hépatite A adulte'), ('2020-04-01', 'Laboratoire Glaxosmithkline', (7500, 'EUR'), 'Vaccin Rougeole Oreillons Rubéole'), ('2020-04-01', 'Sanofi Pasteur Europe', (6000, 'EUR'), 'Vaccin Fièvre Typhoide'), ('2020-04-01', 'Pfizer', (49000, 'EUR'), 'Vaccin Pneumocoque 13 valent'), ('2020-04-01', 'Laboratoire Glaxosmithkline', (5200, 'EUR'), 'Vaccin contre la rage'), ('2020-04-01', 'Msd Vaccins', (4900, 'EUR'), 'Vaccin contre le Zona'), ('2020-04-01', 'Sanofi Pasteur Europe', (27440, 'EUR'), 'Vaccin héxavalent Diphtérie Tétanos Polio Coqueluche acellulaire')]",['Produits pharmaceutiques'],[280],non,non
