,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-131798,2020-10-29,2020-12-27,"['1', '69']",ENTRETIEN DES RESEAUX HUMIDES ET OUVRAGES ASSOCIES,joue,directive24,attribution,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,"[('2020-10-23', 'SARP CENTRE EST', (160000, 'EUR'), 'ENTRETIEN DES RESEAUX HUMIDES ET DES OUVRAGES ASSOCIES')]",['Curage'],[78],non,non
1,20-133110,2020-10-29,2020-11-27,['2'],Réfection de l'étanchéité de la tribune Ferrari.,fns,cmp2006,appeloffre,initial,Ville de Laon,02000,Laon,,"['Couverture', 'Etanchéité']","[74, 117]",non,non
2,20-132879,2020-10-29,2020-11-26,['2'],"Assistance à maitrise d'ouvrage - Mise en place d'une Gestion Prévisionnelle des Effectifs, Emplois et Compétences (GPEEC)-.",mapa,cmp2006,appeloffre,initial,COMMUNE DE CHATEAU THIERRY,02400,CHATEAU-THIERRY,,['Etude'],[118],non,non
3,20-132923,2020-10-29,2020-11-30,"['2', '59']",Restauration du parvis et des emmarchements de l'église abbatiale et du logis des hôtes,fns,cmp2006,appeloffre,initial,Commune de Saint Michel,02830,SAINT-MICHEL,,"['Charpente', 'Couverture', 'Ferronnerie', 'Maçonnerie', 'Menuiserie', 'Monuments historiques']","[57, 74, 126, 195, 222, 236]",non,non
4,20-133396,2020-10-29,2020-11-27,['3'],Prestations d'analyse des eaux propres et usées pour le département de l'Allier en 2021,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,,"['Analyses médicales, biologiques']",[8],non,non
5,20-132109,2020-10-29,2020-11-30,['3'],"Entretien et maintenance des ascenseurs, portes, portails et barrières automatiques pour l'ensemble du patrimoine EVOLEA. Accord cadre à bons de commande, mono attributaire avec montant maximum.",joue,directive24,appeloffre,initial,EVOLEA,03016,MOULINS,,"['Ascenseur', 'Maintenance', 'Porte automatique, portail']","[17, 196, 412]",non,non
6,20-122969,2020-10-29,2020-12-10,"['3', '63']",fourniture de carburants,joue,directive24,attribution,initial,Ville de Vichy,03200,Vichy,"[('2020-10-06', 'TOTAL MARKETING FRANCE', (630829.6, 'EUR'), ""Carburants délivrés à la pompe à l'aide de cartes magnétiques""), ('2020-10-06', 'ETABLISSEMENT LAGARDE', (80712.4, 'EUR'), 'carburants pour le remplissage de cuves')]","['Carburant, hydrocarbure']",[52],non,non
7,20-131955,2020-10-29,2020-12-27,"['3', '63']",fourniture de carburants,joue,directive24,attribution,initial,Vichy Communauté,03209,Vichy Cedex,,"['Carburant, hydrocarbure']",[52],non,non
8,20-133162,2020-10-29,2020-11-27,['3'],FOURNITURE ET LIVRAISON D'EQUIPEMENTS DE PROTECTIONS INDIVIDUELLESLOT 1 : PROTECTION DU CORPSLOT 2 : PROTECTION DE LA MAINLOT 3 : PROTECTION DE PIEDSLOT 4 : MASQUES DE PROTECTIONDEMANDE D&apo,mapa,cmp2006,appeloffre,initial,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,,"['Chaussures ou articles chaussants', 'Habillement', 'Textile']","[79, 150, 343]",non,oui
9,20-133246,2020-10-29,2020-11-30,['3'],prestation de services de restauration,mapa,cmp2006,appeloffre,initial,MAISON DE RETRAITE MEDICALISEE,03700,Bellerive sur allier,,"['Boisson', 'Restauration collective', 'Denrées alimentaires']","[39, 66, 88]",non,non
