a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-191536,2019-12-29,2020-04-27,['1'],prestations de services d'assurances pour la commune de bourg-en-bresse,joue,directive24,attribution,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse,"[('2019-12-20', 'Maif', (608873.72, 'EUR'), 'Assurance des dommages aux biens et des risques annexes'), ('2019-12-23', 'Smacl', (79858.68, 'EUR'), 'Assurance des responsabilités et des risques annexes'), ('2019-12-23', 'Smacl', (254149.44, 'EUR'), 'Assurance des véhicules et des risques annexes'), ('2019-12-23', 'Smacl', (12872.92, 'EUR'), 'Assurance de la protection fonctionnelle des agents et des élus')]",['Assurance'],[20],non,non
19-192215,2019-12-29,2020-03-25,['3'],Prestation de collecte et traitement :Déchets diffus spécifiques (Dds) issus des 9 déchèteries du Sictom Nord Allier (2020-2021-2022),joue,directive24,attribution,initial,SYND MIXTE COLLECTE TRAITEMENT ORDURES,03230,Chézy,"[('2019-12-20', 'Edib', (261865, 'EUR'), None)]",['Déchets non ménagers (prestations)'],[404],non,non
19-192232,2019-12-29,2020-03-10,['6'],"Acquisition et installation de matériels de froid, de restauration, de laboratoire et d'appareils électroménagers domestiques et semi-professionels, accessoires et pièces détachées",joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,['Equipements spécialisés'],[115],non,non
19-192408,2019-12-29,2020-03-03,['6'],"Prestations de contrôle technique, missions de coordination SPS et SSI, dans le cadre d'un marché public global sectoriel de travaux d'extension et restructuration des plateaux médicotechniq",joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cedex 1,,['Contrôle technique'],[72],non,non
19-192354,2019-12-29,2020-02-26,['6'],AOO 2019-108 - Accord-cadre pour la fourniture de services de télécommunications électroniques,joue,directive24,attribution,initial,COMMUNE LE CANNET,06110,LE CANNET,"[('2019-12-20', 'ORANGE SA', (797776, 'EUR'), 'Téléphonie fixe - Raccorderment RNIS et analogiques'), ('2019-12-20', 'SFR SA', (159608, 'EUR'), 'Téléphonie fixe - Raccordement et acheminement de tout trafic sur lignes RNIS principales'), ('2019-12-20', 'SFR SA', (222673, 'EUR'), 'Services de mobilité'), ('2019-12-20', 'CII INDUSTRIELLE', (300810, 'EUR'), ""Services d'acheminement en masse de messages électroniques"")]",['Matériel de téléphonie'],[339],non,non
19-175073,2019-12-29,2020-02-27,['6'],"sites du département des alpes maritimes : développement, hébergement et maintenances",joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Site internet'],[171],non,non
19-192465,2019-12-29,2020-02-27,['6'],19V1248 - Fruits de 1ère gamme issus de circuit court,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2019-12-20', 'POMONA TERRE AZUR', (1000000, 'EUR'), 'Accord-cadre à bons de commande avec un minimum et un maximum fixés en valeurMini : 50 000,00 EURMaxi : 250 000,00 EURDurée : 12 moisDébut du marché : À la notification du contrat')]",['Denrées alimentaires'],[88],non,oui
19-192315,2019-12-29,2020-02-11,['6'],Fourniture et maintenance de matériels de radiocommunication.,joue,directive24,appeloffre,initial,COMMUNE DE NICE,06364,Nice cedex 4,,"['Maintenance', 'Matériel phonique']","[196, 213]",non,oui
19-192146,2019-12-29,2020-02-27,['12'],déneigement des routes départementales secondaires (20 lots),joue,directive24,attribution,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,['Déneigement'],[98],non,non
19-192358,2019-12-29,2020-01-24,['12'],PRESTATIONS DE SERVICES D'ASSURANCES,joue,directive24,attribution,initial,RESIDENCE DU PAYS CAPDENACOIS,12700,CAPDENAC GARE,"[('2019-12-16', 'YVELIN', (8401.02, 'EUR'), 'RESPONSABILITE CIVILE'), ('2019-12-16', 'MAIF', (25265.53, 'EUR'), 'DOMMAGES AUX BIENS'), ('2019-12-16', ""GROUPAMA D'OC"", (12052.95, 'EUR'), 'FLOTTE AUTOMOBILE'), ('2019-12-16', 'SHAM', (4385.96, 'EUR'), 'PROTECTION JURIDIQUE'), ('2019-12-16', 'SOFAXIS', (74251, 'EUR'), 'PRESTATION STATUTAIRE'), ('2019-12-16', 'YVELIN', (58971.81, 'EUR'), 'PRESTATION STATUTAIRE')]",['Assurance'],[20],non,non
