,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-55378,2021-04-26,2021-07-24,['1'],Marché de Contrôle Technique - Réhabilitation du Centre Omnisports Léon EMIN - Phase 3,mapa,cmp2006,attribution,initial,COMMUNE D OYONNAX,01100,OYONNAX,,['Contrôle technique'],[72],non,non
1,21-55629,2021-04-26,2021-05-20,['1'],restaurant scolaire de pont-d'ain - confection et livraison de repas en liaison froide,fns,cmp2006,appeloffre,initial,Ville de Pont d'Ain,01160,Pont-d'ain,,"['Repas, traiteur']",[304],non,non
2,21-55417,2021-04-26,2021-05-21,"['1', '38', '39', '69', '74']","Transports scolaires et transports pour les sorties de l'accueil de loisirs, des écoles et du service jeunesse",fns,cmp2006,appeloffre,initial,COMMUNE D ORNEX,01210,Ornex,,['Transport'],[347],non,non
3,21-55681,2021-04-26,2021-05-25,['2'],Travaux d'aménagement de la phase 3 de l'Ecoquartier à Ressons-le-LongCette opération de travaux est divisée en deux lots définis ci-dessous :Lot 1 : VRDLot 2 : espaces verts,fns,cmp2006,appeloffre,initial,SEDA,02007,Laon cedex,,['Terrassement'],[341],non,non
4,21-55200,2021-04-26,2021-06-24,['2'],Travaux de canalisation et reprise de branchement sur le territoire de l'USESAProgramme 2021 / partie 2 sous charte qualité des réseaux d'eau potable,fns,cmp2006,appeloffre,initial,USESA,02400,CHATEAU THIERRY,,"['Alimentation en eau potable', 'Canalisations']","[6, 48]",non,non
5,21-55333,2021-04-26,2021-05-17,"['3', '63']",Aérodrome de charmeil - installation d'un télémètre à nuage et les réseaux secs associés,fns,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,['Aéronautique'],[4],non,non
6,21-55354,2021-04-26,2021-05-17,"['3', '63']","mise en oeuvre d'une action d'insertion sur le site de montpertuis avec pour coeur d'activité, l'entretien des espaces verts et le curage des bâtiments du site",mapa,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,['Prestations de services'],[274],non,non
7,21-55674,2021-04-26,2021-05-19,['4'],FOURNITURE DE PRODUITS ALIMENTAIRES,fns,cmp2006,appeloffre,initial,COMMUNE DE MANOSQUE,04100,Manosque,,['Denrées alimentaires'],[88],non,non
8,21-55618,2021-04-26,2021-05-27,"['4', '84']",Restructuration de deux bâtiments en coeur de village et création de trois logements et aménagement d'un espace culturel et associatif,fns,cmp2006,appeloffre,initial,Commune de Vacheres,04110,Vacheres,,"['Carrelage', 'Charpente', 'Démolition', 'Electricité (travaux)', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)']","[53, 57, 87, 105, 169, 195, 222, 264, 270]",non,non
9,21-53849,2021-04-26,2021-05-31,['5'],Définition d'une stratégie de communication et de sensibilisation à la gestion de l'eau et des milieux aquatiques à destination du grand public,mapa,cmp2006,appeloffre,initial,Communauté Locale de l'Eau du Drac Amo,05500,Saint Bonnet en Champsaur,,"['Etude', 'Publicité, Communication']","[118, 285]",non,non
10,21-55755,2021-04-26,2021-06-10,['5'],"Acquisition, fourniture, installation et maintenance et hébergement d'un logiciel destiné à la gestion des abonnés, des activités et à la facturation des services de l'eau potable et de l&ap",fns,cmp2006,appeloffre,initial,CC DU GUILLESTROIS ET DU QUEYRAS,05600,GUILLESTRE,,"['Alimentation en eau potable', 'Assainissement', 'Logiciel']","[6, 18, 186]",non,non
11,21-55735,2021-04-26,2021-05-26,['6'],"PRELEVEMENTS ET ANALYSES D'EAU, D'ENDOSCOPES ET DE LAVE ENDOSCOPES, PRELEVEMENTS DE CONTACT, CONTROLE DE STERILITE POUR CHIMIOTHERAPIE",fns,cmp2006,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,"['Analyses médicales, biologiques', 'Prestations de services']","[8, 274]",non,non
12,21-55641,2021-04-26,2021-05-06,['6'],TRAVAUX DE RENOUVELLEMENT DE LA LIAISON AEP ENTRE LES RESERVOIRS DE ROHIERE ET DE SALETTE,fns,cmp2006,appeloffre,rectificatif,REGIE EAU D'AZUR,06203,Nice Cedex 3,,"['Canalisations', 'Ouvrage hydraulique', 'Réseaux divers', 'Terrassement', 'Voirie et réseaux divers']","[48, 255, 306, 341, 366]",non,non
13,21-55393,2021-04-26,2021-05-27,['6'],Extension du cimetière du Grand Vallon à Mougins,fns,cmp2006,appeloffre,initial,Mairie de Mougins,06250,MOUGINS,,"['Espaces verts', 'Terrassement', 'Cimetière']","[116, 341, 437]",non,non
14,21-55612,2021-04-26,2021-06-26,['6'],20N0098 FOURNITURE DE PIECES DETACHEES ET MAINTENANCE DE LAVEUSES-DECAPEUSES DE MARQUE CMAR,fns,cmp2006,attribution,initial,METROPOLE NICE COTE D AZUR,06364,NICE CEDEX 4,,['Pièces détachées'],[266],non,non
15,21-55522,2021-04-26,2021-05-25,['6'],restauration collective avec négociation sur tous les éléments de l'offre,fns,cmp2006,appeloffre,initial,Mairie de Pegomas,06580,pegomas,,['Restauration collective'],[66],non,non
