a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-116886,2020-09-27,2020-10-27,['1'],"marché de service relatif à la collecte des dépôts irréguliers de déchets aux abords des conteneurs enterrés, semi-enterrés et aériens ainsi que la collecte du carton des commerces.",joue,directive24,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,"['Collecte sélective', 'Déchets non ménagers (prestations)']","[82, 404]",non,non
20-111528,2020-09-27,2020-11-27,['2'],Marché de suivi-animation d'une OPAH-RU.,joue,directive24,attribution,initial,Ville de Laon,02000,Laon,"[('2020-09-01', 'SOLIHA AISNE', (305700.0, 'EUR'), ""suivi animation d'une OPAH RU"")]","['Etude', 'Prestations de services']","[118, 274]",non,non
20-117422,2020-09-27,2020-10-27,['2'],Mise à disposition de bennes en centres de transfert et transport de déchets ménagers et assimilés-.,joue,directive24,appeloffre,initial,Valor'Aisne,02000,LAON,,['Assainissement'],[18],oui,oui
20-117562,2020-09-27,2020-10-27,['2'],Traitement des ordures ménagères résiduelles du nord-est du département de l'Aisne-.,joue,directive24,appeloffre,initial,Valor'Aisne,02000,LAON,,['Assainissement'],[18],non,oui
20-117230,2020-09-27,2020-12-31,"['2', '60', '80', '59', '62']","Evolution de l'architecture de téléphonie fixe, mobile et internet de la Ville de Tergnier, du CCAS de Tergnier et de l'EPL Conservatoire municipal de musique de Tergnier",joue,directive24,attribution,initial,COMMUNE DE TERGNIER,02700,TERGNIER,"[('2020-09-24', 'LINKT', (832000, 'EUR'), 'Téléphonie fixe, internet'), ('2020-09-24', 'ORANGE SA', (128000, 'EUR'), 'Téléphonie mobile')]",['Télécommunications'],[338],non,oui
20-117292,2020-09-27,2020-10-23,['3'],Souscription des contrats d'assurances pour le Sivom Sologne Bourbonnaise,joue,directive24,appeloffre,initial,SIVOM SOLOGNE BOURBONNAISE,03290,Dompierre-Sur-Besbre,,"['Assurance', 'Prestations de services']","[20, 274]",non,non
20-117583,2020-09-27,2020-11-02,['5'],"Création d'un puits, installation d'un pompage et création d'un réseau d'irrigation dans une propriété en commune de Valernes.",joue,directive24,appeloffre,initial,ASA DU CANAL DE VENTAVON SAINT TROPEZ,05000,GAP,,"['Arrosage', 'Forage', 'Irrigation', 'Ouvrage hydraulique', 'Pompes']","[13, 132, 168, 255, 272]",non,non
20-117270,2020-09-27,2020-10-26,['6'],accord-cadre pour la fourniture d'électricité et services associés - sites de la ville et du ccas de mougins de profil c5 (puissance souscrite &#8804; 36 kva) - groupement de commande,joue,directive24,appeloffre,initial,Mairie de Mougins,06251,Mougins,,"['Electricité, gaz (fourniture)']",[443],non,non
20-117579,2020-09-27,2020-11-06,['8'],CREATION DU SYSTEME D'ASSAINISSEMENT SUR LES COMMUNES DE COUCY ET LUCQUY-.,joue,directive24,appeloffre,initial,Com Com des Crêtes Préardennaises,08430,POIX-TERRON,,"[""Tous corps d'état""]",[345],non,non
20-116243,2020-09-27,2020-11-25,['10'],Entretien des espaces verts de divers résidences du patrimoine de Troyes Habitat (10),joue,directive24,attribution,initial,OPH Troyes Habitat,10000,Troyes,,['Espaces verts'],[116],non,non
20-117262,2020-09-27,2020-11-25,['10'],"Entretien de la robinetterie eau et gaz, chauffe-bains, chaudières à gaz, radiateurs gaz, panneaux solaires, pompes à chaleur, vmc, vrn 2021-2024",joue,directive24,attribution,initial,OPH Troyes Habitat,10000,Troyes,"[('2020-09-18', 'PROXISERVE', (3616794, 'EUR'), None)]",['Prestations de services'],[274],non,non
20-117219,2020-09-27,2020-11-03,['11'],marché assurances iard et sante,joue,directive24,appeloffre,initial,CIAS Castelnaudary Lauragais Audois,11491,Castelnaudary Cedex,,['Assurance'],[20],non,non
20-117555,2020-09-27,2020-10-25,['11'],Fourniture et livraison de gasoil et gasoil non routier,joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,"[('2020-09-25', 'DYNEFF SAS', (3200000, 'EUR'), 'Fourniture et livraison de gasoil'), ('2020-09-25', 'SAS BOURREL Nadine', (1600000, 'EUR'), 'Fourniture et livraison de Gasoil Non Routier')]","['Carburant, hydrocarbure']",[52],non,non
20-117330,2020-09-27,2020-11-03,['11'],Reconstruction du collège Alain à Carcassonne,joue,directive24,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Bâtiment'],[33],oui,oui
20-117381,2020-09-27,2020-10-12,['11'],Prestations De Services D'Assurance Construction,joue,autre,rectificatif,rectificatif,OFFICE PUBLIC DE L HABITAT DE L AUDE,11890,Carcassonne,,['Assurance'],[20],non,non
20-93824,2020-09-27,2020-10-30,['13'],marché de prestations de services d'assurance pour les besoins de l'epf paca,joue,directive24,appeloffre,initial,ETS PUB FONCIER P A C A,13001,Marseille,,['Assurance'],[20],non,non
20-117744,2020-09-27,2020-10-25,"['75', '13']",Marché de conception-réalisation pour la démolition-reconstruction d'une résidence sociale en vue de la reconstruction sur le même site d'une résidence sociale/pension de famille à La Ciotat,joue,directive24,attribution,initial,Adoma,13001,Marseille,,"['Bâtiment', 'Gros oeuvre']","[33, 144]",non,non
20-117793,2020-09-27,2020-11-06,"['13', '84', '83']",Fournitures d'équipements et consommables de soudure,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Quincaillerie (articles)'],[291],non,non
20-117450,2020-09-27,2020-11-06,['13'],Prestations de réparation et d'entretien des balayeuses de marque JOHNSTON,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Maintenance'],[196],non,non
