a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-44342,2020-03-29,2020-05-30,['2'],exploitation de la base urbaine de loisirs,joue,directive23,attribution,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT-QUENTIN,"[('2020-03-02', 'ACTION DEVELOPPEMENT LOISIRS', (21308596, 'EUR'), None)]",['Délégation de service public'],[406],non,non
20-45923,2020-03-29,2020-04-24,['3'],Conducteur d'opération,joue,directive24,appeloffre,initial,EHPAD François GREZE,03120,LAPALISSE,,"[""Mission d'ordonnancement, pilotage, coordination (OPC)"", 'Prestations de services', ""Assistance à maîtrise d'ouvrage"", 'Ingénierie']","[234, 274, 433, 455]",non,non
20-45974,2020-03-29,2020-05-04,"['5', '38']",Marché de service pour le traitement des boues des stations d'épuration,joue,directive24,appeloffre,initial,COMMUNE D ORCIERES,05170,Orcieres,,"['Assainissement', ""Station d'épuration (travaux)""]","[18, 328]",non,non
20-46196,2020-03-29,2020-06-24,['5'],"Marché d'assurance Dommages aux biens, Responsabilité civile, flotte automobile et risques statutaires de la Commune et du Ccas de Veynes",joue,directive24,attribution,initial,Commune de Veynes,05400,Veynes,"[('2019-12-06', 'Assurances_pilliot', (9623, 'EUR'), 'Dommages aux biens'), ('2019-12-06', 'Smacl', (7401, 'EUR'), 'Responsabilité civile'), ('2019-12-06', 'Smacl', (8015, 'EUR'), 'Parc automobile'), ('2019-12-06', 'Gras-Savoye_montpellier', (80239, 'EUR'), 'Risques statutaires')]",['Assurance'],[20],non,non
20-46126,2020-03-29,2020-06-24,['5'],"Sélection d'un maitre d'oeuvre pour la réalisation du programme pluriannuel de travaux d'assainissement (construction de station d'épuration, bassin tampon et réseau d'assaini",joue,directive24,attribution,initial,Commune de Veynes,05400,Veynes,"[('2020-03-26', 'Oteis', (183025, 'EUR'), None)]","['Assainissement', ""Maîtrise d'oeuvre"", 'Réseaux divers', ""Station d'épuration (travaux)""]","[18, 197, 306, 328]",non,non
20-44646,2020-03-29,2020-04-23,['6'],fourniture de réactifs de traitement pour les usines de production d'eau potable et stations d'épuration de la régie eau d'azur,joue,directive25,attribution,initial,REGIE EAU D'AZUR,06203,Nice Cedex 3,"[('2020-03-05', 'Brenntag SA', (713839.04, 'EUR'), ""Fourniture de réactifs de traitement pour les usines production eau potable et stations épuration - Lot 1 : Fourniture de polychlorure d'aluminium ""), ('2020-03-05', 'Brenntag SA', (629604.48, 'EUR'), ""Fourniture de réactifs de traitement pour les usines de production d'eau potable et stations d'épuration de la Régie Eau d'Azur Lot no2 - Fourniture de réactifs de traitement hors polychlorure d'alumi"")]",['Produits chimiques'],[275],non,non
20-46170,2020-03-29,2020-05-28,['6'],18N0731 - PROCÉDURES D'URBANISME EMPORTANT ÉVOLUTION DES DOCUMENTS D'URBANISME ET ÉTUDES SPÉCIFIQUES,joue,autre,rectificatif,rectificatif,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
20-46099,2020-03-29,2020-05-04,['6'],"Achat de matériels de bureau, de matériels pédagogiques, de jeux et jouets éducatifs, de matériels et équipements sportifs et de manuels scolaires - Relance lot no1 Fournitures administratives",joue,autre,rectificatif,rectificatif,Ville de Carros,06512,Carros Cedex,,['Articles de bureau et articles scolaires'],[16],non,non
20-45761,2020-03-29,2020-05-13,['6'],marché de service relatif à la prestation d'assurance pour les besoins de la communauté d'agglomération sophia antipolis. (rectificatif),joue,autre,rectificatif,rectificatif,Cté Agglomération Sophia Antipolis,06901,Sophia Antipolis cedex,,['Assurance'],[20],non,non
20-45866,2020-03-29,2020-05-12,['7'],Etude urbaine ensemblière dans le cadre du Projet Partenarial d'Aménagement de la commune de Le Teil,joue,autre,rectificatif,rectificatif,CC ARDECHE RHONE COIRON,07350,Cruas,,['Etude'],[118],non,non
20-46205,2020-03-29,2020-05-30,['10'],Fourniture de services de téléphonie mobile-.,joue,directive24,attribution,initial,Troyes Champagne Métropole,10000,TROYES,"[('2020-02-25', 'SFR', (93493, 'EUR'), 'Services de téléphonie mobile')]",['Télécommunications'],[338],non,non
20-45803,2020-03-29,2020-05-15,"['13', '83', '6']",missions de maitrise d'oeuvre relatives à des travaux de réfection de biens portés par l'epf paca (hors loi mop) (rectificatif),joue,autre,rectificatif,rectificatif,ETS PUB FONCIER P A C A,13001,MARSEILLE,,['Ingénierie'],[455],non,non
20-46034,2020-03-29,2020-04-24,['13'],MAINTENANCE DES TRAINS DE TRAVAUX DE LA REGIE DES TRANSPORTS METROPOLITAINS,joue,directive25,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,['Maintenance'],[196],non,non
20-45838,2020-03-29,2020-06-24,['13'],"Accord-Cadre A Commande Mono-Attributaire Pour L'Achat, La Maintenance Et La Location De Matériels De Spectacle Pour La Ville D'Aix En Provence",joue,directive24,attribution,initial,COMMUNE D AIX EN PROVENCE,13100,Aix-en-Provence,"[('2020-03-11', 'Texen', (80000, 'EUR'), 'Achat et maintenance de matériels de spectacle'), ('2020-03-10', 'Sonolis', (800000, 'EUR'), 'Location de matériels de spectacle')]","['Audiovisuel', 'Maintenance', 'Sonorisation']","[22, 196, 324]",non,non
20-45899,2020-03-29,2020-04-27,['13'],Concours restreint de MOE sur esquisse en vue de la réalisation d'une école primaire constituée de 6 classes maternelles et 10 classes élémentaires (Zac de la Capelette - Marseille 13010),joue,directive24,attribution,initial,SOLEAM,13232,Marseille cedex 01,,['Prestations de services'],[274],non,non
