a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-163722,2019-10-30,2019-12-03,"['1', '69']",GESTION DES DECHETS NON CONFORMES AMIANTES,joue,directive24,appeloffre,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,['Amiante (désamiantage)'],[479],non,non
19-165396,2019-10-30,2019-12-03,['1'],Mission d'assistance à maîtrise d'ouvrage en vue de travaux avant transferts dans le Centre Hospitalier de Bourg-en-Bresse,mapa,cmp2006,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
19-165455,2019-10-30,2019-12-06,['1'],"Conception, fabrication et mise en place de mobiliers expérientiels, de panneaux d'information et d'une signalétique directionnelle pour le sentier de découverte de la combe d'Orvaz (01",fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,"['Mobilier urbain', 'Panneaux', 'Signalétique']","[231, 261, 333]",non,non
19-163794,2019-10-30,2019-12-11,['1'],Exploitation des installations de génie climatique des bâtiments communaux,joue,directive24,appeloffre,initial,Commune de Valserhone,01206,Valserhône cedex,,"['Chauffage (exploitation, entretien)', 'Chauffage (matériel)', 'Combustible']","[59, 60, 438]",non,non
19-163764,2019-10-30,2019-11-29,['1'],Assurance dommages aux biens et risques annexes,joue,directive24,appeloffre,initial,Commune de Valserhone,01206,Valserhône cedex,,['Assurance'],[20],non,non
19-165079,2019-10-30,2019-11-27,['1'],Mission d'assistance à maîtrise d'ouvrage technique (programmation ) pour la construction d'une nouvelle déchetterie à Châtillon-sur-chalaronne,mapa,cmp2006,appeloffre,initial,CC DE LA DOMBES,01400,Châtillon sur Chalaronne,,"['Assistance technique', 'Déchetterie (travaux)', ""Assistance à maîtrise d'ouvrage""]","[19, 96, 433]",non,non
19-165466,2019-10-30,2019-12-13,['2'],rehabilitation et construction d'une maison de sante pluriprofessionnelle (msp) a vervins (02),fns,cmp2006,appeloffre,initial,Communauté de Communes de la Thiérache,02260,La Capelle,,"['Ascenseur', 'Carrelage', 'Charpente', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Menuiserie', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Serrurerie', 'Ventilation']","[17, 53, 57, 61, 63, 74, 87, 105, 117, 144, 222, 269, 270, 308, 321, 360]",oui,non
19-163582,2019-10-30,2019-11-28,['2'],MARCHE DE SERVICE DE MAINTENANCE CURATIVE DE TYPE MÉCANIQUE ET CARROSSERIE POUR LES VÉHICULES DE LA RTA,joue,directive25,attribution,initial,R.T.A,02430,GAUCHY,,"['Maintenance', 'Mécanique', 'Véhicules']","[196, 221, 359]",non,non
19-165485,2019-10-30,2019-11-25,"['3', '63', '15', '43']",assurance statutaire du personnel,fns,cmp2006,appeloffre,initial,EHPAD La Charmille,03240,LE MONTET,,['Assurance'],[20],non,non
19-165316,2019-10-30,2019-11-15,['4'],Fourniture et pose de bornes anti-moustiques et suivi scientifique,mapa,cmp2006,appeloffre,initial,Commune de Château Arnoux Saint Auban,04160,Château Arnoux Saint Auban,,['Equipements spécialisés'],[115],non,non
19-164967,2019-10-30,2019-11-27,"['5', '4']","Fourniture de pain artisanal et de viennoiseries, livraison comprise, pour le Centre Hospitalier Intercommunal des Alpes du Sud, sites de GAP et de SISTERON ? PAIN19C",fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,['Denrées alimentaires'],[88],non,oui
19-163825,2019-10-30,2019-11-28,['6'],FOURNITURE D'ACCESSOIRES ET PIECES DETACHEES DE MARQUE LINET,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cédex 1,"[('2019-10-07', 'LINET', (48000, 'EUR'), ""FOURNITURE D'ACCESSOIRES ET PIECES DETACHEES DE MARQUE LINET"")]",['Matériel médical'],[212],non,non
19-163842,2019-10-30,2019-11-25,['6'],GHT06-FOURNITURE DE DISPOSITIFS MEDICAUX STERILES CARDIOVASCULAIRES 2019,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cédex 1,"[('2019-07-25', 'BARD', (87500, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-25', 'DIMED CARE', (1870, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-26', 'ALBYN MEDICAL', (34533.33, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-26', 'BIOSENSORS', (60000, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-26', 'BENEW MEDICAL', (5706.67, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-26', 'MASSON DOMITAL', (22575, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-29', 'ALVIMEDICA MEDICAL TECHNOLOGIES', (94786.67, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-29', 'MEDITOR', (14866.67, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-31', 'SIRTEX MEDICAL EUROPE', (370000, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-26', 'ALN', (50021.83, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)'), ('2019-07-25', 'BIOCOMPATIBLES', (185000, 'EUR'), 'GHT06 - Fourniture de dispositifs médicaux stériles cardiovasculaires 2019 (rythmologie, électrophysiologie, coronaire, chirurgie vasculaire, radiologie interventionnelle, neuroradiologie interv)')]",['Produits pharmaceutiques'],[280],non,non
19-165220,2019-10-30,2019-11-15,['6'],Acquisition et installation de matériel de musculation pour le nouveau site sportif de Saint Jean d'Angély,fns,cmp2006,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06100,Nice,,"['Equipement sportif', 'Equipements spécialisés']","[113, 115]",non,oui
19-165306,2019-10-30,2019-11-13,['6'],MAPA 2019-093 : REAMENAGEMENT DU CENTRE DE SUPERVISION URBAIN - Equipements techniques du système d'exploitation,mapa,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,LE CANNET,,"['Equipements spécialisés', 'Surveillance']","[115, 331]",non,non
19-155183,2019-10-30,2019-11-28,['6'],"conception, réalisation et impression de carnets de correspondance",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,"['Articles de bureau et articles scolaires', 'Impression']","[16, 160]",non,non
19-165124,2019-10-30,2019-12-15,['7'],Lot gros oeuvre et lot charpente couverture,fns,cmp2006,appeloffre,initial,Syndicat départ. d'équipt de l'Ardèche,07003,Privas,,"[""Tous corps d'état""]",[345],non,non
19-164987,2019-10-30,2019-11-25,['10'],Travaux de sécurisation du terrain de motoball au stade Gaston Arbouin-.,fns,cmp2006,appeloffre,initial,MAIRIE DE TROYES,10000,TROYES,,"['Gros oeuvre', 'Maçonnerie', 'Métallerie', 'Serrurerie', ""Tous corps d'état""]","[144, 195, 223, 321, 345]",non,non
19-165078,2019-10-30,2019-11-20,"['10', '51', '52', '77', '89']",REFECTION ET SECURISATION DE LA PASSERELLE DE LA BECHERE A ROMILLY SUR SEINE,mapa,cmp2006,appeloffre,initial,Ville de Romilly-sur-Seine,10105,ROMILLY SUR SEINE CEDEX,,"['Gros oeuvre', 'Passerelle']","[144, 286]",non,non
19-164667,2019-10-30,2019-11-22,['11'],assistance à maîtrise d'ouvrage en vue de la passation d'un marché de performance énergétique : eclairage public et installations connexes,fns,cmp2006,appeloffre,initial,Commune de Gruissan,11430,Gruissan,,['Etude'],[118],non,non
19-164215,2019-10-30,2019-11-25,['11'],fourniture et livraison de couches pour les crèches intercommunales,mapa,cmp2006,appeloffre,initial,C.C. Castelnaudary Lauragais Audois,11491,Castelnaudary Cedex,,['Couches'],[73],non,non
19-161081,2019-10-30,2019-12-03,['11'],visites en présence d'un tiers professionnel à destination des mineurs faisant l'objet d'une mesure de placement et relevant d'un suivi par les services de l'aide sociale à l'enfance (ase),joue,directive24,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Prestations de services'],[274],non,non
19-165143,2019-10-30,2019-11-25,['11'],"Fourniture d'abonnements de téléphonie mobile et services associés avec fournitures de terminaux et accessoires, accès internet mobile..",fns,cmp2006,appeloffre,initial,covaldem11,11890,Carcassonne cedex 9,,['Télécommunications'],[338],non,non
19-155510,2019-10-30,2019-12-20,['12'],"reliure courante d'ouvrages, de presse ancienne et presse courante - 3 lots",fns,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12000,Rodez,,['Reliure'],[302],non,non
19-164025,2019-10-30,2019-12-03,"['12', '75', '69', '31', '81', '92', '13', '79', '93']",SERVICES D'ASSURANCES POUR AVEYRON HABITAT,joue,directive24,appeloffre,initial,AVEYRON HABITAT,12032,RODEZ,,['Assurance'],[20],non,non
19-140098,2019-10-30,2020-01-28,"['12', '15', '34', '48', '81']",ENTRETIEN DES ESPACES VERTS,joue,directive24,attribution,initial,AVEYRON HABITAT,12032,RODEZ CEDEX 9,,['Espaces verts'],[116],oui,non
19-163653,2019-10-30,2019-11-18,['12'],protection sociale - maintien de salaire,joue,directive24,appeloffre,initial,CC SAINT AFFRICAIN ROQUEFORT 7 VALLONS,12400,VABRES L'ABBAYE,,['Assurance'],[20],non,non
19-164037,2019-10-30,2019-11-28,['12'],Concours de maitrise d'oeuvre pour la cretion d'un pole de vie et d'accueil intergenerationnel par la requalification de l'ilot ' Bon accueil',joue,directive24,appeloffre,initial,Argences en Aubrac,12420,ARGENCES EN AUBRAC,,['Prestations de services'],[274],non,oui
19-163117,2019-10-30,2019-11-28,['12'],"routes departementales - fabrication, fourniture et transport de g.n.t et matériaux drainants. 12 lots",joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,FLAVIN,,['Matériaux routiers'],[199],non,non
19-162965,2019-10-30,2019-12-28,"['13', '4', '83', '84']",Accompagnement des riverains pour lesquels un plan de prévention des risques technologiques (pprt) prescrit des travaux de réduction de la vulnérabilité sur leur habitation.,joue,directive24,attribution,initial,DIR REG DE ENVIR AMENAGEMENT LOGT PACA,13002,Marseille,,"['Etude', 'Prestations de services', ""Assistance à maîtrise d'ouvrage""]","[118, 274, 433]",non,non
19-163666,2019-10-30,2019-12-30,['13'],Missions d'études de circulation et de déplacement relatives à l'aménagement d'espaces publics sur Marseille,joue,directive24,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,"['Etude', 'Voirie', 'Ingénierie', 'Sondage, enquête']","[118, 365, 455, 471]",non,non
19-163733,2019-10-30,2019-11-12,['13'],"Désobstruction et décolmatage de l émissaire de rejet en mer ,assainissement,carry-le-Rouet et Sausset-les-Pins",joue,autre,rectificatif,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Assainissement'],[18],non,non
19-164114,2019-10-30,2019-12-02,['13'],Maintenance du mobilier urbain de collecte des déchets ménagers et recyclables,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Equipements spécialisés'],[115],non,non
19-165095,2019-10-30,2019-11-29,['13'],Numéro de la consultation : 19184BA RAVALEMENT DE LA FACADE DE LA MAISON DU PEUPLE,fns,cmp2006,appeloffre,initial,COMMUNE DE GARDANNE,13120,GARDANNE,,['Gros oeuvre'],[144],non,non
19-163805,2019-10-30,2019-11-24,['13'],Avis d'attribution du marché subséquent fondé sur l'accord cadre 2019GPTNRJAC01,joue,directive25,attribution,initial,SYND MIXTE D ENERGIE DEP BOUCHES RHONE,13141,Miramas Cédex,,"['Electricité, gaz (fourniture)']",[443],non,non
19-164077,2019-10-30,2019-12-09,['13'],Connexion électrique des navires à quai (Cenaq) création de 2 points de raccordement aux postes à quai 78 et 80,joue,directive25,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Electricité (travaux)'],[105],non,non
19-163609,2019-10-30,2019-12-11,['13'],Travaux De Métallerie Sur Les Bassins Ouest Du Grand Port Maritime De Marseille,joue,directive24,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Métallerie'],[223],non,non
19-165094,2019-10-30,2019-11-26,['13'],Maitrise d'oeuvre pour le réaménagement du bâtiment C à la Fossette,mapa,cmp2006,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,MARSEILLE,,"['Bâtiment', ""Maîtrise d'oeuvre"", ""Mission d'ordonnancement, pilotage, coordination (OPC)""]","[33, 197, 234]",non,non
19-165247,2019-10-30,2019-11-26,['13'],Le présent accord-cadre a pour objet l'exécution d'une mission d'urbaniste conseil de la ZAC Cité de la Méditerranée (CiMed) pour le compte de l'EPA Euroméditerranée,fns,cmp2006,appeloffre,initial,EPA EUROMEDITERRANEE,13235,Marseille cedex 02,,['Ingénierie'],[455],non,non
19-163802,2019-10-30,2019-11-26,['13'],Mission OPC pour la construction du centre de secours d'Allauch,joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Prestations de services'],[274],non,non
19-163585,2019-10-30,2019-11-28,['13'],"Accord cadre à bons de commande pour l'affranchissement, la collecte, la remise et l'expédition en France et à l'Etranger des courriers et colis du Département des Bouches du Rhône - 3",joue,directive24,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,,['Télécommunications'],[338],non,non
19-165503,2019-10-30,2019-12-02,['13'],Réaménagement de la plateforme A3L3 au sein du Centre d'Immunophénomique,fns,cmp2006,appeloffre,initial,Inserm - Délégation PACA et Corse,13276,Marseille cedex 9,,"['Climatisation', 'Cloison, faux plafond', 'Electricité (travaux)', ""Tous corps d'état""]","[62, 63, 105, 345]",non,non
19-165474,2019-10-30,2019-11-29,['13'],"Le présent marché a pour objet l'enlèvement, le lavage, le repassage, le pliage, le conditionnement, l'emballage et la livraison des articles de literie, de linge de maison et de vêtements d",fns,cmp2006,appeloffre,initial,DISP PACA Corse DBF,13277,Marseille 9,,['Blanchissage'],[36],non,oui
19-165473,2019-10-30,2019-11-29,['13'],Le présent marché a pour objet la fourniture et livraison de pain journalière pour les personnes détenues au sein de la Maison centrale d'Arles.Il s'agit d'un accord-cadre mono-attrib,fns,cmp2006,appeloffre,initial,DISP PACA Corse DBF,13277,Marseille 9,,['Denrées alimentaires'],[88],non,oui
19-165060,2019-10-30,2019-11-29,['13'],"TRAVAUX D'EXTENSION ET DE RESTRUCTURATION DU SITE UNIVERSITAIRE DU SATIS - Lot 3 Menuiseries extérieures, Serrurerie",fns,cmp2006,appeloffre,initial,COMMUNE D AUBAGNE,13400,Aubagne,,"['Menuiserie', 'Serrurerie']","[222, 321]",non,non
19-165075,2019-10-30,2019-11-26,"['93', '75']",Travaux de menuiserie : remplacement des fenêtres et la porte fenêtre de la salle de restauration. Aussi à chiffrer séparément : PSE 1 et 2 : Cf CCP,mapa,cmp2006,appeloffre,initial,IRD,13572,Marseille,,['Menuiserie'],[222],non,oui
19-164044,2019-10-30,2019-12-28,"['13', '75']",Fourniture de services d'assistance informatique aux utilisateurs de l'IRD,joue,directive24,attribution,initial,IRD,13572,Marseille,"[('2019-10-01', 'ECONOCOM INFOGERANCE SYSTEMES', (2900000, 'EUR'), ""Fourniture de service d'assistance informatique aux utilisateurs de l'IRD"")]","['Informatique (prestations de services)', 'Informatique (assistance)']","[163, 453]",non,non
19-165091,2019-10-30,2019-11-20,['13'],Numéro de la consultation : 2019/39 Travaux de réhabilitation de trois bâtiments communaux sur la Commune de ROGNAC - Relance lot 7,fns,cmp2006,appeloffre,initial,Commune de Rognac,13655,ROGNAC,,['Ascenseur'],[17],non,non
19-165372,2019-10-30,2019-11-19,['13'],Numéro de la consultation : 2019-S-0040 CREATION GRAPHIQUE DES PUBLICATIONS,fns,cmp2006,appeloffre,initial,COMMUNE DE MARTIGUES,13692,Martigues cedex,,"['Publicité, Communication']",[285],non,non
19-165361,2019-10-30,2019-11-19,['13'],"Numéro de la consultation : 2019-S-0043 MACHINES Á AFFRANCHIR, MACHINE Á OUVRIR LE COURRIER ET CONSOMMABLES",fns,cmp2006,appeloffre,initial,COMMUNE DE MARTIGUES,13692,Martigues cedex,,['Machines-outils'],[194],non,non
19-165163,2019-10-30,2019-11-26,['13'],19ST0405 REMPLACEMENT DU SYSTEME D'APPEL MALADE AU CENTRE HOSPITALIER DE MARTIGUES,fns,cmp2006,appeloffre,initial,APHM pour le compte du CH Martigues,13698,MARTIGUES,,"['Electricité (travaux)', 'Equipements spécialisés']","[105, 115]",non,non
19-163789,2019-10-30,2019-11-29,"['14', '35', '50', '61', '76', '27']",collecte des papiers de bureau de producteurs non ménagers sur le territoire du syvedac,joue,directive24,appeloffre,initial,Communauté Urbaine Caen la mer,14000,Caen,,['Déchets non ménagers (prestations)'],[404],non,non
19-160939,2019-10-30,2019-11-28,"['14', '27', '35', '50', '61', '76']",Fourniture de matériel sportif,joue,directive24,attribution,initial,Ville de Caen,14027,CAEN,"[('2019-09-05', 'DIMASPORT SAS', (80000, 'EUR'), ""Matériel d'athlétisme""), ('2019-08-28', 'SEXTANT CENTRALE SARL', (140000, 'EUR'), 'Matériel de Voile'), ('2019-08-28', 'SEXTANT CENTRALE SARL', (60000, 'EUR'), 'Matériels de sports Nautiques')]",['Equipement sportif'],[113],non,non
19-163536,2019-10-30,2019-11-28,"['14', '61', '50']",Maintenance préventive et corrective des installations de la cuisine centrale du CHU de Caen,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen,,['Maintenance'],[196],non,non
19-165326,2019-10-30,2019-11-26,"['14', '27', '50', '61', '76']",Extension des réseaux d'eaux usées et d'eau potable Boulevard Charles Cros et Chemin de Cormelles vers Rue de la Chapelle à Ifs,fns,cmp2006,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Réseaux divers'],[306],non,non
19-157239,2019-10-30,2019-11-28,"['14', '27', '50', '61', '76']",Service de collecte sur rendez-vous des encombrants ménagers à destination des personnes âgées et personnes à mobilité réduite,joue,directive24,attribution,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Collecte sélective'],[82],non,non
19-160630,2019-10-30,2019-11-28,"['14', '27', '35', '50', '61', '76']",Fourniture et livraison de végétaux,joue,directive24,attribution,initial,Communauté Urbaine Caen la mer,14050,CAEN,"[('2019-08-02', 'JARDIN SERVICES VEGETAUX', (32000, 'EUR'), 'Secteur Centre CAEN ARBRES TIGES ET CONIFÈRES'), ('2019-08-02', 'JARDIN SERVICES VEGETAUX', (12000, 'EUR'), 'Secteur Est ARBRES TIGES ET CONIFÈRES'), ('2019-07-30', 'ESPACE JARDIN SARL', (12000, 'EUR'), 'Secteur Sud ARBRES TIGES ET CONIFÈRES'), ('2019-08-02', 'JARDIN SERVICES VEGETAUX', (12000, 'EUR'), 'Secteur Ouest ARBRES TIGES ET CONIFÈRES'), ('2019-08-01', 'ESPACE JARDIN SARL', (12000, 'EUR'), 'Secteur Nord ARBRES TIGES ET CONIFÈRES'), ('2019-08-01', 'ESPACE JARDIN SARL', (32000, 'EUR'), 'Secteur Centre CAEN ARBUSTES ET ROSIERS'), ('2019-08-02', 'JARDIN SERVICES VEGETAUX', (16000, 'EUR'), 'Secteur Est ARBUSTES ET ROSIERS'), ('2019-08-01', 'JARDIN SERVICES VEGETAUX', (16000, 'EUR'), 'Secteur Sud ARBUSTES ET ROSIERS'), ('2019-08-01', 'ESPACE JARDIN SARL', (16000, 'EUR'), 'Secteur Ouest ARBUSTES ET ROSIERS'), ('2019-08-01', 'ESPACE JARDIN SARL', (16000, 'EUR'), 'Secteur Nord ARBUSTES ET ROSIERS'), ('2019-07-31', 'Etablissement Emmanuel LEPAGE SAS', (20000, 'EUR'), 'Secteur Centre CAEN PLANTES VIVACES ET GRAMINÉES'), ('2019-07-31', 'Etablissement Emmanuel LEPAGE SAS', (12000, 'EUR'), 'Secteur Est PLANTES VIVACES ET GRAMINÉES'), ('2019-08-19', 'BARRAULT HORTICULTURE SARL', (12000, 'EUR'), 'Secteur Sud PLANTES VIVACES ET GRAMINÉES'), ('2019-08-19', 'BARRAULT HORTICULTURE SARL', (12000, 'EUR'), 'Secteur Ouest PLANTES VIVACES ET GRAMINÉES'), ('2019-08-01', 'ESPACE JARDiN SARL', (12000, 'EUR'), 'Secteur Nord PLANTES VIVACES ET GRAMINÉES'), ('2019-09-07', 'LES SERRES DE CLINCHAMPS SCEA', (120000, 'EUR'), 'Secteur Est PLANTES ANNUELLES ET BISANNUELLES'), ('2019-09-07', 'LES SERRES DE CLINCHAMPS SCEA', (120000, 'EUR'), 'Secteur Sud PLANTES ANNUELLES ET BISANNUELLES'), ('2019-09-12', 'LES SERRES DE CLINCHAMPS SCEA', (120000, 'EUR'), 'Secteur Ouest PLANTES ANNUELLES ET BISANNUELLES'), ('2019-09-12', 'LES SERRES DE CLINCHAMPS SCEA', (120000, 'EUR'), 'Secteur Nord PLANTES ANNUELLES ET BISANNUELLES')]",['Végétaux'],[358],non,non
19-165240,2019-10-30,2019-11-25,['14'],Maintenance d'un parc de photocopieurs pour la direction et les centres de secours du Service Départemental d'Incendie et de Secours du Calvados.,fns,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,14077,Caen,,"['Maintenance', 'Prestations de services', 'Reprographie']","[196, 274, 305]",non,non
19-162801,2019-10-30,2019-11-28,['14'],"Travaux de requalification des écoles Marie Curie, Paul Fort ainsi que des espaces associatifs du bourg et de leurs abords - Relance des lots no 7, 8 10, 11, 13, 15 et 19",joue,directive24,appeloffre,initial,Ville d'Ifs,14123,IFS,,"['Bâtiments modulaires', 'Chauffage (travaux)', 'Cloison, faux plafond', 'Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', ""Tous corps d'état"", 'Ventilation']","[27, 61, 63, 105, 222, 264, 269, 345, 360]",non,non
19-163972,2019-10-30,2019-11-28,['14'],Transport des matériaux recyclables produits sur le territoire syndical depuis le quai de transfert de Moult-Chicheboville (14) vers les centres de tri sollicités.,joue,directive24,appeloffre,initial,SMEOM DE LA REGION D ARGENCES,14370,Moult-Chicheboville,,['Transport'],[347],non,non
19-164032,2019-10-30,2019-11-30,['14'],la collecte des déchets (monoflux et déchets ultimes) en porte à porte),joue,directive24,attribution,initial,SMISMB,14400,BAYEUX,"[('2019-10-17', 'VEOLIA RECYCLAGE VALORISATION NORMANDIE', (2250000, 'EUR'), 'COLLECTE DES DECHETS EN PORTE A PORTE')]","['Collecte sélective', 'Ordures ménagères (prestations)']","[82, 249]",non,non
19-165452,2019-10-30,2019-11-29,['14'],Fourniture et maintenance d'un logiciel de gestion des ressources humaines et d'un logiciel de gestion des finances publiques,mapa,cmp2006,attribution,initial,Ville de Falaise,14700,Falaise,,['Logiciel'],[186],non,non
19-164953,2019-10-30,2019-11-19,['16'],"Restructuration du Centre Départemental de l'Enfance Leclerc-Chauvin à ANGOULEME - Lots 1,5,8,10,11,14,18,19 et 20",fns,cmp2006,appeloffre,initial,Département de la Charente,16917,ANGOULEME,,"['Bâtiment', 'Isolation', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie']","[33, 169, 222, 264, 269]",non,non
