,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-141683,2020-11-21,2021-01-18,['1'],"Mission durbanisme-conseil et mission dordonnancement, pilotage et coordination urbaine (OPCU) sur lopération de rénovation urbaine Pont des Chèvres  Challes Reyssouze",joue,directive24,attribution,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,['Etude'],[118],non,non
1,20-141655,2020-11-21,2021-01-18,['1'],exploitation et collecte des déchèteries de la communauté d'agglomération du bassin de Bourg-en-Bresse,joue,directive24,attribution,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,['Déchetterie (exploitation)'],[405],non,non
2,20-141702,2020-11-21,2021-01-19,['4'],Nettoyage Et Curage Des Réseaux D'Eau Pluviale Urbaine Et De Leurs Equipements,joue,directive24,attribution,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,"[('2020-10-13', 'ORTEC ENVIRONNEMENT', (800000, 'EUR'), None)]",['Curage'],[78],non,non
3,20-141536,2020-11-21,2021-01-19,['4'],Acquisition De Matériels électriques D'éclairage Public,joue,directive24,attribution,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,"[('2020-10-13', 'FOURNITEC SAS', (1600000, 'EUR'), None)]",['Matériel électrique'],[203],non,non
4,20-141685,2020-11-21,2020-12-09,['6'],2021 AOO Travaux de peinture relance,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Peinture (travaux)'],[264],oui,non
5,20-141674,2020-11-21,2021-01-21,['6'],Déménagement et débarrassage dans les locaux et logements de Côte d'Azur Habitat.,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Déménagement'],[86],non,non
6,20-137826,2020-11-21,2020-12-21,['6'],"transport par véhicule d'au plus 9 places pour les besoins des services départementaux, et principalement le conseil départemental des jeunes.",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Transport'],[347],non,oui
7,20-117479,2020-11-21,2021-01-16,['6'],"prestation de contrôle périodique pour les voitures, poids lourds et engins du département des alpes-maritimes",joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,"[('2020-09-24', 'CARROS CONTRÔLE TECHNIQUE', (80000, 'EUR'), 'Contrôles techniques automobiles type voiture - secteur Ouest'), ('2020-09-24', 'CARROS CONTRÔLE TECHNIQUE', (128000, 'EUR'), 'Contrôles techniques automobiles type voiture - secteur Centre'), ('2020-09-24', 'CARROS CONTRÔLE TECHNIQUE', (64000, 'EUR'), 'Contrôles techniques automobiles type voiture - secteur Est'), ('2020-09-24', 'CARROS CONTRÔLE TECHNIQUE', (40000, 'EUR'), 'Contrôles techniques automobiles VL de gabarits spéciaux - toutes zones ')]",['Contrôle technique'],[72],non,non
8,20-141779,2020-11-21,2021-01-19,"['6', '13', '83', '5']","ACCORD-CADRE A BONS DE COMMANDE MONO ATTRIBUTAIRE CONCERNANT DES MISSIONS D'ETUDES ET DE MAITRISE D'OEUVRE RELATIVES AUX TRAVAUX D'INFRASTRUCTURES, D'AMENAGEMENTS PAYSAGERS ET D&ap",joue,directive24,attribution,initial,Commune de Beausoleil,06240,Beausoleil,,"['Etude', 'Prestations de services']","[118, 274]",non,non
9,20-141693,2020-11-21,2021-01-05,['6'],20V1326 - Acquisition de métaux pour les ateliers de la ville de Nice,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Acier', 'Produits travail des métaux']","[3, 281]",non,non
10,20-141592,2020-11-21,2021-01-18,['6'],"Conseil, conception et réalisation de supports de communication pour les besoins de la Communautéd'agglomération Cannes Lérins et de sa régie Palm Bus",joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,"[('2020-11-09', 'POLE SUD', (195640, 'EUR'), ""Le lot A concerne les besoins institutionnels de la Communauté d'Agglomération Cannes Lérins.""), ('2020-11-09', 'ARYCO', (196000, 'EUR'), ""Le lot B concerne l'information clientèle et la stratégie de communication de la régie des transports Palm Bus."")]","['Prestations de services', 'Publicité, Communication', 'Transport']","[274, 285, 347]",non,non
11,20-141872,2020-11-21,2021-01-07,['6'],"Fourniture de signalisation routière verticale de police, directionnelle et d'intérêt local",joue,directive24,appeloffre,initial,Commune de Menton,06500,Menton,,['Panneaux'],[261],non,non
12,20-141667,2020-11-21,2021-01-19,['6'],Acquisition de matériel événementiel et de pavoisement,joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2020-11-18', 'Equip cite', (20228.56, 'EUR'), 'Acquisition de matériel évènementiel et de pavoisement')]",['Armement'],[12],non,non
13,20-141944,2020-11-21,2021-01-19,['6'],Acquisition de produits destinés au traitement des eaux de la Piscine Municipale et de divers bassins,joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Produits chimiques'],[275],non,non
