a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-128722,2020-10-20,2020-11-03,['2'],Achat de véhicules neufs,mapa,cmp2006,appeloffre,initial,CHAMBRE AGRICULTURE 02,02000,LAON,,"['Véhicules', 'Véhicules (acquisition)']","[359, 475]",non,non
20-128933,2020-10-20,2020-11-16,['2'],Organisation de séjours de vacances enfants et adolescents pour l'hiver et l'été 2021 pour la ville de Soissons (02),fns,cmp2006,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,['Prestations de services'],[274],non,non
20-129065,2020-10-20,2020-10-28,['2'],Optimisation du codage des séjours des Centres Hospitaliers de Chauny et de Laon,mapa,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Informatique (prestations de services)'],[163],non,non
20-128649,2020-10-20,2020-11-27,"['19', '3']","La présente consultation porte sur la confection de pièces, accessoires et ensembles mécaniques pour machines verticales et horizontales d un dispositif d affaissement limité "" DAL "" au profit de l..",fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure cedex,,['Acier'],[3],non,non
20-128991,2020-10-20,2020-11-16,"['4', '5', '83', '84', '13']",Les travaux consistent en la réalisation de sondages ayant pour objectifs :- en tranche ferme : de qualifier le rocher de fondation au droit de l'évacuateur de crues projeté en rive gauche ;- e,fns,cmp2006,appeloffre,initial,Syndicat Intercommunal d'Irrigation,04300,Forcalquier,,"['Barrage', 'Sondage']","[31, 323]",non,non
20-128876,2020-10-20,2020-11-10,"['6', '13']",2020-057 Travaux de refection des sanitaires du terminal 2 Aéroport Nice Cote d'Azur,mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,"['Plomberie (travaux)', 'Sanitaire']","[270, 319]",non,non
20-128590,2020-10-20,2020-12-19,['6'],Prestations de traiteur dans le cadre de l'organisation de manifestations,fns,cmp2006,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Prestations de services'],[274],non,non
20-128199,2020-10-20,2020-11-27,['8'],dsp eau et assainissement,dsp,dsp,appeloffre,initial,COMMUNE DE MOUZON,08210,Mouzon,,"['Alimentation en eau potable', 'Assainissement', ""Station d'épuration (travaux)"", ""Station d'épuration (exploitation)"", ""Compteur d'eau""]","[6, 18, 328, 335, 440]",non,non
20-128707,2020-10-20,2020-11-17,['10'],Réalisation de pontages de fissures sur les couches de surface des voiries et propriétés départementales et des voiries communales de l'Aube-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Ouvrage d'infrastructure""]",[253],non,non
20-127055,2020-10-20,2020-12-06,['10'],Maîtrise d'oeuvre pour la réhabilitation thermique et électrique de la Maison Françoise Dolto-. (rectificatif),mapa,cmp2006,appeloffre,rectificatif,Ville de Sainte Savine,10303,Sainte-Savine cedex,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-127850,2020-10-20,2021-01-06,"['10', '21', '89']",assistance technique de fournitures et de denrées alimentaires avec mise à disposition de cuisinier,mapa,cmp2006,appeloffre,initial,Résidence 'Allée des Platanes',10340,Les riceys,,['Restauration collective'],[66],non,non
20-128737,2020-10-20,2020-10-28,"['11', '31', '34']",Rénovation ancienne Mairie,mapa,cmp2006,appeloffre,initial,COMMUNE DE VILLESEQUE DES CORBIERES,11360,VILLESEQUE DES CORBIERES,,"['Ascenseur', 'Bois', 'Carrelage', 'Chauffage (travaux)', 'Cuisine (équipement)', 'Détection incendie', 'Electricité (travaux)', 'Gros oeuvre', 'Isolation', 'Menuiserie', 'Métallerie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Ravalement', ""Tous corps d'état""]","[17, 38, 53, 61, 77, 90, 105, 144, 169, 222, 223, 264, 270, 299, 345]",non,non
20-129057,2020-10-20,2020-12-25,['11'],Assurance 'Dommages aux biens et risques annexes' ville de quillan,fns,cmp2006,appeloffre,initial,Ville de Quillan (11),11500,Quillan,,"['Assurance', 'Prestations de services']","[20, 274]",non,non
20-128824,2020-10-20,2020-10-29,['13'],PRESTATIONS DE TRADUCTIONS ET D'INTERPRETARIAT SPECIALISEES DANS LE DOMAINE MARITIME POUR LE GRAND PORT MARITIME DE MARSEILLE,mapa,cmp2006,appeloffre,rectificatif,GRAND PORT MARITIME DE MARSEILLE,13226,MARSEILLE,,['Prestations de services'],[274],non,non
20-128964,2020-10-20,2020-11-10,['13'],PRESTATIONS ARTISTIQUES ET TECHNIQUES DU CARNAVAL 2021 - 2 LOTS,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Evénementiel'],[445],non,non
20-128713,2020-10-20,2020-11-06,['83'],TRAVAUX DE MISE EN OEUVRE D'UN BATIMENT MODULAIRE DE QUATRE CLASSES SUR LE SITE DU CFAR DE LA SEYNE SUR MER,fns,cmp2006,appeloffre,initial,CMAR PACA,13295,Marseille Cedex 8,,"['Bâtiments modulaires', 'Electricité (travaux)', 'Maçonnerie', 'Terrassement']","[27, 105, 195, 341]",non,non
20-128754,2020-10-20,2020-11-17,['83'],Restructuration du pôle d'enseignement technique au lycée CISSON à TOULON,fns,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13331,Marseille,,"[""Tous corps d'état""]",[345],non,non
20-128776,2020-10-20,2020-11-09,['83'],Travaux de sureté au lycée CISSON à TOULON,mapa,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13331,Marseille,,"[""Tous corps d'état""]",[345],non,non
20-128898,2020-10-20,2020-11-12,"['13', '4', '5', '83', '84']",Lot 1 : Travaux de reprographieLot 2 : Fourniture d'imprimés,fns,cmp2006,appeloffre,initial,CCAS de Marseille,13331,Marseille,,"['Imprimés', 'Reprographie']","[161, 305]",oui,oui
20-128810,2020-10-20,2020-12-20,['13'],Fourniture d'une chaine de Chromatographie en phase Liquide Ultra Haute Pression (UHPLC).,fns,cmp2006,attribution,initial,CENTRE HOSPITALIER REG DE MARSEILLE,13354,Marseille cedex 05,"[('2019-12-13', 'THERMO ELECTRON S.A.S.', (110000.0, 'EUR'), None)]",['Matériel médical'],[212],non,non
20-129051,2020-10-20,2020-11-20,"['14', '50']",aménagement de la tranche 4-b de la za de la lande de pucy à saint-pair-sur-mer.,fns,cmp2006,appeloffre,initial,SHEMA,14018,CAEN Cedex 2,,"['Alimentation en eau potable', 'Assainissement', 'Clôture', 'Eclairage public', 'Espaces verts', 'Réseaux divers', 'Terrassement', 'Voirie', 'Voirie et réseaux divers']","[6, 18, 64, 102, 116, 306, 341, 365, 366]",non,non
20-128869,2020-10-20,2020-11-18,"['14', '27', '35', '50', '61', '76']",Elaboration d'un schéma directeur du renouvellement urbain du Quartier de la Pierre Heuzé,fns,cmp2006,appeloffre,initial,Ville de Caen,14027,CAEN,,['Etude'],[118],non,non
20-128982,2020-10-20,2020-11-19,"['14', '27', '35', '50', '61', '75', '76']",Redynamisation du cur de bourg de Carpiquet,fns,cmp2006,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Voirie et réseaux divers'],[366],non,non
20-129053,2020-10-20,2020-11-23,['14'],Prestations de contrôle et entretien des installations de protection incendie par sprinkler et RIA - Port de Caen Ouistreham,fns,cmp2006,appeloffre,initial,CCI de CAEN,14200,Hérouville saint clair,,['Détection incendie'],[90],non,non
20-128882,2020-10-20,2020-11-12,['14'],groupement de commandes - mission de maîtrise d'oeuvre relative à l'aménagement des abords du complexe sportif eindhoven et réhabilitation du réseau des eaux usées,mapa,cmp2006,appeloffre,initial,COMMUNE DE BAYEUX,14400,Bayeux,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-128990,2020-10-20,2020-10-30,['17'],Marché de prestations de services d'assurances,mapa,cmp2006,appeloffre,initial,syndicat territoires de l'est cantal,15100,Saint-flour,,['Assurance'],[20],non,non
20-128784,2020-10-20,2020-12-31,['16'],Le présent marché a pour objet la souscription de contrats de couverture complémentaire santé et prévoyance pour l'ensemble des salariés de Charentes Tourisme,fns,cmp2006,appeloffre,initial,CHARENTES TOURISME,16024,Angouleme,,['Assurance'],[20],non,non
20-129184,2020-10-20,2020-11-09,['16'],Acquisition d'un camion utilitaire tout terrain (4X4) d'occasion pour débardage fluvial,fns,cmp2006,appeloffre,initial,Département de la Charente,16917,ANGOULEME,,['Véhicules (acquisition)'],[475],non,non
20-126319,2020-10-20,2020-12-17,['17'],mise en sûreté du patrimoine immobilier du conseil départemental de la charente-maritime ainsi que de ses agents y exerçants.,fns,cmp2006,attribution,initial,Cons. Départ. de la Charente-Maritime,17000,La rochelle,"[('2020-10-09', 'SPIE INDUSTRIE ET TERTIAIRE', (94909.4, 'EUR'), None), ('2020-10-09', 'BOUYGUES ENERGIES ET SERVICES', (35284.75, 'EUR'), None)]",['Télésurveillance'],[415],non,non
20-129135,2020-10-20,2020-12-31,['17'],"Construction d'une gendarmerie à SAINT-PIERRE D'OLERON (17310) comprenant une zone ''service et technique'' composée d'une entité bureaux et espaces associés, et d&a",fns,cmp2006,appeloffre,initial,Semdas,17076,La rochelle cedex 9,,['Bâtiment'],[33],non,non
20-119637,2020-10-20,2020-11-16,['17'],fourniture de matériel de conditionnement pour mobilier archéologique - 6 lots,mapa,cmp2006,appeloffre,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,,"['Conditionnement', 'Plastique', 'Sacs']","[67, 268, 318]",non,non
20-126402,2020-10-20,2020-12-17,['17'],mission de vérifications périodiques des systèmes simples de climatisation et des pompes à chaleur réversibles dont la puissance frigorifique est supérieure à 12 kw,mapa,cmp2006,attribution,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,,['Climatisation'],[62],non,non
20-128570,2020-10-20,2020-11-13,['17'],suivi sylvicole et des ceintures végétales du domaine public fluvial départemental,fns,cmp2006,appeloffre,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,,"['Etude', 'Rivières/ruisseaux', 'Végétaux']","[118, 310, 358]",non,non
