,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-137210,2019-10-17,2019-11-15,['1'],Assistance à maîtrise d'ouvrage pour la programmation de l'opération relative à la tannerie,mapa,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourge-en-Bresse cedex,,['Etude'],[118],non,non
1,19-158142,2019-10-17,2019-12-05,"['1', '71', '69']",Marché de maintenance préventive,fns,cmp2006,appeloffre,initial,CC Val de Saône Centre,01090,MONTCEAUX,,"['Chauffage (exploitation, entretien)', 'Extincteur', 'Maintenance', 'Ventilation']","[59, 119, 196, 360]",non,non
2,19-158291,2019-10-17,2019-11-18,['1'],Service de fourrière automobile,dsp,dsp,appeloffre,initial,COMMUNE D OYONNAX,01100,Oyonnax,,['Fourrière'],[451],non,non
3,19-156660,2019-10-17,2019-11-04,['1'],Prestation de services pour l'exploitation et la facturation du service d'eau potable de la Communauté de communes de la Côtière,joue,directive24,appeloffre,initial,Communauté Communes de la Côtière,01120,Montluel,,"['Alimentation en eau potable', 'Prestations de services', ""Travaux dans l'eau"", ""Compteur d'eau""]","[6, 274, 349, 440]",non,non
4,19-156056,2019-10-17,2019-11-09,['1'],Attribution du contrat de maîtrise d'oeuvre pour la construction d'une halle multisports au lieu-dit Vésegnin à Prévessin-Moëns.,joue,directive24,attribution,initial,SIVOM DE L EST GESSIEN,01210,FERNEY VOLTAIRE,"[('2019-09-12', 'MEGARD ARCHITECTES', (378196.5, 'EUR'), ""CONTRAT DE MAÎTRISE D'OUVRE POUR LA CONSTRUCTION D'UNE HALLE MULTISPORTS A VESEGNIN"")]",['Equipement sportif'],[113],non,non
5,19-157474,2019-10-17,2019-11-12,['2'],Etudes d'ouvrages d'art sur le domaine Départemental-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Etude'],[118],non,non
6,19-156349,2019-10-17,2019-11-18,['2'],"Travaux de gestion sur le patrimoine arboré (tailles, abattages, suppression de souches) pour la Ville de Saint-Quentin",joue,directive24,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,,"['Espaces verts', 'Prestations de services']","[116, 274]",non,non
7,19-156228,2019-10-17,2019-11-19,['2'],Location et maintenance de presses numériques couleurs neuves pour la Ville de Saint-Quentin,joue,directive24,appeloffre,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,,"['Location (matériels)', 'Maintenance', 'Numérisation']","[185, 196, 463]",non,non
8,19-152873,2019-10-17,2019-11-15,"['3', '63']",acquisition d'équipements électriques et d'éclairage,joue,directive24,appeloffre,initial,Ville de Vichy,03200,Vichy,,['Matériel électrique'],[203],oui,oui
9,19-156604,2019-10-17,2019-12-31,['4'],MARCHE DE NETTOYAGE ET D'ENTRETIEN DES SITES DE LA CPAM DES ALPES DE HAUTE-PROVENCE,joue,directive24,appeloffre,initial,CPAM dse Alpes de Haute-Provence,04010,Digne-les-bains cedex,,['Nettoyage de locaux'],[239],non,oui
10,19-156470,2019-10-17,2019-11-07,['4'],Prestations De Traductions dans le cadre des programmes européens Interreg V Alcotra 2014-2020 et Départementaux,joue,directive24,appeloffre,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"['Publicité, Communication']",[285],non,non
11,19-158074,2019-10-17,2019-11-28,['4'],Numéro de la consultation : 18SIR010 AMENAGEMENT DE LA RD 907 ET CREATION D'UNE VOIE VERTE,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Terrassement', 'Voirie']","[341, 365]",non,oui
12,19-157504,2019-10-17,2019-11-07,['5'],Prestation d'audit financier de l'EHPAD Lou Vilage à EMBRUN 05200 par un organisme spécialisé dans les missions d'audit pour les établissements et services sociaux et médico-sociaux,fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM ALPES DU SUD,05007,Gap cedex,,['Audit'],[21],non,non
13,19-158034,2019-10-17,2019-11-14,['5'],Travaux aire accueil Gens du Voyage,fns,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES DU BRIANCONNAIS,05100,Briançon,,"['Bâtiments modulaires', 'Charpente', 'Espaces verts', 'Télégestion', ""Aire d'accueil""]","[27, 57, 116, 352, 430]",oui,non
14,19-156270,2019-10-17,2019-11-15,['5'],Prestation de maîtrise d'oeuvre en vue de la restauration de l'avenue Vauban pour la Ville de Briançon - RELANCE SUITE DÉCLARATION SANS SUITE (décision en date du 12 février 2019),joue,directive24,attribution,initial,Ville de Briançon,05100,BRIANCON,,"[""Maîtrise d'oeuvre""]",[197],non,non
15,19-158141,2019-10-17,2019-11-12,['6'],Fourniture et livraison de boîtes archives et cartons de déménagement,mapa,cmp2006,appeloffre,initial,CPAM Nice,06000,Nice,,['Carton'],[54],non,oui
16,19-156639,2019-10-17,2019-10-23,['6'],"realisation de mesures qualite, d'enquetes et de comptages de charge sur des services de transport de la regie ligne d'azur et de la metropole nice cote d'azur (rectificatif)",joue,autre,rectificatif,rectificatif,Régie Ligne d'Azur,06100,Nice,,['Etude'],[118],non,non
17,19-156097,2019-10-17,2019-11-09,['6'],Rechargement d'appareils de voie et de courbes des lignes du tramway de Nice,joue,directive25,appeloffre,initial,Régie Ligne d'Azur,06100,Nice,,['Voies ferrées'],[364],non,non
18,19-146503,2019-10-17,2019-11-18,['6'],Fourniture de services de téléphonie mobile,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,"['Prestations de services', 'Matériel de téléphonie']","[274, 339]",non,non
19,19-156130,2019-10-17,2019-11-13,['6'],mission d'assistance pour l'élaboration d'un plan local de déplacement pour la commune de mougins,mapa,cmp2006,appeloffre,initial,Ville de Mougins,06251,Mougins,,"['Assistance technique', 'Prestations de services']","[19, 274]",non,non
20,19-156320,2019-10-17,2019-11-14,['6'],19N0571 - Prestations d'AMO dans le cadre de la réalisation du projet de schéma directeur des transports urbains ainsi que la création de pôles d'échanges multimodaux et de parcs-relais,joue,directive25,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
21,19-156212,2019-10-17,2019-11-19,['6'],18V1031 - Maintenance des extincteurs dans les bâtiments communaux et métropolitains,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Alarme', 'Extincteur', 'Maintenance']","[5, 119, 196]",non,non
22,19-158073,2019-10-17,2019-11-12,['6'],REAMENAGEMENT ET EMBELLISSEMENT DE LA RUE DES BELGES ET DE LA RUE SAINT-HONORE,fns,cmp2006,appeloffre,initial,COMMUNE DE CANNES,06406,CANNES,,"['Eclairage public', 'Voirie et réseaux divers']","[102, 366]",non,non
23,19-156538,2019-10-17,2019-11-25,['6'],Travaux de désamiantage,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Bâtiment'],[33],non,non
24,19-154822,2019-10-17,2019-11-18,['6'],fourniture de titres de transport pour le réseau envibus de la c.a.s.a,joue,directive25,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis cedex,,"['Carte magnétique, carte à puce']",[403],non,non
25,19-157807,2019-10-17,2019-11-15,['8'],FOURNITURE DE PRODUITS LESSIVIELS AVEC MAINTENANCE DE L'INSTALLATION LESSIVIELLE AVEC GARANTIE DE PERFORMANCE DE TRAITEMENT ET GARANTIE DE RESULTAT,fns,cmp2006,appeloffre,initial,GCS INTER HOSPITALIER DES ARDENNES,08011,CHARLEVILLE-MEZIERES,,['Blanchissage'],[36],non,non
26,19-157918,2019-10-17,2020-01-14,['9'],Travaux de curage des deux lagunes de l'ancien centre d'enfouissement technique d'UNAC,fns,cmp2006,appeloffre,initial,CONSEIL GENERAL de L'ARIEGE,09000,FOIX,,['Déchetterie (exploitation)'],[405],non,non
27,19-157531,2019-10-17,2019-11-08,['9'],denrées,mapa,cmp2006,appeloffre,initial,COLLEGE LAKANAL,09008,Foix,,['Denrées alimentaires'],[88],oui,oui
28,19-158252,2019-10-17,2019-11-16,['9'],fournitures et gestion de titres restaurant dématérialisés,fns,cmp2006,appeloffre,initial,COM DE COMMUNES COUSERANS PYRENEES,09190,SAINT LIZIER,,['Titres restaurant'],[416],oui,oui
29,19-157709,2019-10-17,2019-11-12,['10'],Création d'un bâtiment pour les plaisanciers à Port DIENVILLE (10)-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"['Carrelage', 'Charpente', 'Cloison, faux plafond', 'Couverture', 'Electricité (travaux)', 'Espaces verts', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Terrassement', ""Tous corps d'état""]","[53, 57, 63, 74, 105, 116, 144, 222, 264, 270, 341, 345]",non,non
30,19-156131,2019-10-17,2019-12-15,['10'],Travaux de réhabilitation des réseaux d'assainissement du secteur Courteranges - programme 2018-1-.,joue,directive24,attribution,initial,Troyes Champagne Métropole,10000,TROYES,,"[""Tous corps d'état""]",[345],oui,oui
