a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-44729,2021-04-04,2021-05-07,['1'],Missions d'exploitation en assainissement collectif des communes Certines - Druillat - Journans - St Martin du Mont - Tossiat - La Tranclière,joue,directive24,appeloffre,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,['Assainissement'],[18],non,non
21-43580,2021-04-04,2021-05-21,['1'],convention de participation - risque prévoyance,joue,directive24,appeloffre,initial,CA du Bassin de Bourg en Bresse,01008,Bourg-en-Bresse,,['Assurance'],[20],non,non
21-45195,2021-04-04,2021-05-03,['1'],prestations de detections et de georeferencement,joue,directive24,attribution,initial,Régie Services Energie,01330,AMBERIEUX EN DOMBES,"[('2021-03-01', 'BOURGOGNE DETECTION RESEAUX', (204613, 'EUR'), None), ('2021-03-01', 'ETUDE GEO DETECTION', (59140, 'EUR'), None), ('2021-03-01', 'ETUDE GEO DETECTION', (165220, 'EUR'), None)]",['Réseaux divers'],[306],non,non
21-45210,2021-04-04,2021-05-17,"['4', '5']",élaboration du Schéma de Cohérence Territoriale du Sisteronais-Buëch,joue,directive24,appeloffre,initial,CC DU SISTERONAIS BUECH,04200,Sisteron,,['Prestations de services'],[274],non,non
21-43517,2021-04-04,2021-05-03,['6'],"organisation technique et artistique du festival des mots, édition 2021",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,NICE CEDEX 03,,"['Evénementiel', 'Spectacle']","[445, 472]",non,non
21-44633,2021-04-04,2021-05-21,"['6', '83', '13']",fourniture de services de télécommunication,joue,directive24,appeloffre,initial,Mairie de Villeneuve-Loubet,06270,Villeneuve-Loubet,,['Télécommunications'],[338],non,non
21-44893,2021-04-04,2021-05-06,['6'],20N0767 - Ateliers et entretiens renforcés 'PULS' EMPLOI' pour les participants du Plan Local pour l'Insertion et l'Emploi,joue,directive24,appeloffre,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Prestations de services'],[274],non,non
21-45150,2021-04-04,2021-04-26,['6'],"20N0741 - Commune de Nice - Requalification du site propre bus, des trottoirs, de la chaussée et création d'une piste cyclable bi directionnelle, Place Grimaldi, Rue de la Liberté - travaux de VR",joue,autre,rectificatif,rectificatif,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,"['Revêtements de sols', 'Travaux de viabilité']","[308, 353]",oui,oui
21-44661,2021-04-04,2021-05-11,['6'],DEBROUSSAILLEMENT DES PARCELLES COMMUNALES CONTRE LES RISQUES INCENDIE ET POUR LE RESPECT DES OBLIGATIONS LEGALES,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Prestations de services'],[274],non,oui
21-45221,2021-04-04,2021-05-03,['6'],"Contrôle technique, Csps et Cssi dans le cadre de l'extension du Palais des Festivals",joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,"['Contrôle technique', 'Sécurité incendie']","[72, 332]",non,non
21-44889,2021-04-04,2021-05-07,['8'],VEHICULES NEUFS OU OCCASION (Relance Lots 5 et 6 infructueux AOO 21F01A)-.,joue,directive24,appeloffre,initial,ARDENNE METROPOLE,08000,CharlevilleMézières,,['Pièces détachées'],[266],non,non
21-45181,2021-04-04,2021-05-04,['8'],Fourniture et livraison de produits de papeterie pour le Conseil départemental des Ardennes-.,joue,directive24,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,['Papeterie'],[262],non,non
21-44859,2021-04-04,2021-05-01,['8'],Recrutement de personnel médical au sein du GHT NORD ARDENNE,joue,directive24,appeloffre,initial,CTRE HOSP INTERCOMMUNAL NORD ARDENNES,08011,Charleville Mézières cedex,,"['Prestations de services', 'Mise à disposition de personnel']","[274, 461]",non,non
21-45179,2021-04-04,2021-05-07,"['9', '11', '31']",MARCHE DE PRESTATIONS DE TRANSPORT ET MISE EN FILIERE DE BOIS DE CATEGORIE A ET B ET DE BROYAGE DE BOIS DE CATEGORIE A ET B ET DE SOUCHES,joue,directive24,appeloffre,initial,SMECTOM DU PLANTAUREL,09120,Varilhes,,"['Déchets non ménagers (prestations)', 'Composteur']","[404, 439]",non,non
21-44662,2021-04-04,2021-04-10,['10'],Maintenance et exploitation des groupes électrogènes du GHT Aube et Sézannais,joue,directive24,attribution,initial,Centre hospitalier de Troyes,10003,Troyes cedex,"[('2020-01-31', 'DALKIA', (171295, 'EUR'), ""la maintenance préventive (pièces et main d'ouvre), maintenance corrective et maintenance curative de groupes électrogènes""), ('2020-01-31', 'DALKIA', (171295, 'EUR'), 'la mise en place et location de groupes électrogènes'), ('2020-01-31', 'DALKIA', (171295, 'EUR'), ""l'exploitation des installations du CHT"")]","['Groupe électrogène', 'Maintenance']","[143, 196]",oui,oui
21-42805,2021-04-04,2021-06-28,['12'],concession de service public assainissement collectif et eaux pluviales,joue,directive23,appeloffre,initial,Cté d'Agglomération du Grand Rodez,12000,Rodez,,['Assainissement'],[18],non,non
21-45147,2021-04-04,2021-06-02,['13'],Travaux de Marquage Routier Zone Est hors Marseille du Territoire Marseille Provence et sur le territoire du Pays d'Aubagne et de l'Etoile de la Métropole Aix-Marseille Provence,joue,directive24,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,"[('2020-12-22', 'ZIGZAG SIGNALISATION', (267818.25, 'EUR'), ""Travaux de marquage routier Zone Est hors Marseille du territoire Marseille Provence et sur le territoire du Pays d'Aubagne et de l'Etoile de la Métropole Aix-Marseille Provence"")]",['Voirie'],[365],non,non
21-44785,2021-04-04,2021-05-10,['13'],"Marché de prestations intellectuelles ayant une mission de programmation, et d'assistant à la maîtrise d'ouvrage (AMO) pour la construction d'une plateforme d'appel d'urgence",joue,directive24,appeloffre,initial,SDIS des Bouches-du-Rhône,13015,MARSEILLE,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
21-45004,2021-04-04,2021-05-03,['13'],"Prestations forestières en forêt communale, sur les friches urbaines et autres terrains municipaux dans les 1-2-3-6-7-8-10-12 arrondissements de Marseille",joue,directive24,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Espaces verts'],[116],non,oui
21-44668,2021-04-04,2021-06-02,['13'],travaux de réhabilitation des façades du bâtiment 5 sur le campus saint-charles,joue,directive24,attribution,initial,Université d'Aix-Marseille,13284,Marseille cedex 7,,"['Bardage', 'Chauffage (travaux)', 'Climatisation', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Serrurerie', 'Ventilation', 'Amiante (désamiantage)']","[30, 61, 62, 63, 105, 117, 195, 222, 264, 270, 321, 360, 479]",non,non
21-44967,2021-04-04,2021-05-03,['13'],Mission D'Assistance Globale A La Maitrise D'Ouvrage Relative A La Reconversion Du Site De L'Hopital Du Pays Salonais,joue,directive24,appeloffre,initial,HOPITAUX DE PROVENCE,13295,Marseille,,"['Etude', 'Génie civil', ""Assistance à maîtrise d'ouvrage""]","[118, 141, 433]",non,non
21-44641,2021-04-04,2021-06-06,['13'],MISSION DE CONTROLE TECHNIQUE - VERIFICATIONS PERIODIQUES REGLEMENTAIRES ET VERIFICATION PONCTUELLE SUR LE PATRIMOINE DE LA VILLE DE SALON DE PROVENCE,joue,directive24,attribution,initial,Ville de Salon de Provence,13300,Salon de provence,,['Prestations de services'],[274],non,non
21-45145,2021-04-04,2021-05-07,"['13', '83', '84']",Prestations de nettoyage d'équipements de pré-collecte pour le Pays d'Aix,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13567,Marseille,,['Prestations de services'],[274],non,oui
21-45226,2021-04-04,2021-05-03,['13'],Mission d'assistance à maîtrise d'ouvrage pour la mise en oeuvre du projet de restructuration du Centre Hospitalier Intercommunal Aix-Pertuis,joue,autre,rectificatif,rectificatif,AP-HM pour le compte du CHPA-CHIAP,13616,Aix en Provence,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
21-45037,2021-04-04,2021-05-03,['13'],"Fourniture De Barquettes A Usage Unique, D'Assiettes A Usage Unique, Film Et Ruban Thermique",joue,directive24,appeloffre,initial,GPT DE COOPERATION SANITAIRE PAYS AIX,13617,Aix En Provence,,['Barquettes alimentaires'],[32],non,non
21-44724,2021-04-04,2021-05-20,['13'],"Fourniture, pose, entretien et maintenance des aires de jeux.",joue,directive24,appeloffre,initial,COMMUNE DE VITROLLES,13743,Vitrolles Cedex,,"['Maintenance', 'Aire de jeux']","[196, 400]",non,oui
21-45060,2021-04-04,2021-06-30,['13'],"Services de transport routier de personnes pour des activités scolaires, périscolaires, extra-scolaires et communales pour la Ville des Pennes Mirabeau",joue,directive24,attribution,initial,COMMUNE LES PENNES MIRABEAU,13758,Les Pennes Mirabeau,"[('2021-04-02', 'Autocars Sabardu', (100000, 'EUR'), None)]",['Transport'],[347],non,non
21-44963,2021-04-04,2021-05-17,['13'],Accord Cadre - Marché de maîtrise d'oeuvre - Réalisation des espaces publics - Zac de la PéronneSecteur Boule Noire - Commune de Miramas,joue,directive24,appeloffre,initial,épad,13804,Istres Cedex,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-44416,2021-04-04,2021-05-05,"['14', '50']",concours restreint de maîtrise d'oeuvre niveau ESQ+ pour la réalisation d'une pépinière tertiaire à saint-lo (50000),joue,directive24,appeloffre,initial,SHEMA,14000,CAEN,,"[""Maîtrise d'oeuvre"", 'Ingénierie']","[197, 455]",non,non
21-44773,2021-04-04,2021-05-04,['61'],accord-cadre de fournitures a bons de commande location de bâtiments modulaires dans le cadre de l'opération de réhabilitation du collège molière de l'aigle,joue,directive24,appeloffre,initial,SHEMA,14018,CAEN Cedex 2,,"['Bâtiments modulaires', 'Réseaux divers', 'Terrassement', 'Transport', 'Voirie']","[27, 306, 341, 347, 365]",non,non
21-43319,2021-04-04,2021-04-30,['14'],remise à niveau de la sécurité incendie du bâtiment l campus 1,joue,directive24,appeloffre,initial,Université de Caen Normandie,14032,Caen,,"['Electricité (travaux)', 'Menuiserie']","[105, 222]",non,non
21-45107,2021-04-04,2021-05-12,"['14', '27', '50', '61', '76']","Accord cadre pour l'exploitation et la maintenance des installations thermiques : Chauffage, Ventilation, climatisation et la fourniture combustible Biomasse (P1 P2 et P5)",joue,directive24,appeloffre,initial,Région Normandie,14035,CAEN,,"['Chauffage (exploitation, entretien)', 'Climatisation', 'Ventilation']","[59, 62, 360]",non,non
21-44700,2021-04-04,2021-05-07,['14'],Formations en sécurité,joue,directive24,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Formation'],[410],non,non
21-44933,2021-04-04,2021-05-31,['16'],Télésurveillance et intervention sécurité de divers bâtiments de la ville d'Angoulême,joue,directive24,attribution,initial,Commune d'Angoulême,16023,Angoulême cedex,,['Télésurveillance'],[415],non,non
21-45152,2021-04-04,2021-05-03,['16'],Travaux de voirie et réseaux divers sur le territoire de GrandAngoulême et du SMAPE.,joue,directive24,appeloffre,initial,GrandAngoulême agglomération,16023,Angoulême cedex,,['Voirie et réseaux divers'],[366],non,non
21-44892,2021-04-04,2021-06-02,['17'],Fourniture pour travaux de bâtiments,joue,directive24,attribution,initial,Commune de Saintes,17100,Saintes,,"['Maçonnerie', 'Menuiserie', 'Peinture (fourniture)', 'Quincaillerie (articles)', 'Serrurerie']","[195, 222, 263, 291, 321]",non,non
21-44919,2021-04-04,2021-06-30,['17'],Services De Controle Technique Automobile,joue,directive24,attribution,initial,SDIS 17,17187,Périgny cedex,,['Prestations de services'],[274],non,non
21-44796,2021-04-04,2021-05-06,"['974', '976', '75']","Restauration et reconstitution de forêt XEROPHILE, SEMI-XEROPHILE et MESOPHILE - Site de la Grande Chaloupe et de la Ravine à Malheur - Communes de La Possession et de Saint-Denis (La Réunion - 974)",joue,directive24,appeloffre,initial,Conservatoire du littoral,17306,Rochefort cédex,,['Travaux forestiers'],[350],non,non
21-44901,2021-04-04,2021-05-03,['17'],Maitrise d'oeuvre relative à la reconstruction du hall de transfert des ordures ménagères au centre de transfert - lieu dit 'Les Gâchettes'.,joue,directive24,appeloffre,initial,Communauté de Communes de l'Ile de Ré,17410,Saint martin de ré,,['Prestations de services'],[274],non,non
21-45111,2021-04-04,2021-05-07,['19'],Hôtel de Ville - Travaux de mise en sécurité incendie et restauration des façades;,joue,directive24,appeloffre,initial,Mairie de BRIVE LA GAILLARDE,19312,Brive,,['Bâtiment'],[33],non,non
21-45281,2021-04-04,2021-04-30,"['20B', '20A']",Services d assistance en escale par cars de piste pour le transport des passagers entre les aires de stationnement d?aéronefs et laérogare de Bastia-Poretta,joue,directive25,attribution,initial,CCI de Corse,20200,Bastia,,['Véhicules (location)'],[474],non,non
21-45053,2021-04-04,2021-07-06,['20B'],FOURNITURE DE CARBURANTS EN STATIONS-SERVICE PAR CARTES ACCRÉDITIVES POUR LE PARC ROULANT ET NAUTIQUE DU SERVICE D'INCENDIE ET DE SECOURS DE LA HAUTE-CORSE,joue,directive24,appeloffre,initial,SDIS 2B,20600,Furiani,,"['Carburant, hydrocarbure']",[52],non,non
21-45084,2021-04-04,2021-05-08,"['20A', '20B']",Contrôle sanitaire des eaux,joue,directive24,appeloffre,initial,ARS de Corse,20700,Ajaccio cedex 9,,"['Abris', 'Prestations de services']","[1, 274]",non,oui
21-45042,2021-04-04,2021-06-02,['22'],fourniture et livraison d'émulsions de bitume pour l'entretien des chaussées,joue,directive24,attribution,initial,Département des Côtes d'Armor,22023,Saint brieuc,"[('2021-04-01', ""Société Liants de l'Ouest"", (3385200, 'EUR'), ""Fourniture et livraison d'émulsions de bitume pour l'entretien des chaussées"")]",['Matériaux routiers'],[199],non,non
21-45140,2021-04-04,2021-06-30,['23'],Acquisition de mobilier pour le département de la Creuse - Lot no4 (Mobilier d'accueil et de détente) 2ème procédure,joue,directive24,attribution,initial,Conseil départemental de la Creuse,23011,Gueret,"[('2021-03-30', 'Sas Dpc', (3100.54, 'EUR'), None)]",['Mobilier'],[230],non,non
21-45272,2021-04-04,2021-04-21,"['25', '21']","21 chateauneuf - désignation d'un opérateur archéologique pour études, valorisations et investigations archéologiques sur le site du château (rectificatif)",joue,autre,rectificatif,rectificatif,région Bourgogne-Franche-Comté,25031,Besançon,,['Fouille archéologique'],[450],non,non
21-45057,2021-04-04,2021-06-30,['25'],Collecte et recyclage des plâtres en provenance des déchèteries de Pays de Montbéliard Agglomération,joue,directive24,attribution,initial,Pays de Montbéliard Agglomération,25208,Montbeliard,"[('2021-03-26', 'Onyx Est', (485760, 'EUR'), None)]",['Collecte sélective'],[82],non,non
21-44772,2021-04-04,2021-06-30,['26'],"Fourniture et livraison de pneumatiques neufs et rechapés, accessoires et prestations associées pour Vl, Vu, Pl, engins Tp et agricoles",joue,directive24,attribution,initial,Conseil Général de la Drôme,26000,Valence,"[('2021-03-29', 'Ayme Et Fils Sas', (284613.16, 'EUR'), 'pneumatiques pour Vl et Vu'), ('2021-03-29', 'Ayme Et Fils Sas', (647566.2, 'EUR'), 'pneumatiques pour Pl et engins')]",['Pneumatiques'],[271],non,non
21-45168,2021-04-04,2021-05-04,['27'],Exécution de services de transport à la demande sur le territoire de l'agglomération Evreux Portes de Normandie,joue,directive24,appeloffre,initial,SAEM Transurbain,27000,27000 - EVREUX,,"['Prestations de services', 'Transport']","[274, 347]",non,non
21-44434,2021-04-04,2021-05-02,['27'],reconstruction du centre d'hebergement et d'accompagnement gerontologique de pacy-sur-eure,joue,directive24,attribution,initial,GHT ESPO - CH Eure-Seine Etab. support,27015,Evreux Cedex,,"['Cuisine (équipement)', 'Démolition', 'Espaces verts', 'Réseaux divers', ""Tous corps d'état"", 'Voirie', 'Amiante (désamiantage)']","[77, 87, 116, 306, 345, 365, 479]",non,non
21-45253,2021-04-04,2021-06-02,['27'],Marché 2020/054 entretien et élagage des Espaces Verts de la Ville de VERNON,joue,directive24,attribution,initial,Ville de Vernon,27200,Vernon,"[('2021-03-22', 'SAMU SA', (500000, 'EUR'), 'Elagage taille en rideau Tilleuls et autres sujets arborés'), ('2021-03-22', ""SAS TERIDEAL L'EDEN VERT"", (160000, 'EUR'), 'Elagage divers'), ('2021-03-22', 'PAYSAGES ADELINE', (1650000, 'EUR'), 'Entretien des espaces verts')]",['Espaces verts'],[116],non,non
21-45197,2021-04-04,2021-05-11,"['29', '56']",Fourniture et livraison de cinq véhicules utilitaires légers - Fourgonnettes tôlées 2 à 3 places en motorisation GNV pour les services techniques de la Ville de Quimper,joue,directive24,appeloffre,initial,Ville de Quimper,29107,Quimper cedex,,['Véhicules'],[359],non,oui
21-44587,2021-04-04,2021-06-09,['29'],"Fourniture énergie, entretien et exploitation installations chauffage et ECS et traitement eau avec intéressement sur consommations énergétiques",joue,directive24,appeloffre,initial,CH DE CORNOUAILLE,29107,Quimper cedex,,"['Chauffage (exploitation, entretien)']",[59],non,oui
21-44695,2021-04-04,2021-04-16,"['29', '22', '56', '35']",RESTRUCTURATION DU BATIMENT HOSPITALIER PRINCIPAL CH DOUARNENEZ,joue,autre,rectificatif,rectificatif,CH DE CORNOUAILLE,29177,Douarnenez cedex,,['Bâtiment'],[33],non,non
21-45224,2021-04-04,2021-05-20,"['29', '22', '56']",prestation de nettoyage et fournitures associées pour le site des ateliers des capucins (rectificatif),joue,autre,rectificatif,rectificatif,LES ATELIERS DES CAPUCINS,29200,Brest,,['Nettoyage de locaux'],[239],oui,oui
