,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-162806,2019-10-27,2019-11-29,"['1', '69', '75', '73', '74', '38', '26', '7', '42']",Acquisition et la mise en place d'une solution de gestion de Commission d'Attribution de Logement Dématérialisée et décentralisée,joue,directive24,appeloffre,initial,ACG-SYNERGIES,01000,Bourg-en-Bresse,,['Informatique (prestations de services)'],[163],non,non
1,19-120171,2019-10-27,2019-11-27,['1'],marchés relatifs à la construction du pôle de l'entrepreneuriat: lot no00: fourniture en location de bâtiments modulaires - lot no01 démolition des bâtiments existants (ii),joue,directive24,appeloffre,initial,Cté d'Agglomération du Pays de Gex,01170,Gex,,"['Bâtiments modulaires', 'Démolition', 'Location (matériels)']","[27, 87, 185]",non,non
2,19-163122,2019-10-27,2019-12-31,['2'],"Concours de maîtrise d'oeuvre sur "" esquisse + "" portant sur la création d'une halle couverte et restructuration des espaces urbains de la place victor hugo et de ses abords à Laon.",joue,directive24,attribution,initial,Ville de Laon,02000,Laon,,"['Bâtiment', ""Maîtrise d'oeuvre"", ""Ouvrage d'infrastructure""]","[33, 197, 253]",non,non
3,19-162977,2019-10-27,2019-11-28,['6'],19N0290 - Exploitation des installations de signalisation lumineuse tricolore (SLT) de la Métropole Nice Côte d'Azur,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06000,Nice,,"['Eclairage public', 'Prestations de services', 'Signalisation']","[102, 274, 322]",non,non
4,19-163086,2019-10-27,2020-01-22,['6'],Acquisition de matériel d'analyse dimensionnelle en trois dimensions et de rétro-ingénierie pour la zone Manufacturing de la plateforme technologique de l'Imredd,joue,directive24,attribution,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06100,Nice,"[('2019-09-30', 'Faro France', (64768.17, 'EUR'), None)]","['Equipements spécialisés', 'Matériel de précision']","[115, 215]",non,non
5,19-162450,2019-10-27,2019-11-25,['6'],Traitement des ordures ménagères résiduelles,joue,directive24,attribution,initial,SMED,06150,CANNES LA BOCCA,"[('2019-09-25', ""Société Monégasque d'Assainissement"", (37544.1, 'EUR'), 'Traitement des ordures ménagères résiduelles (OMR)')]",['Ordures ménagères (prestations)'],[249],non,non
6,19-154846,2019-10-27,2019-11-25,['6'],"""acquisition de materiels a moteur pour l'entretien des espaces verts - 2 lots - marché à émission de bons de commande""",joue,directive24,appeloffre,initial,Ville de Mougins,06250,Mougins,,['Espaces verts'],[116],non,non
7,19-163319,2019-10-27,2019-11-28,['6'],Fruits et légumes frais,joue,directive24,appeloffre,initial,CROUS NICE-TOULON,06300,Nice,,['Denrées alimentaires'],[88],non,oui
8,19-162262,2019-10-27,2019-11-25,['7'],nettoyage des bâtiments communautaires,joue,directive24,appeloffre,initial,Annonay Rhône Agglo,07430,Davézieux,,['Nettoyage de locaux'],[239],non,non
9,19-162960,2019-10-27,2019-12-04,['8'],FOURNITURE & LIVRAISON DE PIECES DETACHEES POUR LE GARAGE MUNICIPAL DE 2020 A 2023-.,joue,directive24,appeloffre,initial,COMMUNE DE CHARLEVILLE MEZIERES,08000,CHARLEVILLE-MéZIèRES,,['Métallurgie'],[224],non,non
10,19-163025,2019-10-27,2019-11-25,['8'],marché d'assurance 'risques statutaires du personnel communautaire 2020 - 2023,joue,directive24,appeloffre,initial,COM COMMUNES ARDENNE RIVES de MEUSE,08600,Givet,,['Assurance'],[20],non,non
