,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-61148,2021-05-06,2021-05-19,"['1', '69', '75']",Fourniture de téléphones et forfaits associés,mapa,cmp2006,appeloffre,initial,ACG-SYNERGIES,01000,Bourg-en-Bresse,,['Matériel de téléphonie'],[339],non,non
1,21-59801,2021-05-06,2021-07-04,['1'],Prestations d'études géotechniques préalables à une opération pour des bâtiments du Département de l'Ain,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Contrôle technique', 'Ingénierie']","[72, 455]",non,non
2,21-60256,2021-05-06,2021-06-08,"['1', '38', '42', '69', '73']",Fourniture de titres-restaurant dématérialisés,joue,directive24,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,"['Carte magnétique, carte à puce']",[403],non,non
3,21-60269,2021-05-06,2021-06-04,['2'],Contrat de maîtrise d'oeuvre pour la réalisation de construction en pierre (31 logements individuels et 43 logements intermédiaires) sur la ZAC Sous-Clémencins à CROUY.,joue,directive24,attribution,initial,SEDA,02007,Laon cedex,,"[""Maîtrise d'oeuvre"", 'Prestations de services']","[197, 274]",non,non
4,21-61545,2021-05-06,2021-06-10,['2'],Prestations de services de nettoyage pour le centre hospitalier de Soissons,fns,cmp2006,appeloffre,initial,Centre Hospitalier de Soissons,02209,Soissons,,"[""Produits d'entretien""]",[278],non,non
5,21-61588,2021-05-06,2021-06-04,['2'],Maîtrise d'oeuvre pour la construction d'une salle de conférences et d'espaces de bureaux à CHAUNY,fns,cmp2006,appeloffre,initial,CA Chauny-Tergnier-La Fère,02300,CHAUNY,,"[""Maîtrise d'oeuvre""]",[197],non,non
6,21-59807,2021-05-06,2021-05-21,['2'],ACCORD CADRE RELATIF A L'ACQUISITION DE VEHICULES 9 PLACES TAD POUR LA RTA,joue,directive25,appeloffre,initial,R.T.A,02430,GAUCHY,,"['Transport', 'Véhicules (acquisition)']","[347, 475]",non,oui
7,21-59861,2021-05-06,2021-05-31,['2'],Schéma directeur de gestion des eaux pluviales (SDGEP) et zonage des eaux pluviales (ZEP) de GrandSoissons Agglomération : Relance du Lot no 1 : Élaboration du SDGEP et du ZEP,joue,directive24,attribution,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,"['Assainissement', 'Etude']","[18, 118]",non,non
8,21-60029,2021-05-06,2021-05-31,['2'],Schéma directeur de gestion des eaux pluviales (SDGEP) et zonage des eaux pluviales (ZEP) de GrandSoissons Agglomération,joue,directive24,attribution,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,"['Assainissement', 'Topographie']","[18, 344]",non,non
9,21-61611,2021-05-06,2021-05-26,['3'],BÂTIMENTS SCOLAIRES: TRAVAUX DE REVÊTEMENTS DES SOLS,fns,cmp2006,appeloffre,initial,Ville de Montluçon,03106,Montlucon,,['Revêtements de sols'],[308],non,non
