a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-174944,2019-11-21,2019-12-04,['1'],avis d'appel à manifestation en vue de l'installation et de l'exploitation de distributeurs automatiques de boissons au sein des médiathèques camus et césaire,mapa,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse cedex,,['Boisson'],[39],non,non
19-175080,2019-11-21,2020-02-18,['1'],Fourniture de sel de déneigement et de produit déverglaçant,fns,cmp2006,attribution,initial,COMMUNE D OYONNAX,01100,OYONNAX,"[('2019-11-18', 'QUADRIMEX SELS', (145000, 'EUR'), None), ('2019-11-18', 'QUADRIMEX SELS', (2000, 'EUR'), None)]",['Sel de déneigement'],[320],non,non
19-175528,2019-11-21,2019-12-13,"['1', '69']","Prestations de services concernant des missions d'expertise comptable, de tenue de la comptabilité et de gestion financière, de l'établissement de la paie, et de conseils associés",mapa,cmp2006,appeloffre,initial,Cap 3B Aménagement,01340,Montrevel en Bresse,,['Expertise comptable'],[446],non,non
19-174967,2019-11-21,2019-12-20,['2'],Prestations de service consistant en l'organisation des fêtes médiévales de la ville de LAON les 6 et 7 juin 2020.,mapa,cmp2006,appeloffre,initial,Ville de Laon,02000,Laon,,"['Prestations de services', 'Evénementiel', 'Spectacle']","[274, 445, 472]",non,non
19-173223,2019-11-21,2020-01-15,['2'],conception et réalisation d'une oeuvre d'art commémorative de la bataille de france dans l'aisne et de charles de gaulle en 1940,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Oeuvre d'art""]",[247],non,non
19-175336,2019-11-21,2019-12-20,['2'],Achat de fournitures pédagogiques pour les écoles et les activités péri et extrascolaires.,mapa,cmp2006,appeloffre,initial,Ville de Laon,02000,Laon,,['Articles de bureau et articles scolaires'],[16],non,non
19-173378,2019-11-21,2019-12-02,['2'],Marché de maîtrise d'oeuvre pour la rénovation du musée Jean de La Fontaine-. (rectificatif),joue,autre,rectificatif,rectificatif,COMMUNE DE CHATEAU THIERRY,02400,CHATEAU-THIERRY,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-175077,2019-11-21,2020-02-18,['3'],Numéro de la consultation : MARCHE 19FT03 - Fourniture de pneumatiques et prestations afférentes,fns,cmp2006,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,03401,YZEURE,"[('2019-11-18', 'EUROMASTER SNC', (7000, 'EUR'), None), ('2019-11-19', 'CONTITRADE FRANCE', (4200, 'EUR'), None), ('2019-11-18', 'AYME ET FILS SAS', (4800, 'EUR'), None), ('2019-11-19', 'CONTITRADE FRANCE', (14800, 'EUR'), None), ('2019-11-19', 'CONTITRADE FRANCE', (8900, 'EUR'), None), ('2019-11-18', 'AYME ET FILS SAS', (10300, 'EUR'), None)]",['Pneumatiques'],[271],non,non
19-173791,2019-11-21,2019-12-20,['4'],Fourniture De Carburants Pour Les Véhicules Et Engins Communautaires,joue,directive24,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,"['Carburant, hydrocarbure']",[52],non,non
19-175143,2019-11-21,2019-12-09,['5'],Acquisition de véhicules utilitaires pour les services techniques de la Ville de Gap,fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Véhicules (acquisition)'],[475],non,non
19-175444,2019-11-21,2019-12-13,"['5', '4', '38']",Travaux de rénovation de la salle polyvalente de lancienne école du Prorel pour la Ville de Briançon,mapa,cmp2006,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,"['Peinture (travaux)', 'Revêtements de sols', 'Sonorisation']","[264, 308, 324]",non,non
19-173780,2019-11-21,2020-01-10,['6'],TRAVAUX D'ENTRETIEN DES BATIMENTS COMMUNAUXLOT N°6 : MENUISERIE ALUMINIUM - PVC - VITRERIE,joue,directive24,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,"['Menuiserie', 'Vitrerie']","[222, 363]",non,oui
19-175477,2019-11-21,2019-12-21,['6'],EXHUMATION DANS LES CIMETIERES DE LA COMMUNE DE GRASSE,fns,cmp2006,appeloffre,initial,COMMUNE DE GRASSE,06130,Grasse,,['Cimetière'],[437],non,oui
19-175171,2019-11-21,2019-12-21,['6'],CREATION D'UNE STATION D'EPURATION ET DES RESEAUX ASSOCIES sur la commune de Daluis,fns,cmp2006,appeloffre,initial,Communauté de Communes Alpes d'Azur,06260,Puget-Théniers,,"['Assainissement', 'Réseaux divers', ""Station d'épuration (travaux)"", 'Station de refoulement']","[18, 306, 328, 334]",non,non
19-174105,2019-11-21,2019-11-27,['6'],"Fourniture d'équipements de réseaux informatiques, de pièces détachées, de logiciels spécifiques et de prestations associées",joue,directive24,attribution,initial,SDIS (06),06270,Villeneuve Loubet,"[('2019-10-25', 'AXIANS SYSTELCOM', (526632, 'EUR'), ""L'accord-cadre concerne la fourniture d'équipements de réseaux informatiques, de pièces détachées, de logiciels spécifiques et de prestations associées."")]","['Informatique (matériel)', 'Informatique (prestations de services)', 'Informatique (assistance)', 'Informatique (maintenance serveurs et réseaux)']","[162, 163, 453, 454]",non,non
19-174156,2019-11-21,2019-12-19,['6'],Prestations de maintenance des embarcations du S.D.I.S. 06 (6 lots),joue,directive24,attribution,initial,SDIS (06),06273,Villeneuve Loubet Cedex,"[('2019-11-07', 'ARIE DE BOOM SERVICES', (278252, 'EUR'), 'Prestation de maintenance des moteurs de marque Volvo, fourniture de pièces détachées et accessoires'), ('2019-11-07', 'ARIE DE BOOM SERVICES', (387358, 'EUR'), 'Prestation de maintenance des moteurs de marque Caterpillar, fourniture de pièces détachées et accessoires'), ('2019-11-12', 'ENGINE MARINE', (175091, 'EUR'), 'Prestation de maintenance des moteurs de marque Iveco, fournitures de pièces détachées et accessoires'), ('2019-11-07', 'AZUR SERVICE MARINE', (89238, 'EUR'), 'Prestation de maintenance des moteurs de marque Yamaha, fournitures de pièces détachées et accessoires'), ('2019-11-07', 'ARIE DE BOOM SERVICES', (32882, 'EUR'), 'Prestation de maintenance de la chaîne de propulsion des embarcations (hors motorisation)'), ('2019-11-07', 'ARIE DE BOOM SERVICES', (23329, 'EUR'), 'Prestation de maintenance, hors motorisation, des embarcations de sauvetage du SDIS 06.')]",['Maintenance'],[196],non,non
19-175152,2019-11-21,2019-12-18,['6'],Marché de rénovation des cuisinettes de la résidence universitaire Le FARON,fns,cmp2006,appeloffre,initial,CROUS NICE-TOULON,06300,Nice,,['Cuisine (équipement)'],[77],non,non
