,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-76347,2020-06-17,2020-07-21,['1'],CHB_AOO_20-02,joue,directive24,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,['Fluides médicaux'],[128],non,non
1,20-71378,2020-06-17,2020-07-09,['1'],contrôle réglementaire et remplacement par un organisme agréé des extincteurs des bâtiments communaux,mapa,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse cedex,,['Extincteur'],[119],non,non
2,20-76621,2020-06-17,2020-07-16,['2'],Marché de conception et de réalisation des travaux de modernisation des centres de tri de Valor'Aisne-.,joue,directive24,appeloffre,initial,Valor'Aisne,02000,LAON,,"[""Ouvrage d'infrastructure""]",[253],non,non
3,20-77595,2020-06-17,2020-07-02,['2'],Travaux d'entretien de la verrière du pavillon central : phases Ouest (TF) et Est (TC)-.,fns,cmp2006,appeloffre,initial,SYNDICAT MIXTE DU FAMILISTERE GODIN,02120,GUISE,,"['Charpente', 'Etanchéité', ""Tous corps d'état""]","[57, 117, 345]",non,non
4,20-77806,2020-06-17,2020-07-17,['2'],Marché de travaux pour le remplacement du sol sportif du gymnase de la Croisette,fns,cmp2006,attribution,initial,Ville de Villers-Cotterêts,02603,VILLERS-COTTERETS,"[('2020-06-09', 'ART DAN IDF', (91208.3, 'EUR'), None)]",['Revêtements de sols'],[308],non,non
5,20-76707,2020-06-17,2020-07-23,['3'],Prestation de services en assurances : Responsabilité Civile et Tous risques Exposition,joue,directive24,appeloffre,initial,DEPARTEMENT DE L ALLIER,03016,Moulins,,['Assurance'],[20],non,non
6,20-77698,2020-06-17,2020-07-31,['3'],ACQUISITION BALAYEUSE POUR LES BESOINS DU CENTRE TECHNIQUE MUNICIPAL,fns,cmp2006,appeloffre,initial,COMMUNE DE COMMENTRY,03600,COMMENTRY,,['Véhicules (acquisition)'],[475],non,non
7,20-77771,2020-06-17,2020-07-16,['4'],Numéro de la consultation : 20SGB002 FOURNITURE DE PLAQUETTES FORESTIERES - ANNEES 2020-2024,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,"['Bois', 'Combustible']","[38, 438]",non,oui
8,20-77107,2020-06-17,2020-07-31,['6'],distribution publique d'électricité,dsp,dsp,attribution,initial,SYNDICAT DEP DE L ELECT ET DU GAZ,06000,NICE,"[('2018-12-21', 'ENEDIS', (1, 'EUR'), ""Distribution publique d'électricité"")]",['Délégation de service public'],[406],non,non
9,20-77482,2020-06-17,2020-07-02,['6'],Location et maintenance d'un véhicule frigorifique neuf,fns,cmp2006,appeloffre,initial,Centre Communal d'Action Sociale,06130,Grasse,,['Véhicules (location)'],[474],non,oui
