,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-133540,2020-11-01,2021-01-27,['2'],Maîtrise d'oeuvre pour le réaménagement du parvis de la Basilique de Saint-Quentin,joue,directive24,attribution,initial,COMMUNE DE SAINT QUENTIN,02107,Saint-Quentin,"[('2020-10-30', 'Wilmotte & Associés', (725466, 'EUR'), None)]","['Etude', ""Maîtrise d'oeuvre""]","[118, 197]",non,non
1,20-133811,2020-11-01,2020-11-16,['3'],Marché d'assurance flotte automobile et risques annexes,joue,directive24,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,03401,Yzeure,,['Assurance'],[20],non,non
2,20-133437,2020-11-01,2021-03-15,"['5', '38', '6', '4', '74', '13', '83']","Remplacement du télésiège de Prébois, aménagements de piste et neige de culture associés. Réaménagement du front de neige des Orres 1800. Installation de deux remontées mécaniques de type tapis.",joue,directive24,appeloffre,initial,Ste d'Economie Mixte Locale Des Orres,05200,les Orres,,"['Charpente', 'Cloison, faux plafond', 'Couverture', 'Démolition', 'Electricité (travaux)', 'Enneigement artificiel', 'Gros oeuvre', 'Menuiserie', ""Ouvrage d'art"", 'Plomberie (travaux)', 'Passerelle', 'Télécabines, télésièges, téléskis', 'Terrassement', 'Végétaux']","[57, 63, 74, 87, 105, 109, 144, 222, 252, 270, 286, 337, 341, 358]",non,non
3,20-133128,2020-11-01,2020-11-25,"['6', '83']","Mise en place de formations de securite a destination des collaborateurs de la cci nca, des ports de vauban et gallice",joue,directive24,appeloffre,initial,CCI de Nice Côte d'Azur,06050,Nice,,['Formation'],[410],non,non
4,20-133720,2020-11-01,2020-11-29,['6'],ASSISTANCE TECHNIQUE ET APPROVISIONNEMENTS POUR LA RESTAURATION SCOLAIRE,joue,directive24,appeloffre,initial,Ville de Tourrettes sur Loup,06140,Tourrettes sur Loup,,"['Restauration collective', 'Denrées alimentaires', 'Repas, traiteur']","[66, 88, 304]",non,non
5,20-133007,2020-11-01,2020-12-14,['6'],location de véhicules particuliers,joue,directive24,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia anipolis cedex,,['Véhicules (location)'],[474],non,oui
6,20-131977,2020-11-01,2020-12-31,['7'],performance des systèmes d'eau potable programme d'optimisation AEP 2020 - 2022 - 2 LOTS,joue,directive25,appeloffre,initial,Synd. des Eaux du Bassin de l'Ardèche,07110,LARGENTIÈRE,,['Alimentation en eau potable'],[6],non,non
7,20-133519,2020-11-01,2020-12-14,['11'],"Maîtrise d'oeuvre partielles d'infrastructures, se rapportant à des études hydrauliques et des projets d'aménagements pour la prévention des inondations des bassins versants Orbiel Trap",joue,directive24,attribution,initial,SYNDICAT MIXTE AUDE CENTRE,11600,CONQUES SUR ORBIEL,,"['Etude', ""Maîtrise d'oeuvre"", 'Ouvrage hydraulique']","[118, 197, 255]",non,non
8,20-133571,2020-11-01,2020-12-14,['11'],Phase 1 : Modèle hydraulique finPhase 2 : Prestations de maîtrise d'oeuvre d'infrastructures Phase 3 : Complément modèle hydraulique de l'Aude pour aide à la prévision des crues,joue,directive24,attribution,initial,SYNDICAT MIXTE AUDE CENTRE,11600,CONQUES SUR ORBIEL,,"['Etude', ""Maîtrise d'oeuvre"", 'Ouvrage hydraulique']","[118, 197, 255]",non,non
9,20-133771,2020-11-01,2020-12-15,['13'],"Opération : services généraux- prestations comptables, sociales et fiscales",joue,autre,rectificatif,rectificatif,SOLEAM,13232,Marseille cedex 01,,['Expertise comptable'],[446],non,non
10,20-133495,2020-11-01,2020-12-15,['13'],"Éléments actifs et passifs pour les réseaux de transmission des Districts des Alpes du Sud, Rhône Cévennes et Urbain",joue,directive24,appeloffre,initial,DIRMED,13331,Marseille cedex 03,,"['Informatique (matériel)', 'Télécommunications']","[162, 338]",non,oui
11,20-133777,2020-11-01,2020-12-07,"['13', '30', '34', '26', '83', '84']",ACQUISITION DE POSTES INFORMATIQUES NOMADES,joue,directive24,appeloffre,initial,Ville de Salon de Provence,13663,Salon de provence cedex,,['Informatique (matériel)'],[162],non,non
12,20-133434,2020-11-01,2020-12-29,"['13', '34', '83', '84']",Maintenance préventive et corrective des outils et engins nécessaire à l'entretien des espaces verts et des travaux publics de la Ville de Fos-sur-Mer.,joue,directive24,attribution,initial,Ville de Fos-sur-Mer,13771,Fos sur mer cedex,"[('2020-10-29', 'Nova motoculture méridionale', (34950, 'EUR'), ""Maintenance préventive et corrective des outils et engins nécessaires à l'entretien des espaces verts et des travaux publics- lot 6 maintenance préventive et corrective pour engins forestiers légers"")]",['Maintenance'],[196],non,non
13,20-133721,2020-11-01,2020-11-29,['14'],2020SOA114 - Construction d'un ouvrage d'art courant (type PSIDA) en dalle armée sur RD524 avec rétablissement de la VC3 à Vire normandie commune déléguée Truttemer-Le-Grand,joue,directive24,appeloffre,initial,DEPARTEMENT DU CALVADOS,14000,Caen,,"[""Ouvrage d'art""]",[252],non,non
14,20-133461,2020-11-01,2020-12-01,['14'],Fourniture de carburants et prestations annexes du titulaire au moyen dune carte accréditive (groupement de commande),joue,directive24,appeloffre,initial,Ville de Caen,14027,CAEN,,"['Carburant, hydrocarbure']",[52],non,non
15,20-133730,2020-11-01,2020-12-15,['14'],Gestion des abonnements des périodiques français et étrangers (imprimés et électroniques) pour les services de la communauté urbaine Caen la mer,joue,directive24,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Abonnement'],[2],non,non
16,20-133457,2020-11-01,2020-12-09,['14'],marché de maîtrise d'oeuvre relatif à la réalisation de la desserte portuaire phase 2 à hérouville saint clair,joue,directive24,appeloffre,initial,Communauté Urbaine Caen la mer,14050,Caen,,"[""Maîtrise d'oeuvre""]",[197],non,non
17,20-133668,2020-11-01,2020-11-30,['50'],Contrat d'affermage: Identification et certification de parenté d'animaux sur le département de la Manche,joue,directive24,attribution,initial,Chambre rég. agriculture de Normandie,14053,CAEN Cedex 4,"[('2020-09-14', 'AIAM', (10040000, 'EUR'), None)]",['Animaux'],[9],non,non
18,20-133523,2020-11-01,2020-11-30,['16'],Vérifications et tests mécaniques des mats d' éclairage public,joue,directive24,appeloffre,initial,Commune d'Angoulême,16022,Angoulême Cedex,,['Eclairage public'],[102],non,non
19,20-133421,2020-11-01,2020-12-10,['21'],Prestations d'exploitation de chauffage et équipements connexes sans fourniture d'énergie et avec garantie totale sur les bâtiments du Conseil Départemental de la Côte d'Or,joue,directive24,appeloffre,initial,Conseil Départemental de Côte-d'Or,21035,Dijon cedex,,"['Chauffage (exploitation, entretien)']",[59],non,non
20,20-133438,2020-11-01,2020-12-10,['21'],Prestations d'entretien des plantations en bordure des voiries départementales de la Côte d'Or : Secteur EST,joue,directive24,appeloffre,initial,Conseil Départemental de Côte-d'Or,21035,Dijon cedex,,['Prestations de services'],[274],non,non
21,20-133815,2020-11-01,2020-11-25,['25'],Fourniture et livraison de repas en liaison froide pour la Ville (restauration scolaire et extra scolaire) et le Ccas,joue,autre,rectificatif,rectificatif,COMMUNE DE MONTBELIARD,25205,Montbeliard Cedex,,['Restauration collective'],[66],non,non
22,20-133496,2020-11-01,2021-01-01,"['27', '78']","contrat d'entretien, de nettoyage des parties communes, sortie des ordures menageres et enlevement des encombrants:",joue,directive24,appeloffre,initial,Le Logement Familial de l'Eure,27000,evreux,,"['Nettoyage de locaux', 'Ordures ménagères (prestations)']","[239, 249]",non,non
23,20-133897,2020-11-01,2021-01-01,['27'],2020/01 assistance à maitrise d'ouvrage pour les études et le suivi de travaux d'entretien et de modernisation de diverses voiries,fns,cmp2006,attribution,initial,SYNDICAT DE VOIRIE VEXIN SEINE,27700,Les Andelys,[],['Etude'],[118],non,non
24,20-133826,2020-11-01,2020-11-16,['28'],Acquisition de bennes pour les déchetteries et la plateforme déchets verts de Chartres métropole (relance),joue,directive24,appeloffre,initial,CHARTRES METROPOLE TRAITEMENT VALORISA,28000,Chartres,,['Benne'],[34],non,non
25,20-133476,2020-11-01,2020-11-09,['28'],Accord Cadre - Prestations D'Etudes Pour Les Programmes D'Investissement Du Departement D'Eure-Et-Loir (6 lots),joue,autre,rectificatif,rectificatif,Conseil général d'Eure et Loir,28028,Chartres,,['Ingénierie'],[455],non,non
26,20-133783,2020-11-01,2020-12-10,['29'],fourniture et transport de sacs de collecte selective des menages,joue,directive24,appeloffre,initial,CA QUIMPERLE COMMUNAUTE,29394,Quimperle,,"['Sacs', 'Transport']","[318, 347]",non,non
27,20-133595,2020-11-01,2020-11-29,['30'],"ACQUISITION, MISE EN OEUVRE ET MAINTENANCE D'UN LOGICIEL DE GESTION DES ACTIVITES ET DE PLANIFICATION.",joue,directive24,attribution,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,30932,Nîmes cedex 09,"[('2020-10-29', 'PRETEXX', (154830, 'EUR'), ""ACQUISITION, MISE EN OEUVRE ET MAINTENANCE D'UN LOGICIEL DE GESTION DES ACTIVITES ET DE PLANIFICATION."")]","['Informatique (matériel)', 'Informatique (assistance)']","[162, 453]",non,non
28,20-133591,2020-11-01,2020-11-13,['31'],Mise en oeuvre et exploitation d'un service d'Open-Payment sur le réseau Tisséo,joue,autre,rectificatif,rectificatif,SYND MIXTE TRPT COMMUN AGGL TOULOUSAIN,31011,Toulouse,,['Informatique (prestations de services)'],[163],non,non
29,20-133737,2020-11-01,2020-11-30,['31'],GESTION ET TRI DU COURRIER,joue,directive24,appeloffre,initial,CHU DE TOULOUSE,31059,Toulouse cedex 9,,['Prestations de services'],[274],non,non
30,20-133746,2020-11-01,2020-12-08,['31'],Verifications reglementaires des sites de la Chambre de Metiers et de l'Artisanat Regionale d'Occitanie,joue,directive24,appeloffre,initial,CRMA Occitanie Pyrénées - Méditerranée,31240,Saint Jean,,['Contrôle technique'],[72],non,non
31,20-133762,2020-11-01,2021-01-27,['31'],20v0165aoo - Organisation De L'Animation Des Festivites De Fin D'Annee De 2020 Dg-Sm,joue,directive24,attribution,initial,COMMUNE DE TOULOUSE,31505,Toulouse,"[('2020-10-27', 'Rosebasilic', (267355.99, 'EUR'), None)]",['Evénementiel'],[445],non,non
32,20-133748,2020-11-01,2020-12-01,['31'],20v0128aoo - Ac-Hz - Fourniture De Denrees Alimentaires Destinees Aux Centres D'Accueils Exterieurs De La Ville De Toulouse - Annees 2021 A 2024,joue,directive24,appeloffre,initial,COMMUNE DE TOULOUSE,31505,Toulouse,,['Denrées alimentaires'],[88],non,non
33,20-133791,2020-11-01,2020-12-08,['31'],Fourniture electricite,joue,directive24,appeloffre,initial,Mairie d'EAUNES,31600,EAUNES,,"['Electricité, gaz (fourniture)']",[443],non,non
34,20-133822,2020-11-01,2020-12-08,['31'],Fourniture electricite,joue,directive24,appeloffre,initial,Mairie d'EAUNES,31600,Eaunes,,"['Electricité, gaz (fourniture)']",[443],non,non
