,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-155814,2020-12-21,2021-01-15,['1'],Réfection de la toiture du site routier de ST Rambert en Bugey suite à un sinistre (rectificatif),fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Acier', 'Bois']","[3, 38]",non,non
1,20-156335,2020-12-21,2021-01-31,['1'],Mise en séparatif et réhabilitation d'un réseau d'eaux pluviales,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,"['Canalisations', ""Travaux dans l'eau""]","[48, 349]",oui,non
2,20-155757,2020-12-21,2021-01-20,['1'],Mise à disposition d'une déchetterie mobile sur le territoire de Haut-Bugey Agglomération,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Déchetterie (exploitation)'],[405],non,oui
3,20-156152,2020-12-21,2021-01-25,['2'],AMO POUR LE REAMENAGEMENT DU PORT DE PLAISANCE DE SAINT-QUENTIN ET SES ABORDS,mapa,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
4,20-155763,2020-12-21,2021-01-29,['3'],Aménagement des berges de l'Allier - Berges 2 - Lot no1 Aménagements aire de jeux,fns,cmp2006,appeloffre,initial,Communauté d'agglomération de Moulins,03000,MOULINS,,['Aire de jeux'],[400],non,non
5,20-156156,2020-12-21,2021-02-26,['4'],Contrat de concession de service pour l'exploitation du complexe aquatique 'les eaux chaudes',dsp,dsp,appeloffre,initial,COMMUNE DE DIGNE LES BAINS,04000,Digne les Bains,,['Equipement sportif'],[113],non,non
6,20-156067,2020-12-21,2021-01-08,['4'],Appel à candidatures pour la fourniture de supports VTT pour la télécabine de Costebelle - station de Pra-Loup,mapa,cmp2006,appeloffre,initial,SYNDICAT MIXTE AMENAGEMENT PRA LOUP,04995,Digne les bains cedex9,,"['Equipement sportif', 'Métallerie']","[113, 223]",non,non
7,20-156213,2020-12-21,2021-01-21,['8'],"Travaux de dérasement d'accotements, de curage et de création de fossés sur le réseau routier du Département des Ardennes-.",fns,cmp2006,appeloffre,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,"[""Tous corps d'état"", 'Voirie']","[345, 365]",non,non
8,20-156104,2020-12-21,2021-01-29,['8'],TRAVAUX DE DESAMIANTAGE ET DECONSTRUCTION D'UN IMMEUBLE IMPASSE ROVIGO SEDANSELECTIVE-.,fns,cmp2006,appeloffre,initial,Mairie de Sedan,08200,SEDAN,,"[""Tous corps d'état""]",[345],non,non
9,20-156365,2020-12-21,2021-01-18,['10'],TRAVAUX DE RÉHABILITATION D'UN BÂTIMENT DE L'ANCIENNE CLINIQUE DES URSULINES EN MAISON DE SANTE PLURIPROFESSIONNELLE-.,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,TROYES,,"['Carrelage', 'Charpente', 'Démolition', 'Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Revêtements de sols', 'Signalisation', 'Terrassement', ""Tous corps d'état""]","[53, 57, 87, 105, 222, 264, 269, 270, 308, 322, 341, 345]",non,non
