a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-70484,2020-06-02,2020-07-02,['1'],Prestations d'ingénierie systèmes et de support informatique,fns,cmp2006,appeloffre,initial,Département de l'Ain,01003,BOURG EN BRESSE CEDEX,,['Informatique (assistance)'],[453],non,non
20-70942,2020-06-02,2020-06-30,['1'],Réfection de la toiture du bâtiment 'Centre Européen de Séjours et de Stages Sportifs' (CESSS) du Plateau d'Hauteville,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,"['Acier', 'Etanchéité']","[3, 117]",non,non
20-70615,2020-06-02,2020-06-30,"['1', '38', '42', '69', '71']",Renforcement du réseau d'eau potable et réhabilitations ponctuelles du réseau d'eaux usées - rue des Chartinières à DAGNEUX,fns,cmp2006,appeloffre,initial,Communauté de communes de la Côtière,01120,Montluel,,"['Alimentation en eau potable', 'Assainissement']","[6, 18]",non,non
20-70401,2020-06-02,2020-06-26,['1'],Travaux de remplacement des filtres à sable du centre nautique de Ferney-Voltaire,mapa,cmp2006,appeloffre,initial,Ville de Ferney-Voltaire,01210,FERNEY-VOLTAIRE,,['Equipement de piscine'],[120],non,non
20-70781,2020-06-02,2020-06-22,['2'],Modernisation du système de contrôle d'accès pour le Centre Hospitalier de Saint-Quentin,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,"[""Contrôle d'accès""]",[81],non,non
20-70881,2020-06-02,2020-07-13,['4'],"MARCHE DE MAITRISE D'OEUVRE POUR LA CREATION HÔPITAL DE JOUR DU SSR, LE REAMENAGEMENT DES ESPACES EXTERIEURS, l'AMELIORATION DU SSI ET LA CREATION DU DESENFUMAGE MECANIQUE DES CIRCULATIONS D",fns,cmp2006,appeloffre,initial,Centre Hospitalier de Digne-les-Bains,04995,Digne Les Bains,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-70722,2020-06-02,2020-06-25,['5'],Prestations de conseil en communication,fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,"['Publicité, Communication']",[285],non,non
20-70601,2020-06-02,2020-08-30,['5'],Vérifications réglementaires des installations et équipements,fns,cmp2006,attribution,initial,Ville de Gap,05007,GAP,,['Contrôle technique'],[72],non,non
20-70597,2020-06-02,2020-08-30,['5'],Acquisition de vêtements des agents de la Police Municipale et des agents de surveillance de la voie publique,fns,cmp2006,attribution,initial,Ville de Gap,05007,GAP,"[('2020-04-10', 'GK PROFESSIONAL', (11760, 'EUR'), None), ('2020-04-10', 'GK PROFESSIONAL', (5100, 'EUR'), None), ('2020-04-10', 'GK PROFESSIONAL', (9600, 'EUR'), None), ('2020-04-10', 'GK PROFESSIONAL', (3320, 'EUR'), None)]","['Chaussures ou articles chaussants', 'Textile']","[79, 343]",non,non
20-70476,2020-06-02,2020-08-30,['5'],Collège Mauzan - Aménagement des sanitaires,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-05-27', 'Démolition Technologie', (21205, 'EUR'), None), ('2020-05-27', 'SARL OCAL', (34086, 'EUR'), None), ('2020-05-30', 'MIROITERIE GAPENCAISE', (18995, 'EUR'), None), ('2020-05-27', 'Manpercal', (19127, 'EUR'), None), ('2020-05-27', 'SARL MAF RENOVATION', (22730, 'EUR'), None), ('2020-05-27', 'SARL MAF RENOVATION', (4257, 'EUR'), None), ('2020-05-27', 'GAPENÇAISE DE CHAUFFAGE', (16144, 'EUR'), None), ('2020-05-27', 'ALPMEDELEC', (4954, 'EUR'), None)]",['Sanitaire'],[319],non,non
20-67546,2020-06-02,2020-06-24,['6'],fourniture de vaccins pour les services départementaux - relance du lot 2,fns,cmp2006,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Consommables médicaux'],[69],non,non
20-70584,2020-06-02,2020-06-18,"['6', '4', '83']",entretien des prises d'eau d'étiage des côtiers mentonnais,mapa,cmp2006,appeloffre,initial,SYND MIXTE INONDATIONS AMENAGEMENT GES,06204,Nice,,"['Ouvrage hydraulique', ""Travaux dans l'eau""]","[255, 349]",non,oui
20-70640,2020-06-02,2020-06-21,['6'],Mission de maîtrise d'oeuvre pour la modernisation de la station de traitement d'eau potable de Saint Jean - Commune de Saint Vallier de Thiey,mapa,cmp2006,appeloffre,initial,Régie des Eaux du Canal Belletrud,06530,Peymeinade,,"['Bâtiment', ""Maîtrise d'oeuvre"", ""Ouvrage d'infrastructure"", 'Station de pompage']","[33, 197, 253, 326]",non,non
