a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-82959,2020-06-29,2020-08-03,['1'],prestation de services d'assurance,fns,cmp2006,appeloffre,initial,Syndicat mixte du plateau retord,01130,Nantua,,['Assurance'],[20],non,non
20-83082,2020-06-29,2020-07-23,['1'],"Les prestations du présent accord-cadre concernent l'impression, le façonnage et la livraison des supports de communication papier de la ville de Saint-Genis-Pouilly (journal municipal, plaquette",fns,cmp2006,appeloffre,initial,MAIRIE,01630,Saint-genis-pouilly,,['Impression'],[160],non,oui
20-82707,2020-06-29,2020-07-20,['2'],Travaux pour la réalisation d'une voirie supplémentaire sur la ZAC du Pôle d'Activités du Griffon (Aisne)Cette opération de travaux est divisée en trois lots définis ci-dessous :- Lot 1 :,fns,cmp2006,appeloffre,initial,SEDA,02007,Laon cedex,,['Travaux de viabilité'],[353],non,non
20-82937,2020-06-29,2020-08-20,"['2', '51', '60']",réalisation d'un terrain multisports,mapa,cmp2006,appeloffre,initial,E.P.S.M.D. de l'Aisne,02320,prémontré,,['Equipement sportif'],[113],non,non
20-83254,2020-06-29,2020-07-17,['3'],Réhabilitation d'un bâtiment industriel,fns,cmp2006,appeloffre,initial,SPL277,03150,VARENNES SUR ALLIER,,"['Bardage', 'Bâtiment', 'Couverture', 'Maçonnerie']","[30, 33, 74, 195]",non,non
20-82675,2020-06-29,2020-07-31,['4'],Contrôle décennal des moyens élevateurs aériens pour les besoins du SDIS 04,fns,cmp2006,appeloffre,initial,SCE DEPARTEMENTAL INCENDIE ET SECOURS,04990,Digne les Bains,,['Prestations de services'],[274],non,non
20-83195,2020-06-29,2020-08-06,['5'],Travaux d'éclairage public et de réseaux secs,fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,"['Eclairage public', 'Réseaux divers']","[102, 306]",non,non
20-82817,2020-06-29,2020-07-30,['5'],RD 420 - Reconstruction du pont des Esclots sur le Briançon,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"[""Ouvrage d'art""]",[252],oui,non
20-54908,2020-06-29,2020-07-21,['6'],mission de maîtrise d'oeuvre relative à la réfection de la couverture de la piscine de valdeblore,fns,cmp2006,appeloffre,initial,Syndicat mixte Deve Vesubie Valdeblore,06201,nice cedex 3,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-82981,2020-06-29,2020-07-21,['6'],Restructuration Vestiaires et Chambres froides de l'UCP Nice Centre,fns,cmp2006,appeloffre,initial,CROUS NICE-TOULON,06300,Nice,,"['Cloison, faux plafond', 'Electricité (travaux)', 'Menuiserie', 'Plomberie (travaux)']","[63, 105, 222, 270]",non,non
20-78672,2020-06-29,2020-08-10,['6'],fourniture et livraison de sacs de couchage pour les sans domicile stable du ccas de la ville de cannes,mapa,cmp2006,appeloffre,initial,CCAS de Cannes,06414,Cannes CEDEX,,['Textile'],[343],non,non
20-82753,2020-06-29,2020-07-27,['6'],Prestations de traiteur dans le cadre de l'organisation de manifestations,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Prestations de services'],[274],non,non
20-82839,2020-06-29,2020-07-07,['6'],Acquisition de mobiliers de réfectoire pour la restauration scolaire,mapa,cmp2006,appeloffre,rectificatif,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Mobilier'],[230],non,non
20-82858,2020-06-29,2020-07-27,['6'],"Prestations de réparation de carrosserie de véhicules de moins de 3,5 tonnes (Toutes marques)",fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Véhicules'],[359],non,non
20-82771,2020-06-29,2020-08-21,['10'],implantation local d'exploitation gare routière,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,Troyes,,"['Carrelage', 'Chauffage (travaux)', 'Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', 'Ventilation']","[53, 61, 105, 222, 264, 269, 270, 360]",non,non
20-82881,2020-06-29,2020-08-21,['10'],implantation d'un parc de location de vélos,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,Troyes,,"['Carrelage', 'Chauffage (travaux)', 'Electricité (travaux)', 'Menuiserie', 'Mobilier urbain', 'Peinture (travaux)', 'Plâtrerie', 'Serrurerie', 'Ventilation']","[53, 61, 105, 222, 231, 264, 269, 321, 360]",non,non
20-82769,2020-06-29,2020-07-17,['10'],Travaux de restauration d'un immeuble rue du Pont Chevalier à Vendeuvre-sur-Barse-. (rectificatif),fns,cmp2006,appeloffre,rectificatif,Commune de VENDEUVRE SUR BARSE,10140,VENDEUVRE SUR BARSE,,"[""Tous corps d'état""]",[345],non,non
20-82780,2020-06-29,2020-07-31,['11'],MISSION D'ARCHITECTE - URBANISTE CONSEIL,fns,cmp2006,appeloffre,initial,COMMUNE DE NARBONNE,11108,NARBONNE CEDEX,,['Etude'],[118],non,non
20-83098,2020-06-29,2020-07-22,['11'],GN20P13 - Travaux de remplacement des gradateurs scéniques du théâtre de Narbonne (11100).,fns,cmp2006,appeloffre,initial,Le Grand Narbonne,11785,NARBONNE,,['Electricité (travaux)'],[105],non,non
20-83019,2020-06-29,2020-09-02,['11'],Travaux d'aménagement divers : voirie et réseaux sur la commune d'Alzonne Les travaux consistent en :L'installation d'un pont bascule et aménagements annexesL'aménagement,fns,cmp2006,appeloffre,initial,covaldem11,11890,Carcassonne cedex 9,,['Travaux de viabilité'],[353],non,non
20-83020,2020-06-29,2020-07-24,"['12', '46', '15']",prestations de transports des usagers du cdds (année scolaire 2020/2021),mapa,cmp2006,appeloffre,initial,C.D.D.S.,12000,Rodez,,['Transport'],[347],non,non
20-82748,2020-06-29,2020-07-27,"['13', '83', '84']","Le présent accord-cadre a pour objet la réalisation de prestations d'agence de voyages : émission de titres de transport, réservation et services annexes (hébergement, ...) pour les personnes don",fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Voyage'],[367],non,non
20-82787,2020-06-29,2020-08-26,['13'],Le présent accord-cadre a pour objet la fourniture et l'installation de divers équipements pour sécuriser les quais à gravats des déchèteries du Territoire du Pays d'Aix.,fns,cmp2006,attribution,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,"[('2020-04-27', 'TECHNEGOCE', (174817.09, 'EUR'), None)]",['Matériel de sécurité'],[209],non,non
20-83038,2020-06-29,2020-07-29,['13'],PRESTATIONS DE TIERCE MAINTENANCE APPLICATIVE EVOLUTIVES RELATIVES A LA SUITE LOGICIEL SALESFORCE,fns,cmp2006,appeloffre,annulation,Régie des Transports Métropolitains,13013,Marseille,,['Informatique (prestations de services)'],[163],non,non
20-83052,2020-06-29,2020-07-20,['13'],ENLEVEMENT ET MISE EN FOURRIERE DES VEHICULES EN INFRACTION AU CODE DE LA ROUTE OU AU CODE GENERAL DES COLLECTIVITES TERRITORIALES (ARRETES MUNICIPAUX),mapa,cmp2006,appeloffre,initial,COMMUNE DE GARDANNE,13120,GARDANNE,,"['Gardiennage', 'Fourrière']","[138, 451]",non,non
20-82955,2020-06-29,2020-07-06,['13'],"travaux de désamiantage, déplombage et déconstruction complète d'un ensemble de bâtiments situé sur le boulevard national à marseille (13).",fns,cmp2006,appeloffre,rectificatif,ETS PUB FONCIER P A C A,13207,MARSEILLE CEDEX 01,,['Amiante (désamiantage)'],[479],non,non
