,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-71422,2021-05-29,2021-08-02,['1'],Nettoyage des locaux du bâtiment de Bourg-en-Bresse,joue,directive24,appeloffre,initial,SCI DE CHALLES,01000,Bourg-en-Bresse,,['Nettoyage de locaux'],[239],non,non
1,21-71514,2021-05-29,2021-07-26,['1'],"Travaux en matière dassainissement et deau potable : Travaux dextension, de renouvellement et réparation de réseaux / Réalisation de branchements neufs et réparation de branchements",joue,directive24,attribution,initial,CA du Bassin de Bourg en Bresse,01008,BOURG EN BRESSE CEDEX,,"['Assainissement', 'Canalisations']","[18, 48]",non,non
2,21-57371,2021-05-29,2021-06-27,['1'],concours de maîtrise d'oeuvre pour la construction d'un nouveau restaurant scolaire sur la commune de peronnas,joue,directive24,attribution,initial,mairie de Péronnas,01960,PERONNAS,,"[""Maîtrise d'oeuvre""]",[197],non,non
3,21-70999,2021-05-29,2021-07-30,['2'],"Fabrication, transport et mise en oeuvre d'enrobés bitumineux pour couches de roulement, liaison, assise et reprofilage pour des opérations inférieures ou égales à 120 000 euros HT-.",joue,directive24,attribution,initial,DEPARTEMENT DE L'AISNE,02000,Laon,"[('2021-04-20', 'Eurovia Picardie', (877768.8, 'EUR'), 'secteur de Château-Thierry'), ('2021-04-20', 'Eurovia Picardie', (1236767.1, 'EUR'), 'secteur de Laon Soissons'), ('2021-04-20', 'Eurovia Picardie', (1137907.1, 'EUR'), 'secteur de Saint-Quentin'), ('2021-04-20', 'Eurovia Picardie', (817951.3, 'EUR'), 'secteur de Vervins')]","[""Ouvrage d'infrastructure""]",[253],non,non
4,21-71388,2021-05-29,2021-07-30,['2'],"remise, collecte physique et numérique, affranchissement, acheminement, distribution du courrier et des colis 2021 2024",joue,directive24,attribution,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Prestations de services'],[274],non,non
5,21-71602,2021-05-29,2021-09-22,['2'],Maître d'oeuvre pour la réhabilitation de 4 résidences de logements,joue,directive24,appeloffre,initial,SOISSONNAISE D'HABITAT - SAIEM,02200,SOISSONS,,"[""Maîtrise d'oeuvre"", 'Prestations de services']","[197, 274]",non,non
6,21-70731,2021-05-29,2021-06-28,"['2', '60', '59']",collecte des déchets ménagers et assimilés .,joue,directive24,appeloffre,initial,Cté de Communes de Villers Cotterêts,02603,VILLERS-COTTERÊTS CEDEX,,"['Collecte sélective', 'Ordures ménagères (prestations)']","[82, 249]",oui,oui
7,21-71619,2021-05-29,2021-08-24,['5'],Prestations de service d'assurances de la Communauté de communes Buëch Dévoluy,joue,directive24,appeloffre,initial,Communauté de Communes Buëch Dévoluy,05400,Veynes,,['Assurance'],[20],non,non
8,21-71613,2021-05-29,2021-06-25,['6'],21 - Cefp Ibv équipements Laboratoire,joue,directive24,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,['Laboratoire (fourniture)'],[181],non,non
9,21-71162,2021-05-29,2021-06-27,['6'],Travaux d'accès difficiles sur le patrimoine de Côte d'Azur Habitat,joue,directive24,attribution,initial,Côte d'Azur Habitat,06200,Nice,,['Falaise'],[125],non,non
10,21-71222,2021-05-29,2021-07-27,['6'],maitrise d'oeuvre urbaine et sociale (mous) pour la conduite de la mission de relogement des ménages sinistrés de la tempête alex,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Prestations de services'],[274],non,non
11,21-71218,2021-05-29,2021-07-06,"['6', '83']",Dépannage des équipements de plomberie du Crous de Nice-Toulon,joue,directive24,appeloffre,initial,CROUS NICE-TOULON,06300,Nice,,['Plomberie (travaux)'],[270],non,non
12,21-71217,2021-05-29,2021-07-06,"['6', '83']",Dépannage des équipements électriques du Crous de Nice-Toulon,joue,directive24,appeloffre,initial,CROUS NICE-TOULON,06300,Nice,,['Electricité (travaux)'],[105],non,non
13,21-71303,2021-05-29,2021-06-29,['6'],ACHAT DE SIEGES POUR LES ATSEM DES ECOLES MATERNELLES DE LA VILLE DE NICE,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Equipements spécialisés'],[115],non,non
14,21-71458,2021-05-29,2021-07-27,['6'],Travaux de création de trois terrains mixtes Beach Volley-Footy Volley - Complexe sportif du Fort Carré,joue,directive24,attribution,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,"[('2021-05-21', 'PARCS & SPORTS SUD', (235595.0, 'EUR'), 'Travaux de création de trois terrains mixtes Beach Volley-Footy Volley - Complexe sportif du Fort Carré')]",['Voirie'],[365],non,non
15,21-71112,2021-05-29,2021-07-28,['10'],"Aménagement foncier agricole, forestier et environnemental des communes de Chaudrey et Ortillon (10)",joue,directive24,attribution,initial,DEPARTEMENT DE L AUBE,10000,TROYES,"[('2021-05-25', 'FREDERIC PRIVE - AMBROISE PIECHOWSKI GEOMETRES EXPERTS ASSOCIES', (201541.0, 'EUR'), 'Volet foncier'), ('2021-05-25', 'INITIATIVE AMENAGEMENT DEVELOPPEMENT', (22470.0, 'EUR'), 'Volet environnemental')]","['Etude', 'Prestations de services']","[118, 274]",non,non
16,21-71466,2021-05-29,2021-06-30,['11'],Fourniture de carburants et lubrifiants,joue,directive24,appeloffre,initial,Le Grand Narbonne,11785,NARBONNE,,"['Carburant, hydrocarbure', 'Lubrifiants']","[52, 187]",non,non
17,21-71197,2021-05-29,2021-07-06,['11'],"Impression, Façonnage, conditionnement et livraison des supports de communication et d'information",joue,directive24,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Impression'],[160],non,oui
18,21-70991,2021-05-29,2021-06-27,['11'],maîtrise d'oeuvre pour la construction d'une unité de méthanisation des boues de la station d'épuration de carcassonne st jean,joue,directive24,modification,modification,CARCASSONNE AGGLO,11890,Carcassonne,,['Ingénierie'],[455],non,non
19,21-71037,2021-05-29,2021-06-27,['11'],mission de maîtrise d'oeuvre pour le projet de raccordement des eaux usées sur plusieurs communes,joue,directive24,attribution,initial,CARCASSONNE AGGLO,11890,Carcassonne cedex,"[('2019-01-03', ""Cabinet d'étude René GAXIEU"", (177500.0, 'EUR'), ""Raccordement des eaux usées des communes de Rouffiac d'Aude, Preixan, Roullens, Couffoulens, Verzeille, Leuc et Cavanac.""), ('2019-01-03', ""Cabinet d'étude René GAXIEU"", (76600.0, 'EUR'), '- Raccordement des eaux usées des communes de Ventenac Cabardès et Pezens')]","[""Maîtrise d'oeuvre""]",[197],non,non
20,21-68187,2021-05-29,2021-06-28,['12'],Accord-cadre pour des prestations de formation pour le personnel du pole des solidarites départementales et du développement social local du conseil départemental de l'Aveyron - 6 lots,joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12007,RODEZ cedex,,['Formation'],[410],non,non
21,21-71129,2021-05-29,2021-06-11,"['13', '83', '84', '4', '5', '6']","PRESTATIONS DE CONSEIL EN COMMUNICATION STRATEGIQUE ET OPERATIONNEL, DE CONCEPTION - CREATION ET REALISATION DE DISPOSITIFS MEDIAS ET HORS MEDIAS POUR LES BESOINS DE LA CMAR PACA",joue,directive24,attribution,initial,CMAR PACA,13008,Marseille,,"['Prestations de services', 'Publicité, Communication']","[274, 285]",non,non
22,21-71396,2021-05-29,2022-06-28,['13'],Prestations de tierce maintenance applicative du site web du Mucem,joue,directive24,appeloffre,initial,MuCEM,13213,Marseille cedex 02,,"['Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']","[163, 454]",non,non
23,21-71544,2021-05-29,2021-06-28,['13'],Terminaux à conteneurs de Fos-sur-Mer - Construction de la Zsp2,joue,directive25,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,['Terrassement'],[341],non,non
24,21-71569,2021-05-29,2021-08-24,['13'],Travaux d'entretien et d'extension des équipements et ouvrages des réseaux d'électricité sur les bassins Est du Gpmm,joue,directive25,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2021-05-26', 'Snef', (4800000, 'EUR'), None)]",['Electricité (travaux)'],[105],non,non
25,21-71295,2021-05-29,2021-06-04,['13'],"Marché Global de Performance - 4 LOTS - Réhabilitation des écoles Bouge, Malpassé les Oliviers, Emile Vayssière, Aygalades Oasis et Saint André La Castellane - 13013, 13014, 13015 et 13016 Marseille",joue,autre,rectificatif,rectificatif,Ville de Marseille,13233,Marseille cedex 20,,"[""Tous corps d'état""]",[345],oui,oui
26,21-71031,2021-05-29,2021-07-06,"['13', '4', '5', '30', '34', '38', '48', '83', '84']",Réalisation d'un inventaire informatique du patrimoine routier sur le Réseau Routier National de la Direction Interdépartementale des Routes MEDditerranée.,joue,directive24,appeloffre,initial,DIRMED,13331,Marseille cedex 03,,"['Informatique (prestations de services)', 'Prestations de services']","[163, 274]",non,non
27,21-71320,2021-05-29,2021-06-28,['13'],"Amo auprès de l'Autorité Nationale Iev 'Bassin Maritime Méditerranéen', en vue de la clôture des projets et de la transition au nouveau programme Interreg Next-Med 2021-2027",joue,directive24,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,"['Etude', 'Prestations de services']","[118, 274]",non,non
28,21-71109,2021-05-29,2021-06-28,"['13', '6', '4', '5', '83']",Marché d'études de maitrise d'oeuvre urbaine exécuté dans le cadre du projet de renouvellement urbain du quartier du Liourat sur la Commune de Vitrolles,joue,directive24,appeloffre,initial,SPLA 'Pays d'Aix Territoires',13608,Aix en provence cedex 1,,['Etude'],[118],oui,non
29,21-67090,2021-05-29,2021-06-30,['14'],"contrat d'exploitation des installations de chauffage, eau chaude sanitaire, ventilation et climatisation des 58 colleges du departement du calvados",joue,directive24,attribution,initial,DEPARTEMENT DU CALVADOS,14000,CAEN,"[('2021-05-19', 'SAS CRAM', (3101646.71, 'EUR'), 'Instalation du secteur de CAEN'), ('2021-05-19', 'SAS CRAM', (4404906.75, 'EUR'), 'Installation secteur Ouest'), ('2021-05-19', 'EIFFAGE ENERGIE SYSTEMES CLEVIA NORMANDIE', (2551567.55, 'EUR'), 'Installations secteur Est')]","['Chauffage (exploitation, entretien)', 'Chauffage (travaux)', 'Combustible', 'Electricité, gaz (fourniture)']","[59, 61, 438, 443]",non,non
