,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-17,2020-01-02,2020-01-13,"['5', '4']",travaux d'étanchéification du torrent de la bellotte et de rénovation du canal du périmètre (rectificatif),fns,cmp2006,appeloffre,rectificatif,Commune d'Embrun,05208,embrun cedex,,"['Busage', 'Génie civil']","[40, 141]",non,non
1,20-155,2020-01-02,2020-02-24,['5'],travaux de mise en conformite du captage d eau potable de la cascade et du bois des coqs (référence captage),mapa,cmp2006,appeloffre,initial,COMMUNE DE SAINT CHAFFREY,05330,Saint-chaffrey,,"['Alimentation en eau potable', 'Captage', 'Clôture']","[6, 51, 64]",non,non
2,20-67,2020-01-02,2020-02-01,['6'],achat de titres-restaurant pour les agents territoriaux du SDEG 06,fns,cmp2006,attribution,initial,SYNDICAT DEP DE L ELECT ET DU GAZ,06000,Nice,,['Titres restaurant'],[416],non,non
3,19-193012,2020-01-02,2020-01-30,['6'],"Entretien, vérification et remplacement des moyens de lutte et d'alerte contre les incendies",joue,directive24,attribution,initial,Côte d'Azur Habitat,06200,Nice,"[('2019-12-20', 'DI GROUP', (960000, 'EUR'), ""Entretien, vérification et remplacement des moyens de lutte et d'alerte contre les incendies sur le patrimoine de Côte d'Azur Habitat.Lot no1 Agences Antibes, Carros, St Augustin et Las Planas""), ('2019-12-20', 'DI GROUP', (860000, 'EUR'), ""Entretien, vérification et remplacement des moyens de lutte et d'alerte contre les incendies sur le patrimoine de Côte d'Azur Habitat. Lot no2 Agences Bon Voyage, Menton/Ariane et Le Forum"")]",['Extincteur'],[119],non,non
4,19-193205,2020-01-02,2020-01-28,"['6', '1', '2', '13']","Création d'un design d'intérieur à destination du Centre Culturel "" Prince Jacques "" à Beausoleil",joue,directive24,attribution,initial,Commune de Beausoleil,06240,Beausoleil,,['Décoration (travaux)'],[85],non,non
5,20-8,2020-01-02,2020-02-01,['6'],"La réalisation des travaux d'élagage,d'abattage et de taille d'arbres sur la commune de Drap.",fns,cmp2006,attribution,initial,COMMUNE DE DRAP,06340,Drap,"[('2019-08-29', 'FRANCE ELAGAGE', (21134, 'EUR'), None)]",['Espaces verts'],[116],non,non
6,20-263,2020-01-02,2020-03-02,['6'],fourniture d'outillages et accessoires - relance pour l'entretien des espaces verts,fns,cmp2006,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2019-11-13', 'Société SEISE', (57814.63, 'EUR'), None)]",['Outillage'],[251],non,non
7,19-193007,2020-01-02,2020-01-20,['6'],Maintenance et exploitation des installations thermiques dans les bâtiments communaux de la Ville de Cannes et de la Communauté d'Agglomération Cannes Pays de Lérins,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,"['Equipement thermique', 'Maintenance']","[114, 196]",non,non
8,19-182838,2020-01-02,2020-02-06,['7'],"travaux et entretien de voirie, réseaux divers et terrassement",joue,directive24,appeloffre,initial,Annonay Rhône Agglo,07430,Davézieux,,"['Réseaux divers', 'Terrassement', 'Voirie']","[306, 341, 365]",non,non
9,20-64,2020-01-02,2020-03-02,['10'],Confection et livraison de repas en liaison froide pour les enfants des micro-crèches de barberey-saint-sulpice et villechétif,mapa,cmp2006,attribution,initial,Troyes Champagne Métropole,10000,Troyes,,"['Restauration collective', 'Repas, traiteur']","[66, 304]",non,non
10,19-192973,2020-01-02,2020-01-31,['11'],Hébergement d'infrastructures et de sites internet,joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,"[('2019-12-30', 'CEGEDIM SA', (221716, 'EUR'), 'Hébergement de plateformes managées en 24/7'), ('2019-12-30', 'CEGEDIM SA', (396725, 'EUR'), 'Hébergement de plateforme managées en 24/7 certifiées ""Hébergeur de données de santé""')]",['Informatique (prestations de services)'],[163],non,oui
11,20-168,2020-01-02,2020-02-01,['11'],"L'entretien comprend les prestations suivantes :- Nettoyage régulier des locaux (mobiliers, sols, sanitaires)- Nettoyage occasionnel des surfaces vitrées- Nettoyage occasionnel des extérieurs",fns,cmp2006,attribution,initial,covaldem11,11890,Carcassonne cedex 9,"[('2020-01-01', 'HEXANET', (59032, 'EUR'), None)]",['Nettoyage de locaux'],[239],non,non
12,19-193131,2020-01-02,2020-03-02,['12'],service d'assurances pour rodez agglomération,joue,directive24,attribution,initial,Cté d'Agglomération du Grand Rodez,12000,Rodez,"[('2019-12-31', 'SMACL', (214420, 'EUR'), 'Dommages aux biens et risques annexes'), ('2019-12-31', 'PARIS NORD ASSURANCE', (164996, 'EUR'), 'Assurance des responsabilités et des risques annexes'), ('2019-12-31', 'SMACL', (159428, 'EUR'), 'Assurance des véhicules et des risques annexes'), ('2019-12-31', 'SMACL', (11372, 'EUR'), 'assurance de la protection juridique de la collectivité et de la protection fonctionnelle des agents et des élus'), ('2019-12-31', 'ASTER', (249564, 'EUR'), 'assurance des prestations statutaires'), ('2019-12-31', 'GRAS SAVOYE', (15524, 'EUR'), 'assurance tous risques expositions \x96 musée FENAILLE - DENYS PUECH')]",['Assurance'],[20],non,non
13,19-192920,2020-01-02,2020-02-13,['12'],réalisation d'une nouvelle usine de production d'eau potable et de sa prise d'eau,joue,directive25,appeloffre,initial,SYND MIXTE ADDUCTION EAU POTABLE MONTB,12220,Montbazens,,"['Alimentation en eau potable', 'Equipement hydraulique', 'Génie civil', 'Ouvrage hydraulique', 'Station de pompage']","[6, 111, 141, 255, 326]",non,non
14,19-192498,2020-01-02,2020-03-02,['12'],fourniture et livraison de carburants en vrac - 5 lots,joue,directive24,attribution,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,"['Carburant, hydrocarbure']",[52],non,non
15,19-192964,2020-01-02,2020-03-29,['13'],Fourniture De Carburants Et De Services Par Cartes Accreditives Pour Les Besoins Du Gran Dport Maritime De Marseille,joue,directive24,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2019-12-30', 'Total Marketing France', (320000, 'EUR'), None)]","['Carburant, hydrocarbure']",[52],non,non
16,19-192959,2020-01-02,2020-03-29,['13'],Service D'Agence De Voyages Du Gpmm,joue,directive24,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2019-12-23', 'Jancarthier Voyages', (1400000, 'EUR'), None)]",['Voyage'],[367],non,non
17,19-193013,2020-01-02,2020-01-31,['13'],"Marché de Tierce Maintenance et de Développement Agile des Applications spécifiques du Conseil Départemental des Bouches du Rhône, d'Intégration Applicative et prestations associées",joue,autre,rectificatif,rectificatif,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Informatique (maintenance serveurs et réseaux)'],[454],non,non
