a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-179033,2019-12-01,2020-02-29,['1'],achat d'espaces publicitaires à la sasp oyonnax rugby - saison 2019-2020,joue,directive24,attribution,initial,Département de l'Ain,01003,BOURG EN BRESSE,"[('2019-11-28', 'SASP OYONNAX RUGBY', (158333.33, 'EUR'), 'Achat d\x92espaces publicitaires à la SASP Oyonnax Rugby - Saison 2019-2020')]","['Publicité, Communication']",[285],non,non
19-179507,2019-12-01,2020-02-02,"['1', '69', '7', '73']",Maintenance des ascenseurs du patrimoine de Bourg Habitat,joue,directive24,attribution,initial,Bourg Habitat,01009,Bourg en bresse cedex,"[('2019-11-26', 'ORONA Rhône Alpes', (79995, 'EUR'), 'Maintenance des ascenseurs du patrimoine de Bourg Habitat')]",['Prestations de services'],[274],non,non
19-179170,2019-12-01,2020-01-03,['4'],Numéro de la consultation : Securite Incendie Contrôles et Vérifications des systèmes de sécurité Incendie,joue,directive24,appeloffre,initial,Centre Hospitalier de Digne-les-Bains,04995,Digne Les Bains,,"['Détection incendie', 'Sécurité incendie']","[90, 332]",non,non
19-179138,2019-12-01,2019-12-31,['6'],Renouvellement complet de mobilier de bureau,joue,directive24,attribution,initial,CPAM Nice,06000,Nice,,"['Abris', 'Mobilier']","[1, 230]",oui,oui
19-179370,2019-12-01,2019-12-30,['6'],Fourniture d'articles à usage unique,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cédex 1,"[('2019-11-25', 'ABENA', (4590, 'EUR'), ""Fourniture d'articles à usage unique"")]",['Textile'],[343],non,non
19-179505,2019-12-01,2019-12-27,['6'],FOURNITURE DE BANDELETTES POUR GLYCEMIE CAPILLAIRE ET CETONEMIE,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cédex 1,"[('2019-11-25', 'NOVA', (436880, 'EUR'), 'FOURNITURE DE BANDELETTES POUR GLYCEMIE CAPILLAIRE ET CETONEMIE'), ('2019-11-25', 'NOVA', (33200, 'EUR'), 'FOURNITURE DE BANDELETTES POUR GLYCEMIE CAPILLAIRE ET CETONEMIE')]","['Consommables médicaux', 'Produits pharmaceutiques']","[69, 280]",non,non
19-179386,2019-12-01,2020-01-29,"['6', '83', '4']","etudes de danger, diagnostics, analyses multicritères et études hydrauliques ponctuelles sur le territoire du smiage",joue,directive24,attribution,initial,SYND MIXTE INONDATIONS AMENAGEMENT GES,06200,NICE,"[('2019-07-15', 'OFFICE NATIONAL DES FORETS', (250000, 'EUR'), 'Haut pays'), ('2019-07-15', 'Setec Hydratec', (500000, 'EUR'), 'Bassins du Var et côtiers ')]",['Etude'],[118],non,non
19-179042,2019-12-01,2020-02-06,['6'],Mission de Maîtrise d'oeuvre pour le réaménagement du Bord de Mer à Mandelieu-La-Napoule,joue,directive24,attribution,initial,Ville de Mandelieu La Napoule,06212,Mandelieu-La Napoule,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-179105,2019-12-01,2019-12-29,['6'],Fourniture de produits et petits matériels d'hygiène et d'entretien à usage domestique,joue,directive24,attribution,initial,SDIS (06),06270,Villeneuve Loubet,"[('2019-11-13', 'NICE EQUIPE SERVICE', (326352, 'EUR'), ""fourniture de produits d'entretien associée à un service de préparation de commande et de colisage par site et de gestion des consommations."")]","['Hygiène (articles)', ""Produits d'entretien""]","[153, 278]",non,non
19-179119,2019-12-01,2019-12-29,['6'],ENTRETIEN DES COURS D'EAU ET OUVRAGES HYDRAULIQUES SUR LE TERRITOIRE DE LA C.A.C.P.L,joue,directive24,attribution,initial,C.A.P.L.,06414,Cannes Cedex,,"['Berge', 'Curage', 'Equipement hydraulique', 'Espaces verts', 'Ouvrage hydraulique', 'Prestations de services', 'Rivières/ruisseaux', 'Terrassement']","[35, 78, 111, 116, 255, 274, 310, 341]",non,non
19-179315,2019-12-01,2019-12-29,['6'],Restauration collective avec négociation portant sur tous les éléments de l'offre,joue,directive24,attribution,initial,COMMUNE DE SAINT-VALLIER-DE-THIEY,06460,Saint-Vallier-de-Thiey,"[('2019-11-28', 'Snrh - Régal et Saveurs', (721987, 'EUR'), ""Restauration collective avec négociation portant sur tous les éléments de l'offre"")]",['Restauration collective'],[66],non,non
