a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-131006,2020-10-23,2020-11-23,['1'],"Reprographie, numérisations et prestations connexes pour le Département de l'Ain",mapa,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Reprographie'],[305],non,non
20-129234,2020-10-23,2020-12-31,['1'],Accord-cadre de maîtrise d'oeuvre relatif à la réalisation de travaux d'éclairage public,joue,directive24,attribution,initial,SI D ENERGIE ET DE E COMMUNIC DE L AIN,01006,Bourg-en-bresse cedex,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-128834,2020-10-23,2021-01-21,"['1', '42', '69', '71', '73', '74']","accord-cadre de fourniture, acheminement d'électricité et services associés",joue,directive24,attribution,initial,SI D ENERGIE ET DE E COMMUNIC DE L AIN,01006,BOURG-EN-BRESSE CEDEX,"[('2020-10-14', 'PLÜM ENERGIE ', (3597918, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Bâtiment et Eclairage Public BT <=36 kVA, distribués par enedis, appartenant aux membres du groupement de commandes""), ('2020-10-14', 'ALTERNA', (1, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Bâtiment et Eclairage Public BT <=36 kVA, distribués par enedis, appartenant aux membres du groupement de commandes""), ('2020-10-15', 'EDF', (3637249, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Bâtiment et Eclairage Public BT <=36 kVA, distribués par enedis, appartenant aux membres du groupement de commandes""), ('2020-10-14', 'ENGIE', (3590001, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Bâtiment et Eclairage Public BT <=36 kVA, distribués par enedis, appartenant aux membres du groupement de commandes""), ('2020-10-14', 'TOTAL DIRECT ENERGIE', (3456032, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Bâtiment et Eclairage Public BT <=36 kVA, distribués par enedis, appartenant aux membres du groupement de commandes""), ('2020-10-14', 'ALTERNA', (1, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison BT >36 kVA et HTA, distribués par enedis appartenant aux membres du groupement de commandes""), ('2020-10-15', 'EDF', (1011536, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison BT >36 kVA et HTA, distribués par enedis appartenant aux membres du groupement de commandes""), ('2020-10-14', 'ENGIE', (985557, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison BT >36 kVA et HTA, distribués par enedis appartenant aux membres du groupement de commandes""), ('2020-10-14', 'PLÜM ENERGIE', (980483, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison BT >36 kVA et HTA, distribués par enedis appartenant aux membres du groupement de commandes""), ('2020-10-14', 'TOTAL DIRECT ENERGIE', (1, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison BT >36 kVA et HTA, distribués par enedis appartenant aux membres du groupement de commandes""), ('2020-10-14', 'VOLTERRES', (1000034, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison BT >36 kVA et HTA, distribués par enedis appartenant aux membres du groupement de commandes""), ('2020-10-14', 'PLÜM ENERGIE', (882845, 'EUR'), 'Fourniture et acheminement pour les points de livraison BT <= 36 kVA, BT>36 kVA et HTA, distribué par enedis, à partir de moyens de production renouvelable à HVE (membres du groupement )'), ('2020-10-14', 'ENERCOOP', (1, 'EUR'), 'Fourniture et acheminement pour les points de livraison BT <= 36 kVA, BT>36 kVA et HTA, distribué par enedis, à partir de moyens de production renouvelable à HVE (membres du groupement )'), ('2020-10-14', 'UPLE', (920439, 'EUR'), 'Fourniture et acheminement pour les points de livraison BT <= 36 kVA, BT>36 kVA et HTA, distribué par enedis, à partir de moyens de production renouvelable à HVE (membres du groupement )'), ('2020-10-14', 'ALTERNA', (1, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Eclairage Public et Fibre Optique BT <= 36 kVA, distribués par enedis, appartenant au SIEA""), ('2020-10-15', 'EDF', (4628923, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Eclairage Public et Fibre Optique BT <= 36 kVA, distribués par enedis, appartenant au SIEA""), ('2020-10-14', 'PLÜM ENERGIE', (4518086, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Eclairage Public et Fibre Optique BT <= 36 kVA, distribués par enedis, appartenant au SIEA""), ('2020-10-14', 'TOTAL DIRECT ENERGIE', (4287373, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Eclairage Public et Fibre Optique BT <= 36 kVA, distribués par enedis, appartenant au SIEA""), ('2020-10-14', 'ENGIE', (4553948, 'EUR'), ""Fourniture et acheminement d'électricité pour les points de livraison Eclairage Public et Fibre Optique BT <= 36 kVA, distribués par enedis, appartenant au SIEA"")]","['Electricité, gaz (fourniture)']",[443],non,oui
20-130640,2020-10-23,2020-11-23,['1'],Travaux pour la mise en conformité du traitement des eaux usées à Izernore - Béard-Géovreissiat,fns,cmp2006,attribution,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,"[('2020-10-16', 'Groupement ALBERTAZZI (mandataire) / SNTP / MONTESSUIT ET FILS', (818250.0, 'EUR'), None), ('2020-10-16', 'Groupement SNTP (mandataire) / DUMAS TP / VINCENT TP', (1376085.5, 'EUR'), None)]","[""Station d'épuration (travaux)""]",[328],oui,oui
20-130712,2020-10-23,2020-11-03,"['1', '3', '38', '42', '69', '73', '74', '71']",Consommables pour fabrication et réparation 3S,fns,cmp2006DEFENSE,appeloffre,initial,AIA Ambérieu en Bugey,01500,Ambérieu en bugey,,['Matériel de sécurité'],[209],non,non
20-131145,2020-10-23,2020-11-05,['2'],construction d'une salle de la culture et des fêtes à sains richaumont - relance des lots no6 et 13,fns,cmp2006,appeloffre,rectificatif,Commune de Saint-Richaumont,02120,Sains-Richaumont,,"['Chauffage (travaux)', 'Menuiserie', 'Plomberie (travaux)', 'Serrurerie', 'Ventilation']","[61, 222, 270, 321, 360]",non,non
20-131018,2020-10-23,2020-11-20,['2'],Démolition d'un bâtiment 51 rue du Bailly à CHAUNY-.,fns,cmp2006,appeloffre,initial,MAIRIE DE CHAUNY,02302,Chauny cedex,,['Démolition'],[87],non,non
20-130520,2020-10-23,2020-11-20,['2'],MARCHE DE FOURNITURES DE MATERIEL ELECTRIQUE POUR LES ATELIERS MUNICIPAUX DE LA VILLE DE CHAUNY-.,fns,cmp2006,appeloffre,initial,MAIRIE DE CHAUNY,02302,Chauny cedex,,['Matériel électrique'],[203],non,non
20-130519,2020-10-23,2020-11-20,['2'],MARCHE DE FOURNITURES DIVERSES POUR LES ATELIERS MUNICIPAUX DE LA VILLE DE CHAUNY-.,fns,cmp2006,appeloffre,initial,MAIRIE DE CHAUNY,02302,Chauny cedex,,['Métallurgie'],[224],non,non
20-130813,2020-10-23,2020-11-16,['3'],"Maison de l'artisanat de luxe, design et métiers d'art",fns,cmp2006,appeloffre,initial,Communauté d'agglomération de Moulins,03000,MOULINS,,"['Ascenseur', 'Chauffage (travaux)', 'Climatisation', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Serrurerie', 'Ventilation', 'Amiante (désamiantage)']","[17, 61, 62, 63, 105, 117, 144, 195, 222, 264, 269, 321, 360, 479]",non,non
