,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-61851,2021-05-09,2021-05-31,['1'],mission de maîtrise d'oeuvre pour la réhabilitation des bâtiments st antoine et ste thérèse site de la madeleine à bourg-en-bresse (rectificatif),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"[""Maîtrise d'oeuvre""]",[197],non,oui
1,21-62382,2021-05-09,2021-07-07,['1'],Travaux de menuiseries bois dans les bâtiments du département de l'Ain,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Menuiserie'],[222],non,non
2,21-62246,2021-05-09,2021-06-10,"['2', '59', '62', '60', '80']",Marché public de Conception-Réalisation avec exploitation maintenance de la Cité administrative de Laon (02),joue,directive24,appeloffre,initial,SGAR Nord-Pas-de-Calais,02000,Laon,,['Bâtiment'],[33],oui,oui
3,21-62024,2021-05-09,2021-06-08,['2'],Concession de service public pour la fourniture et l'exploitation de télévisions du Centre Hospitalier de Laon,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Télévision'],[340],non,non
4,21-61911,2021-05-09,2021-06-08,['2'],Réalisation d'examens de biologie médicale et transports associés pour les Centres Hospitaliers de Guise et de Ham,joue,directive24,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,"['Analyses médicales, biologiques']",[8],non,non
5,21-62019,2021-05-09,2021-07-31,"['4', '83']","Prestation de conception, réalisation et maintenance d'un outil de réservation et de paiement en ligne dédié au service de transport public routier non urbain de personnes 'Navette Blanc-Mar",joue,directive24,attribution,initial,PNR du Verdon,04360,Moustiers Sainte Marie,"[('2021-05-04', 'XSALTO', (31333, 'EUR'), ""Prestation de conception, réalisation et maintenance d'un outil de réservation et de paiement en ligne dédié au service de transport public routier non urbain de personnes 'Navette Blanc-Martel'"")]",['Informatique (prestations de services)'],[163],non,non
6,21-61961,2021-05-09,2021-07-31,"['4', '83']",Exécution de services saisonniers de transport public routier non urbain de personnes,joue,directive24,attribution,initial,PNR du Verdon,04360,Moustiers Sainte Marie,"[('2021-05-04', 'AUTOCARS SUMIAN', (84126, 'EUR'), 'Navette Blanc-Martel'), ('2021-05-04', 'C.D.C. VOYAGES', (57786, 'EUR'), 'Navette Samson')]",['Transport'],[347],non,non
7,21-62078,2021-05-09,2021-08-04,['5'],Fourniture de panneaux de signalisation verticale pour la centrale d'achat de l'Ingéniérie Territoriale du département des Hautes-Alpes,joue,directive24,attribution,initial,Ingénierie Territoriale Hautes-Alpes,05008,Gap,"[('2021-05-04', 'Signaux Girod S.A', (93244, 'EUR'), None)]","['Panneaux', 'Signalisation']","[261, 322]",non,non
8,21-62352,2021-05-09,2021-06-06,['6'],Fournitures de tenues professionnelles pour le service exploitation et le service commercial de la Régie Ligne d'Azur,joue,directive25,attribution,initial,Régie Ligne d'Azur,06100,Nice,"[('2021-05-04', 'Arc Uniformes', (1690302, 'EUR'), ""Fournitures de tenues professionnelles pour le service exploitation et le service commercial de la Régie Ligne d'Azur"")]",['Textile'],[343],non,non
9,21-62191,2021-05-09,2021-07-02,['6'],Services d'assurances pour les besoins du SMED (8 lots),joue,directive24,appeloffre,initial,SMED,06150,Cannes la Bocca,,['Assurance'],[20],non,non
