a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-13534,2020-01-28,2020-03-28,['1'],extension du réseau d'eaux usées - rue du chatillonnet - bohas,mapa,cmp2006,attribution,initial,CA du Bassin de Bourg en Bresse,01000,Bourg en Bresse,,['Assainissement'],[18],non,non
20-13834,2020-01-28,2020-02-05,['2'],HERBERGEMENT DE DONNES DE SANTE A CARACTERE PERSONNEL SUR SUPPORT PAPIER ET HERBERGENT D'ARCHIVES PAPIER DONT DES DONNES DE SANTE A CARACTERE PERSONNEL SUR SUPPORT PAPIER EN CONTENEURS ET PALETTE,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Papeterie'],[262],non,non
20-13515,2020-01-28,2020-02-12,['2'],Mission d'assistance à maîtrise d'ouvrage pour la mise en place de la redevance incitative-.,mapa,cmp2006,appeloffre,initial,CA DE LA REGION DE CHATEAU THIERRY,02400,Château-Thierry,,['Etude'],[118],non,non
20-13883,2020-01-28,2020-04-27,['2'],Création de deux courts de tennis découverts à Tergnier,fns,cmp2006,attribution,initial,COMMUNE DE TERGNIER,02700,TERGNIER,"[('2020-01-28', 'POLYTAN FRANCE ENTREPRISES', (112892.0, 'EUR'), None)]","['Equipement sportif', 'Terrain de sport']","[113, 342]",non,non
19-179770,2020-01-28,2020-02-19,"['3', '63']",acquisition et maintenance d'un chargeur télescopique,mapa,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy Cedex,,['Véhicules (acquisition)'],[475],non,oui
20-13635,2020-01-28,2020-02-20,"['3', '63']","assistance à maîtrise d'ouvrage - étude de programmation pour la réalisation d'un système de pré traitement des lixiviats, évolutifs en station d'épuration - re consultation suite a infructuosite",mapa,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
20-13217,2020-01-28,2020-03-30,['6'],marché de travaux de génie climatique,fns,cmp2006,attribution,initial,REGIE PARCS D AZUR,06000,Nice,[],"['Chauffage (travaux)', 'Climatisation', 'Ventilation']","[61, 62, 360]",non,non
20-13233,2020-01-28,2020-03-02,['6'],marché de travaux de génie climatique.,fns,cmp2006,appeloffre,initial,REGIE PARCS D AZUR,06000,Nice,,"['Chauffage (travaux)', 'Climatisation', 'Ventilation']","[61, 62, 360]",non,non
20-13467,2020-01-28,2020-02-21,['6'],"Numéro de la consultation : 19IUSOPHSTRU-TVX Réfection et peinture des structures tubulaires (charpente métallique) des bâtiments rouge et jaune , de l'IUT de Sophia Antipolis",fns,cmp2006,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,"['Ouvrage métallique', 'Peinture (travaux)']","[254, 264]",non,non
20-13667,2020-01-28,2020-04-26,['6'],L'Office de Tourisme & des Congrès d'Antibes Juan-les-Pins souhaite optimiser sa communication auprès du grand public en s'appuyant sur des réseaux d'affichages pour deux de se,mapa,cmp2006,attribution,initial,Office tourisme et congrès d'Antibes,06160,Juan les Pins,,"['Publicité, Communication']",[285],non,non
20-13858,2020-01-28,2020-04-26,['6'],DECORATIONS ET ANIMATIONS D'ANTIBES A L'OCCASION DES FETES DE FIN D'ANNEE 2019,fns,cmp2006,attribution,initial,Office tourisme et congrès d'Antibes,06160,Juan les Pins,,"['Illumination', 'Prestations de services', 'Spectacle']","[170, 274, 472]",non,non
20-13376,2020-01-28,2020-02-21,['6'],Travaux de réfection des couvertures métalliques du bâtiment sslia - aéroport du golfe de saint-tropez,mapa,cmp2006,appeloffre,initial,Société Aéroports de la Côte d'Azur,06206,Nice Cedex 3,,"['Couverture', 'Etanchéité']","[74, 117]",non,non
20-13612,2020-01-28,2020-02-19,['8'],Acquisition de matériels de visualisation et supports pour la signalisation tricolore 2020 à 2023-.,fns,cmp2006,appeloffre,initial,COMMUNE DE CHARLEVILLE MEZIERES,08000,CHARLEVILLE-MéZIèRES,,['Equipement industriel'],[112],non,non
20-13790,2020-01-28,2020-03-02,['8'],Mise à disposition d'une société de surveillance et de sécurité pour les services d'Ardenne-Métropole-.,fns,cmp2006,appeloffre,initial,ARDENNE METROPOLE,08000,CharlevilleMézières,,['Surveillance'],[331],non,non
20-13906,2020-01-28,2020-02-24,['9'],Numéro de la consultation : 200708 Prestations de contrôle de l'environnement des zones à atmosphère contrôlée (ZAC) pour le GHT des Pyrénées Ariégeoises,fns,cmp2006,appeloffre,initial,CTRE HOSPITALIER INTERCOM VAL D ARIEGE,09017,FOIX CEDEX,,"['Analyses médicales, biologiques', 'Prestations de services']","[8, 274]",non,non
20-13530,2020-01-28,2020-02-26,['10'],Théâtre de la Madeleine : Rénovation désenfumage de scène - Renforcement charpente cage de scène - Rénovation de la couverture de l'Aquarium-. (rectificatif),fns,cmp2006,appeloffre,rectificatif,MAIRIE DE TROYES,10000,Troyes,,"[""Tous corps d'état""]",[345],non,non
20-13583,2020-01-28,2020-02-25,['10'],Fourniture et livraison d'équipements de protection individuelle à usage courant.-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,['Habillement'],[150],non,non
20-13897,2020-01-28,2020-03-28,['10'],SECURISATION DES ECOLES,mapa,cmp2006,appeloffre,initial,Ville de La Chapelle Saint Luc,10602,LA CHAPELLE SAINT-LUC CEDEX,,"['Alarme', 'Câblage', ""Contrôle d'accès"", 'Electricité (travaux)', 'Serrurerie', 'Porte automatique, portail']","[5, 47, 81, 105, 321, 412]",non,non
20-13773,2020-01-28,2020-02-29,['11'],ACCORD CADRE - REMPLACEMENT PLOMB - 2019-2022,fns,cmp2006,attribution,initial,COMMUNE DE LIMOUX,11300,Limoux,,['Alimentation en eau potable'],[6],non,non
20-13880,2020-01-28,2020-02-07,['11'],Entretien des locaux et des vitres des différents sites de l'Office de Tourisme de Gruissan,mapa,cmp2006,appeloffre,rectificatif,OFFICE TOURISME GRUISSAN,11430,GRUISSAN,,['Nettoyage de locaux'],[239],non,non
20-11151,2020-01-28,2020-02-19,['12'],Fourniture d'objets et de supports publicitaires pour 2020 - 19 lots,fns,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12007,Rodez Cedex,,['Objet publicitaire'],[464],non,non
20-13821,2020-01-28,2020-02-14,['13'],Démolition de la passerelle Capitaine Gèze et aménagements provisoires des voiries - commune de Marseille,fns,cmp2006,appeloffre,rectificatif,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Démolition'],[87],non,non
20-13614,2020-01-28,2020-02-18,['13'],Mission d'assistance à la mobilisation des crédits européens pour la période 2021-2027,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Prestations de services'],[274],non,non
20-13915,2020-01-28,2020-03-05,['13'],Travaux de construction du centre d'incendie et de secours de Roquevaire - Relance du lot 5 - Portes sectionnelles.,fns,cmp2006,appeloffre,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,"[""Tous corps d'état""]",[345],non,non
20-13518,2020-01-28,2020-02-05,['13'],"Aménagement d'un chemin PMR, de 2 places de stationnement et pose de mobiliers sur le parking Aurigon de la Sainte Victoire",fns,cmp2006,appeloffre,rectificatif,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Voirie'],[365],non,non
20-13486,2020-01-28,2020-02-07,['13'],"Le présent marché, passé en procédure adaptée, concerne le nettoyage de l'ensemble des équipements sportifs transférés de la Mairie du 5e Secteur.",fns,cmp2006,appeloffre,rectificatif,Ville de Marseille,13275,Marseille cedex 09,,['Nettoyage de locaux'],[239],non,non
20-13240,2020-01-28,2020-02-18,"['13', '30', '83', '6']",Ce marché est passé selon la procédure adaptée avec pour objet la Réfection de l?étanchéité des toitures des bâts 29 et 40 de l?E.N.P de Nîmes.,fns,cmp2006,appeloffre,initial,SGAP de Marseille,13311,Marseille cedex 14,,['Etanchéité'],[117],oui,non
20-13824,2020-01-28,2020-02-24,['13'],NETTOYAGE ET ENTRETIEN DES LOCAUX DES SITES DE L'ÉCOLE DE LA 2e CHANCE DE MARSEILLE,fns,cmp2006,appeloffre,initial,Ecole de la 2ème Chance,13344,Marseille cedex 15,,['Nettoyage de locaux'],[239],non,non
20-13632,2020-01-28,2020-02-17,['13'],mission de maitrise d'oeuvre travaux désamiantage réaménagement cfp la ciotatpièces du marché disponibles sur la place sous la référence 022020,fns,cmp2006,appeloffre,initial,DGFIP,13357,Marseille,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-13390,2020-01-28,2020-02-27,"['13', '4', '5', '84']",Numéro de la consultation : 2020-0002 TRAVAUX DE RÉHABILITATION DU PAVILLON AUJALEU - LOT 1 DÉSAMIANTAGE - LOT 2 DÉMOLITION LÉGÈRE ET CURAGE,fns,cmp2006,appeloffre,initial,CH SPECIALISE MONTPERRIN,13617,AIX EN PROVENCE,,"['Curage', 'Démolition', 'Amiante (désamiantage)']","[78, 87, 479]",non,non
20-13457,2020-01-28,2020-02-26,['13'],La conclusion de contrats de services d'assurances pour le Crous d'Aix Marseille Avignon,fns,cmp2006,appeloffre,initial,CENTRE REGIONAL OEUVRES UNIV SCOLAIRES,13621,Aix en provence cedex 1,,['Assurance'],[20],non,non
20-13563,2020-01-28,2020-02-17,['13'],"Numéro de la consultation : 2020/03 Fourniture de produits d'hygiène, d'entretien, d'art de la table et petit matériel",fns,cmp2006,appeloffre,rectificatif,Commune de Rognac,13655,ROGNAC,,"['Hygiène (articles)', ""Produits d'entretien""]","[153, 278]",non,non
20-13806,2020-01-28,2020-03-21,['13'],"Maintenance, assistance à l'exploitation d'un système de vidéoprotection, fourniture installation de matériels.",fns,cmp2006,attribution,initial,Ville de Fos-sur-Mer,13771,Fos sur mer cedex,"[('2020-01-21', 'Snc ineo infracom', (61754.99, 'EUR'), None)]",['Télésurveillance'],[415],non,non
20-13813,2020-01-28,2020-03-28,['13'],Contrôle des aires de jeux collectives et équipements sportifs,mapa,cmp2006,attribution,initial,Ville de Fos-sur-Mer,13771,Fos sur mer cedex,,['Prestations de services'],[274],non,non
20-13654,2020-01-28,2020-03-02,['13'],"TRAVAUX DE REHABILITATION DE TERRAINS DE TENNIS EN RESINE, D'UN MUR D'ENTRAINEMENT ET DE SON AIRE D'EVOLUTION A ENTRESSEN",fns,cmp2006,appeloffre,initial,COMMUNE D ISTRES,13808,ISTRES,,['Terrain de sport'],[342],non,oui
20-13434,2020-01-28,2020-02-24,['13'],Construction de gradins dans le gymnase Albert Camus à Velaux,mapa,cmp2006,appeloffre,initial,Ville de Velaux,13880,VELAUX,,['Equipement sportif'],[113],non,non
20-13756,2020-01-28,2020-02-18,['13'],FOURNITURE DE REACTIFS ET DE PRODUITS CONSOMMABLES DE LABORATOIRE,fns,cmp2006,appeloffre,initial,Centre Hospitalier Edouard Toulouse,13917,Marseille,,"['Consommables médicaux', 'Laboratoire (fourniture)', 'Laboratoire (matériel)', 'Réactifs']","[69, 181, 188, 301]",non,non
20-13418,2020-01-28,2020-03-06,['14'],AMENAGEMENT D'UN ESPACE TIERS LIEU/MAISON DES ASSOCIATIONS AU CENTRE SOCIO-CULTUREL DE OUISTREHAM,fns,cmp2006,appeloffre,initial,Ville de Ouistreham,14150,ouistreham,,"['Bâtiment', 'Chauffage (travaux)', 'Démolition', 'Electricité (travaux)', 'Gros oeuvre', 'Menuiserie', 'Peinture (travaux)', 'Plâtrerie', 'Plomberie (travaux)', ""Tous corps d'état""]","[33, 61, 87, 105, 144, 222, 264, 269, 270, 345]",non,non
20-13615,2020-01-28,2020-02-27,['14'],travaux de création et d'amélioration des systèmes de chauffage du complexe sportif a.maurois,fns,cmp2006,appeloffre,initial,Ville de Deauville,14801,Deauville,,['Chauffage (travaux)'],[61],non,non
20-13521,2020-01-28,2020-02-28,"['15', '63', '43']",aménagements agro-pastoraux de gestion durable des zones humides du bassin de l'alagnon - programmation travaux 2020,mapa,cmp2006,appeloffre,initial,SI de Gestion de l'Alagnon SIGAL,15500,Massiac,,"['Bassin, étang', 'Captage', 'Rivières/ruisseaux', 'Travaux agricoles']","[28, 51, 310, 348]",non,non
20-13764,2020-01-28,2020-02-14,['16'],Prestations d'accompagnement à la mise en oeuvre de l'assemblée des développeurs des solidarités,mapa,cmp2006,appeloffre,rectificatif,Département de la Charente,16917,ANGOULEME,,"['Prestations de services', ""Assistance à maîtrise d'ouvrage""]","[274, 433]",non,non
20-13899,2020-01-28,2020-02-25,['16'],Travaux de réfection de sols et revêtements PVC au Centre Hospitalier Camille Claudel,mapa,cmp2006,appeloffre,initial,Centre Hospitalier Angoulême,16959,ANGOULEME CEDEX 9,,['Revêtements de sols'],[308],non,non
20-13363,2020-01-28,2020-02-27,['17'],Mission de géomètre expert pour des itinéraires de pistes cyclables,fns,cmp2006,appeloffre,initial,CA de l'Île d'Oléron,17310,SAINT-PIERRE D'OLÉRON,,"['Prestations de services', 'Topographie']","[274, 344]",non,non
20-13420,2020-01-28,2020-03-21,['17'],Assurance dommages ouvrage dans le cadre des travaux de réhabilitation de l'équipement culturel 'la Maline'.,mapa,cmp2006,attribution,initial,Communauté de Communes de l'Ile de Ré,17410,Saint martin de ré,,['Assurance'],[20],non,non
20-13587,2020-01-28,2020-02-21,['18'],Prestations de traiteurs pour la Ville de Bourges et la Communauté d'Agglomération de Bourges Plus,fns,cmp2006,appeloffre,initial,Ville de Bourges,18000,BOURGES,,['Prestations de services'],[274],non,non
20-13524,2020-01-28,2020-02-20,['18'],"Désherbage des rues, abords des terrains sportifs, cimetière et sentes",fns,cmp2006,appeloffre,initial,Ville de Bourges,18000,BOURGES,,['Espaces verts'],[116],non,non
