a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-46912,2021-04-08,2021-04-16,['1'],Extension du préau du collège Lucie Aubrac à Ceyzériat (rectificatif),fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L AIN,01003,Bourg-en-bresse cedex,,"['Peinture (travaux)', 'Terrassement']","[264, 341]",non,non
21-46670,2021-04-08,2021-06-07,['1'],TRAVAUX RECURRENTS EN LIEN AVEC l'ISDND DE LA TIENNE,fns,cmp2006,attribution,initial,SYND MIXTE TRAITEMENT DECHETS MENAGERS,01004,Bourg en bresse cedex,,['Terrassement'],[341],non,non
21-47130,2021-04-08,2021-04-28,['1'],Mission de maîtrise d'oeuvre pour la construction d'un bâtiment dédié à l'Unité d'Hospitalisation de Courte Durée (UHCD) du Centre Hospitalier du Haut Bugey,fns,cmp2006,appeloffre,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
21-47234,2021-04-08,2021-05-12,['1'],DELEGATION DE SERVICE PUBLIC D'ACCUEIL DE MINEURS SANS HEBERGEMENT ET DE LA BIBLIOTHEQUE MUNICIPALE,dsp,dsp,appeloffre,initial,Plateau d'Hauteville,01110,PLATEAU D'HAUTEVILLE,,['Délégation de service public'],[406],non,non
21-47144,2021-04-08,2021-04-29,['1'],Accord-cadre à bons de commande pour la location et la maintenance de camions frigorifiques pour le service de portage de repas de Haut-Bugey Agglomération,fns,cmp2006,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Véhicules (location)'],[474],non,oui
21-42986,2021-04-08,2021-06-01,['1'],Maîtrise d'oeuvre des travaux courants du réseau d'eau potable du syndicat Saône Veyle Reyssouze - 2 lots,joue,directive25,attribution,initial,SYND EAU POTABLE SAONE VEYLE REYSSOUZE,01380,BAGE LE CHATEL,"[('2021-03-31', ""SAS CABINET D'ETUDES MARC MERLIN"", (440000, 'EUR'), 'Service Basse Reyssouze'), ('2021-03-31', ""SAS CABINET D'ETUDES MARC MERLIN"", (440000, 'EUR'), 'Service Saône Veyle')]","[""Maîtrise d'oeuvre""]",[197],non,non
21-45606,2021-04-08,2021-05-11,['2'],Réalisation d'enduits superficiels d'usure et de réfections au Point A Temps Automatique pour des opérations inférieures ou égales à 120 000 euros HT-.,joue,directive24,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Ouvrage d'infrastructure""]",[253],non,non
21-46683,2021-04-08,2021-05-06,"['3', '63']",Raccordement de la station d'eau potable de vichy au réseau de fibre optique du coeur d'agglomération,mapa,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy cedex,,['Fibre optique'],[133],non,non
21-46684,2021-04-08,2021-07-06,['4'],CONCESSION DE SERVICE PUBLIC POUR L'EXPLOITATION DU CAMPING ' LES PRES HAUTS ',fns,cmp2006,attribution,initial,Ville de Sisteron,04200,Sisteron,[],['Délégation de service public'],[406],non,non
21-46691,2021-04-08,2021-04-22,['5'],Étude de faisabilité d'une filière méthanisation sur le territoire de la ville de GAP,mapa,cmp2006,appeloffre,rectificatif,Ville de Gap,05007,GAP,,['Etude'],[118],non,non
21-47157,2021-04-08,2021-05-10,['5'],Travaux de réhabilitation de réseaux d'assainissement,fns,cmp2006,appeloffre,initial,Ville de Gap,05007,GAP,,['Assainissement'],[18],non,non
21-47202,2021-04-08,2021-05-14,"['5', '38', '73', '74', '69', '13', '4', '26']",Restauration de la toiture de la Chapelle Saint Barhtélémy répartie en 2 lots:- Lot no1: Charpente-Couverture- Lot no2: Maçonnerie- Pierre de taille,fns,cmp2006,appeloffre,initial,COMMUNE DE LA SALLE,05240,La salle les alpes,,['Charpente'],[57],non,non
21-46808,2021-04-08,2021-05-07,['6'],M.A.P.A. 2021-035 FOURNITURE ET LIVRAISON FRANCO DE PORT DE PRODUITS PHARMACEUTIQUES ET PARAPHARMACEUTIQUES LOT 2 : PRODUITS PARAPHARMACEUTIQUES,fns,cmp2006,appeloffre,initial,COMMUNE LE CANNET,06110,Le Cannet,,"['Matériel médical', 'Produits pharmaceutiques']","[212, 280]",non,non
20-137949,2021-04-08,2021-06-06,['6'],Fourniture et livraison de fleurs pour les besoins du Département des Alpes-Maritimes,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,"[('2020-11-10', 'SAS ARC EN CIEL FLEURS DU SUD', (80814, 'EUR'), 'Fourniture de compositions florales pour les cérémonies officielles, commémorations, et autres'), ('2020-11-10', 'SAS ARC EN CIEL FLEURS DU SUD', (41615.99, 'EUR'), 'Fourniture et mise en place de fleurs coupées, de plantes décoratives et accessoires floraux')]",['Végétaux'],[358],non,oui
21-45541,2021-04-08,2021-04-19,['6'],etude pour la création d'un projet alimentaire territorial (pat) (rectificatif),joue,autre,rectificatif,rectificatif,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Etude'],[118],non,non
21-28185,2021-04-08,2021-06-06,['6'],"Acquisition de mobilier et équipements de décoration, petit et gros électroménager, équipements de la maison, vidéo, son, jeux et jouets de la petite enfance - relance lots no01 et no02",joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,"[('2021-02-26', 'Mobiliers et équipements de décoration intérieurs et extérieurs', (54747.81, 'EUR'), 'Mobiliers et équipements de décoration intérieurs et extérieurs'), ('2021-02-26', 'MANUTAN COLLECTIVITES SAS', (54092.61, 'EUR'), 'Gros électroménager et matériels vidéo-son ')]","['Electroménager', 'Jeux, jouets', 'Mobilier', 'Télévision']","[108, 175, 230, 340]",non,oui
21-25047,2021-04-08,2021-06-06,['6'],Acquisition de mobilier de bureau pour les services départementaux,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,['Mobilier'],[230],non,oui
21-47203,2021-04-08,2021-05-08,['6'],Maîtrise d'oeuvre pour travaux d'infrastructure du parc de loisirs de la TOURRE à CARROS,mapa,cmp2006,appeloffre,initial,Ville de Carros,06510,Carros,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-46965,2021-04-08,2021-05-07,['6'],création d'une crèche 'les papillons' - coeur st georges,fns,cmp2006,appeloffre,initial,Ville de la Roquette-sur-Siagne,06550,la roquette sur siagne,,"['Cloison, faux plafond', 'Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols', 'Occultation']","[63, 105, 222, 264, 270, 308, 414]",non,non
21-47155,2021-04-08,2021-05-25,['6'],Prestations de blanchisserie et teinturerie,fns,cmp2006,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Prestations de services'],[274],non,non
21-45452,2021-04-08,2021-05-10,['6'],fournitures administratives de bureau pour les services de la communauté d'agglomération sophia antipolis,joue,directive24,appeloffre,initial,Cté Agglomération Sophia Antipolis,06901,Sophia antipolis cedex,,"['Articles de bureau et articles scolaires', 'Matériel de bureau']","[16, 207]",non,oui
21-45913,2021-04-08,2021-05-07,['7'],Impression et diffusion du magazine 'RELIEFS' (5 lots),joue,directive24,appeloffre,initial,Département de l'Ardèche,07007,Privas,,"['Impression', 'Prestations de services']","[160, 274]",non,non
21-45896,2021-04-08,2021-04-30,['7'],RD 11 - Construction d'un ouvrage mixte pour le franchissement du canal du Rhône à Charmes-sur-Rhône,joue,autre,rectificatif,rectificatif,Département de l'Ardèche,07007,Privas,,"[""Ouvrage d'art""]",[252],non,non
21-47088,2021-04-08,2021-06-07,"['7', '26']","Travaux d'Alimentation en Eau Potable, à réaliser sur le Territoire du Syndicat Mixte des Eaux OUVEZE-PAYRE - LOT UNIQUE : Augmentation de la capacité de pompage des champs captants de "" Payre "".",fns,cmp2006,appeloffre,initial,SYNDICAT OUVEZE PAYRE,07250,Le pouzin,,['Alimentation en eau potable'],[6],non,non
21-45395,2021-04-08,2021-07-01,['8'],MUTUELLE / COMPLÉMENTAIRE SANTÉ DE GROUPE,joue,directive24,attribution,initial,Chambre d'agriculture des Ardennes,08013,CHARLEVILLE-MEZIERES Cedex,"[('2021-04-06', 'ARGANCE CONSEILS', (184457, 'EUR'), None)]","['Abris', 'Prestations de services']","[1, 274]",non,non
21-45405,2021-04-08,2021-05-05,['10'],fourniture et installation d'un vms pour l'exploitation du système de vidéoprotection du csui de troyes champagne métropole-. (rectificatif),joue,autre,rectificatif,rectificatif,Troyes Champagne Métropole,10000,TROYES,,"['Equipement industriel', 'Logiciel']","[112, 186]",non,non
21-47331,2021-04-08,2021-05-03,['10'],Maintenance des installations de balnéothérapie du Stade de l'Aube-.,fns,cmp2006,appeloffre,initial,Troyes Champagne Métropole,10000,TROYES,,['Maintenance'],[196],non,non
21-47022,2021-04-08,2021-06-08,['10'],RELANCE DU LOT 5 - PRESTATION DE PSYCHOMOTRICIEN - BILAN ET SUIVI DES ENFANTS - SECTEUR 1 ET 2-.,mapa,cmp2006,attribution,initial,Troyes Champagne Métropole,10000,Troyes,[],['Prestations de services'],[274],non,non
21-45392,2021-04-08,2021-04-14,['10'],Prestations de Maintenance et d'exploitation des installations de chauffage / ventilation / climatisation / eau chaude sanitaire des établissements du CH de Troyes,joue,directive24,attribution,initial,Centre hospitalier de Troyes,10003,Troyes cedex,"[('2019-10-24', 'DALKIA', (136565, 'EUR'), ""Prestations de Maintenance et d'exploitation des installations de chauffage / ventilation / climatisation / eau chaude sanitaire des établissements du CH de Troyes"")]",['Maintenance'],[196],oui,oui
21-38766,2021-04-08,2021-04-30,['10'],opération de restauration immobilière relative aux immeubles 21 et 23 rue jaillant deschainets à troyes - relance des lots 1 et 2,joue,directive24,intentionconclure,initial,MAIRIE DE TROYES,10026,Troyes,"[('2021-03-19', 'SARL E3 Désamiantage', (22505, 'EUR'), 'Désamiantage')]",['Amiante (désamiantage)'],[479],non,non
21-47041,2021-04-08,2021-04-28,"['66', '11']",SAILLAGOUSE (66) - Centre de Vole en Montagne - INTRUSION - MEP INTRUSION,mapa,cmp2006,appeloffre,initial,DRSID Lyon,11801,Carcassonne,,['Surveillance'],[331],non,non
21-45669,2021-04-08,2021-06-06,['12'],gestion des déchets issus des déchetteries et collecte des emballages en verre,joue,directive24,attribution,initial,Decazeville communauté,12300,Decazeville,"[('2021-03-31', 'VEOLIA PROPRETE MIDI-PYRENEES SAS', (711712.44, 'EUR'), 'Enlèvement et traitement des cartons, déchets verts, gravats, bois en mélange et enlèvement des encombrants'), ('2021-03-31', 'BOUDOU RECUPERATION', (92343.9, 'EUR'), 'enlèvement et traitement des métaux avec mise à disposition d\x92une benne.'), ('2021-03-31', 'CHIMIREC MASSIF CENTRAL', (63123.66, 'EUR'), 'enlèvement, traitement et fourniture des contenants des déchets toxiques, batteries et piles de clôture.'), ('2021-03-31', 'ETS CARCANO', (80196.6, 'EUR'), 'collecte des bornes d\x92apport volontaire pour les emballages en verre.')]","['Bois', 'Carton', 'Ordures ménagères (prestations)', 'Déchets non ménagers (prestations)']","[38, 54, 249, 404]",non,oui
21-45609,2021-04-08,2021-05-10,['12'],"routes departementales - fourniture, transport et pose de signalisation de direction",joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,"['Panneaux', 'Signalisation']","[261, 322]",non,non
21-46765,2021-04-08,2021-04-30,"['6', '83', '13', '5']",marché de travaux pour le réaménagement intérieur de la bsi de cannes mandelieu.,fns,cmp2006,appeloffre,initial,DI des douanes de Méditerranée,13002,marseille,,"['Climatisation', 'Cloison, faux plafond', 'Electricité (travaux)', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols']","[62, 63, 105, 195, 222, 264, 308]",non,non
