,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-123150,2020-10-10,2020-11-20,['1'],transports scolaires,joue,directive24,appeloffre,initial,Ville de Divonne les Bains,01220,Divonne les Bains,,['Transport'],[347],non,non
1,20-123200,2020-10-10,2020-11-30,['3'],Réhabilitation thermique relance lot 3 façade suite à procédure déclarée sans suite,joue,directive24,attribution,initial,EVOLEA,03016,MOULINS,,['Isolation'],[169],non,non
2,20-122395,2020-10-10,2020-11-06,"['5', '4']",transport de personnes,joue,directive24,appeloffre,initial,Commune d'Embrun,05200,Embrun,,['Transport'],[347],non,non
3,20-121678,2020-10-10,2020-11-16,"['6', '20B', '20A']",Travaux tout corps d'état relatifs à la relocalisation de la Maintenance Régionale d'Ajaccio,joue,directive24,appeloffre,initial,service navigation aérienne sud est,06201,Nice cedex 3,,"['Bardage', 'Bâtiment', 'Câblage', 'Climatisation', 'Couverture', 'Cuisine (équipement)', 'Démolition', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Gouttières', 'Isolation', 'Maçonnerie', 'Matériel électrique', 'Menuiserie', 'Panneaux', 'Peinture (travaux)', 'Plâtrerie', 'Revêtements de sols', 'Serrurerie', ""Tous corps d'état"", 'Vitrerie', 'Voirie et réseaux divers', 'Amiante (désamiantage)']","[30, 33, 47, 62, 74, 77, 87, 105, 117, 144, 145, 169, 195, 203, 222, 261, 264, 269, 308, 321, 345, 363, 366, 479]",oui,oui
4,20-123467,2020-10-10,2020-11-09,['6'],ACQUISITION DE VÉHICULES POUR LE PARC MUNICIPAL ET LE CCAS,joue,autre,rectificatif,rectificatif,Ville de Mandelieu La Napoule,06212,Mandelieu Cedex,,"['Mécanique', 'Véhicules', 'Véhicules (acquisition)']","[221, 359, 475]",non,non
5,20-123256,2020-10-10,2021-01-05,['6'],Assistance à Maîtrise d'Ouvrage pour les élévateurs du Crous Nice-Toulon,joue,directive24,intentionconclure,initial,CROUS NICE-TOULON,06300,Nice,"[('2020-10-08', 'Ascaudit', (53900, 'EUR'), 'Lot Unique')]",['Appareil élévateur'],[11],non,non
6,20-122991,2020-10-10,2020-11-12,['6'],20N0515 - Acquisition d'effets d'habillement,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Textile'],[343],non,oui
7,20-123066,2020-10-10,2020-11-10,['6'],20V0592 - Fourniture et livraison de café et autres consommables liés à la pause-café pour les besoins de la Régie Acropolis- Nikaïa de la ville de Nice,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Denrées alimentaires'],[88],non,oui
8,20-122967,2020-10-10,2020-11-19,['6'],Fourniture de gasoil et d'essence sans plomb 95 pour la station de carburant du Centre Technique Municipal (2 lots),joue,directive24,appeloffre,initial,Commune de Menton,06500,Menton,,"['Carburant, hydrocarbure']",[52],non,non
9,20-123401,2020-10-10,2020-11-12,['11'],Prestations de services de transports d'enfants dans le cadre des sorties scolaires,joue,directive24,appeloffre,initial,COMMUNE DE CARCASSONNE,11000,Carcassonne,,['Transport'],[347],non,non
10,20-123383,2020-10-10,2020-11-12,['11'],MARCHE DE SERVICES D'ASSURANCE,joue,directive24,appeloffre,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,['Assurance'],[20],non,non
11,20-122686,2020-10-10,2020-11-08,['11'],Fourniture et livraison de pièces détachées pour Engins de Travaux Publics,joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Pièces détachées'],[266],non,non
12,20-122976,2020-10-10,2020-12-31,['20A'],"Marché de conception-réalisation pour la démolition du foyer de "" Finosello "" et reconstruction sur le même site d'une résidence sociale à Ajaccio (20090)",joue,directive24,appeloffre,initial,Adoma,13001,Marseille,,"['Bâtiment', 'Gros oeuvre']","[33, 144]",non,non
13,20-123297,2020-10-10,2020-11-08,['13'],(Opération 325) - Mission de Maîtrise d'oeuvre pour les travaux de mise en accessibilité des ERP classés Monuments Historiques de la Ville de MARSEILLE,joue,directive24,attribution,initial,SOLEAM,13232,Marseille cedex 01,,['Etude'],[118],non,non
14,20-122936,2020-10-10,2021-01-08,['13'],"Fourniture et livraison de batteries de démarrage, de tractions et accessoires divers pour batteries",joue,directive24,attribution,initial,Ville de Marseille,13233,Marseille cedex 20,"[('2020-08-17', 'Établissement FARSY SAS', (440000.0, 'EUR'), None)]",['Matériel électrique'],[203],oui,oui
15,20-122983,2020-10-10,2021-01-08,['13'],Tierce Maintenance Applicative de la gestion de contenus Alfresco et prestations associées,joue,directive24,attribution,initial,Ville de Marseille,13233,Marseille cedex 20,"[('2020-09-07', 'Atol Conseil et Développements SAS', (800000.0, 'EUR'), None)]","['Informatique (prestations de services)', 'Informatique (maintenance serveurs et réseaux)']","[163, 454]",non,non
16,20-123336,2020-10-10,2020-11-12,['13'],Achat et maintenance de copieurs multifonctions,joue,directive24,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,['Informatique (matériel)'],[162],non,non
17,20-122977,2020-10-10,2020-11-16,"['13', '4', '5', '6', '83', '84']",RAPaca-33-201008-scanners_ASH,joue,directive24,appeloffre,initial,Rectorat Aix-Marseille,13621,Aix en provence cedex 1,,['Informatique (matériel)'],[162],non,oui
18,20-123311,2020-10-10,2020-11-16,"['13', '83', '84']","Fourniture de carburant, Gasoil et SP95 pour le Port de Plaisance de Fos sur Mer et GNR pour le Cadre de vie.",joue,directive24,appeloffre,initial,Ville de Fos-sur-Mer,13771,Fos sur mer cedex,,"['Carburant, hydrocarbure']",[52],non,non
19,20-123282,2020-10-10,2020-11-10,"['14', '27', '50', '61', '76']",Nettoyage et désinfection des locaux administratifs et sportifs - groupement de commande Ville de Caen et CCAS,joue,directive24,attribution,initial,Ville de Caen,14027,CAEN,"[('2020-10-07', 'ATELIER CONTACT APAJH', (154233.76, 'EUR'), None)]",['Nettoyage de locaux'],[239],non,non
20,20-123292,2020-10-10,2020-10-25,"['14', '50', '61']",Travaux pour l'entretien des bâtiments et des installations techniques des établissements parties du GHT Normandie Centre,joue,autre,rectificatif,rectificatif,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen,,['Maçonnerie'],[195],non,non
21,20-123149,2020-10-10,2020-10-16,['14'],Location de matériel médical (Services de soins et Services d'Hospitalisation à Domicile),joue,autre,rectificatif,rectificatif,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen cedex9,,['Matériel médical'],[212],non,non
22,20-122919,2020-10-10,2020-11-10,"['14', '27', '50', '61', '76']",Maintenance des alarmes anti-intrusion sur le Patrimoine des membres du groupement de commande piloté par la Communauté Urbaine de Caen la mer,joue,directive24,appeloffre,initial,Communauté Urbaine Caen la mer,14050,CAEN,,['Alarme'],[5],non,non
23,20-122874,2020-10-10,2021-01-05,['14'],Concours restreint de maîtrise d'oeuvre sur esquisse pour la construction du centre aquatique intercommunal de Saint-Pierre-en-Auge,joue,directive24,attribution,initial,CA Lisieux Normandie,14106,Lisieux,,"[""Maîtrise d'oeuvre""]",[197],non,non
24,20-123146,2020-10-10,2020-11-16,['18'],"Prélèvements et analyses microbiologiques de la qualité de l'eau, de l'air et des surfaces, et de la qualité alimentaire pour les établissements du groupement hospitalier de territoire du Ch",joue,directive24,appeloffre,initial,C.H. Jacques Coeur de Bourges,18020,BOURGES cedex,,"['Analyses médicales, biologiques']",[8],non,oui
